Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Description,Postal Code,Supplier Type,Contract Number,Project Code,Expenditure Type
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,Cymru/Wales Area,Clarity Travel Management,1816327,"1,744.64",030717-090717 Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,Cymru/Wales Area,Clarity Travel Management,1816327,"1,238.49",12617-180617 CPS Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,East Midlands Area,Clarity Travel Management,1816327,534.92,030717-090717 Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,East Midlands Area,Clarity Travel Management,1816327,"1,392.46",12617-180617 CPS Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,East of England Area,Clarity Travel Management,1816327,313.20,030717-090717 Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,East of England Area,Clarity Travel Management,1816327,"1,098.80",12617-180617 CPS Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,International Justice & Organised Crime Division,Clarity Travel Management,1816327,205.50,030717-090717 Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,International Justice & Organised Crime Division,Clarity Travel Management,1816327,599.91,12617-180617 CPS Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,London North,Clarity Travel Management,1816327,"1,575.97",030717-090717 Witness,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,London North,Clarity Travel Management,1816327,189.93,12617-180617 CPS Witness,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,London South,Clarity Travel Management,1816327,"6,026.78",030717-090717 Witness,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,London South,Clarity Travel Management,1816327,"1,713.85",12617-180617 CPS Witness,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,Merseyside and Cheshire Area,Clarity Travel Management,1816327,"1,427.69",030717-090717 Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,Merseyside and Cheshire Area,Clarity Travel Management,1816327,"3,621.52",12617-180617 CPS Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,North East Area,Clarity Travel Management,1816327,407.86,030717-090717 Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,North East Area,Clarity Travel Management,1816327,404.70,12617-180617 CPS Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,North West Area,Clarity Travel Management,1816327,"1,615.80",030717-090717 Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,North West Area,Clarity Travel Management,1816327,"3,027.18",12617-180617 CPS Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,South East Area,Clarity Travel Management,1816327,"3,408.92",030717-090717 Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,South East Area,Clarity Travel Management,1816327,"2,007.45",12617-180617 CPS Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,South West Area,Clarity Travel Management,1816327,571.53,030717-090717 Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,South West Area,Clarity Travel Management,1816327,717.05,12617-180617 CPS Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,Special Crime Division,Clarity Travel Management,1816327,198.00,030717-090717 Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,Special Crime Division,Clarity Travel Management,1816327,916.87,12617-180617 CPS Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,Specialist Fraud Division,Clarity Travel Management,1816327,"1,100.70",030717-090717 Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,Specialist Fraud Division,Clarity Travel Management,1816327,160.49,12617-180617 CPS Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,Thames and Chiltern Area,Clarity Travel Management,1816327,243.91,030717-090717 Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,Thames and Chiltern Area,Clarity Travel Management,1816327,650.17,12617-180617 CPS Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,Wessex Area,Clarity Travel Management,1816327,438.44,030717-090717 Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,Wessex Area,Clarity Travel Management,1816327,"1,809.12",12617-180617 CPS Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,West Midlands Area,Clarity Travel Management,1816327,939.89,030717-090717 Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,West Midlands Area,Clarity Travel Management,1816327,389.15,12617-180617 CPS Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,Yorkshire and Humberside Area,Clarity Travel Management,1816327,"2,359.70",030717-090717 Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/07/2017,Ordinary Witness Expenses,Yorkshire and Humberside Area,Clarity Travel Management,1816327,"1,512.15",12617-180617 CPS Witness,ST18 0WN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/07/2017,Crown Court Very High Cost Cases,West Midlands Area,Sinha Sahil 62484B,1816437,"37,348.24",3215936862,EC4R 2RP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/07/2017,Crown Court Very High Cost Cases,Special Crime Division,Patterson Gareth 33244B,1816547,"42,158.00",7104942102,EC4R 2RP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/07/2017,Crown Court Graduated Fee Scheme,Thames and Chiltern Area,Cottage Rosina 23667B,1816549,"36,257.53",5148941630,EC4A 3EB,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/07/2017,Crown Court Graduated Fee Scheme,Merseyside and Cheshire Area,Bisarya Neil 39124B,1816698,"41,923.35",2418941280,L2 9YH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,20/07/2017,Advice/Pre-sending - Very High Cost Cases,Specialist Fraud Division,Collery Shane 22911B,1817067,"37,702.20",7510943448,EC4A 3EB,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,20/07/2017,Crown Court Graduated Fee Scheme,South East Area,Flint Simon 15603B,1817273,"33,582.96",4714930652,WC2R 3AS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/07/2017,Crown Court Graduated Fee Scheme,Wessex Area,Feest Adam 31573B,1817505,"29,597.22",4952928494,SO23 8BW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/07/2017,Crown Court Very High Cost Cases,Specialist Fraud Division,Parsons Naomi 54367B,1817538,"25,243.00",7502944053,EC4A 3EB,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/07/2017,Crown Court Very High Cost Cases,East Midlands Area,Young Alex Charles Alexander 54774B,1817601,"78,001.09",3713944065,WC1R 4BS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/07/2017,Crown Court Graduated Fee Scheme,London South,Boyce William 10764B,1817682,"34,657.92",6501943101,EC4R 0EU,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,24/07/2017,Crown Court Graduated Fee Scheme,Thames and Chiltern Area,Duong Helena 57922B,1818043,"28,708.98",5121934199,WC2R 3AA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/07/2017,Advice/Pre-sending - Very High Cost Cases,Special Crime Division,Whitehouse Sarah 30555B,1818109,"26,877.60",7107945137,EC4R 2RP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/07/2017,Crown Court Graduated Fee Scheme,South West Area,Vaitilingham Adam 22436B,1818178,"37,179.01",5214944766,BS1 1DR,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/07/2017,Crown Court Graduated Fee Scheme,London South,Nicholson Tom 42626B,1818284,"26,872.96",6501941040,EC4Y 9DB,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,24/07/2017,Crown Court Graduated Fee Scheme,London South,Kelleher Benedict 32617B,1818298,"39,777.52",6501941028,EC4Y 9DB,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,24/07/2017,Crown Court Graduated Fee Scheme,Thames and Chiltern Area,Hope Ian 36274B,1818300,"41,994.30",5121934194,WC2R 3AS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/07/2017,Crown Court Very High Cost Cases,North West Area,Johnson Nicholas QC 22087B,1818321,"33,184.24",2512943558,L2 9YH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/07/2017,Crown Court Graduated Fee Scheme,London South,Dawes James 31418B,1818673,"27,050.40",6501945162,EC4Y 9DB,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,25/07/2017,Crown Court Very High Cost Cases,North West Area,Johnson Nicholas QC 22087B,1818808,"32,317.60",2512945633,L2 9YH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,03/07/2017,Contractor/Service (Contract Management) - Global Crossing,Corporate,Level 3 Communications UK Limited,5056344,"235,193.34",NC01906318,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,04/07/2017,"Non Capital Purchases of Equipment, Furniture & IT",Corporate,Chubb Systems Ltd Blackburn,5056364,"53,298.30",NC01898033,BB1 2PR,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,05/07/2017,Transcriptions And Translation,Corporate,AVR Transcription Ltd Bolton,5056380,"92,005.68",NC01901401,BL6 6HG,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,07/07/2017,Logica contract,Corporate,CGI IT UK Ltd,5056415,"61,003.56",Accommodation Moves June 2017,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,07/07/2017,Transcriptions And Translation,Corporate,AVR Transcription Ltd Bolton,5056420,"89,767.92",NC01901401,BL6 6HG,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/07/2017,Data Communications,Corporate,Vodafone Ltd formerly Cable and Wireless Milton Keynes,5056464,"30,983.53",NC01815900,MK3 5JP,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,11/07/2017,Computer Services,Finance Directorate,CGI IT UK Ltd,5056501,"37,509.51",CPS farms service invoicing june 2017,RG2 6UA,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,11/07/2017,Logica contract,Corporate,CGI IT UK Ltd,5056501,"48,524.45",Relocation of Drummond Gate and Rose Court - CGI Design and Infrastructure Purchase,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,11/07/2017,Logica contract,Corporate,CGI IT UK Ltd,5056501,"60,991.68",CCR10304,RG2 6UA,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,11/07/2017,Contractor/Service (Contract Management) - Global Crossing,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5056510,461.96,Recharges OGD 010517-190517,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,11/07/2017,Courier Services,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5056510,497.57,Recharges OGD 010517-190517,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,11/07/2017,LCJB & Other Staff Secondment Salaries - Admin,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5056510,"15,335.68",Recharges OGD 010517-190517,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,11/07/2017,Overseas Accommodation & Allowances,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5056510,"9,388.15",Recharges OGD 010517-190517,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,11/07/2017,Overseas Travel,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5056510,348.60,Recharges OGD 010517-190517,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,13/07/2017,Computer Services,Corporate,Level 3 Communications UK Limited,5056571,"180,912.37",NC01906318,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/07/2017,Computer Services,Corporate,CGI IT UK Ltd,5056590,"27,227.88",NC01905758,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/07/2017,Logica Quarterly Service and Unitary Charges,Corporate,CGI IT UK Ltd,5056590,"3,614,307.14",NC01901470,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/07/2017,Transcriptions And Translation,Corporate,Wordwave International Ltd,5056592,"56,797.78",NC01901413,EC4A 2DY,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/07/2017,Transcriptions And Translation,Corporate,Mendip Media Group Ltd Tiverton,5056605,"30,642.12",NC01901410,EX2 5AZ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/07/2017,Electricity,Corporate,EDF Energy,5056606,"10,654.24",Electricity Invoice,PL3 5XQ,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,14/07/2017,Electricity,Corporate,EDF Energy,5056606,"31,962.71",Electricity Invoice,PL3 5XQ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,17/07/2017,Computer Services,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5056617,"8,445.00",Recharges,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,17/07/2017,Contractor/Service (Contract Management) - Global Crossing,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5056617,750.11,Recharges,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,17/07/2017,LCJB & Other Staff Secondment Salaries - Admin,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5056617,"12,314.80",Recharges,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,17/07/2017,Night Subsistence,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5056617,294.67,Recharges,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,17/07/2017,Other Accommodation Costs,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5056617,"127,491.00",Q2 Platform charges,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,17/07/2017,Other Staff Costs,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5056617,69.72,Recharges,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,17/07/2017,Overseas Accommodation & Allowances,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5056617,"5,495.53",Recharges,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,17/07/2017,Overseas Travel,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5056617,328.53,Recharges,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,17/07/2017,Professional Charges,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5056617,"1,332.03",Recharges,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,17/07/2017,Reprographics - Other Costs,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5056617,23.52,Recharges,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,17/07/2017,File Storage,Corporate,Oasis Group Reading,5056627,"33,746.44",permanent retrieval,NE21 5TX,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,17/07/2017,Non Logica Computer Software (Capital Costs),Corporate,CGI IT UK Ltd,5056636,"96,379.09",CCR10331- CMS NAS Refresh Project 230417-270517,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/07/2017,Professional Charges,Corporate,Crimeline Training Ltd Wigan,5056670,"31,412.21",NC01840168,BL1 2AX,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/07/2017,Computer Services,Corporate,Level 3 Communications UK Limited,5056716,"98,014.58",NC01905736,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/07/2017,Computer Services,Corporate,CGI IT UK Ltd,5056726,"53,027.27",NC01905758,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/07/2017,Logica contract,Corporate,CGI IT UK Ltd,5056759,"60,991.68",CCR10304- CMS2017 R1- 030417-070417,RG2 6UA,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,25/07/2017,Contractor/Service (Contract Management) - Global Crossing,Corporate,Level 3 Communications UK Limited,5056787,"58,111.92",NC01906318,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/07/2017,Printing Costs,Corporate,Xerox (UK) Ltd,5056793,"142,314.43",NC01917272,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/07/2017,Printing Costs,Corporate,Xerox (UK) Ltd,5056793,"2,448.00",NC01917272,UB8 1HS,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Computer Services,Corporate,Level 3 Communications UK Limited,5056806,"3,720.95",NC01906318,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Computer Services,Corporate,Level 3 Communications UK Limited,5056806,"103,624.03",NC01906318,RG24 8NA,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/07/2017,Night Subsistence,Communications Division,Clarity Travel Management,5056807,41.85,260617-020717,ST18 0WN,Not available,Not available,Not available,Administration
