Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,Voids maintenance - HRA,Void repairs,14-Sep-2016,200031678,AB Mitchell Developments,"8,947.39"
Barrow Borough Council,HRA Estates,Professional fees,21-Sep-2016,200031804,Pearson & Johnson Solicitors,520.00
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,21-Sep-2016,200031747,Rexel UK Ltd,"1,434.29"
Barrow Borough Council,Barrow town hall,Electricity,01-Sep-2016,200031537,NPower,"2,139.12"
Barrow Borough Council,Information technology,Computer hardware purchase,01-Sep-2016,200031543,CCS Media,"7,650.00"
Barrow Borough Council,Street cleansing,Litter bins,07-Sep-2016,200031604,Broxap Ltd,"4,320.00"
Barrow Borough Council,Forum 28,Building cleaning,21-Sep-2016,200031812,Elior UK Ltd,"3,020.30"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,07-Sep-2016,200031628,AB Mitchell Developments,550.00
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,28-Sep-2016,200031834,AB Mitchell Developments,610.14
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,21-Sep-2016,200031747,Rexel UK Ltd,543.04
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,07-Sep-2016,200031628,AB Mitchell Developments,550.00
Barrow Borough Council,Food safety,Professional fees,21-Sep-2016,200031814,Your Best Option,841.46
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,21-Sep-2016,200031742,Hughes Brothers,"29,428.12"
Barrow Borough Council,Local Council Tax Reduction Scheme (LCTRS),LCTRS Admin,07-Sep-2016,200031588,Liberata Uk Ltd,"67,383.44"
Barrow Borough Council,Dock museum,Maintenance contracts - TSU,14-Sep-2016,200031677,Integral UK Ltd,520.00
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,21-Sep-2016,200031761,Plumbing Trade Supplies,"1,190.76"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,21-Sep-2016,200031827,AB Mitchell Developments,"2,659.84"
Barrow Borough Council,HRA administration,Software maintenance,21-Sep-2016,200031800,Quince Associates Ltd,"4,436.84"
Barrow Borough Council,Finance Department,Software maintenance,14-Sep-2016,200031646,Bottomline Technologies Ltd,866.64
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,14-Sep-2016,200031696,Keith Wilson Elec Con Ltd,"7,369.19"
Barrow Borough Council,Current assets - stocks,Postage stock,07-Sep-2016,200031569,Pitney Bowes Ltd,"2,020.00"
Barrow Borough Council,Playground,Equipment purchase,07-Sep-2016,200031572,Kompan,"1,043.00"
Barrow Borough Council,Tenant demand maintenance - HRA,Gas works,28-Sep-2016,200031908,Sure Maintenance,"3,274.70"
Barrow Borough Council,Technical services,Corporate health and safety,07-Sep-2016,200031576,SA Assoc Mngmt Training Co Ltd,980.00
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,14-Sep-2016,200031673,Rexel UK Ltd,"1,378.71"
Barrow Borough Council,Craven house,Electricity,01-Sep-2016,200031537,NPower,"5,787.29"
Barrow Borough Council,Parks and open spaces,Grounds maintenance,21-Sep-2016,200031764,Tythe Barn Nurseries Ltd,"6,804.00"
Barrow Borough Council,Corporate support,Professional training,21-Sep-2016,200031727,SR Supply Chain Consultants Ltd,"2,125.00"
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,21-Sep-2016,200031747,Rexel UK Ltd,543.04
Barrow Borough Council,Regeneration,Publicity and promotion,14-Sep-2016,200031665,Newsquest (North West) Ltd,540.10
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,21-Sep-2016,200031813,DLP Services (Northern) Ltd,"75,236.41"
Barrow Borough Council,Licensing,Professional fees,21-Sep-2016,200031825,Ark Givendale Ltd,"1,055.43"
Barrow Borough Council,Major works maintenance - HRA,Void repairs,21-Sep-2016,200031827,AB Mitchell Developments,"4,134.25"
Barrow Borough Council,Barrow town hall,Licences,01-Sep-2016,200031562,Cumbria County Council,"1,075.00"
Barrow Borough Council,Coastal Communities Fund,Professional fees,07-Sep-2016,200031564,S&T Klosinski Economic Dev Conulstants Ltd,"5,038.16"
Barrow Borough Council,Coastal Communities Fund,Professional fees,07-Sep-2016,200031585,Supply Chain Cumbria Ltd,"4,450.40"
Barrow Borough Council,Information technology,Agency staff,28-Sep-2016,200031898,Hays Senior Finance,603.88
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,14-Sep-2016,200031655,DLP Services (Northern) Ltd,"9,661.73"
Barrow Borough Council,Conducting elections,Printing and stationery,21-Sep-2016,200031743,Democracy Counts Ltd,505.08
Barrow Borough Council,Registration of electors,Printing and stationery,21-Sep-2016,200031743,Democracy Counts Ltd,"2,800.00"
Barrow Borough Council,Tenant demand maintenance - HRA,Central overheads,14-Sep-2016,200031667,Hughes Brothers,"16,239.59"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,21-Sep-2016,200031813,DLP Services (Northern) Ltd,"5,973.64"
Barrow Borough Council,HRA share of CDC/NDC,External Audit fees,28-Sep-2016,200031891,Grant Thornton UK LLP,"2,555.95"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,21-Sep-2016,200031740,SIG Trading Ltd,"3,370.74"
Barrow Borough Council,Coastal Communities Fund,Professional fees,07-Sep-2016,200031585,Supply Chain Cumbria Ltd,"4,619.60"
Barrow Borough Council,Emlyn Hughes house,Electricity,21-Sep-2016,200031805,NPower,770.87
Barrow Borough Council,Disabled Facilities Grant,Grants,28-Sep-2016,200031850,Ocean Construction UK Ltd,"3,925.34"
Barrow Borough Council,Crematorium,Equipment maintenance,28-Sep-2016,200031896,PJ Combustions Solutions Ltd,746.00
Barrow Borough Council,Registration of electors,Printing and stationery,21-Sep-2016,200031743,Democracy Counts Ltd,"2,308.56"
Barrow Borough Council,Housing market renewal team,Professional fees,01-Sep-2016,200031514,Brown Barron Solicitors,987.00
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,14-Sep-2016,200031696,Keith Wilson Elec Con Ltd,"10,106.92"
Barrow Borough Council,Major works maintenance - HRA,Void repairs,14-Sep-2016,200031673,Rexel UK Ltd,569.58
Barrow Borough Council,Major works maintenance - HRA,Adaptations,07-Sep-2016,200031628,AB Mitchell Developments,"3,315.36"
Barrow Borough Council,Forum 28,Buildings repairs and maintenance,01-Sep-2016,200031533,ADW Testing Ltd,"1,352.70"
Barrow Borough Council,Planning Policy,Professional fees,07-Sep-2016,200031603,Keppie Massie,"12,500.00"
Barrow Borough Council,Major works maintenance - HRA,Repointing Walney,07-Sep-2016,200031568,SIG Trading Ltd,985.01
Barrow Borough Council,Crematorium,Buildings repairs and maintenance,01-Sep-2016,200031563,WGO Joinery,601.85
Barrow Borough Council,Forum 28,Electricity,01-Sep-2016,200031537,NPower,"4,330.01"
Barrow Borough Council,Barrow town hall,Electricity,21-Sep-2016,200031805,NPower,"2,101.18"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,14-Sep-2016,200031678,AB Mitchell Developments,"2,860.18"
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,21-Sep-2016,200031827,AB Mitchell Developments,"5,103.17"
Barrow Borough Council,Regeneration,Publicity and promotion,01-Sep-2016,200031549,Newsquest (North West) Ltd,900.00
Barrow Borough Council,Street cleansing,Litter bins,07-Sep-2016,200031607,Growing Concerns,510.00
Barrow Borough Council,Capitalised Planned Maintenance,Heating,21-Sep-2016,200031761,Plumbing Trade Supplies,748.56
Barrow Borough Council,Tenant demand maintenance - HRA,Central overheads,01-Sep-2016,200031554,Hughes Brothers,"16,239.58"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,28-Sep-2016,200031834,AB Mitchell Developments,"9,139.83"
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,07-Sep-2016,200031628,AB Mitchell Developments,"3,755.51"
Barrow Borough Council,Major works maintenance - HRA,Void repairs,28-Sep-2016,200031834,AB Mitchell Developments,"2,642.87"
Barrow Borough Council,Crematorium,Memorials,21-Sep-2016,200031728,Hilton Studio,552.45
Barrow Borough Council,Information technology,Agency staff,01-Sep-2016,200031544,Hays Senior Finance,757.41
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,21-Sep-2016,200031796,Cumbria Roofing Ulverston,"1,384.00"
Barrow Borough Council,Food safety,Professional fees,28-Sep-2016,200031900,Buckingham Futures Ltd,961.20
Barrow Borough Council,Voids maintenance - HRA,Void repairs,14-Sep-2016,200031678,AB Mitchell Developments,"7,691.28"
Barrow Borough Council,Customer services,Customer services contract,07-Sep-2016,200031588,Liberata Uk Ltd,"9,043.63"
Barrow Borough Council,Dock museum,Gas,07-Sep-2016,200031608,British Gas Business,888.60
Barrow Borough Council,Conducting elections,Printing and stationery,21-Sep-2016,200031743,Democracy Counts Ltd,"1,019.00"
Barrow Borough Council,Photocopiers Holding A/C,Photocopier charges paid,07-Sep-2016,200031615,Ricoh UK Ltd,896.01
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,14-Sep-2016,200031667,Hughes Brothers,"57,829.13"
Barrow Borough Council,The park leisure centre,Professional fees,14-Sep-2016,200031706,Premier Commercial Cleaning Serv Ltd,"1,122.30"
Barrow Borough Council,Estates management,Buildings repairs and maintenance,14-Sep-2016,200031690,Gilmour Fabrications,989.00
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,21-Sep-2016,200031744,Sure Maintenance,"3,107.30"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,07-Sep-2016,200031592,Rixonway Kitchens (Cum) Ltd,"1,721.89"
Barrow Borough Council,Conducting elections,Postage,21-Sep-2016,200031743,Democracy Counts Ltd,"1,344.16"
Barrow Borough Council,Office support - admin,Equipment maintenance,07-Sep-2016,200031569,Pitney Bowes Ltd,"1,521.45"
Barrow Borough Council,Forum catering,Catering contract - Forum,01-Sep-2016,200031542,Elior UK Ltd,773.68
Barrow Borough Council,Major works maintenance - HRA,Void repairs,21-Sep-2016,200031827,AB Mitchell Developments,533.56
Barrow Borough Council,Housing Benefits Admin,Benefits private tenants,07-Sep-2016,200031588,Liberata Uk Ltd,"50,627.53"
Barrow Borough Council,Finance Department,Professional fees,21-Sep-2016,200031782,Selima Software Ltd,966.20
Barrow Borough Council,Registration of electors,Printing and stationery,07-Sep-2016,200031573,Democracy Counts Ltd,787.76
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,28-Sep-2016,200031855,Keith Wilson Elec Con Ltd,"14,010.41"
Barrow Borough Council,Tenant demand maintenance - HRA,Gas works,01-Sep-2016,200031555,Sure Maintenance,"2,387.04"
Barrow Borough Council,Registration of electors,Postage,07-Sep-2016,200031586,Royal Mail,735.55
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,07-Sep-2016,200031628,AB Mitchell Developments,550.00
Barrow Borough Council,The mall and shops,Electricity,21-Sep-2016,200031805,NPower,663.30
Barrow Borough Council,Barrow town hall,Planned Building repairs and maintenance,14-Sep-2016,200031660,Steven Smith Joinery (Ulverston) Ltd,"4,600.00"
Barrow Borough Council,Playground,Equipment purchase,14-Sep-2016,200031643,Playdale Playgrounds Ltd,"1,074.94"
Barrow Borough Council,Allotments,Buildings repairs and maintenance,01-Sep-2016,200031509,Schofield Construction Ltd,"1,148.00"
Barrow Borough Council,Coastal Communities Fund,Professional fees,07-Sep-2016,200031585,Supply Chain Cumbria Ltd,"5,072.70"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,14-Sep-2016,200031678,AB Mitchell Developments,"1,679.40"
Barrow Borough Council,Housing Benefits Admin,Benefits council tenants,07-Sep-2016,200031588,Liberata Uk Ltd,"17,894.76"
Barrow Borough Council,Building control,Subscriptions,21-Sep-2016,200031793,Carlisle City Council,963.33
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,28-Sep-2016,200031893,DLP Services (Northern) Ltd,"20,107.44"
Barrow Borough Council,Capitalised Planned Maintenance,Doors and windows,21-Sep-2016,200031737,Wrekin Windows,"8,346.15"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,21-Sep-2016,200031762,Keith Wilson Elec Con Ltd,"16,210.10"
Barrow Borough Council,Food safety,Professional fees,07-Sep-2016,200031622,Buckingham Futures Ltd,756.50
Barrow Borough Council,Dock museum,Planned Building repairs and maintenance,01-Sep-2016,200031512,Bill Caulfield Electrical,"1,337.69"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,28-Sep-2016,200031907,Hughes Brothers,"6,278.79"
Barrow Borough Council,The park leisure centre,Electricity,21-Sep-2016,200031805,NPower,"6,411.90"
Barrow Borough Council,Cost of collection,Business rates collection,07-Sep-2016,200031588,Liberata Uk Ltd,"21,019.03"
Barrow Borough Council,Information technology,Agency staff,01-Sep-2016,200031544,Hays Senior Finance,757.41
Barrow Borough Council,Work in default,WID works,14-Sep-2016,200031710,Phoenix Cleaning Agency,970.00
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,21-Sep-2016,200031824,PJ Smith (Garafix) Ltd,560.00
Barrow Borough Council,Capitalised Planned Maintenance,Heating,21-Sep-2016,200031761,Plumbing Trade Supplies,"9,027.84"
