A3131,,,,,,,,,,Expenditure Over Threshold
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
RUN AT 7/4/2016 11:03:31 AM,,,,,,,,,,
Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - ADULTS,HERTFORDSHIRE COUNTY COUNCIL,12809653,"6,480,000.00",,1801893387,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Othe Public Sector,MENTAL HEALTH CONTRACTS,HERTFORDSHIRE COUNTY COUNCIL,12843666,"196,417.00",,1801893390,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Othe Public Sector,CARERS,HERTFORDSHIRE COUNTY COUNCIL,12868886,"23,464.00",,1801893359,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HERTFORDSHIRE COUNTY COUNCIL,12868886,"4,167.00",,1801893359,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,HERTFORDSHIRE COUNTY COUNCIL,12868886,"252,556.00",,1801893359,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Othe Public Sector,LONG TERM CONDITIONS,HERTFORDSHIRE COUNTY COUNCIL,12868886,"1,463,584.00",,1801893359,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Non-NHS trade Payables <1Yr,BALANCE SHEET,HERTFORDSHIRE COUNTY COUNCIL,12961169,"418,788.96",,1801881748,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Payments received on account <1Yr,BALANCE SHEET,HERTFORDSHIRE COUNTY COUNCIL,13109786,"136,142.85",,ARREFUNDDMISFE01643,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Independent Sector,COMMISSIONING - NON ACUTE,HERTFORDSHIRE EYE HOSPITAL (THE),13245185,"90,607.20",,HEHENHCCG0416,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,HERTS URGENT CARE,12915390,"127,337.00",,3189,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,12915395,"369,501.52",,3187,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,12915400,"120,621.14",,3188,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12844102,"89,077.00",654945990,H0131807,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12844220,"(68,077.00)",654945990,H0131872,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,13252941,"32,083.00",,HT000024083,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,13252941,260.00,,HT000024083,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,12915071,"97,266.50",,52971654,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,12980673,"39,360.50",,52971733,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,MARIE STOPES INTERNATIONAL,12868935,"46,498.74",882426016,MS160784,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,MARIE STOPES INTERNATIONAL,13157180,"45,959.95",882426016,MS160959,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,MEDICAL SERVICES LTD,12961124,"56,903.57",123355441,SIN016775,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,MEDICAL SERVICES LTD,12961255,"169,478.59",123355441,19311,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec NHS Trust-Contract Cost per Case,ACUTE COMMISSIONING,MID ESSEX HOSPITALS SERVICES NHS TRUST,12915314,"108,305.00",,ME2000095027,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Social Care-ICES,COMMUNITY SERVICES,MILLBROOK HEALTHCARE LTD,12915379,"40,252.89",,9863,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Social Care-ICES,COMMUNITY SERVICES,MILLBROOK HEALTHCARE LTD,12915385,"50,404.48",,9861,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,12961242,"329,083.00",,IC0027086,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,13252958,"(57,795.84)",876631000,HT000024092,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,13252960,"4,081.60",876631000,HT000024093,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,13252960,"110,899.64",876631000,HT000024093,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,12914910,"33,744.03",,48382018,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,13050114,"595,969.00",,35830,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Cont Care- Retrospective Claims,CHC ADULT FULLY FUNDED,ONE-OFF SUPPLIER,13197034,"20,529.61",,103038-17-JUN-2016,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,CHC Risk Pool Contribution,CHC CHILD PERS HLTH BUD,ONE-OFF SUPPLIER,13197034,"28,642.18",,103038-17-JUN-2016,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,12961316,"108,447.00",654935994,I0100557,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PATHOLOGY PARTNERSHIP,13065771,"91,028.08",,77000570,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PATHOLOGY PARTNERSHIP,13065785,"397,278.92",,77000559,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,C&M-GMS LES Basket of Procedures,LOCAL ENHANCED SERVICES,PEARTREE SURGERY,13056096,"25,872.00",,FSEN0616060,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PINEHILL HOSPITAL,12869294,"39,976.50",GB426505170 1,ENHCCGPININVFINFEB16,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PINEHILL HOSPITAL,13065512,"447,571.00",GB426505170 1,ENHCCGPINJUN16,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,12843828,"5,150,682.70",654964985,BL160301,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,RAMSAY NEUROLOGICAL SERVICES,13049913,"300,000.00",,ENHERTS0616PF,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,RIVERS HOSPITAL,13065580,"639,866.00",426505170,ENHJUN2016RIVERS,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,RIVERS HOSPITAL,13065887,"68,136.00",426505170,ENHCCGPOAADJRIVERS,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,RIVERS HOSPITAL,13065904,"180,204.59",426505170,ENHCCGRIVINVFINFEB16,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,12915043,"58,004.67",,I0180959,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,12961174,"(33,816.13)",,C0012811,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,12961393,"(36,430.28)",,C0012895,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,12961476,"2,561,063.00",654946987,I0122479,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,13229030,"172,517.00",654946987,I0123948,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,12915150,"282,244.00",,B0030373,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,13228638,"30,066.00",,B0030534,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,PALLIATIVE CARE,SOUTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,12961481,"8,608.83",654974100,I0050730,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,SOUTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,12961481,"18,886.66",654974100,I0050730,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,COMMUNITY SERVICES,SOUTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,12961482,"60,911.30",654974100,I0050731,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,13050041,"88,210.00",915970991,06KHPNPF161703,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,13293719,"34,802.07",915970991,06KHPNREC161701,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Independent Sector,Winter Resilience,STORT VALLEY HEALTH CARE LTD,13284281,"27,369.00",,1052016,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Computer Software/License,ADHOC BUSINESS,TRUSTMARQUE SOLUTIONS LTD,13130110,"26,472.12",,2245949,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12844075,"653,055.00",654948687,5010091881,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Miscellaneous Expenditure (L9),NON RECURRENT PROGRAMMES,UNIVERSITY OF HERTFORDSHIRE,13049868,"50,000.00",539959672,100344,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,13252990,"(53,697.70)",,HT000024117,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,13252991,"3,591.20",,HT000024118,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,13252991,"93,598.99",,HT000024118,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,NHS Payables <1Yr-Non PO Accruals,BALANCE SHEET,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,13049907,"225,000.00",,238470,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,WESTGATE HEALTHCARE LTD,13003614,"11,050.00",,WES03458,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Cont Care- Prior Year Payments,CHC ADULT FULLY FUNDED,WESTGATE HEALTHCARE LTD,13003614,"15,785.74",,WES03458,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,13252987,"1,629.60",,HT000024114,
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,13252987,"36,797.18",,HT000024114,
,,,,,,,,,,
,,,,,,,"52,181,529.46",,,
