Department,Entity,Transaction Date, Supplier Name, Amount, Expense Type, Expense Area, Invoice Description, Component Code
DFID,DFID,06/09/2012,Pulser Computer & Network ,"£2,701",Computer hardware maintenance ,Asia  Caribbean and Overseas Territories ,,100025-101 
DFID,DFID,06/09/2012,Intellectual Capital Advisory Services Private Limited ,"£8,419",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,114293-103 
DFID,DFID,06/09/2012,STEPHEN A TURNBULL ,"£29,711",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,202083-101 
DFID,DFID,06/09/2012,The Energy and Resources Institute (TERI) ,"£31,723",Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,,200754-104 
DFID,DFID,06/09/2012,The Energy and Resources Institute (TERI) ,"£75,340",Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,,200754-101 
DFID,DFID,06/09/2012,GHK CONSULTING LTD ,"£119,008",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,114168-101 
DFID,DFID,06/09/2012,The Energy and Resources Institute (TERI) ,"£138,179",Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,,200754-104 
DFID,DFID,07/09/2012,Nepal Oil Corporation ,£707,Vehicle Petrol & Oil ,Asia  Caribbean and Overseas Territories ,,100150-103 
DFID,DFID,07/09/2012,Andreas Wilkes ,£900,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,200581-113 
DFID,DFID,07/09/2012,Nepal Oil Corporation ,"£1,314",Vehicle Petrol & Oil ,Asia  Caribbean and Overseas Territories ,,101621-103 
DFID,DFID,07/09/2012,HAREWELLE INTERNATIONAL LIMITED ,"£16,431",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,114058-101 
DFID,DFID,07/09/2012,IMC Worldwide Ltd ,"£24,800",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,202967-101 
DFID,DFID,07/09/2012,HTSPE LTD ,"£38,250",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,201129-104 
DFID,DFID,07/09/2012,ADAM SMITH INTERNATIONAL  LTD ,"£62,222",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,201367-103 
DFID,DFID,09/09/2012,Haroon Engineering Limited ,£529,Building Plant - Air Conditioners ,Asia  Caribbean and Overseas Territories ,,100025-101 
DFID,DFID,10/09/2012,Supplier Name withheld ,"£2,268",Secure Staff Accomodation,Asia  Caribbean and Overseas Territories ,,101603-101 
DFID,DFID,10/09/2012,Supplier Name withheld ,"£2,398",Secure Staff Accomodation,Asia  Caribbean and Overseas Territories ,,101603-101 
DFID,DFID,10/09/2012,Institute of Public Policy  Beaconhouse National University ,"£33,469",Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,,203035-101 
DFID,DFID,10/09/2012,THE REGIONAL LAW REVISION CENRE ,"£161,116",Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,,203005-101 
DFID,DFID,10/09/2012,Population Services Internation (usa) ,"£372,975",Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,,202759-101 
DFID,DFID,10/09/2012,ADAM SMITH INTERNATIONAL  LTD ,"£980,996",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,114234-102 
DFID,DFID,11/09/2012,Hays Specialist Recruitment Ltd ,£604,Contract & Agency Staff ,Asia  Caribbean and Overseas Territories ,,100084-101 
DFID,DFID,11/09/2012,FCO SERVICES ,£620,Printer Consumables ,Asia  Caribbean and Overseas Territories ,,201739-101 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,£624,Other Admin Costs ,Asia  Caribbean and Overseas Territories ,,201652-101 
DFID,DFID,11/09/2012,QUTAB SERVICE STATION ,£741,Vehicle Petrol & Oil ,Asia  Caribbean and Overseas Territories ,,201689-105 
DFID,DFID,11/09/2012,Foreign & Commonwealth Office ,£965,Postage Costs ,Asia  Caribbean and Overseas Territories ,,202403-101 
DFID,DFID,11/09/2012,CROWN RELOCATIONS  UK ,"£1,882",Relocation costs ,Asia  Caribbean and Overseas Territories ,,101621-101 
DFID,DFID,11/09/2012,CROWN RELOCATIONS  UK ,"£2,309",Relocation costs ,Asia  Caribbean and Overseas Territories ,,200609-103 
DFID,DFID,11/09/2012,DEREK TAYLOR ,"£4,068",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,202083-101 
DFID,DFID,11/09/2012,ANDREW ROBY ,"£5,144",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,202799-103 
DFID,DFID,11/09/2012,ANDREW ROBY ,"£6,730",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,202799-103 
DFID,DFID,11/09/2012,CB RICHARD ELLIS SOUTH ASIA PVT LTD ,"£13,943",Facilities Management payments ,Asia  Caribbean and Overseas Territories ,,201689-105 
DFID,DFID,11/09/2012,Hannah Roberts  ,"£14,300",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,200593-110 
DFID,DFID,11/09/2012,YUVA :YOUTH FOR UNITY & VOLUNTARY ACTION ,"£28,557",Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,,202765-105 
DFID,DFID,11/09/2012,IMC Worldwide Ltd ,"£48,872",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,113537-101 
DFID,DFID,11/09/2012,CARE INTERNATIONAL ,"£68,040",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,114506-101 
DFID,DFID,11/09/2012,CARE INTERNATIONAL ,"£89,275",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,114506-101 
DFID,DFID,11/09/2012,IMC Worldwide Ltd ,"£178,908",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,113537-103 
DFID,DFID,11/09/2012,Government of Nepal RRRSDP NPR ,"£684,787",Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories ,,114453-101 
DFID,DFID,12/09/2012,Mudra Institute of Communications ,£506,Training - Course Fees ,Asia  Caribbean and Overseas Territories ,,100113-101 
DFID,DFID,12/09/2012,Foreign & Commonwealth Office ,£510,Travel - Subsistence ,Asia  Caribbean and Overseas Territories ,,101604-101 
DFID,DFID,12/09/2012,CROWN RELOCATIONS  UK ,£510,Storage & Distribution costs ,Asia  Caribbean and Overseas Territories ,,101604-101 
DFID,DFID,12/09/2012,Allen Lane Limited ,£608,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,202083-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£663,Air fares ,Asia  Caribbean and Overseas Territories ,,201739-101 
DFID,DFID,12/09/2012,Foreign & Commonwealth Office ,£763,Air fares ,Asia  Caribbean and Overseas Territories ,,101604-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£878,Air fares ,Asia  Caribbean and Overseas Territories ,,101603-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£895,Air fares ,Asia  Caribbean and Overseas Territories ,,101603-101 
DFID,DFID,12/09/2012,Corporate Travel Provider ,£988,Air fares ,Asia  Caribbean and Overseas Territories ,,203186-101 
DFID,DFID,12/09/2012,Foreign & Commonwealth Office ,"£1,811",Storage & Distribution costs ,Asia  Caribbean and Overseas Territories ,,101604-101 
DFID,DFID,12/09/2012,R M B Engineers and Builders Pvt Ltd ,"£3,080",Facilities Management payments ,Asia  Caribbean and Overseas Territories ,,101621-103 
DFID,DFID,12/09/2012,OPTIONS CONSULTANCY SERVICES LIMITED ,"£5,248",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,113963-101 
DFID,DFID,12/09/2012,Foreign & Commonwealth Office ,"£6,110",Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,,201674-101 
DFID,DFID,12/09/2012,Absolute Return for Kids (ARK) ,"£9,755",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,201388-101 
DFID,DFID,12/09/2012,MAXWELL STAMP PLC ,"£20,563",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,107370-101 
DFID,DFID,12/09/2012,ERNST &  YOUNG PRIVATE LTD ,"£21,986",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,200599-101 
DFID,DFID,12/09/2012,PKF (UK) LLP ,"£24,679",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,202083-101 
DFID,DFID,12/09/2012,IMC Worldwide Ltd ,"£34,690",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,202433-106 
DFID,DFID,12/09/2012,THE ASIA FOUNDATION ,"£55,638",Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,,202798-102 
DFID,DFID,12/09/2012,CHRISTIAN AID ,"£88,406",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,113311-101 
DFID,DFID,12/09/2012,OPTIONS CONSULTANCY SERVICES LIMITED ,"£91,105",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,113963-101 
DFID,DFID,12/09/2012,THE ASIA FOUNDATION ,"£97,366",Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,,202798-102 
DFID,DFID,12/09/2012,IMC Worldwide Ltd ,"£142,280",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,113537-102 
DFID,DFID,12/09/2012,Digital Green Foundation ,"£214,650",Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,,200754-105 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£575,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,113977-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£577,Telephone Usage & services ,Asia  Caribbean and Overseas Territories ,,101615-101 
DFID,DFID,13/09/2012,Hays Specialist Recruitment Ltd ,£601,Contract & Agency Staff ,Asia  Caribbean and Overseas Territories ,,100084-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£635,Travel - Subsistence ,Asia  Caribbean and Overseas Territories ,,100033-101 
DFID,DFID,13/09/2012,R M B Engineers and Builders Pvt Ltd ,£641,Facilities Management payments ,Asia  Caribbean and Overseas Territories ,,100150-103 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£675,Travel - Subsistence ,Asia  Caribbean and Overseas Territories ,,101605-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£717,Sundry Building Supplies ,Asia  Caribbean and Overseas Territories ,,101604-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£738,Telephone Usage & services ,Asia  Caribbean and Overseas Territories ,,101604-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£752,Travel - Subsistence ,Asia  Caribbean and Overseas Territories ,,100033-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,£947,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,,101604-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£1,010",Travel - Subsistence ,Asia  Caribbean and Overseas Territories ,,100033-101 
DFID,DFID,13/09/2012,Hanoi Toserco ,"£1,113",Training - Travel & Subsistence ,Asia  Caribbean and Overseas Territories ,,101636-101 
DFID,DFID,13/09/2012,Hanoi Toserco ,"£1,202",Air fares ,Asia  Caribbean and Overseas Territories ,,101636-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£1,408",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,201942-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£1,408",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,201942-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£1,525",Conferences  Seminars & Meeting/Event Resource ,Asia  Caribbean and Overseas Territories ,,201942-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£1,558",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,201942-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£1,558",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,201942-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£1,912",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,101615-101 
DFID,DFID,13/09/2012,R M B Engineers and Builders Pvt Ltd ,"£2,651",Facilities Management payments ,Asia  Caribbean and Overseas Territories ,,101621-103 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£3,225",Conferences  Seminars & Meeting/Event Resource ,Asia  Caribbean and Overseas Territories ,,202833-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£3,385",Air fares ,Asia  Caribbean and Overseas Territories ,,201942-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£4,645",Travel - Subsistence ,Asia  Caribbean and Overseas Territories ,,101605-101 
DFID,DFID,13/09/2012,Foreign & Commonwealth Office ,"£10,700",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,202083-101 
DFID,DFID,13/09/2012,MOTT MACDONALD LTD ,"£17,770",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,201645-105 
DFID,DFID,13/09/2012,OPTIONS CONSULTANCY SERVICES LIMITED ,"£102,874",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,201375-103 
DFID,DFID,13/09/2012,national integrity action limited ,"£187,500",Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,,201988-101 
DFID,DFID,14/09/2012,Foreign & Commonwealth Office ,"£1,992",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,202833-101 
DFID,DFID,14/09/2012,Harewelle International Limited. ,"£2,571",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,107402-105 
DFID,DFID,14/09/2012,INDIAN INSTITUTE OF MANAGEMENT BANGL ,"£5,477",Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,,114320-113 
DFID,DFID,14/09/2012,Foreign & Commonwealth Office ,"£6,308",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,201942-101 
DFID,DFID,14/09/2012,Foreign & Commonwealth Office ,"£7,200",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,201942-101 
DFID,DFID,14/09/2012,Foreign & Commonwealth Office ,"£16,801",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,200581-117 
DFID,DFID,14/09/2012,COFFEY INTERNATIONAL DEVELOPMENT LTD ,"£34,323",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,202083-101 
DFID,DFID,14/09/2012,CIDA ,"£55,000",Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,,114088-105 
DFID,DFID,14/09/2012,Harewelle International Limited. ,"£62,789",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,107402-101 
DFID,DFID,14/09/2012,Jamaica National Crime and Violence Survey Grant Ministry of National Security ,"£80,000",Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories ,,201158-110 
DFID,DFID,14/09/2012,ERNST &  YOUNG PRIVATE LTD ,"£84,270",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,200599-101 
DFID,DFID,14/09/2012,Harewelle International Limited. ,"£790,347",Aid Programme - Challenge Fund payments ,Asia  Caribbean and Overseas Territories ,,107402-102 
DFID,DFID,17/09/2012,Foreign & Commonwealth Office ,£540,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,,101604-101 
DFID,DFID,17/09/2012,Hays Specialist Recruitment Ltd ,£601,Contract & Agency Staff ,Asia  Caribbean and Overseas Territories ,,100084-101 
DFID,DFID,17/09/2012,Foreign & Commonwealth Office ,£786,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,,101604-101 
DFID,DFID,17/09/2012,Hays Specialist Recruitment Ltd ,"£1,295",Contract & Agency Staff ,Asia  Caribbean and Overseas Territories ,,100084-101 
DFID,DFID,17/09/2012,Hays Specialist Recruitment Ltd ,"£1,480",Contract & Agency Staff ,Asia  Caribbean and Overseas Territories ,,100084-101 
DFID,DFID,17/09/2012,Hays Specialist Recruitment Ltd ,"£1,500",Contract & Agency Staff ,Asia  Caribbean and Overseas Territories ,,100084-101 
DFID,DFID,17/09/2012,Hays Specialist Recruitment Ltd ,"£1,500",Contract & Agency Staff ,Asia  Caribbean and Overseas Territories ,,100084-101 
DFID,DFID,17/09/2012,Foreign & Commonwealth Office ,"£1,684",Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,,201674-101 
DFID,DFID,17/09/2012,SPC MANAGEMENT SERVICES PRIVATE LIMI ,"£2,259",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,114177-101 
DFID,DFID,17/09/2012,OPTIONS CONSULTANCY SERVICES LIMITED ,"£4,598",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,113963-101 
DFID,DFID,17/09/2012,Foreign & Commonwealth Office ,"£4,811",Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,,201674-101 
DFID,DFID,17/09/2012,Foreign & Commonwealth Office ,"£4,811",Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,,201674-101 
DFID,DFID,17/09/2012,OPTIONS CONSULTANCY SERVICES LIMITED ,"£5,612",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,113963-101 
DFID,DFID,17/09/2012,TURNER & TOWNSEND ,"£14,652",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,100114-104 
DFID,DFID,17/09/2012, Institute for Global Health  Peking University ,"£15,000",Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,,203174-101 
DFID,DFID,17/09/2012,MAXWELL STAMP PLC ,"£26,978",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,107370-101 
DFID,DFID,17/09/2012,DELOITTE TOUCHE TOHMATSU INDIA PRIVA ,"£29,497",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,108070-101 
DFID,DFID,17/09/2012,DELOITTE TOUCHE TOHMATSU INDIA PRIVA ,"£54,352",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,108070-101 
DFID,DFID,17/09/2012,OPTIONS CONSULTANCY SERVICES LIMITED ,"£91,105",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,113963-101 
DFID,DFID,17/09/2012,IBRD HSBC T ,"£650,000",Aid Programme - Trust Funds contributions ,Asia  Caribbean and Overseas Territories ,,107413-101 
DFID,DFID,17/09/2012,IBRD HSBC T ,"£1,250,000",Aid Programme - Trust Funds contributions ,Asia  Caribbean and Overseas Territories ,,107413-101 
DFID,DFID,18/09/2012,BHARTI AIRTEL LIMITED ,£510,Telephone Usage & services ,Asia  Caribbean and Overseas Territories ,,201689-105 
DFID,DFID,18/09/2012,Hays Specialist Recruitment Ltd ,£604,Contract & Agency Staff ,Asia  Caribbean and Overseas Territories ,,100084-101 
DFID,DFID,18/09/2012,Recipient name withheld ,£859,Training - Course Fees ,Asia  Caribbean and Overseas Territories ,,101603-102 
DFID,DFID,18/09/2012,Black Magic Toners Pvt. Ltd. ,£961,Printer Consumables ,Asia  Caribbean and Overseas Territories ,,100113-101 
DFID,DFID,18/09/2012,Supplier Name withheld ,"£1,155",Secure Staff Accomodation,Asia  Caribbean and Overseas Territories ,,101603-101 
DFID,DFID,18/09/2012,Supplier Name withheld ,"£1,221",Secure Staff Accomodation,Asia  Caribbean and Overseas Territories ,,101603-101 
DFID,DFID,18/09/2012,Supplier Name withheld ,"£1,555",Secure Staff Accomodation,Asia  Caribbean and Overseas Territories ,,101603-101 
DFID,DFID,18/09/2012,Supplier name withheld ,"£1,667",Other Admin Costs ,Asia  Caribbean and Overseas Territories ,,201652-105 
DFID,DFID,18/09/2012,Supplier name withheld ,"£1,778",Other Admin Costs ,Asia  Caribbean and Overseas Territories ,,201652-101 
DFID,DFID,18/09/2012,Supplier Name withheld ,"£1,865",Secure Staff Accomodation,Asia  Caribbean and Overseas Territories ,,101603-101 
DFID,DFID,18/09/2012,THE GOURMET FACTORY ,"£1,930",Contract Catering Services ,Asia  Caribbean and Overseas Territories ,,201689-105 
DFID,DFID,18/09/2012,INTEGRAL COMPUTER LIMITED ,"£2,008",Printer Consumables ,Asia  Caribbean and Overseas Territories ,,100113-101 
DFID,DFID,18/09/2012,Supplier Name withheld ,"£2,221",Secure Staff Accomodation,Asia  Caribbean and Overseas Territories ,,101603-101 
DFID,DFID,18/09/2012,Supplier Name withheld ,"£2,643",Secure Staff Accomodation,Asia  Caribbean and Overseas Territories ,,101603-101 
DFID,DFID,18/09/2012,Foreign & Commonwealth Office ,"£2,797",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,202801-101 
DFID,DFID,18/09/2012,Supplier Name withheld ,"£2,887",Secure Staff Accomodation,Asia  Caribbean and Overseas Territories ,,101603-101 
DFID,DFID,18/09/2012,Supplier name withheld ,"£2,911",Other Admin Costs ,Asia  Caribbean and Overseas Territories ,,201652-105 
DFID,DFID,18/09/2012,Foreign & Commonwealth Office ,"£3,102",Training - Course Fees ,Asia  Caribbean and Overseas Territories ,,202403-101 
DFID,DFID,18/09/2012,Supplier Name withheld ,"£3,109",Secure Staff Accomodation,Asia  Caribbean and Overseas Territories ,,101603-101 
DFID,DFID,18/09/2012,Supplier Name withheld ,"£3,331",Secure Staff Accomodation,Asia  Caribbean and Overseas Territories ,,114058-101 
DFID,DFID,18/09/2012,Supplier Name withheld ,"£3,553",Secure Staff Accomodation,Asia  Caribbean and Overseas Territories ,,101603-101 
DFID,DFID,18/09/2012,Supplier Name withheld ,"£3,609",Secure Staff Accomodation,Asia  Caribbean and Overseas Territories ,,101603-101 
DFID,DFID,18/09/2012,Supplier Name withheld ,"£3,664",Secure Staff Accomodation,Asia  Caribbean and Overseas Territories ,,101601-110 
DFID,DFID,18/09/2012,Meghraj Capital Advisors Private Limited ,"£7,214",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,202736-101 
DFID,DFID,18/09/2012,BSES RAJDHANI POWER LIMITED ,"£8,232",Electricity ,Asia  Caribbean and Overseas Territories ,,201689-105 
DFID,DFID,18/09/2012,Foreign & Commonwealth Office ,"£8,618",Travel - Subsistence ,Asia  Caribbean and Overseas Territories ,,101605-101 
DFID,DFID,18/09/2012,INTERNATIONAL RESCUE COMMITTEE UK ,"£60,190",Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,,114532-102 
DFID,DFID,18/09/2012,BMB MOTT  MACDONALD ,"£188,522",Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,107480-101 
DFID,DFID,19/09/2012,British Red Cross Society ,£622,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,,113977-101 
DFID,DFID,19/09/2012,IT Bangla Limited ,"£1,155",Training - Course Fees ,Asia  Caribbean and Overseas Territories ,,100025-105 
