Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,723434,486.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2014,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,720815,504.58,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2014,Agency Staff,"People, Property and Services Directorate",Acorn Recruitment Ltd,721678,504.58,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2014,Agency Staff,"People, Property and Services Directorate",Acorn Recruitment Ltd,721679,518.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Agency Staff,"People, Property and Services Directorate",Acorn Recruitment Ltd,723432,521.86,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Agency Staff,"People, Property and Services Directorate",Acorn Recruitment Ltd,723433,525.31,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2014,Agency Staff,"People, Property and Services Directorate",Acorn Recruitment Ltd,721680,528.77,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Agency Staff,"People, Property and Services Directorate",Acorn Recruitment Ltd,723431,542.59,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2014,Agency Staff,Central Support,Acorn Recruitment Ltd,721684,551.26,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,723429,551.28,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2014,Agency Staff,"People, Property and Services Directorate",Acorn Recruitment Ltd,721677,558.61,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Agency Staff,"People, Property and Services Directorate",Acorn Recruitment Ltd,723430,558.61,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,721676,569.63,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/06/2014,Agency Staff,International Policy Directorate,Brook Street (UK) Ltd,30456082,577.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,721681,589.68,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/06/2014,Agency Staff,"People, Property and Services Directorate",Hays Specialist Recruitment,1004431914,593.29,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/06/2014,Agency Staff,"People, Property and Services Directorate",Hays Specialist Recruitment,1004459372,595.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,722582,596.16,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2014,Agency Staff,"People, Property and Services Directorate",Hays Specialist Recruitment,1004365164,600.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Agency Staff,"People, Property and Services Directorate",Hays Specialist Recruitment,1004409342,601.98,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5651824,885.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5654812,885.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/06/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5658703,885.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/06/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5661814,885.78,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2014,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5647944,896.33,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/06/2014,Training,IMPROVE Project,Knowledge Academy,SO1052350CN,-1195.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2014,Training,Innovation Directorate,Capita Business Services  Ltd,C4632,-376.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2014,Training,International Policy Directorate,Business Language Services Ltd,13710,21.46,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Training,Patents Directorate,Business Language Services Ltd,13718,33.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Training,Patents Directorate,Business Language Services Ltd,13719,33.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Training,Patents Directorate,Business Language Services Ltd,13720,33.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Training,Patents Directorate,Business Language Services Ltd,13721,33.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2014,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,13710,42.92,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2014,Training,International Policy Directorate,Business Language Services Ltd,13710,42.92,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Training,Business Support Directorate,Business Language Services Ltd,13723,44.67,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Training,Trade Marks Directorate,Business Language Services Ltd,13724,44.67,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/06/2014,Training,International Policy Directorate,UCL,DA4H4EC-LAWS-4364,123.22,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/06/2014,Training,International Policy Directorate,Capita Business Services  Ltd,X41623,134.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2014,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,13710,193.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2014,Training,Innovation Directorate,Alliance IP Training,IPO-JL100714,199.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Training,Business Support Directorate,Business Language Services Ltd,13722,312.67,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2014,Training,"People, Property and Services Directorate",NAS Services,PRP2169338A,498.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2014,Training,International Policy Directorate,Personal expenses name witheld,52366,502.37,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Training,Central Support,Chatham House Enterprises Ltd,CON23388,550.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/06/2014,Training,Copyright and IP Enforcement Directorate,Durham Police Crime & Comm,20012202A,804.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2014,Training,Business Support Directorate,British Standards Institution,94064392-1000,832.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/06/2014,Training,Business Support Directorate,Open Connections Solutions Limited,260183,1275.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2014,Training,Business Support Directorate,Open Connections Solutions Limited,260144,2125.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/06/2014,Training,International Policy Directorate,Praxis Courses Ltd,46405,2495.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2014,Training,Business Support Directorate,Open Connections Solutions Limited,260166,2975.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2014,Training,"People, Property and Services Directorate",4imprint Direct Ltd,1200090,248.34,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2014,Training,"People, Property and Services Directorate",MWL Print Group Ltd,195679,432.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/06/2014,Training,"People, Property and Services Directorate",Scarlet Design International Ltd,SD17116,815.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/06/2014,Training,"People, Property and Services Directorate",OE Cam LLP,1240,3296.49,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52356,50.27,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52357,113.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/06/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52359,120.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52393,137.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52392,145.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2014,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52365,165.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2014,Childcare costs,"People, Property and Services Directorate",P&MM Ltd Re Childcare Plus,501443,5624.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2014,Childcare costs,"People, Property and Services Directorate",P&MM Ltd Re Childcare Plus,1015483,6797.65,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/06/2014,Relocation Removals & Excess Fare,"People, Property and Services Directorate",Personal expenses name witheld,52361,47.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2014,Relocation Removals & Excess Fare,"People, Property and Services Directorate",Personal expenses name witheld,52363,597.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2014,Relocation Removals & Excess Fare,"People, Property and Services Directorate",Tom Teerlynck-Van den Elzen,RENT-JUL2014,1164.11,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/06/2014,Staff Suggestion Scheme,"People, Property and Services Directorate",Personal expenses name witheld,52383,300.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/06/2014,Recruitment Advertising,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI01177801,41.27,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/06/2014,Recruitment Advertising,Patents Directorate,Personal expenses name witheld,52372,43.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2014,Recruitment Advertising,Patents Directorate,Personal expenses name witheld,52367,65.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,24/06/2014,Recruitment Advertising,Patents Directorate,Personal expenses name witheld,52385,65.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/06/2014,Recruitment Advertising,Patents Directorate,Personal expenses name witheld,52391,68.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/06/2014,Recruitment Advertising,Patents Directorate,Personal expenses name witheld,52381,108.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2014,Recruitment Advertising,Patents Directorate,Personal expenses name witheld,52379,119.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2014,Recruitment Advertising,Patents Directorate,Personal expenses name witheld,52378,121.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2014,Recruitment Advertising,Patents Directorate,Personal expenses name witheld,52364,127.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/06/2014,Recruitment Advertising,Patents Directorate,University of Southampton,44145800,318.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/06/2014,Recruitment Advertising,Patents Directorate,University of Bath,49547,486.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/06/2014,Recruitment Advertising,"People, Property and Services Directorate",HM Revenue & Customs,1.8E+13,3157.43,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/06/2014,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER118423,4.05,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2014,Travel and subsistence UK,Central Support,Personal expenses name witheld,ER115482,4.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER116022,4.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER116182,4.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/06/2014,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER117784,4.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2014,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER115242,5.05,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER115402,5.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2014,Travel and subsistence UK,Finance Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),1796,6.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/06/2014,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER117522,7.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER115923,7.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2014,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER115502,8.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/06/2014,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER118424,8.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/06/2014,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER118425,8.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/06/2014,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER118426,8.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER115422,8.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER117464,9.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER114582,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,03/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER115062,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER116063,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER116064,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER116702,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER116762,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER117782,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER117842,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/06/2014,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER118285,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER118882,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,18/06/2014,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER117602,9.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER117183,10.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2014,Travel and subsistence UK,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI01174366,10.85,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER117443,11.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/06/2014,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER118422,12.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,23/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER118042,12.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER115465,13.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,30/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER116582,14.95,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,04/06/2014,Travel and subsistence UK,Trade Marks Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),1796,15.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,05/06/2014,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,52354,15.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/06/2014,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER116703,15.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/06/2014,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER115344,16.25,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER115222,16.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/06/2014,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER115283,17.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/06/2014,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER116683,18.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER115304,18.05,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2014,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER117382,18.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER117302,18.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/06/2014,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER113922,18.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER115202,21.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER118242,21.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/06/2014,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER117702,21.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2014,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,ER117722,21.68,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/06/2014,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER115364,22.27,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2014,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER116262,23.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER112802,23.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER115042,23.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2014,Travel and subsistence UK,Central Support,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),1796,24.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2014,Travel and subsistence UK,IMPROVE Project,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),1796,24.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER112744,25.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/06/2014,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER118563,26.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2014,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,ER115782,27.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER118403,27.66,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER106441,27.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/06/2014,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER116282,27.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER115883,28.15,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER115922,28.15,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2014,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER116882,28.15,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2014,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,ER117083,28.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/06/2014,Travel and subsistence UK,Business Support Directorate,Leasedrive Velo Rental Management Ltd,INV00065458,30.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2014,Travel and subsistence UK,Patents Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),1796,32.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2014,Travel and subsistence UK,Trade Marks Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),1796,32.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/06/2014,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER116642,32.75,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER116922,33.20,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2014,Travel and subsistence UK,Central Support,Personal expenses name witheld,ER115182,33.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/06/2014,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER118884,35.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2014,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI01178179,36.37,Not applicable,
