Body Name,Service Label,Expense Category,Date,Transaction Number,Net Amount,Supplier Name
TfGM,Transport,"Capital Costs - Equipment, Fixtures and Fittings",03/10/2014,5100070204,105826.70,METROLINK RATP DEV LTD
TfGM,Transport,Design Support Services,03/10/2014,5100070317,1350.00,MIDESIGN
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,03/10/2014,5100068514,153218.81,NATIONAL GRID PLC
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,03/10/2014,5100068585,136117.83,NATIONAL GRID PLC
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,03/10/2014,5100069442,-103629.86,NATIONAL GRID PLC
TfGM,Transport,Capital Costs - Engineering Support Services,03/10/2014,5100070203,1970.00,NEIL CLARKE LTD
TfGM,Corporate Services,Procurement Services,03/10/2014,5100070400,11550.00,OPUS BESTPAY LTD
TfGM,Transport,Property & Equipment Maintenance,03/10/2014,5100070262,540.00,PREMIER ENVIRONMENTAL SERVICES
TfGM,Transport,Capital Costs - Distribution Services,03/10/2014,5100070364,490.00,RCD
TfGM,Transport,Utilities & Energy,03/10/2014,1900036652,953.93,UNITED UTILITIES WATER PLC
TfGM,Transport,Concessionary Reimbursement,07/10/2014,1900036762,60250.00,CENTREBUS LTD
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,07/10/2014,1900036763,2000.00,HILL DICKINSON
TfGM,Transport,Other Operational Costs,08/10/2014,5100067691,918.81,1ST FOOD & DRINK
TfGM,Transport,Other Operational Costs,08/10/2014,5100068922,808.72,1ST FOOD & DRINK
TfGM,Transport,Other Operational Costs,08/10/2014,5100069380,471.21,1ST FOOD & DRINK
TfGM,Transport,Community Engagement Services,08/10/2014,5100069905,2254.50,AECOM LTD
TfGM,Transport,Capital Costs - Architectural Services,08/10/2014,5100070438,2785.00,AEDAS ARCHITECTS LTD
TfGM,Transport,Capital Costs - Project Management Services,08/10/2014,5100070535,1960.00,AJILON UK LIMITED T/A COMPUTER PEOP
TfGM,Corporate Services,Insurance,08/10/2014,1900036772,5000.00,ALLIANZ INSURANCE PLC
TfGM,Transport,Vehicle Costs,08/10/2014,1200031036,756.30,ALLSTAR
TfGM,Corporate Services,Smart Ticketing,08/10/2014,5100070518,6300.00,AMSACOM LIMITED
TfGM,Transport,Supported Bus Services,08/10/2014,5100069909,2435.46,ARRIVA MANCHESTER
TfGM,Transport,Print & Media,08/10/2014,5100069593,3105.00,ASTRA SIGNS
TfGM,Transport,Capital Costs - Signage Costs,08/10/2014,5100069633,618.00,ASTRA SIGNS
TfGM,Transport,Capital Costs - Print & Media,08/10/2014,5100069655,2088.00,ASTRA SIGNS
TfGM,Transport,Capital Costs - Signage Costs,08/10/2014,5100069656,965.00,ASTRA SIGNS
TfGM,Transport,Capital Costs - Contract Administration Services,08/10/2014,5100069316,12000.00,ATKINS LTD
TfGM,Corporate Services,Procurement Services,08/10/2014,5100069792,4377.50,ATKINS LTD
TfGM,Transport,Capital Costs - Contract Administration Services,08/10/2014,5100069793,6234.93,ATKINS LTD
TfGM,Transport,Capital Costs - Engineering Support Services,08/10/2014,5100069977,12910.00,ATKINS LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/10/2014,5100070012,4681.88,ATKINS LTD
TfGM,Transport,Traffic Signal Works,08/10/2014,5100069714,865.99,BLACK BOX NETWORK SERVICES (UK) LTD
TfGM,Transport,Training,08/10/2014,5100070275,2723.96,BOLTON COMMUNITY TRANSPORT
TfGM,Transport,Other Operational Costs,08/10/2014,5100069412,1832.00,BRAKE BROS LTD
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,08/10/2014,5100070502,898826.79,BT OPENREACH (SALFORD)
TfGM,Transport,Telecommunications,08/10/2014,5100068454,13391.98,BT REDCARE
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2014,5100069825,6400.00,BURY MBC
TfGM,Transport,Capital Costs - Project Support Services,08/10/2014,5100069943,1912.00,CANALS AND RIVERS TRUST
TfGM,Transport,Capital Costs - Project Support Services,08/10/2014,5100069697,1350.00,CDI ANDERSELITE LTD
TfGM,Transport,Print & Media,08/10/2014,5100069904,837.00,CHAPEL PRESS LTD
TfGM,Corporate Services,Procurement Services,08/10/2014,5100070423,11520.00,CNC PERFORMANCE LTD
TfGM,Transport,Cycle Training Scheme,08/10/2014,5100069759,756.00,CYCLES RECYCLED CIC
TfGM,Transport,Cycle Training Scheme,08/10/2014,5100069838,680.00,CYCLING PROJECTS
TfGM,Transport,Print & Media,08/10/2014,5100069781,2159.00,DST OUTPUT (Nottingham) LTD
TfGM,Transport,Print & Media,08/10/2014,5100069991,2277.00,DST OUTPUT (Nottingham) LTD
TfGM,Transport,Print & Media,08/10/2014,5100069818,1145.00,EASTLAND CHARACTER
TfGM,Transport,Print & Media,08/10/2014,5100069819,925.00,EASTLAND CHARACTER
TfGM,Transport,Capital Costs -  Project Support Services,08/10/2014,5100069850,8550.00,EC HARRIS LLP
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/10/2014,5100069906,6160.00,EC HARRIS LLP
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/10/2014,5100069907,3600.00,EC HARRIS LLP
TfGM,Transport,Capital Costs - Engineering Support Services,08/10/2014,5100069916,3332.30,EC HARRIS LLP
TfGM,Transport,Capital Costs - IS Support Services,08/10/2014,5100069972,1212.50,ESP SYSTEX LTD
TfGM,Transport,"Rent, Rates & Service Charges",08/10/2014,5100070421,1175.00,EURO CAR PARKS LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/10/2014,5100069680,1540.00,FIRCROFT ENGINEERING SERVICES LTD
TfGM,Transport,Capital Costs - Engineering Support Services,08/10/2014,5100070210,1400.00,FREMONT LTD
TfGM,Transport,Capital Costs - Architectural Services,08/10/2014,5100069956,2700.00,GILLESPIES
TfGM,Transport,Signage Costs,08/10/2014,5100069924,807.00,GR LABELS LTD
TfGM,Transport,Capital Costs - Traffic Signal Works,08/10/2014,5100069573,5277.62,GREATER MANCHESTER COMBINED AUTHORI
TfGM,Transport,"Rent, Rates & Service Charges",08/10/2014,1900036764,1050.00,GTR MAN FIRE AND RESCUE SERVICE
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/10/2014,1900036732,11300.62,HAYS SPECIALIST RECRUITMENT LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2014,5100069757,1895.83,HOLIDAY INN MANCHESTER EAST
TfGM,Corporate Services,Project Management Services,08/10/2014,5100070321,2000.00,INCITE SOLUTIONS LTD
TfGM,Transport,Capital Costs - Project Support Services,08/10/2014,5100069489,1020.00,ISS LABOUR LTD
TfGM,Transport,Capital Costs - Project Support Services,08/10/2014,5100070191,510.00,ISS LABOUR LTD
TfGM,Transport,Street Furniture Equipment,08/10/2014,5100064926,12537.33,JC DECAUX UK LTD
TfGM,Transport,"Rent, Rates & Service Charges",08/10/2014,1900036314,1125.00,JEAN HUANG
TfGM,Transport,Community Engagement Services,08/10/2014,5100069955,29575.29,JMP LTD
TfGM,Corporate Services,Procurement Services,08/10/2014,5100070399,11550.00,JULIAN BENSON ASSOCIATES LTD
TfGM,Transport,Capital Costs - Print & Media,08/10/2014,5100069743,650.00,KESTREL CAM
TfGM,Transport,Supported Bus Services,08/10/2014,5100069809,5918.15,LANCASHIRE COUNTY COUNCIL
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,08/10/2014,5100069942,750.00,LESLIE ROBERTS AND CO LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/10/2014,5100070538,676.00,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/10/2014,5100070540,1664.00,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/10/2014,5100070542,1825.00,MORSON INTERNATIONAL
TfGM,Transport,Programme Management Services,08/10/2014,5100069944,8750.00,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070481,869.99,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070482,9557.50,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070483,1730.32,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070484,1380.94,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070485,1982.81,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070486,450.00,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070487,2365.32,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070488,5245.01,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070489,1119.08,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070490,8584.50,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070491,789.38,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070492,23073.09,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070493,4915.01,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070494,4249.95,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070495,8150.88,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070496,656.62,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070497,4381.88,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070498,1990.63,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Engineering Support Services,08/10/2014,5100070414,1576.00,NEIL CLARKE LTD
TfGM,Transport,Property & Equipment Maintenance,08/10/2014,5100069742,17606.00,NOVUS PROPERTY SOLUTIONS LTD
TfGM,Transport,Financial and Commercial Support Services,08/10/2014,5100070394,12967.50,PEAK PERFORMANCE PROFESSIONAL CONTR
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/10/2014,5100069984,1701.75,PERTEMPS PROFESSIONAL STAFFING LTD
TfGM,Transport,Temporary Vacancy Cover,08/10/2014,5100069824,620.28,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,08/10/2014,5100069994,3117.60,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,08/10/2014,5100069995,4988.35,PLUSWORK LTD
TfGM,Transport,Temporary Vacancy Cover,08/10/2014,5100069996,4771.22,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,08/10/2014,5100070014,537.25,PLUSWORK LTD
TfGM,Corporate Services,IS Support Services,08/10/2014,5100070475,6720.00,PMA RECRUITMENT LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/10/2014,5100069808,2500.00,PRACTICUS LIMITED
TfGM,Transport,Health & Safety Support Services,08/10/2014,5100069810,2187.50,PRACTICUS LIMITED
TfGM,Corporate Services,Smart Ticketing,08/10/2014,5100069811,3825.00,PRACTICUS LIMITED
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/10/2014,5100069813,1335.00,PRACTICUS LIMITED
TfGM,Corporate Services,Smart Ticketing,08/10/2014,5100069636,2250.00,Robert Walters Plc
TfGM,Corporate Services,Smart Ticketing,08/10/2014,5100069638,2340.00,Robert Walters Plc
TfGM,Corporate Services,Smart Ticketing,08/10/2014,5100069639,1872.00,Robert Walters Plc
TfGM,Corporate Services,Temporary Vacancy Cover,08/10/2014,5100069640,701.63,Robert Walters Plc
TfGM,Corporate Services,Smart Ticketing,08/10/2014,5100069641,2000.00,Robert Walters Plc
TfGM,Corporate Services,Smart Ticketing,08/10/2014,5100069646,2500.00,Robert Walters Plc
TfGM,Corporate Services,Temporary Maternity Cover,08/10/2014,5100069647,1395.40,Robert Walters Plc
TfGM,Transport,Traffic Signal Works,08/10/2014,5100069778,86174.26,SIEMENS PLC
TfGM,Transport,Traffic Signal Works,08/10/2014,5100069779,85497.08,SIEMENS PLC
TfGM,Transport,Traffic Signal Works,08/10/2014,5100069980,20439.83,SIEMENS PLC
TfGM,Transport,Traffic Signal Works,08/10/2014,5100069982,17305.01,SIEMENS PLC
TfGM,Transport,Community Engagement Services,08/10/2014,5100069671,35650.00,SKM COLIN BUCHANAN
TfGM,Corporate Services,IS Consumables,08/10/2014,5100069768,3357.44,TANGIBLE BENEFIT LTD
TfGM,Transport,Capital Costs - Computer and Communications Equipment,08/10/2014,5100069725,20045.00,TDC SYSTEMS LTD
TfGM,Transport,Traffic Signal Works,08/10/2014,5100069973,630.00,TDC SYSTEMS LTD
TfGM,Transport,Traffic Signal Works,08/10/2014,5100069974,420.00,TDC SYSTEMS LTD
TfGM,Transport,Traffic Signal Works,08/10/2014,5100069976,525.00,TDC SYSTEMS LTD
TfGM,Transport,Traffic Signal Works,08/10/2014,5100070559,4501.00,TDC SYSTEMS LTD
TfGM,Transport,Cleaning,08/10/2014,5100069000,576.00,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,08/10/2014,5100069041,461.93,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Capital Costs - Property & Equipment Maintenance,08/10/2014,5100069908,2480.00,TUDORBORNE LTD T/S NEARY RAIL
TfGM,Transport,Energy Management Services,08/10/2014,5100069903,2746.25,TXM RECRUIT LIMITED
TfGM,Transport,Capital Costs - Design Support Services,08/10/2014,5100070002,1617.00,URBAN VISION PARTNERSHIP LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2014,5100070013,11856.39,URS INFRASTRUCTURE & ENVIRONMENT UK
TfGM,Transport,"Rent, Rates & Service Charges",08/10/2014,1900036765,3011.52,WIGAN COUNCIL
TfGM,Transport,Telecommunications,09/10/2014,1900036791,1100.17,EE LIMITED
TfGM,Transport,Capital Costs - Design Support Services,10/10/2014,5100070007,3271.39,AECOM LTD
TfGM,Transport,Capital Costs - Project Management Services,10/10/2014,5100070533,1960.00,AJILON UK LIMITED T/A COMPUTER PEOP
TfGM,Transport,Concessionary Reimbursement,10/10/2014,1900036814,579.00,ARSHAD HAFEEZ T/A NO 1 CAB CO.
TfGM,Transport,Driver Intervention Course Delivery Costs,10/10/2014,5100070687,906.25,BEACON LANGUAGES LTD
TfGM,Transport,Capital Costs - Legal Services,10/10/2014,5100069163,17762.14,BIRCHAM DYSON BELL
TfGM,Transport,Capital Costs - LRT Vehicles,10/10/2014,5100070368,39520.00,BOMBARDIER TRANSPORTATION UK LTD
TfGM,Transport,Capital Costs - LRT Vehicles,10/10/2014,5100070635,420439.83,BOMBARDIER TRANSPORTATION UK LTD
TfGM,Transport,Capital Costs - LRT Vehicles,10/10/2014,5100070645,37150.00,BOMBARDIER TRANSPORTATION UK LTD
TfGM,Transport,Capital Costs - LRT Vehicles,10/10/2014,5100070646,16875.00,BOMBARDIER TRANSPORTATION UK LTD
TfGM,Transport,Capital Costs - LRT Vehicles,10/10/2014,5100070673,-12970.00,BOMBARDIER TRANSPORTATION UK LTD
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,10/10/2014,1900036782,1470.00,BORRON SHAW & CO LTD
TfGM,Corporate Services,IS Support Services,10/10/2014,5100070413,4000.00,BT ENGAGE IT
TfGM,Transport,Print & Media,10/10/2014,5100070036,4194.27,CARAT MEDIA UK LIMITED
TfGM,Transport,Capital Costs - Print & Media,10/10/2014,5100070038,2383.78,CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,10/10/2014,5100070042,6094.59,CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,10/10/2014,5100070044,6921.51,CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,10/10/2014,5100070047,4050.43,CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,10/10/2014,5100070049,14954.94,CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,10/10/2014,5100070057,1751.35,CARAT MEDIA UK LIMITED
TfGM,Corporate Services,Legal Services,10/10/2014,5100070691,8600.00,DLA PIPER UK LLP
TfGM,Transport,Exhibitions and Conferences,10/10/2014,5100070679,679.17,HOUSE OF COMMONS CATERING SERVS
TfGM,Transport,Traffic Signal Works,10/10/2014,5100070041,463.98,JONES LIGHTING
TfGM,Transport,Traffic Signal Works,10/10/2014,5100070043,463.98,JONES LIGHTING
TfGM,Transport,Traffic Signal Works,10/10/2014,5100070048,463.98,JONES LIGHTING
TfGM,Transport,Property Support Services,10/10/2014,5100070015,5964.75,LESLIE ROBERTS AND CO LTD
TfGM,Transport,Concessionary Reimbursement,10/10/2014,1900036810,2042.00,MAGNUM WHITELINE PRIVATE HIRE
TfGM,Transport,Concessionary Reimbursement,10/10/2014,1900036804,1916.00,METRO TAXIS LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2014,5100070632,323622.15,METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2014,5100070649,3103.00,METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2014,5100070650,6207.00,METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2014,5100070651,289031.00,METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2014,5100070657,1223208.08,METROLINK RATP DEV LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,10/10/2014,5100070685,1950.00,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Rail Support Services,10/10/2014,5100069999,17446.47,NETWORK RAIL
TfGM,Transport,Concessionary Reimbursement,10/10/2014,1900036805,513.00,NEWCO
TfGM,Transport,Rail Franchise,10/10/2014,1200031036,3556514.80,NORTHERN RAIL LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,10/10/2014,5100070288,1701.75,PERTEMPS PROFESSIONAL STAFFING LTD
TfGM,Transport,Capital Costs - Distribution Services,10/10/2014,5100070676,490.00,RCD
TfGM,Corporate Services,Temporary Maternity Cover,10/10/2014,5100069918,1395.40,Robert Walters Plc
TfGM,Corporate Services,Smart Ticketing,10/10/2014,5100069919,1500.00,Robert Walters Plc
TfGM,Corporate Services,Temporary Vacancy Cover,10/10/2014,5100069921,701.63,Robert Walters Plc
TfGM,Corporate Services,Smart Ticketing,10/10/2014,5100069923,2340.00,Robert Walters Plc
TfGM,Transport,Capital Costs - Planning Support Services,10/10/2014,5100070601,7291.65,STEER DAVIES GLEEVE LTD
TfGM,Transport,Infrastructure Support Services,10/10/2014,5100069978,3381.38,TTHC LTD
TfGM,Transport,Utilities & Energy,10/10/2014,1900036787,9574.61,UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,10/10/2014,1900036788,519.84,UNITED UTILITIES WATER PLC
TfGM,Transport,Concessionary Reimbursement,10/10/2014,1900036807,564.00,WIGAN TAXIS LTD
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,13/10/2014,1900036832,2000.00,LOPIAN WAGNER
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,13/10/2014,1900036831,1750.00,MCLELLANS
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,13/10/2014,1900036833,2400.00,REED SMITH LLP
TfGM,Transport,Capital Costs -  Project Support Services,14/10/2014,5100070034,1800.00,AGITO TRANSPORT PLANNING
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036697,994.60,A WOODWARD
TfGM,Transport,Paper and Printing Consumables,14/10/2014,5100070031,737.84,ANTALIS LTD
TfGM,Transport,Capital Costs - Print & Media,14/10/2014,5100070011,420.00,ASTRA SIGNS
TfGM,Transport,Capital Costs - Property Support Services,14/10/2014,5100070085,1936.66,ATKINS LTD
TfGM,Corporate Services,Computer Support and Licences,14/10/2014,5100070223,500.00,ATKINS LTD
TfGM,Transport,Capital Costs - Engineering Support Services,14/10/2014,5100070229,7435.12,ATKINS LTD
TfGM,Corporate Services,Audit and Financial Services,14/10/2014,5100070171,1000.00,AUDIT COMMISSION
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036669,656.40,AVRILS DRIVING SCHOOL
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,14/10/2014,5100070311,773471.88,BALFOUR BEATTY CE LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036701,1422.20,B ASKHAM
TfGM,Transport,Print & Media,14/10/2014,5100070074,3638.00,BEELINE PROMOTIONAL PRODUCTS
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036680,978.46,B LONERGAN
TfGM,Transport,Capital Costs - Print & Media,14/10/2014,5100070514,3420.00,BJL GROUP LTD
TfGM,Transport,Capital Costs - Print & Media,14/10/2014,5100070515,4542.50,BJL GROUP LTD
TfGM,Transport,Traffic Signal Works,14/10/2014,5100070227,613.49,BLACK BOX NETWORK SERVICES (UK) LTD
TfGM,Transport,Capital Costs - Computer and Communications Equipment,14/10/2014,5100069965,1404.35,BLUE NETWORK SOLUTIONS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,5100070527,1544.40,BOLTON WHITES HOTEL LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036665,2297.40,BRECK SCHOOL OF MOTORING
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,14/10/2014,5100070078,18956.00,CHARGE YOUR CAR LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036681,547.00,C MACCORMACK
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036668,1616.68,CRUISE DRIVER TRAINING
TfGM,Transport,Property & Equipment Maintenance,14/10/2014,5100070069,456.00,CUBIC TRANSPORTATION SYSTEMS LTD
TfGM,Transport,Cycle Training Scheme,14/10/2014,5100070033,756.00,CYCLES RECYCLED CIC
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036671,2333.86,D ELLIS
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036707,1403.18,D HEATHCOTE
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036710,698.90,D MOXHAM
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036695,1094.00,DAVID WALKER DRIVER TRAINING
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036696,2406.79,D WALSH
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036688,1969.20,DRIVER ACADEMY
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036667,1969.20,DRIVERSKILLS
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036698,3300.22,DS WILLIAMS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036694,838.68,E TURTON
TfGM,Transport,Traffic Signal Works,14/10/2014,5100070145,705.53,ELECTRICITY NORTH WEST EHV
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036751,600.00,E DRYSDALE
TfGM,Transport,Capital Costs - Safety & Security Support Services,14/10/2014,5100070126,814.22,EURA CONSERVATION LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036702,765.80,G BLUNDELL
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036662,1087.91,GARY CAMPBELL LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036757,550.00,G BROUGHTON
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036691,1422.20,G ROBINSON
TfGM,Transport,Accessible Transport,14/10/2014,1200031069,429750.00,GMATT
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036666,2728.91,G CLIFFE
TfGM,Transport,Driver Intervention Course Delivery Costs,14/10/2014,1900036678,3403.53,HOGHTON DRIVING SCHOOL
TfGM,Transport,Capital Costs - IS Support Services,14/10/2014,5100070067,3000.00,HYPERION SYSTEMS LTD
