Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,HRA Estates,Professional fees,14-Jun-2017,200035247,Whiteheads Solicitors,896.50
Barrow Borough Council,Various Old Events,Licences,28-Jun-2017,200035600,PRS for Music,910.70
Barrow Borough Council,Disabled Facilities Grant,Grants,14-Jun-2017,200035196,Ward Contracting Ltd,"3,559.10"
Barrow Borough Council,Craven house,Building cleaning,22-Jun-2017,200035465,Associated Cleaning Contractors,552.15
Barrow Borough Council,Barrow town hall,Gas,14-Jun-2017,200035172,British Gas Business,"-1,697.39"
Barrow Borough Council,Corporate management,Professional fees,28-Jun-2017,200035595,M Taylor Associates Ltd,"1,350.00"
Barrow Borough Council,Coastal Communities Fund,Advertising,28-Jun-2017,200035664,Furness Newspapers Ltd,500.00
Barrow Borough Council,Disabled Facilities Grant,Grants,07-Jun-2017,200035164,Lee Bowron Glazing Ltd,"2,980.00"
Barrow Borough Council,Regeneration,Other grants,07-Jun-2017,200035140,Shopjacket,"2,000.00"
Barrow Borough Council,Sports development and community recreation,Grass pitches,14-Jun-2017,200035189,Barrow Playing Fields Users,"8,000.00"
Barrow Borough Council,Cost of collection,Court fees,22-Jun-2017,200035373,HMCTS,"2,628.00"
Barrow Borough Council,The park leisure centre,Maintenance contracts - TSU,14-Jun-2017,200035179,Integral UK Ltd,980.00
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,22-Jun-2017,200035277,DLP Services (Northern) Ltd,"22,956.89"
Barrow Borough Council,Coastal Communities Fund,Conferences and seminars,28-Jun-2017,200035648,Virginia House Hotel,645.92
Barrow Borough Council,Telephones Holding A/C,Telephone charges paid,22-Jun-2017,200035324,EE Ltd,"1,145.41"
Barrow Borough Council,HRA share of CDC/NDC,External Audit fees,28-Jun-2017,200035606,Grant Thornton UK LLP,"2,555.95"
Barrow Borough Council,Finance Department,Printing and stationery,22-Jun-2017,200035580,V1 Limited,620.00
Barrow Borough Council,Barrow town hall,Metered water,14-Jun-2017,200035226,Water Plus Ltd,"1,442.31"
Barrow Borough Council,Tenant demand maintenance - HRA,Environmental enhancements,07-Jun-2017,200035108,Security Surveillance Systems Ltd,732.00
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,22-Jun-2017,200035277,DLP Services (Northern) Ltd,"65,191.48"
Barrow Borough Council,Forum 28,Buildings repairs and maintenance,14-Jun-2017,200035213,Hydrojet Plumbing & Drainage,697.50
Barrow Borough Council,Street cleansing,Street cleansing,22-Jun-2017,200035355,FCC Recycling (UK) Ltd,"46,688.33"
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,07-Jun-2017,200035126,Keith Wilson Elec Con Ltd,"2,651.25"
Barrow Borough Council,Disabled Facilities Grant,Grants,28-Jun-2017,200035652,Airey Property Developements & Adapations,"3,702.07"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,28-Jun-2017,200035632,H Wicks (Lindal) Ltd,883.50
Barrow Borough Council,Estates management,Buildings repairs and maintenance,28-Jun-2017,200035631,FTS Fire & Secuirty Ltd,892.80
Barrow Borough Council,The park leisure centre,Gas,14-Jun-2017,200035172,British Gas Business,"3,813.72"
Barrow Borough Council,Non distributed costs,Curtailments costs,22-Jun-2017,200035313,Cumbria County Council,"3,948.98"
Barrow Borough Council,Information technology,Software maintenance,07-Jun-2017,200035110,Oak Innovation Ltd,531.00
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,28-Jun-2017,200035601,PJ Smith (Garafix) Ltd,620.00
Barrow Borough Council,Waste collection,Refuse collection,22-Jun-2017,200035355,FCC Recycling (UK) Ltd,"57,596.98"
Barrow Borough Council,Parks and open spaces,Grounds maintenance - other works,22-Jun-2017,200035551,Continental Landscapes Ltd,"1,191.69"
Barrow Borough Council,Food safety,Professional fees,14-Jun-2017,200035248,Buckingham Futures Ltd,"1,326.10"
Barrow Borough Council,Housing Benefits Admin,Benefits council tenants,14-Jun-2017,200035221,Liberata Uk Ltd,"18,574.76"
Barrow Borough Council,Emlyn Hughes house,Maintenance contracts - TSU,14-Jun-2017,200035179,Integral UK Ltd,800.00
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,28-Jun-2017,200035632,H Wicks (Lindal) Ltd,566.00
Barrow Borough Council,Crematorium,Gas,14-Jun-2017,200035256,Corona Energy,"2,315.34"
Barrow Borough Council,Parks and open spaces,Grounds maintenance - schedule of works,22-Jun-2017,200035551,Continental Landscapes Ltd,"4,115.66"
Barrow Borough Council,Parliamentary elections,Other expenses,14-Jun-2017,200035242,Andrew Thompson,560.00
Barrow Borough Council,Coastal Communities Fund,Professional fees,14-Jun-2017,200035228,Sharps Media Group Ltd,"1,250.00"
Barrow Borough Council,The park leisure centre,Equipment rental,22-Jun-2017,200035311,Initial Washroom Solutions,609.43
Barrow Borough Council,Democratic representation and management,Subscriptions,28-Jun-2017,200035626,HQN,"1,000.00"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,14-Jun-2017,200035185,Howdens Joinery Ltd,941.16
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,22-Jun-2017,200035468,SBP Ltd - Permadoor,910.59
Barrow Borough Council,Major works maintenance - HRA,Decoration vouchers,07-Jun-2017,200035147,B&Q,575.53
Barrow Borough Council,Dock museum,AquaFund Fees,22-Jun-2017,200035338,Advanced Demand Side Management Ltd,659.85
Barrow Borough Council,Current assets - payments in advance,Payment in advance - GF,22-Jun-2017,200035264,CAE Technology Services,"3,406.66"
Barrow Borough Council,Community services management,Professional fees,28-Jun-2017,200035654,The Sport Leisure & Culture Consultancy Ltd,"8,578.85"
Barrow Borough Council,Housing Benefits Admin,Benefits private tenants,07-Jun-2017,200035133,Liberata Uk Ltd,"3,847.69"
Barrow Borough Council,Coastal Communities Fund,Professional fees,14-Jun-2017,200035192,Yarlside Academy,"1,250.00"
Barrow Borough Council,Parks and open spaces,Grounds maintenance - other works,22-Jun-2017,200035362,Greaves Tree Services Ltd,"1,500.00"
Barrow Borough Council,Disabled Facilities Grant,Grants,28-Jun-2017,200035616,Benchmark Building Serv UK Ltd,"2,780.00"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,22-Jun-2017,200035277,DLP Services (Northern) Ltd,"20,725.50"
Barrow Borough Council,Parliamentary elections,Postage,22-Jun-2017,200035553,Royal Mail,"4,453.29"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,22-Jun-2017,200035473,Top Notch Contractors Ltd,"1,827.90"
Barrow Borough Council,Public conveniences,Building cleaning,14-Jun-2017,200035217,Growing Concerns,"2,400.00"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,14-Jun-2017,200035250,PJ Smith (Garafix) Ltd,620.00
Barrow Borough Council,Regeneration,Other grants,07-Jun-2017,200035140,Shopjacket,"1,000.00"
Barrow Borough Council,Disabled Facilities Grant,Grants,28-Jun-2017,200035597,Dolphin Stairlifts Cumbria,"1,950.00"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,28-Jun-2017,200035636,Urswick Engineering,"1,540.00"
Barrow Borough Council,Occupational health,Professional fees,28-Jun-2017,200035604,Your Best Option,"1,082.92"
Barrow Borough Council,Dock museum,Gas,14-Jun-2017,200035256,Corona Energy,"1,461.43"
Barrow Borough Council,Recycling,Recycling collection and processing,22-Jun-2017,200035355,FCC Recycling (UK) Ltd,"37,352.57"
Barrow Borough Council,Forum 28,Cleaning materials,22-Jun-2017,200035276,Elior UK Ltd,901.38
Barrow Borough Council,Local Council Tax Reduction Scheme (LCTRS),LCTRS Admin,14-Jun-2017,200035221,Liberata Uk Ltd,"69,944.01"
Barrow Borough Council,Current assets - stocks,Stationery stock,22-Jun-2017,200035479,Lyreco UK Ltd,524.67
Barrow Borough Council,Crematorium,Maintenance contracts - venue,14-Jun-2017,200035245,PJ Combustions Solutions Ltd,886.00
Barrow Borough Council,Food safety,Professional fees,28-Jun-2017,200035604,Your Best Option,"1,082.91"
Barrow Borough Council,Sports development and community recreation,Buildings repairs and maintenance,22-Jun-2017,200035391,Hughes Brothers,548.52
Barrow Borough Council,Pantomime 2016,Professional fees,22-Jun-2017,200035587,Nick Brooke Ltd,"4,970.80"
Barrow Borough Council,Estates management,Software maintenance,07-Jun-2017,200035158,The Technology Forge,"11,829.00"
Barrow Borough Council,Parliamentary elections,Printing and stationery,07-Jun-2017,200035122,Shaw & Sons Ltd,"1,002.24"
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,14-Jun-2017,200035251,Diseno Associates Ltd,582.77
Barrow Borough Council,Democratic representation and management,Members training,28-Jun-2017,200035627,Local Government Association,545.00
Barrow Borough Council,Recycling,Other expenses,22-Jun-2017,200035361,Sinkfall Recycling,560.00
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,22-Jun-2017,200035398,Rexel UK Ltd,"1,563.66"
Barrow Borough Council,Barrow town hall,Building cleaning,22-Jun-2017,200035465,Associated Cleaning Contractors,"4,329.44"
Barrow Borough Council,The park leisure centre,Professional fees,14-Jun-2017,200035207,Premier Commercial Cleaning Serv Ltd,"1,222.00"
Barrow Borough Council,Forum 28,Gas,14-Jun-2017,200035256,Corona Energy,"1,634.01"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,14-Jun-2017,200035218,Rexel UK Ltd,584.56
Barrow Borough Council,Corporate management,Professional fees,14-Jun-2017,200035235,Livingstons Solicitors,940.00
Barrow Borough Council,Barrow Island Environmental Improvements,Building and construction works,28-Jun-2017,200035657,Ground Control Ltd,"96,364.29"
Barrow Borough Council,Non distributed costs,Curtailments costs,22-Jun-2017,200035313,Cumbria County Council,"34,460.25"
Barrow Borough Council,Information technology,Software maintenance,07-Jun-2017,200035150,Bob's Business Ltd,"2,310.00"
Barrow Borough Council,HRA Estates,Grounds maintenance - schedule of works,22-Jun-2017,200035551,Continental Landscapes Ltd,"4,945.28"
Barrow Borough Council,The markets,Buildings repairs and maintenance,22-Jun-2017,200035359,Bill Caulfield Electrical,673.47
Barrow Borough Council,Salthouse Road Depot,Buildings repairs and maintenance,22-Jun-2017,200035391,Hughes Brothers,"1,039.87"
