Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,160.05,FACILITIES MANAGEMENT NON CORE SERVICES YORK OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,275.00,FACILITIES MANAGEMENT NON CORE SERVICES LEEDS OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,8634.88,FACILITIES MANAGEMENT CORE SERVICES SHEFFIELD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,206.34,FACILITIES MANAGEMENT NON CORE SERVICES SHEFFIELD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,605.19,FACILITIES MANAGEMENT CORE SERVICES NOTTINGHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,5432.48,FACILITIES MANAGEMENT CORE SERVICES NORTHAMPTON OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,98.30,FACILITIES MANAGEMENT NON CORE SERVICES NORTHAMPTON OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,8300.97,FACILITIES MANAGEMENT CORE SERVICES BIRMINGHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,215.18,FACILITIES MANAGEMENT NON CORE SERVICES BIRMINGHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,676.02,FACILITIES MANAGEMENT CORE SERVICES BEDFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,676.02,FACILITIES MANAGEMENT CORE SERVICES CHELMSFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,7326.95,FACILITIES MANAGEMENT CORE SERVICES LONDON SOUTHWARK OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,193.60,FACILITIES MANAGEMENT NON CORE SERVICES LONDON SOUTHWARK OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,10297.56,FACILITIES MANAGEMENT CORE SERVICES BASINGSTOKE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,475.92,FACILITIES MANAGEMENT NON CORE SERVICES BASINGSTOKE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,676.02,FACILITIES MANAGEMENT CORE SERVICES OXTED OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,2811.56,FACILITIES MANAGEMENT CORE SERVICES ASHFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,181.98,FACILITIES MANAGEMENT NON CORE SERVICES ASHFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,3188.25,FACILITIES MANAGEMENT CORE SERVICES CHELTENHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,481.62,FACILITIES MANAGEMENT NON CORE SERVICES CHELTENHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,605.19,FACILITIES MANAGEMENT CORE SERVICES BRISTOL OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,2159.16,FACILITIES MANAGEMENT CORE SERVICES POOLE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,84.35,FACILITIES MANAGEMENT NON CORE SERVICES POOLE OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,3357.00,FACILITIES MANAGEMENT CORE SERVICES PLYMOUTH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,154.04,FACILITIES MANAGEMENT NON CORE SERVICES PLYMOUTH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,2877.29,FACILITIES MANAGEMENT CORE SERVICES CARDIFF OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,191.23,FACILITIES MANAGEMENT NON CORE SERVICES CARDIFF OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,2008.04,FACILITIES MANAGEMENT CORE SERVICES CARMARTHEN OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,102.29,FACILITIES MANAGEMENT NON CORE SERVICES CARMARTHEN OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,362.11,FACILITIES MANAGEMENT CORE SERVICES WREXHAM OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,6449.47,FACILITIES MANAGEMENT CORE SERVICES GLASGOW OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,560.48,FACILITIES MANAGEMENT NON CORE SERVICES GLASGOW OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,14351.75,FACILITIES MANAGEMENT CORE SERVICES EDINBURGH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,167.91,FACILITIES MANAGEMENT NON CORE SERVICES EDINBURGH OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,20549.09,FACILITIES MANAGEMENT CORE SERVICES ABERDEEN OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,1055.70,FACILITIES MANAGEMENT NON CORE SERVICES ABERDEEN OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP - G & S - FACILITIES MANAGEMENT CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,219.96,FACILITIES MANAGEMENT CORE SERVICES INVERNESS OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,EXP-G & S -FACILITIES MANAGEMENT NON CORE SERVICES,BUSINESS SERVICES,CARILLION SERVICES LTD,6000067072,40.89,FACILITIES MANAGEMENT NON CORE SERVICES INVERNESS OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/07/2016,EXP- G & S -ACCOM & BLDNG MANAGEMENT NON VAT RECOV,BUSINESS SERVICES,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,6000066440,3871.56,SERVICE CHARGE CHELMSFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/07/2016,EXP - PURCH OF G & S - ELECTRICITY NON VAT RECOV,BUSINESS SERVICES,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,6000066440,4472.34,ELECTRICITY CHELMSFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/07/2016,EXP - PURCH OF G & S - WATER NON VAT RECOVERABLE,BUSINESS SERVICES,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,6000066440,201.26,WATER CHELMSFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/07/2016,EXP - RENTALS UNDER NON-PFI OP LEASES - BUILDINGS,BUSINESS SERVICES,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,6000066440,22070.10,RENT CHELMSFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,13/07/2016,EXP - BUSINESS RATES NON VAT RECOVERABLE,BUSINESS SERVICES,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,6000066440,12565.89,RATES CHELMSFORD OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,27/07/2016,EXP - PURCH OF G & S - ELECTRICITY VAT RECOVERABLE,BUSINESS SERVICES,EDF ENERGY,6000067270,52109.40,ELECTRICITY BUXTON OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,05/07/2016,EXP - G & S - OTHER- CHEMICAL REGS PROG VAT RECOV,CHEMICAL REGULATIONS,FERA SCIENCE LTD,6000065929,31466.50,PESTICIDE RESIDUE TESTING
DWP,HEALTH AND SAFETY EXECUTIVE,05/07/2016,EXP - G & S - OTHER- PURCHASE OF SAMPLES PROG VAT RECOV,CHEMICAL REGULATIONS,FERA SCIENCE LTD,6000065929,59670.00,PESTICIDE RESIDUE TESTING
DWP,HEALTH AND SAFETY EXECUTIVE,05/07/2016,EXP - G & S - OTHER- CHEMICAL REGS PROG VAT RECOV,CHEMICAL REGULATIONS,FERA SCIENCE LTD,6000065929,30592.91,PESTICIDE RESIDUE TESTING
DWP,HEALTH AND SAFETY EXECUTIVE,15/07/2016,EXP-PURCHASE OF G & S-LEGAL COSTS NON VAT RECOVBLE,FIELD OPERATIONS,FIELDINGS PORTER SOLICITORS,6000066658,114.60,COST OF PROSECUTION - LEGAL COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,15/07/2016,EXP-PURCH OF G & S-SOLCTR AGENT COST NON VAT RECOV,FIELD OPERATIONS,FIELDINGS PORTER SOLICITORS,6000066658,11244.00,COST OF PROSECUTION - SOLICITOR AGENTS COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,15/07/2016,EXP - PURCH OF G & S - COUNSEL COSTS NON VAT RECOV,FIELD OPERATIONS,FIELDINGS PORTER SOLICITORS,6000066658,34650.00,COST OF PROSECUTION - COUNSEL COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,13/07/2016,PPE - POA & AUC (OWNED) - COST - ADDS - BUILDINGS NON VAT REC,BUSINESS SERVICES,GOLDWING DEVELOPMENTS LTD,6000066455,82236.36,BUILDING REFURBISHMENT BUXTON
DWP,HEALTH AND SAFETY EXECUTIVE,13/07/2016,EXP - G & S - ADVISORY DRAFTING LAWYERS VAT RECOV,LEGAL ADVISORS OFFICE,GOVERNMENT LEGAL DEPARTMENT,6000066439,313250.00,TSOL LEVY
DWP,HEALTH AND SAFETY EXECUTIVE,01/07/2016,EXP - BUSINESS RATES VAT RECOVERABLE,BUSINESS SERVICES,HIGH PEAK BOROUGH COUNCIL,6000065737,77532.00,RATES BUXTON OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,21/07/2016,NCL-IMPUTD FIN LEASE ELMT OF ON-SOFP PFI CONTRACTS,SCIENCE AND COMMERCIAL,INVESTORS IN THE COMMUNITY BUXTON LTD,1100119,187274.34,PFI FINANCE CHARGES BUXTON OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,08/07/2016,EXP - G & S - OTHER ICT COSTS VAT RECOV,SCIENCE AND COMMERCIAL,INVESTORS IN THE COMMUNITY BUXTON LTD,6000066244,9891.71,IT CONTRACT COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,08/07/2016,PPE - BUILDINGS (OWNED) - COST - ADDITIONS,SCIENCE AND COMMERCIAL,INVESTORS IN THE COMMUNITY BUXTON LTD,6000066244,16790.59,CAPTIAL ESTATES WORK
DWP,HEALTH AND SAFETY EXECUTIVE,08/07/2016,EXP - PURCHASE OF G & S - NON TFM PREMISES COSTS,SCIENCE AND COMMERCIAL,INVESTORS IN THE COMMUNITY BUXTON LTD,6000066244,21198.56,FACILITIES MANAGEMENT NON CORE SERVICES BUXTON OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,08/07/2016,EXP - PURCHASE OF GOODS/SERVICES - CONSUMABLES,SCIENCE AND COMMERCIAL,INVESTORS IN THE COMMUNITY BUXTON LTD,6000066244,1687.68,CONSUMABLES
DWP,HEALTH AND SAFETY EXECUTIVE,11/07/2016,EXP - SERVICE ELEMENT OF PFI FINANCE LEASES,SCIENCE AND COMMERCIAL,INVESTORS IN THE COMMUNITY BUXTON LTD,6000066273,524778.25,PFI FINANCE CHARGES BUXTON OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,11/07/2016,FE-INT PAYABLE TO PRIV SECTOR-FINANCE LEASES (PFI),SCIENCE AND COMMERCIAL,INVESTORS IN THE COMMUNITY BUXTON LTD,6000066273,298538.75,PFI FINANCE CHARGES BUXTON OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,07/07/2016,EXP-G & S -OTHER- CHEMICAL REGS PROG NON VAT RECOV,CHEMICAL REGULATIONS,NATURAL ENGLAND,6000066087,95412.15,PESTICIDE RESIDUE TESTING
DWP,HEALTH AND SAFETY EXECUTIVE,15/07/2016,EXP - G & S - OTHER- NON CAPITAL SCIENCE EQUIPMENT,FIELD OPERATIONS,PENNINE INSTRUMENT SERVICES,6000066662,26511.33,PENNINE MANAGEMENT FEE
DWP,HEALTH AND SAFETY EXECUTIVE,06/07/2016,EXP - PURCHASE OF GOODS/SERVICES - PUBLICATIONS,SCIENCE AND COMMERCIAL,PROMOTIONAL LOGISTICS LTD,6000065993,28466.92,HSE DISTRIBUTION SERVICE
DWP,HEALTH AND SAFETY EXECUTIVE,07/07/2016,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES,PLANNING FINANCE AND PROCUREMENT,SHARED SERVICES CONNECTED LTD,6000066143,130506.43,SHARED SERVICES COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,19/07/2016,EXP - PURCHASE OF GOODS/SERVICES - ICT COSTS,BUSINESS SERVICES,STERIA LTD,6000066758,40104.98,IT CONTRACT COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,19/07/2016,EXP - G & S - OTHER ICT COSTS NON VAT RECOV,BUSINESS SERVICES,STERIA LTD,6000066758,8491.14,IT CONTRACT COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,27/07/2016,EXP - G & S - ICT OUTSOURCING & MAINT/SUPPORT NON VAT RECOV,BUSINESS SERVICES,STERIA LTD,6000067316,41021.05,IT CONTRACT COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,27/07/2016,EXP - PURCHASE OF GOODS/SERVICES - ICT COSTS,BUSINESS SERVICES,STERIA LTD,6000067316,22016.77,IT CONTRACT COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,12/07/2016,EXP-PURCHASE OF G & S-LEGAL COSTS NON VAT RECOVBLE,FIELD OPERATIONS,TUCKERS SOLICITORS,6000066342,22.86,COST OF PROSECUTION - LEGAL COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,12/07/2016,EXP-PURCH OF G & S-SOLCTR AGENT COST NON VAT RECOV,FIELD OPERATIONS,TUCKERS SOLICITORS,6000066342,29414.19,COST OF PROSECUTION - SOLICITOR AGENTS COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,21/07/2016,EXP-PURCHASE OF G & S-LEGAL COSTS NON VAT RECOVBLE,FIELD OPERATIONS,VHS FLETCHERS,6000066934,577.81,COST OF PROSECUTION - LEGAL COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,21/07/2016,EXP-PURCH OF G & S-SOLCTR AGENT COST NON VAT RECOV,FIELD OPERATIONS,VHS FLETCHERS,6000066934,15766.20,COST OF PROSECUTION - SOLICITOR AGENTS COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,21/07/2016,EXP - PURCH OF G & S - COUNSEL COSTS NON VAT RECOV,FIELD OPERATIONS,VHS FLETCHERS,6000066934,21682.80,COST OF PROSECUTION - COUNSEL COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,29/07/2016,EXP-SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ENGAGEMENT AND STRATEGIC INTERVENTIONS,WESTCO TRADING LTD,6000067488,64800.00,TEMPORARY CONTRACTORS
DWP,HEALTH AND SAFETY EXECUTIVE,12/07/2016,EXP - PURCHASE OF G & S - HOTEL CONTRACT,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,6000066368,88041.46,TRAVEL MANAGEMENT SERVICES
DWP,HEALTH AND SAFETY EXECUTIVE,12/07/2016,EXP - PURCHASE OF G & S - TRAVEL CONTRACT,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,6000066368,87110.93,TRAVEL MANAGEMENT SERVICES
DWP,HEALTH AND SAFETY EXECUTIVE,21/07/2016,EXP - PURCHASE OF G & S - HOTEL CONTRACT,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,6000066962,48521.69,TRAVEL MANAGEMENT SERVICES
DWP,HEALTH AND SAFETY EXECUTIVE,21/07/2016,EXP - PURCHASE OF G & S - TRAVEL CONTRACT,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,6000066962,68584.94,TRAVEL MANAGEMENT SERVICES
DWP,HEALTH AND SAFETY EXECUTIVE,29/07/2016,EXP PURCHASE OF GOODS AND SERVICES - GPC,CENTRAL EXPENDITURE,ROYAL BANK OF SCOTLAND,6000067492,48301.33,GPC PAYMENTS
DWP,HEALTH AND SAFETY EXECUTIVE,06/07/2016,SUBCONTRACT - SUPPORT,SCIENCE AND COMMERCIAL,THE UNIVERSITY OF MANCHESTER       ,0000125536,35972.00,BRICK CRACKING NETWORK FUNDED BY COMMERCIAL PROJECT
DWP,HEALTH AND SAFETY EXECUTIVE,11/07/2016,CAP EXP SCI MACH & EQUIP MAJOR,SCIENCE AND COMMERCIAL,VWR INTERNATIONAL                  ,0000125564,28732.80,SCIENTIFIC EQUIPMENT VACUUM STEAM AUTOCLAVE SYSTEM
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,CAP EXP SCI MACH & EQUIP MAJOR,SCIENCE AND COMMERCIAL,PERKINELMER LAS (UK) LTD           ,0000125620,28933.20,SCIENTIFIC EQUIPMENT HYDROGEN GENERATOR SYSTEM
DWP,HEALTH AND SAFETY EXECUTIVE,22/07/2016,SUBCONTRACT - SUPPORT,SCIENCE AND COMMERCIAL,UNIVERSITY OF BIRMINGHAM           ,0000125627,42659.39,BRICK CRACKING NETWORK FUNDED BY COMMERCIAL PROJECT
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
