"Level of agreement with negative statements about online communications, by nation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults aged 16+  (n=2290), England (n=1879), Scotland (n=200), Wales (n=113), Northern Ireland (n=98).Q115 How much do you agree or disagree with the following statements?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Agree ,Neutral,Disagree,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I spend too much time online compared to time with my friends and family,20%,29%,48%,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Being online interrupts face-to-face conversations with friends and family,51%,23%,22%,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Methods of communicating with friends and family: once a week or more often, by nation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion of online respondents %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults aged 16+ (n=2290), England (n=1879), Scotland (n=200), Wales (n=113), Northern Ireland (n=98).Q50. Thinking about your personal communications in general, how often do you use the following to communicate with family and friends?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text messaging,76%,76%,73%,79%,78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emails,72%,72%,73%,74%,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meeting face to face,67%,68%,61%,73%,71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voice calls,61%,61%,60%,66%,52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social media,54%,53%,60%,58%,52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instant messaging,49%,49%,50%,47%,57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments on general websites/forums,23%,23%,26%,20%,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picture messaging,21%,21%,20%,14%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOIP - video,17%,17%,16%,17%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tweeting,17%,17%,13%,23%,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOIP - voice,15%,14%,17%,19%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post,12%,12%,10%,9%,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Personal blog/blog sites,8%,8%,8%,7%,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preferred methods of communicating with friends and family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion of online respondents %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults aged 16+ who communicate with family members and close friends.Q52. And which of these methods do you prefer to communicate with …… ?Chart includes data for all responses 5% or over.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Face to face,69%,69%,69%,69%,76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voice calls,10%,10%,12%,7%,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text messaging,6%,6%,7%,6%,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emails,5%,5%,4%,7%,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Close friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Face to face,64%,64%,66%,58%,69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text messaging,11%,11%,10%,11%,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emails,7%,7%,8%,9%,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voice calls,6%,6%,10%,6%,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Preferred method of communicating with groups of friends and family: once a week or more often, by nation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion of online respondents %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults aged 16+ who communicate with groups of family and friends.Q52. And which of these methods do you prefer to communicate with …… ?Chart includes data for all responses 5% or over.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meet face to face,37%,38%,38%,35%,36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social media sites/apps e.g. Facebook ,17%,17%,23%,17%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emails,14%,14%,10%,11%,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instant Messaging,8%,8%,10%,5%,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text messaging,8%,8%,6%,18%,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preferred method of making birthday greetings and congratulations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion of online respondents %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults aged 16+ who send greetings for occasions and events such as birthdays, get well, congratulations, etc.Q52. And which of these methods do you prefer to communicate for …… ?Chart includes data for all responses 5% or over.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Column1,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Post (Letters, cards or packages)",38%,38%,35%,48%,36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meet face to face,20%,19%,24%,16%,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Through social media sites and apps such as Facebook or LinkedIn,15%,14%,17%,21%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text messaging,7%,8%,5%,5%,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emails,7%,7%,6%,5%,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preferred method of communicating with people less well known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion of online respondents %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults aged 16+ who communicate with friends not known so well and people never met in person.Q52. And which of these methods do you prefer to communicate with …… ?Chart includes data for all responses 5% or over.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friends you don't know so well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emails,23%,23%,21%,22%,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Face to face,17%,17%,17%,11%,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text messaging,17%,16%,24%,19%,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social media sites/apps e.g. Facebook ,22%,22%,17%,32%,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instant messaging,6%,6%,3%,3%,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
People never met in person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emails,41%,42%,34%,43%,32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social media ,14%,14%,15%,10%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Face to face,7%,7%,9%,8%,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voice calls,7%,8%,4%,2%,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Text messaging,6%,6%,7%,12%,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Use of different online activities to make new contacts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion of online respondents %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults aged 16+ and all website users aged 16+.Q70. And have you ever used the following types of site ?Q70a. And have you ever made new friendships of contacts online?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ever used the following types of websites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group messaging e.g. Whatsapp,36%,36%,31%,40%,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discussion forums/bulletin boards,23%,23%,25%,25%,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Online dating sites,18%,18%,15%,19%,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chat functions on gaming sites,11%,11%,14%,13%,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Made new friendships or contacts online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group messaging e.g. Whatsapp,20%,20%,18%,31%,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discussion forums/bulletin boards,31%,31%,28%,41%,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Online dating sites,56%,58%,40%,55%,45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chat functions on gaming sites,42%,43%,38%,30%,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Websites and apps ever used, by nation: top ten responses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion of online users (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults aged 16+ (n=2290), England (n=1879), Scotland (n=200), Wales (n=113), Northern Ireland (n=98).Q60. Which of the following websites have you ever used? (Top ten responses shown)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook,77%,77%,80%,83%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YouTube,71%,71%,70%,72%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter,40%,40%,32%,48%,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whatsapp,37%,38%,29%,40%,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google+,34%,33%,40%,38%,37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LinkedIn,28%,28%,28%,24%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instagram,22%,23%,20%,23%,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinterest,19%,19%,15%,23%,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MySpace,16%,16%,13%,22%,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapchat,14%,15%,13%,16%,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flickr,12%,13%,13%,11%,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site or app most recently added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Online website users (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All website users aged 16+ (n=1179), England (n=1457), Scotland (n=161), Wales (n=90), Northern Ireland (n=71).Q61d. Which one is your most recent addition? Chart includes data for all responses 5% or over.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whatsapp,14%,14%,15%,19%,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter,10%,10%,10%,14%,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinterest,10%,9%,13%,7%,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook,10%,9%,18%,8%,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google+,7%,7%,10%,7%,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LinkedIn,7%,7%,5%,6%,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instagram,6%,7%,3%,9%,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YouTube,5%,5%,5%,6%,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapchat,5%,5%,6%,2%,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Extent to which people are ‘hooked’ on social media, by nation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion of online users (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults aged 16+ (n=2290), England (n=1879), Scotland (n=200), Wales (n=113), Northern Ireland (n=98).Q91. If you had to choose a number between 1 and 10, where 1 represented 'I'm not at all hooked on social media’ and 10 represented 'I'm completely hooked on social media’, which number would you choose for yourself?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Low (1-3),Moderate (4-6),High (7-10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK,47%,31%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England,48%,30%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotland,40%,37%,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wales,46%,32%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N. Ireland,43%,34%,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI 1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Level of agreement with statements about social media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion of online users (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, ‘Connected Devices’, May 2015Base: All online adults 16+ = 2290 Q90 How much do you agree or disagree with the following statements regarding social media?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Column1,Agree,Neither agree nor disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I can’t understand why people share personal information with people they don’t know well or at all,72%,19%,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
People waste too much time on social media and it gets in the way of spending real time with real people,70%,22%,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
People aren’t their real selves on social media,59%,33%,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social media creates pressure to be active/get comments/likes,50%,31%,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social media creates pressure to stay in the loop/keep in touch,49%,33%,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have put things on social media I wish I hadn’t,19%,21%,59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
