Body,Body Name,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Expense Code,BVACOP,Extended Description
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019584,M260/10,10000.00,RODGER TYM & PARTNERS,535601,Policy & Project Manager,ED:Research and Policy,60605,Economic Research, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019585,100450,595.00,CRANBERRY COMPOST PRODUCERS,362939,Service Development Manager,Waste Disposal (GM Tipping) Charge,20166,Internal Trading Holding Ac, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019586,39890,669.40,SID DENNIS & SONS LTD,5720,Service Development Manager,Waste Disposal Charges,40327,GM Contract No.2, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019590,5445,3753.85,APR AGENCY,485939,Waste Services Manager,Agency Costs,11020,Household Waste-Collection, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019593,5589,3170.53,APR AGENCY,485939,Waste Services Manager,Agency Costs,11020,Household Waste-Collection, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019597,S/JC42244,4069.82,LINCS FM PLC,49113,Policy & Project Manager,General Advertising/Marketing,40649,Premises Devt incl Ind. Units, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019600,269863,79.16,DEE BEE,450634,Embassy Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019600,269863,41.07,DEE BEE,450634,Embassy Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019600,269863,43.47,DEE BEE,450634,Embassy Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019600,269863,43.47,DEE BEE,450634,Embassy Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019600,269863,46.77,DEE BEE,450634,Embassy Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019600,269863,23.78,DEE BEE,450634,Embassy Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019600,269863,24.18,DEE BEE,450634,Embassy Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019600,269863,23.78,DEE BEE,450634,Embassy Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019600,269863,23.78,DEE BEE,450634,Embassy Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019600,269863,24.18,DEE BEE,450634,Embassy Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019600,269863,24.18,DEE BEE,450634,Embassy Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019600,269863,14.98,DEE BEE,450634,Embassy Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019600,269863,14.98,DEE BEE,450634,Embassy Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019600,269863,12.78,DEE BEE,450634,Embassy Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019600,269863,12.78,DEE BEE,450634,Embassy Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019600,269863,-12.09,DEE BEE,450634,Embassy Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,11.89,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,18.09,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,18.09,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,17.29,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,12.79,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,19.79,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,8.59,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,8.59,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,14.38,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,30.18,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,12.79,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,13.69,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,7.89,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,25.74,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,8.67,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,10.09,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,11.29,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,11.29,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,4.89,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,4.89,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,4.89,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,4.89,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,53.34,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,14.49,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,8.09,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,13.69,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,6.89,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,10.19,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,14.49,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,14.69,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,15.69,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,15.59,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,16.19,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,28.17,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,28.17,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,14.98,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,12.78,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,12.09,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,12.09,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,12.09,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,12.09,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,10.09,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,12.78,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019601,267695,13.98,DEE BEE,450634,Horncastle Pool Manager,Cold Vending Machine Supplies,40504,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019602,200810,552.00,SPIRE CLEANING SERVICES,531074,Policy & Project Manager,Internal Cleaning Materials,40701,Premises Devt incl Ind. Units, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019604,SIN031135,72.50,ASA AWARDS CENTRE,241526,Meridian Facility Manager,Goods For Resale,40014,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019604,SIN031135,72.50,ASA AWARDS CENTRE,241526,Meridian Facility Manager,Goods For Resale,40014,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019604,SIN031135,72.50,ASA AWARDS CENTRE,241526,Meridian Facility Manager,Goods For Resale,40014,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019604,SIN031135,72.50,ASA AWARDS CENTRE,241526,Meridian Facility Manager,Goods For Resale,40014,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019604,SIN031135,72.50,ASA AWARDS CENTRE,241526,Meridian Facility Manager,Goods For Resale,40014,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019604,SIN031135,72.50,ASA AWARDS CENTRE,241526,Meridian Facility Manager,Goods For Resale,40014,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019604,SIN031135,72.50,ASA AWARDS CENTRE,241526,Meridian Facility Manager,Goods For Resale,40014,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019604,SIN031135,72.50,ASA AWARDS CENTRE,241526,Meridian Facility Manager,Goods For Resale,40014,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019610,SIN007306,599.40,IQL UK LTD,406963,Horncastle Pool Manager,Professional Courses,40976,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019610,SIN007306,6.00,IQL UK LTD,406963,Horncastle Pool Manager,Postage,40401,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019614,Q0000112,8714.72,BOSTON BOROUGH COUNCIL,43148,Assistant Chief Executive,Consultants Fees,40304,Corporate Resources, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,38.07,BT PLC,3298,Hsg Private Sector TL,Telephone Charges,40402,Community Safety/CCTV, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,38.07,BT PLC,3298,TL Partnerships & Grants,Telephone Charges,40402,Community Safety/CCTV, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,38.07,BT PLC,3298,TL Property,Telephone Charges,40402,Public Buildings, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,76.14,BT PLC,3298,TL Property,Telephone Charges,40402,Public Buildings, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,147.64,BT PLC,3298,TL Property,Telephone Charges,40402,Public Buildings, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,39.83,BT PLC,3298,TL Property,Telephone Charges,40402,Public Buildings, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,41.70,BT PLC,3298,TL Property,Telephone Charges,40402,Public Buildings, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,77.88,BT PLC,3298,TL Property,Telephone Charges,40402,Public Buildings, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,70.72,BT PLC,3298,TL Property,Telephone Charges,40402,Public Buildings, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,38.07,BT PLC,3298,TL Property,Telephone Charges,40402,Public Buildings, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,65.12,BT PLC,3298,TL Property,Telephone Charges,40402,Depots, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,2073.04,BT PLC,3298,Policy & Project Manager,Telephone Charges,40402,Premises Devt incl Ind. Units, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,154.07,BT PLC,3298,TL Property,Telephone Charges,40402,Premises Devt incl Ind. Units, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,1766.06,BT PLC,3298,Policy & Project Manager,Telephone Charges,40402,Premises Devt incl Ind. Units, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,124.22,BT PLC,3298,Policy & Project Manager,Telephone Charges,40402,Premises Devt incl Ind. Units, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,1266.62,BT PLC,3298,Policy & Project Manager,Telephone Charges,40402,Premises Devt incl Ind. Units, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,465.06,BT PLC,3298,TL IT - Network & Comms,Telephone Charges,40402,Information Technology, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,38.07,BT PLC,3298,Hsg Private Sector TL,Telephone Charges,40402,Housing Standards, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,287.23,BT PLC,3298,Theatre Manager,Telephone Charges,40402,Foreshore, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,03/09/2010,CICP019621,VP87529270Q01201 3D,2407.08,BT PLC,3298,Theatre Manager,Telephone Charges,40402,Community Safety/CCTV, 
