,,,Indicator set,,Metadata,,Data Sets,,,,Services,,,,,,Name of the spatial data service,URL of the network service,"Themes (Annex I, II, III) related to the spatial data service"
,,,164,Data Value,164,164,"17,842,434","17,842,434",,0,156,121,86,71,,,,,
,,,,,,,,,,,,,,,,,,,
Ordnance Survey (NI),I,1. Coordinate reference systems,Irish Transverse Mercator (NI), ,1,1,"14,000","14,000",100%,0,1,0,0,0,,,,,
Ordnance Survey (GB),I,1. Coordinate reference systems,ETRS89 , ,1,1,"243,610","243,610",100%,0,1,0,0,0,,,,,
Land & Property Services NI (DFPNI),I,3. Geographical names,1:50 000 Gazetteer- includes townlands, ,1,1,"14,000","14,000",100%,0,1,1,1,1,,,,,
Land & Property Services NI (DFPNI),I,3. Geographical names,OSNI Placename Gazetteer - towns and settlements, ,1,1,"14,000","14,000",100%,0,1,1,1,1,,,,,
Ordnance Survey (GB),I,3. Geographical names,OS 1:50 000 Scale Gazetteer, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Ordnance Survey (GB),I,3. Geographical names,OS Locator™, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
Scottish Government,I,3. Geographical names,Scottish Place Names Gazetteer, ,1,1,"78,800","78,800",100%,0,1,0,0,0,,,,,
Ordnance Survey (GB),I,3. Geographical names,Boundary-Line™, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Ordnance Survey (GB),I,3. Geographical names,OS VectorMap District, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Ordnance Survey (GB),I,3. Geographical names,Meridian™ 2, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Ordnance Survey (GB),I,3. Geographical names,OS MasterMap Topography Layer, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
Ordnance Survey (GB),I,3. Geographical names,OS VectorMap Local, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
Ordnance Survey (GB),I,3. Geographical names,Strategi®, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Ordnance Survey (GB),I,4. Administrative units,Boundary-Line™, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Ordnance Survey (GB),I,4. Administrative units,OS VectorMap District, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Ordnance Survey (GB),I,4. Administrative units,Meridian™ 2, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Ordnance Survey (GB),I,4. Administrative units,OS MasterMap Topography Layer, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
Ordnance Survey (GB),I,4. Administrative units,OS VectorMap Local, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
Ordnance Survey (GB),I,4. Administrative units,Strategi®, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Land & Property Services NI (DFPNI),I,4. Administrative units,OSNI 1:50000 Vector, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Land & Property Services NI (DFPNI),I,4. Administrative units,"OSNI Large scale  (road network, railway stations, railway lines)", ,1,1,"14,000","14,000",100%,0,1,0,1,0,,,,,
GeoPlace (LGA/OS JV),I,5. Addresses,National Land and Property Gazetteer (NLPG), ,1,1,"151,410","151,410",100%,0,1,0,1,0,,,,,
GeoPlace (LGA/OS JV),I,5. Addresses,AddressBase, ,1,1,"151,410","151,410",100%,0,1,0,0,0,,,,,
Land & Property Services NI (DFPNI),I,5. Addresses,Pointer (NI), ,1,1,"14,000","14,000",100%,0,1,1,1,1,,,,,
Scottish Government Improvement Service,I,5. Addresses,One Scotland Gazetter, ,1,1,"78,800","78,800",100%,0,1,1,1,1,,,,,
Land & Property Services NI (DFPNI),I,6. Cadastral parcels,Freehold land ownership boundaries, ,1,1,"14,000","14,000",100%,0,1,1,0,0,,,,,
Land Registry,I,6. Cadastral parcels,Index Map, ,1,1,"151,410","151,410",100%,0,1,1,0,0,,,,,
Registers of Scotland,I,6. Cadastral parcels,Digital Index Map, ,1,1,"78,800","78,800",100%,0,1,1,0,0,,,,,
Ordnance Survey (GB),I,7. Transport networks,OS VectorMap District, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Ordnance Survey (GB),I,7. Transport networks,Meridian™ 2, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Ordnance Survey (GB),I,7. Transport networks,OS MasterMap Topography Layer, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
Ordnance Survey (GB),I,7. Transport networks,OS VectorMap Local, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
Ordnance Survey (GB),I,7. Transport networks,Strategi®, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Land & Property Services NI (DFPNI),I,7. Transport networks,OSNI 1:50000 Vector, ,1,1,"14,000","14,000",100%,0,1,0,1,0,,,,,
Land & Property Services NI (DFPNI),I,7. Transport networks,"OSNI Large scale  (road network, railway stations, railway lines)", ,1,1,"14,000","14,000",100%,0,1,1,1,1,,,,,
British Waterways,I,7. Transport networks,Docks, ,1,1,"244,210","244,210",100%,0,1,1,0,0,,,,,
British Waterways,I,7. Transport networks,Locks, ,1,1,"244,210","244,210",100%,0,1,1,0,0,,,,,
British Waterways,I,7. Transport networks,Wharves, ,1,1,"244,210","244,210",100%,0,1,1,0,0,,,,,
GeoPlace (LGA/OS JV),I,7. Transport networks,National Street Gazetter (NSG), ,1,1,"151,410","151,410",100%,0,1,0,0,0,,,,,
Highways Agency,I,7. Transport networks,HAPMS Road Network Model, ,1,1,"134,410","134,410",100%,0,1,0,0,0,,,,,
Land & Property Services NI (DFPNI),I,7. Transport networks,Northern Ireland Railways NIR Rail Network, ,1,1,"14,000","14,000",100%,0,1,1,0,0,,,,,
Ordnance Survey (GB),I,7. Transport networks,OS MasterMap Integrated Transport Network, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
Transport for London (incl. Tubelines),I,7. Transport networks,Rail  Tracks, ,1,1,"1,572","1,572",100%,0,0,0,0,0,,,,,
Transport for London (incl. Tubelines),I,7. Transport networks,Rail Stations, ,1,1,"1,572","1,572",100%,0,0,0,0,0,,,,,
Transport Scotland,I,7. Transport networks,Trunk Roads and Motorway for Scotland, ,1,1,"78,800","78,800",100%,0,1,1,0,0,,,,,
Welsh Assembly government,I,7. Transport networks,Trunk road and Motorway in Wales (TWIS), ,1,1,"21,000","21,000",100%,0,1,1,0,0,,,,,
Land & Property Services NI (DFPNI),I,7. Transport networks,OSNI RegionalMap, ,1,1,"14,000","14,000",100%,0,1,0,1,0,,,,,
Ordnance Survey (GB),I,8. Hydrography,OS VectorMap District, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Ordnance Survey (GB),I,8. Hydrography,Meridian™ 2, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Ordnance Survey (GB),I,8. Hydrography,OS MasterMap Topography Layer, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
Ordnance Survey (GB),I,8. Hydrography,OS VectorMap Local, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
Ordnance Survey (GB),I,8. Hydrography,Strategi®, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Land & Property Services NI (DFPNI),I,8. Hydrography,OSNI 1:50000 Vector, ,1,1,"14,000","14,000",100%,0,1,0,1,0,,,,,
Land & Property Services NI (DFPNI),I,8. Hydrography,"OSNI Large scale  (road network, railway stations, railway lines)", ,1,1,"14,000","14,000",100%,0,1,1,1,1,,,,,
Land & Property Services NI (DFPNI),I,8. Hydrography,OSNI RegionalMap, ,1,1,"14,000","14,000",100%,0,1,0,1,0,,,,,
"Agriculture, Food & Biosciences Institute (NI)",I,8. Hydrography,Primary River Basin Catchments, ,1,1,"14,000","14,000",100%,0,1,1,0,0,,,,,
British Waterways,I,8. Hydrography,Aqueduct, ,1,1,"244,210","244,210",100%,0,1,1,0,0,,,,,
British Waterways,I,8. Hydrography,Bridges, ,1,1,"244,210","244,210",100%,0,1,1,0,0,,,,,
British Waterways,I,8. Hydrography,Canal Centreline, ,1,1,"244,210","244,210",100%,0,1,1,0,0,,,,,
British Waterways,I,8. Hydrography,Canal Network Junction Points, ,1,1,"244,210","244,210",100%,0,1,1,0,0,,,,,
British Waterways,I,8. Hydrography,Embankments, ,1,1,"244,210","244,210",100%,0,1,1,0,0,,,,,
British Waterways,I,8. Hydrography,"Lakes, Ponds and Fisheries", ,1,1,"244,210","244,210",100%,0,1,1,0,0,,,,,
British Waterways,I,8. Hydrography,Outfall/Discharge Point, ,1,1,"244,210","244,210",100%,0,1,1,0,0,,,,,
British Waterways,I,8. Hydrography,Reservoirs, ,1,1,"244,210","244,210",100%,0,1,1,0,0,,,,,
Centre for Ecology and Hydrology,I,8. Hydrography,CEH Digital River Network, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
Environment Agency,I,8. Hydrography,Digital Rivers Network, ,1,1,"151,410","151,410",100%,0,1,1,1,1,,,,,
Environment Agency,I,8. Hydrography,WFD Coastal Waterbodies, ,1,1,"151,410","151,410",100%,0,1,1,1,1,,,,,
Environment Agency,I,8. Hydrography,WFD Groundwater Waterbodies, ,1,1,"151,410","151,410",100%,0,1,1,1,1,,,,,
Environment Agency,I,8. Hydrography,WFD Lakes, ,1,1,"151,410","151,410",100%,0,1,1,1,1,,,,,
Environment Agency,I,8. Hydrography,WFD Management Catchments, ,1,1,"151,410","151,410",100%,0,1,1,1,1,,,,,
Environment Agency,I,8. Hydrography,WFD River Basin Districts, ,1,1,"151,410","151,410",100%,0,1,1,1,1,,,,,
Environment Agency,I,8. Hydrography,WFD River Waterbodies, ,1,1,"151,410","151,410",100%,0,1,1,1,1,,,,,
Environment Agency,I,8. Hydrography,WFD River Waterbody Catchments, ,1,1,"151,410","151,410",100%,0,1,1,1,1,,,,,
Environment Agency,I,8. Hydrography,WFD Transitional Waterbodies, ,1,1,"151,410","151,410",100%,0,1,1,1,1,,,,,
NIEA Water Management Unit (DOENI),I,8. Hydrography,WFD Coastal Water, ,1,1,"14,000","14,000",100%,0,1,1,1,1,,,,,
NIEA Water Management Unit (DOENI),I,8. Hydrography,WFD Ground Water Body, ,1,1,"14,000","14,000",100%,0,1,1,1,1,,,,,
NIEA Water Management Unit (DOENI),I,8. Hydrography,WFD Lake, ,1,1,"14,000","14,000",100%,0,1,1,1,1,,,,,
NIEA Water Management Unit (DOENI),I,8. Hydrography,WFD River, ,1,1,"14,000","14,000",100%,0,1,1,1,1,,,,,
NIEA Water Management Unit (DOENI),I,8. Hydrography,WFD Transitional Water, ,1,1,"14,000","14,000",100%,0,1,1,1,1,,,,,
Rivers Agency (NI),I,8. Hydrography,Coastal High Water Outline, ,1,1,"14,000","14,000",100%,0,1,1,0,0,,,,,
Rivers Agency (NI),I,8. Hydrography,Culverts (Culverted Watercourses), ,1,1,"14,000","14,000",100%,0,1,1,0,0,,,,,
Rivers Agency (NI),I,8. Hydrography,Designated Watercourses, ,1,1,"14,000","14,000",100%,0,1,1,0,0,,,,,
Rivers Agency (NI),I,8. Hydrography,Detailed River Network, ,1,1,"14,000","14,000",100%,0,1,1,0,0,,,,,
Rivers Agency (NI),I,8. Hydrography,Reservoirs and Impoundments, ,1,1,"14,000","14,000",100%,0,1,1,0,0,,,,,
Scottish Environment Protection Agency,I,8. Hydrography,WFD Coastal Water Bodies, ,1,1,"78,800","78,800",100%,0,1,1,0,0,,,,,
Scottish Environment Protection Agency,I,8. Hydrography,WFD Ground Water Body, ,1,1,"78,800","78,800",100%,0,1,1,0,0,,,,,
Scottish Environment Protection Agency,I,8. Hydrography,WFD Lake Water Bodies, ,1,1,"78,800","78,800",100%,0,1,1,0,0,,,,,
Scottish Environment Protection Agency,I,8. Hydrography,WFD River Waterbodies, ,1,1,"78,800","78,800",100%,0,1,1,0,0,,,,,
Scottish Environment Protection Agency,I,8. Hydrography,WFD Surface Water Bodies, ,1,1,"78,800","78,800",100%,0,1,1,0,0,,,,,
Scottish Environment Protection Agency,I,8. Hydrography,WFD Transitional Water Bodies, ,1,1,"78,800","78,800",100%,0,1,1,0,0,,,,,
"Agriculture, Food & Biosciences Institute (NI)",I,9. Protected sites,Environmentally Sensitive Areas, ,1,1,"14,000","14,000",100%,0,1,1,0,0,,,,,
Countryside Council for Wales (CCW),I,9. Protected sites,Areas of Outstanding Natural Beauty, ,1,1,"21,000","21,000",100%,0,1,1,1,1,,,,,
Countryside Council for Wales (CCW),I,9. Protected sites,Biogenetic Reserves, ,1,1,"21,000","21,000",100%,0,1,1,1,1,,,,,
Countryside Council for Wales (CCW),I,9. Protected sites,Biosphere reserves, ,1,1,"21,000","21,000",100%,0,1,1,1,1,,,,,
Countryside Council for Wales (CCW),I,9. Protected sites,Local Nature Reserves, ,1,1,"21,000","21,000",100%,0,1,1,1,1,,,,,
Countryside Council for Wales (CCW),I,9. Protected sites,National Nature Reserves, ,1,1,"21,000","21,000",100%,0,1,1,1,1,,,,,
Countryside Council for Wales (CCW),I,9. Protected sites,National Parks, ,1,1,"21,000","21,000",100%,0,1,1,1,1,,,,,
Countryside Council for Wales (CCW),I,9. Protected sites,Ramsar Sites, ,1,1,"21,000","21,000",100%,0,1,1,1,1,,,,,
Countryside Council for Wales (CCW),I,9. Protected sites,Sites of Special Scientific Interest, ,1,1,"21,000","21,000",100%,0,1,1,1,1,,,,,
Countryside Council for Wales (CCW),I,9. Protected sites,Special Areas of Conservation, ,1,1,"21,000","21,000",100%,0,1,1,1,1,,,,,
Countryside Council for Wales (CCW),I,9. Protected sites,Special Protection Areas, ,1,1,"21,000","21,000",100%,0,1,1,1,1,,,,,
Dept. Culture Media and Sport,I,9. Protected sites,World Heritage Sites, ,1,1,"151,410","151,410",100%,0,1,0,0,0,,,,,
English Heritage,I,9. Protected sites,Conservation Areas, ,1,1,"130,410","130,410",100%,0,1,1,1,1,,,,,
English Heritage,I,9. Protected sites,Listed Buildings, ,1,1,"130,410","130,410",100%,0,1,1,1,1,,,,,
English Heritage,I,9. Protected sites,Protected Wreck Sites, ,1,1,"130,410","130,410",100%,0,1,1,1,1,,,,,
English Heritage,I,9. Protected sites,Scheduled monuments, ,1,1,"130,410","130,410",100%,0,1,1,0,0,,,,,
Historic Scotland,I,9. Protected sites,Conservation Areas, ,1,1,"78,800","78,800",100%,0,1,1,0,0,,,,,
Historic Scotland,I,9. Protected sites,Gardens and Designated Landscapes, ,1,1,"78,800","78,800",100%,0,1,1,0,0,,,,,
Historic Scotland,I,9. Protected sites,Listed Buildings, ,1,1,"78,800","78,800",100%,0,1,1,1,1,,,,,
Historic Scotland,I,9. Protected sites,Protected Wreck Sites, ,1,1,"78,800","78,800",100%,0,1,1,0,0,,,,,
Historic Scotland,I,9. Protected sites,Scheduled monuments, ,1,1,"78,800","78,800",100%,0,1,1,1,1,,,,,
Historic Scotland,I,9. Protected sites,World Heritage Sites, ,1,1,"78,800","78,800",100%,0,1,1,1,1,,,,,
Marine Scotland - Science,I,9. Protected sites,Closed Areas, ,1,1,"78,800","78,800",100%,0,0,0,0,0,,,,,
Marine Scotland - Science,I,9. Protected sites,Marine Planning Zone, ,1,1,"78,800","78,800",100%,0,1,1,0,0,,,,,
Natural England,I,9. Protected sites,Areas of Outstanding Natural Beauty, ,1,1,"130,410","130,410",100%,0,1,1,1,1,,,,,
Natural England,I,9. Protected sites,Biosphere Reserves, ,1,1,"130,410","130,410",100%,0,1,1,1,1,,,,,
Natural England,I,9. Protected sites,Limestone Pavement Orders, ,1,1,"130,410","130,410",100%,0,1,1,1,1,,,,,
Natural England,I,9. Protected sites,Local Nature Reserves, ,1,1,"130,410","130,410",100%,0,1,1,1,1,,,,,
Natural England,I,9. Protected sites,Marine Conservation Zones, ,1,1,"130,410","130,410",100%,0,1,1,1,1,,,,,
Natural England,I,9. Protected sites,National Nature Reserves, ,1,1,"130,410","130,410",100%,0,1,1,1,1,,,,,
Natural England,I,9. Protected sites,National Parks, ,1,1,"130,410","130,410",100%,0,1,1,1,1,,,,,
Natural England,I,9. Protected sites,Ramsar Sites, ,1,1,"130,410","130,410",100%,0,1,1,1,1,,,,,
Natural England,I,9. Protected sites,Sites of Special Scientific Interest, ,1,1,"130,410","130,410",100%,0,1,1,1,1,,,,,
Natural England,I,9. Protected sites,Special Areas of Conservation, ,1,1,"130,410","130,410",100%,0,1,1,1,1,,,,,
Natural England,I,9. Protected sites,Special Protection Areas, ,1,1,"130,410","130,410",100%,0,1,1,1,1,,,,,
NIEA Built Heritage (DOENI),I,9. Protected sites,Listed Buildings, ,1,1,"14,000","14,000",100%,0,1,0,0,0,,,,,
NIEA Built Heritage (DOENI),I,9. Protected sites,Northern Ireland SItes and Monuments Record, ,1,1,"14,000","14,000",100%,0,1,0,1,0,,,,,
NIEA Built Heritage (DOENI),I,9. Protected sites,Protected Wreck Sites, ,1,1,"14,000","14,000",100%,0,1,0,0,0,,,,,
NIEA Natural Heritage (DOENI),I,9. Protected sites,Area of Special Scientific Interest, ,1,1,"14,000","14,000",100%,0,1,0,1,0,,,,,
NIEA Natural Heritage (DOENI),I,9. Protected sites,Areas of Outstanding Natural Beauty, ,1,1,"14,000","14,000",100%,0,1,0,0,0,,,,,
NIEA Natural Heritage (DOENI),I,9. Protected sites,Marine Nature Reserves, ,1,1,"14,000","14,000",100%,0,1,0,1,0,,,,,
NIEA Natural Heritage (DOENI),I,9. Protected sites,National Nature Reserves, ,1,1,"14,000","14,000",100%,0,1,0,1,0,,,,,
NIEA Natural Heritage (DOENI),I,9. Protected sites,Ramsar Sites, ,1,1,"14,000","14,000",100%,0,1,0,1,0,,,,,
NIEA Natural Heritage (DOENI),I,9. Protected sites,Special Areas of Conservation, ,1,1,"14,000","14,000",100%,0,1,0,1,0,,,,,
NIEA Natural Heritage (DOENI),I,9. Protected sites,Special Protection Areas, ,1,1,"14,000","14,000",100%,0,1,0,1,0,,,,,
NIEA Natural Heritage (DOENI),I,9. Protected sites,World Heritage Sites, ,1,1,"14,000","14,000",100%,0,1,0,1,0,,,,,
Planning Service Northern Ireland (DOENI),I,9. Protected sites,Conservation Areas, ,1,1,"14,000","14,000",100%,0,1,0,0,0,,,,,
RCAHMS,I,9. Protected sites,National Monument Record, ,1,1,"78,800","78,800",100%,0,1,0,0,0,,,,,
Scottish Government,I,9. Protected sites,Designated Bathing Water, ,1,1,"78,800","78,800",100%,0,1,0,0,0,,,,,
Scottish Government,I,9. Protected sites,Drinking Water Protected Area, ,1,1,"78,800","78,800",100%,0,1,0,0,0,,,,,
Scottish Government,I,9. Protected sites,Environmentally Sensitive Areas, ,1,1,"78,800","78,800",100%,0,1,0,0,0,,,,,
Scottish Government,I,9. Protected sites,National Parks, ,1,1,"78,800","78,800",100%,0,1,0,0,0,,,,,
Scottish Government,I,9. Protected sites,National Scenic Areas, ,1,1,"78,800","78,800",100%,0,1,1,0,0,,,,,
Scottish Government,I,9. Protected sites,Nature Conservation Order, ,1,1,"78,800","78,800",100%,0,1,0,0,0,,,,,
Scottish Government,I,9. Protected sites,Nitrate Vunerable Zone, ,1,1,"78,800","78,800",100%,0,1,1,0,0,,,,,
Scottish Government,I,9. Protected sites,Shellfish Growing Water, ,1,1,"78,800","78,800",100%,0,1,1,0,0,,,,,
Scottish Government,I,9. Protected sites,Surface Water (fishlife) Classification 1999 Sites, ,1,1,"78,800","78,800",100%,0,1,0,0,0,,,,,
Scottish Government,I,9. Protected sites,Urban Waste Water Sensitive Area, ,1,1,"78,800","78,800",100%,0,1,0,0,0,,,,,
Scottish Local Authorities,I,9. Protected sites,Area of Great Landscape Value (AGLV), ,1,1,"78,800","78,800",100%,0,0,0,0,0,,,,,
Scottish Local Authorities,I,9. Protected sites,Green Space, ,1,1,"78,800","78,800",100%,0,0,0,0,0,,,,,
Scottish Local Authorities,I,9. Protected sites,Local Archaeological Sites, ,1,1,"78,800","78,800",100%,0,0,0,0,0,,,,,
Scottish Natural Heritage,I,9. Protected sites,Biogenetic Reserves, ,1,1,"78,800","78,800",100%,0,1,1,1,1,,,,,
Scottish Natural Heritage,I,9. Protected sites,Biosphere Reserves, ,1,1,"78,800","78,800",100%,0,1,1,1,1,,,,,
Scottish Natural Heritage,I,9. Protected sites,Country Parks, ,1,1,"78,800","78,800",100%,0,1,0,0,0,,,,,
Scottish Natural Heritage,I,9. Protected sites,Local Nature Reserves, ,1,1,"78,800","78,800",100%,0,1,1,1,1,,,,,
Scottish Natural Heritage,I,9. Protected sites,National Nature Reserves, ,1,1,"78,800","78,800",100%,0,1,1,1,1,,,,,
Scottish Natural Heritage,I,9. Protected sites,Ramsar Sites, ,1,1,"78,800","78,800",100%,0,1,0,1,0,,,,,
Scottish Natural Heritage,I,9. Protected sites,Sites of Special Scientific Interest, ,1,1,"78,800","78,800",100%,0,1,1,1,1,,,,,
Scottish Natural Heritage,I,9. Protected sites,Special Areas of Conservation, ,1,1,"78,800","78,800",100%,0,1,1,1,1,,,,,
Scottish Natural Heritage,I,9. Protected sites,Special Protection Areas, ,1,1,"78,800","78,800",100%,0,1,1,1,1,,,,,
Scottish Natural Heritage,I,9. Protected sites,World Heritage Sites (Natural Heritage), ,1,1,"78,800","78,800",100%,0,1,1,1,1,,,,,
Welsh Assembly government,I,9. Protected sites,Conservation Areas, ,1,1,"21,000","21,000",100%,0,0,0,0,0,,,,,
Welsh Assembly Government - CADW,I,9. Protected sites,Protected Wreck Sites, ,1,1,"21,000","21,000",100%,0,0,0,0,0,,,,,
Welsh Assembly Government - CADW,I,9. Protected sites,Scheduled monuments, ,1,1,"21,000","21,000",100%,0,1,1,0,0,,,,,
,,,,,,,,,,,,,,,,,,,
,Annex II,,,SubInd. Name,MDi1.2,MDi2.2, ,,DSi1.2,DSi2.2,,,,,,,,,
,,,,SubInd. Value,100%,100%,,,100%,0%,,,,,,,,,
,,,,Numerator,76,76,,,"16,681,290",0,,,,,,,,,
,,,,Denominator,76,76,,,"16,681,290",76,,,,,,,,,
,,,DSv_Num2,Data Name,MDv1.2,MDv2.2,DSv1.2_RelArea,DSv1.2_ActArea,,DSv2.2,NSv1.1.2,NSv2.1.2,NSv2.2.2,NSv2.3.2,,,,,
,,,76,Data Value,76,76,"16,681,290","16,681,290",,0,76,68,10,7,,,,,
,,,,,,,,,,,,,,,,,,,
Environment Agency,II,1. Elevation,2m Composite LIDAR Digital Surface Model, ,1,1,"151,410","151,410",100%,0,1,1,1,1,,,,,
Environment Agency,II,1. Elevation,2m Composite LIDAR Digital Terrain Model, ,1,1,"151,410","151,410",100%,0,1,1,1,1,,,,,
Land & Property Services NI (DFPNI),II,1. Elevation,1:50000 Vector Contours (NI), ,1,1,"14,000","14,000",100%,0,1,0,1,0,,,,,
Land & Property Services NI (DFPNI),II,1. Elevation,OSNI 10m Digital Terrain model, ,1,1,"14,000","14,000",100%,0,1,0,1,0,,,,,
Ordnance Survey (GB),II,1. Elevation,Land-Form PANORAMA®, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Ordnance Survey (GB),II,1. Elevation,Land-Form PROFILE®, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
Ordnance Survey (GB),II,2. Land cover,Meridian™ 2, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Ordnance Survey (GB),II,2. Land cover,OS MasterMap Topography Layer, ,1,1,"243,610","243,610",100%,0,1,0,0,0,,,,,
Ordnance Survey (GB),II,2. Land cover,OS VectorMap Local, ,1,1,"243,610","243,610",100%,0,1,0,0,0,,,,,
Ordnance Survey (GB),II,2. Land cover,OS VectorMap District, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Ordnance Survey (GB),II,2. Land cover,Strategi®, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Centre for Ecology and Hydrology,II,2. Land cover,Land Cover Map, ,1,1,"243,610","243,610",100%,0,1,1,1,1,,,,,
Forestry Commission,II,2. Land cover,National Forest Inventory England, ,1,1,"130,410","130,410",100%,0,1,0,0,0,,,,,
Forestry Commission,II,2. Land cover,National Forest Inventory GB, ,1,1,"243,610","243,610",100%,0,1,0,0,0,,,,,
Forestry Commission,II,2. Land cover,National Forest Inventory Scotland, ,1,1,"78,800","78,800",100%,0,1,1,0,0,,,,,
Forestry Commission,II,2. Land cover,National Forest Inventory Wales, ,1,1,"21,000","21,000",100%,0,1,1,0,0,,,,,
Land & Property Services NI (DFPNI),II,3. Orthoimaginery,OSNI Orthophotography (NI), ,1,1,"14,000","14,000",100%,0,1,0,1,0,,,,,
Ordnance Survey (GB),II,3. Orthoimaginery,OS MasterMapÂ® Imagery Layer, ,1,1,"243,610","243,610",100%,0,1,0,0,0,,,,,
British Geological Survey,II,4. Geology,GeoIndex 1:10000 Series Geological Maps, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
British Geological Survey,II,4. Geology,GeoIndex 1:50000 Series Geological Maps, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
British Geological Survey,II,4. Geology,GeoIndex Active Mines and Quarries, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
British Geological Survey,II,4. Geology,GeoIndex Aquifer Vulnerability Maps, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
British Geological Survey,II,4. Geology,GeoIndex Aquifer Vulnerability Maps, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
British Geological Survey,II,4. Geology,GeoIndex Boreholes with Geophysical Logs, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
British Geological Survey,II,4. Geology,GeoIndex Classical Areas Geological Maps 1:25k, ,1,1,"243,610","243,610",100%,0,1,1,0,0,,,,,
