Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description
Department of Health,NHS Blood and Transplant,28/10/2011,DIRECT CONSUMABLES,Patient Services,MACO PHARMA UK LTD,1541984,66528,Consumable items used primarily during normal day to day operations
Department of Health,NHS Blood and Transplant,24/10/2011,DIRECT CONSUMABLES,Patient Services,MACO PHARMA UK LTD,1541982,83952,Consumable items used primarily during normal day to day operations
Department of Health,NHS Blood and Transplant,21/10/2011,DIRECT CONSUMABLES,Specialist Services,TRANSPLANT SERVICES FOUNDATION,1468825,31856.11,Consumable items used primarily during normal day to day operations
Department of Health,NHS Blood and Transplant,21/10/2011,DIRECT CONSUMABLES,Specialist Services,TRANSPLANT SERVICES FOUNDATION,1510938,39203.81,Consumable items used primarily during normal day to day operations
Department of Health,NHS Blood and Transplant,07/10/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,1532593,123439,Contracts with other NHS bodies for organ retrieval teams
Department of Health,NHS Blood and Transplant,14/10/2011,PAGERS,Business Transformation Services,CABLE & WIRELESS COMMUNICATIONS MILTON KEYNES,1535731,168.95,Costs incurred relating to use of pagers
Department of Health,NHS Blood and Transplant,14/10/2011,IT COMMUNICATIONS LINKS,Blood Donation,CABLE & WIRELESS COMMUNICATIONS MILTON KEYNES,1535731,1142.71,Costs of IT infrastructure communications links
Department of Health,NHS Blood and Transplant,14/10/2011,IT COMMUNICATIONS LINKS,Business Transformation Services,CABLE & WIRELESS COMMUNICATIONS MILTON KEYNES,1535731,147419.11,Costs of IT infrastructure communications links
Department of Health,NHS Blood and Transplant,14/10/2011,IT COMMUNICATIONS LINKS,Estates & Logistics,CABLE & WIRELESS COMMUNICATIONS MILTON KEYNES,1535731,10112.43,Costs of IT infrastructure communications links
Department of Health,NHS Blood and Transplant,14/10/2011,IT COMMUNICATIONS LINKS,Patient Services,CABLE & WIRELESS COMMUNICATIONS MILTON KEYNES,1535731,2200,Costs of IT infrastructure communications links
Department of Health,NHS Blood and Transplant,24/10/2011,EQUIPMENT MAINTENANCE CONTRACT,Patient Services,BEST THERATRONICS ( FORMERLY MDS NORDIAN),1542055,44087.9,Costs of maintenance contracts on equipment
Department of Health,NHS Blood and Transplant,24/10/2011,EQUIPMENT MAINTENANCE CONTRACT,Patient Services,CONTRONICS LTD,1542368,391494,Costs of maintenance contracts on equipment
Department of Health,NHS Blood and Transplant,24/10/2011,EQUIPMENT MAINTENANCE CONTRACT,Specialist Services,PHARMAGRAPH,1539498,63722.5,Costs of maintenance contracts on equipment
Department of Health,NHS Blood and Transplant,07/10/2011,AVERAGE COST VARIANCE,General and Other,CARIDIAN BCT EUROPE NV/SA,1535931,-1838.4,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,14/10/2011,AVERAGE COST VARIANCE,General and Other,CARIDIAN BCT EUROPE NV/SA,1537568,-1697.92,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,28/10/2011,AVERAGE COST VARIANCE,General and Other,CARIDIAN BCT EUROPE NV/SA,1543317,-1627.68,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,07/10/2011,AVERAGE COST VARIANCE,General and Other,CARIDIAN BCT EUROPE NV/SA,1535930,-1617.96,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,14/10/2011,AVERAGE COST VARIANCE,General and Other,CARIDIAN BCT EUROPE NV/SA,1538757,-1611.9,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,14/10/2011,AVERAGE COST VARIANCE,General and Other,CARIDIAN BCT EUROPE NV/SA,1538752,-1103.04,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,24/10/2011,AVERAGE COST VARIANCE,General and Other,PALL MEDICAL (PREV. PALL EUROPE LTD),1544891,-970.21,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,14/10/2011,AVERAGE COST VARIANCE,General and Other,CARIDIAN BCT EUROPE NV/SA,1538745,-919.2,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,14/10/2011,AVERAGE COST VARIANCE,General and Other,CARIDIAN BCT EUROPE NV/SA,1538754,-919.2,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,28/10/2011,AVERAGE COST VARIANCE,General and Other,CARIDIAN BCT EUROPE NV/SA,1543315,-919.2,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,28/10/2011,AVERAGE COST VARIANCE,General and Other,CARIDIAN BCT EUROPE NV/SA,1543320,-735.36,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,28/10/2011,AVERAGE COST VARIANCE,General and Other,PALL MEDICAL (PREV. PALL EUROPE LTD),1544874,-534.58,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,28/10/2011,AVERAGE COST VARIANCE,General and Other,PALL MEDICAL (PREV. PALL EUROPE LTD),1544895,-303.08,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,07/10/2011,AVERAGE COST VARIANCE,General and Other,INSIGHT HEALTH LTD,1536702,-117.89,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,14/10/2011,AVERAGE COST VARIANCE,General and Other,CABLE & WIRELESS COMMUNICATIONS MILTON KEYNES,1535731,-11,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,07/10/2011,AVERAGE COST VARIANCE,General and Other,FULWOOD ROOFING SERVICES (NORTHERN) LTD,1534797,-0.14,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,24/10/2011,AVERAGE COST VARIANCE,General and Other,MITIE TECHNICAL FACILITIES MANAGEMENT,1542483,-0.06,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,14/10/2011,AVERAGE COST VARIANCE,General and Other,NORLAND MANAGED SERVICES,1538563,-0.05,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,14/10/2011,AVERAGE COST VARIANCE,General and Other,NORLAND MANAGED SERVICES,1538552,-0.01,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,24/10/2011,AVERAGE COST VARIANCE,General and Other,CONTRONICS LTD,1542368,0.01,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,21/10/2011,AVERAGE COST VARIANCE,General and Other,TRANSPLANT SERVICES FOUNDATION,1468825,0.04,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,07/10/2011,AVERAGE COST VARIANCE,General and Other,COI COMMUNICATIONS,1537511,3.65,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,24/10/2011,AVERAGE COST VARIANCE,General and Other,MACO PHARMA UK LTD,1540341,23.02,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,14/10/2011,AVERAGE COST VARIANCE,General and Other,MACO PHARMA UK LTD,1538558,37.29,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,28/10/2011,AVERAGE COST VARIANCE,General and Other,MACO PHARMA UK LTD,1543148,95.96,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,14/10/2011,AVERAGE COST VARIANCE,General and Other,MACO PHARMA UK LTD,1538538,97.71,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,24/10/2011,AVERAGE COST VARIANCE,General and Other,MACO PHARMA UK LTD,1540340,100.34,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,07/10/2011,AVERAGE COST VARIANCE,General and Other,MACO PHARMA UK LTD,1537783,110.96,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,21/10/2011,AVERAGE COST VARIANCE,General and Other,TRANSPLANT SERVICES FOUNDATION,1510938,359.53,Difference between Purchase Order and Supplier Invoice price for Stores items
Department of Health,NHS Blood and Transplant,28/10/2011,ELECTRICITY,Estates & Logistics,OXFORD RADCLIFFE HOSPITALS NHS TRUST,1540873,23577.4,Electricity costs
Department of Health,NHS Blood and Transplant,24/10/2011,ELECTRICITY,Estates & Logistics,SOUTHERN ELECTRIC CONTRACTING,1544629,25855.84,Electricity costs
Department of Health,NHS Blood and Transplant,24/10/2011,ELECTRICITY,Estates & Logistics,SOUTHERN ELECTRIC CONTRACTING,1544624,29700.82,Electricity costs
Department of Health,NHS Blood and Transplant,07/10/2011,ELECTRICITY,Estates & Logistics,LEEDS TEACHING HOSPITALS NHS TRUST,1540287,30202.39,Electricity costs
Department of Health,NHS Blood and Transplant,24/10/2011,ELECTRICITY,Estates & Logistics,SOUTHERN ELECTRIC CONTRACTING,1544619,56339.73,Electricity costs
Department of Health,NHS Blood and Transplant,24/10/2011,VEHICLE REPAIRS & MAINTENANCE,Estates & Logistics,FRAIKIN LTD,1542798,34754.4,External contract for fleet vehicle repairs amd maintenance
Department of Health,NHS Blood and Transplant,24/10/2011,VEHICLE REPAIRS & MAINTENANCE,Estates & Logistics,LEASEPLAN UK LTD,1545311,106675.61,External contract for fleet vehicle repairs amd maintenance
Department of Health,NHS Blood and Transplant,07/10/2011,EXTERNAL MARKETING SERVICES,Communication & Public Affairs,COI COMMUNICATIONS,1537511,33589.35,"External costs of marketing services, primarily relating to communications with donors"
Department of Health,NHS Blood and Transplant,28/10/2011,EXTERNAL LICENCING FEES,Finance,CARE QUALITY COMMISSION,1542093,100000,External costs of miscellaneous licenses
Department of Health,NHS Blood and Transplant,07/10/2011,EXTERNAL SERVICES OTHER,Estates & Logistics,TENOS LIMITED,1536288,22800,External costs of providing other services
Department of Health,NHS Blood and Transplant,24/10/2011,EXTERNAL SERVICES OTHER,Estates & Logistics,TENOS LIMITED,1540365,29925,External costs of providing other services
Department of Health,NHS Blood and Transplant,24/10/2011,EXTERNAL TESTING SERVICES,Business Transformation Services,GARTNER UK LTD,1540510,21450,External costs of various testing services
Department of Health,NHS Blood and Transplant,28/10/2011,COURIER & DELIVERY CHARGES,Estates & Logistics,TNT EXPRESS UK LTD,1547071,42921.81,External courier and transport company costs
Department of Health,NHS Blood and Transplant,14/10/2011,COURIER & DELIVERY CHARGES,Estates & Logistics,TNT EXPRESS UK LTD,1542806,43073.2,External courier and transport company costs
Department of Health,NHS Blood and Transplant,04/10/2011,COURIER & DELIVERY CHARGES,Estates & Logistics,TNT EXPRESS UK LTD,1540032,44477.22,External courier and transport company costs
Department of Health,NHS Blood and Transplant,14/10/2011,COURIER & DELIVERY CHARGES,Estates & Logistics,TNT EXPRESS UK LTD,1542808,44918.54,External courier and transport company costs
Department of Health,NHS Blood and Transplant,14/10/2011,COURIER & DELIVERY CHARGES,Organ Donation & Transplantation,WEST MIDLANDS AMBULANCE SERVICE NHS TRUST,1539081,153028,External courier and transport company costs
Department of Health,NHS Blood and Transplant,14/10/2011,AUDIT INTERNAL,Finance,PRICEWATERHOUSECOOPERS,1542695,33500,Fees for internal audit work
Department of Health,NHS Blood and Transplant,24/10/2011,TEST KITS CMV,Patient Services,ORTHO CLINICAL DIAGNOSTICS,1542395,9808.2,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,14/10/2011,TEST KITS HEPB,Patient Services,ABBOTT LABORATORIES LTD,1541561,6034.48,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,24/10/2011,TEST KITS HEPB,Patient Services,ORTHO CLINICAL DIAGNOSTICS,1542395,16263.47,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,14/10/2011,TEST KITS HEPB,Patient Services,ABBOTT LABORATORIES LTD,1541557,19483.24,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,14/10/2011,TEST KITS HEPB,Patient Services,ABBOTT LABORATORIES LTD,1541554,20874.9,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,24/10/2011,TEST KITS HEPB,Patient Services,ABBOTT LABORATORIES LTD,1543120,30616.52,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,14/10/2011,TEST KITS HEPC,Patient Services,ABBOTT LABORATORIES LTD,1541561,42120.24,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,14/10/2011,TEST KITS HEPC,Patient Services,ABBOTT LABORATORIES LTD,1541557,137032.84,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,14/10/2011,TEST KITS HEPC,Patient Services,ABBOTT LABORATORIES LTD,1541554,166397.02,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,24/10/2011,TEST KITS HEPC,Patient Services,ABBOTT LABORATORIES LTD,1543120,215337.32,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,14/10/2011,TEST KITS HIV,Patient Services,ABBOTT LABORATORIES LTD,1541561,8582.74,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,14/10/2011,TEST KITS HIV,Patient Services,ABBOTT LABORATORIES LTD,1541557,28575.54,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,14/10/2011,TEST KITS HIV,Patient Services,ABBOTT LABORATORIES LTD,1541554,36739.98,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,24/10/2011,TEST KITS HIV,Patient Services,ORTHO CLINICAL DIAGNOSTICS,1542395,37663.2,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,24/10/2011,TEST KITS HIV,Patient Services,ABBOTT LABORATORIES LTD,1543120,44904.42,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,28/10/2011,TEST KITS HTLV,Patient Services,ROCHE DIAGNOSTICS LIMITED,1546271,14470.26,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,28/10/2011,TEST KITS HTLV,Patient Services,ROCHE DIAGNOSTICS LIMITED,1546269,28460.04,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,28/10/2011,TEST KITS HTLV,Patient Services,ROCHE DIAGNOSTICS LIMITED,1542787,30240.42,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,28/10/2011,TEST KITS NAT,Patient Services,ROCHE DIAGNOSTICS LIMITED,1546271,227389.8,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,28/10/2011,TEST KITS NAT,Patient Services,ROCHE DIAGNOSTICS LIMITED,1546269,447229.2,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,28/10/2011,TEST KITS NAT,Patient Services,ROCHE DIAGNOSTICS LIMITED,1542787,475206.6,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,24/10/2011,TEST KITS OTHER,Specialist Services,VH BIO LTD,1541534,35490,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,28/10/2011,TEST KITS OTHER,Specialist Services,VH BIO LTD,1546532,84414,For testing of donations and samples for specific markers
Department of Health,NHS Blood and Transplant,28/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,PALL MEDICAL (PREV. PALL EUROPE LTD),1544895,25597.11,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,07/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1537790,25724.16,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,14/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,PALL MEDICAL (PREV. PALL EUROPE LTD),1540230,26479.68,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,28/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,TERUMO,1544016,29299.2,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,14/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1538558,30251.09,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,07/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,INSIGHT HEALTH LTD,1536702,31913.09,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,14/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1538538,32662.75,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,28/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1543148,33136.1,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,14/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,CARIDIAN BCT EUROPE NV/SA,1538757,33590.7,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,28/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,CARIDIAN BCT EUROPE NV/SA,1543320,35295.36,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,07/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1537783,40660.62,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,24/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1540341,41135.64,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,14/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,CARIDIAN BCT EUROPE NV/SA,1538745,44119.2,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,14/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,CARIDIAN BCT EUROPE NV/SA,1538754,44119.2,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,28/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,CARIDIAN BCT EUROPE NV/SA,1543315,44119.2,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,14/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,CARIDIAN BCT EUROPE NV/SA,1538752,52943.04,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,24/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1540340,55453.71,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,28/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,CARIDIAN BCT EUROPE NV/SA,1543317,64054.56,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,07/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,CARIDIAN BCT EUROPE NV/SA,1535930,65321.52,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,14/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,CARIDIAN BCT EUROPE NV/SA,1537568,72115.84,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,28/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,PALL MEDICAL (PREV. PALL EUROPE LTD),1544874,72212.98,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,14/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,PALL MEDICAL (PREV. PALL EUROPE LTD),1540228,76580.64,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,28/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,PALL MEDICAL (PREV. PALL EUROPE LTD),1543189,76652.78,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,14/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,PALL MEDICAL (PREV. PALL EUROPE LTD),1540148,86113.44,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,14/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,PALL MEDICAL (PREV. PALL EUROPE LTD),1540163,88189.92,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,07/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,CARIDIAN BCT EUROPE NV/SA,1535931,88238.4,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,24/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,PALL MEDICAL (PREV. PALL EUROPE LTD),1544891,105469.14,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,28/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,PALL MEDICAL (PREV. PALL EUROPE LTD),1543200,121216.32,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,14/10/2011,INVENTORY MATERIALS,NBS and ODT All Areas,PALL MEDICAL (PREV. PALL EUROPE LTD),1540211,175932,Items purchased for warehouses (and subsequent issue to operational departments)
Department of Health,NHS Blood and Transplant,14/10/2011,LEGAL FEES,Clinical,MILLS & REEVE,1530522,33277.23,Legal fees incurred - relating to patent application
Department of Health,NHS Blood and Transplant,14/10/2011,IT HARDWARE MAINTENANCE,Business Transformation Services,CABLE & WIRELESS COMMUNICATIONS MILTON KEYNES,1535731,15517.6,Maintenance costs of IT hardware
Department of Health,NHS Blood and Transplant,24/10/2011,IT HARDWARE MAINTENANCE,Business Transformation Services,SAVANT LIMITED,1540608,29271.75,Maintenance costs of IT hardware
Department of Health,NHS Blood and Transplant,14/10/2011,IT SOFTWARE MAINTENANCE,Business Transformation Services,CABLE & WIRELESS COMMUNICATIONS MILTON KEYNES,1535731,727,Maintenance costs of IT software
Department of Health,NHS Blood and Transplant,24/10/2011,IT SOFTWARE MAINTENANCE,Business Transformation Services,SAVANT LIMITED,1540608,218921.76,Maintenance costs of IT software
Department of Health,NHS Blood and Transplant,24/10/2011,MEDIA ADVERTISING,Blood Donation,COI COMMUNICATIONS,1540934,25552.85,Media advertising costs
Department of Health,NHS Blood and Transplant,24/10/2011,MEDIA ADVERTISING,Blood Donation,COI COMMUNICATIONS,1538643,80312.59,Media advertising costs
Department of Health,NHS Blood and Transplant,24/10/2011,MEDIA ADVERTISING,Blood Donation,COI COMMUNICATIONS,1540336,114427.3,Media advertising costs
Department of Health,NHS Blood and Transplant,14/10/2011,PREMISES MAINTENANCE - MINOR WORKS,Estates & Logistics,CABLE & WIRELESS COMMUNICATIONS MILTON KEYNES,1535731,116.76,Minor works projects costs
Department of Health,NHS Blood and Transplant,24/10/2011,PREMISES MAINTENANCE - MINOR WORKS,Estates & Logistics,THOMAS ARMSTRONG (CONSTRUCTION) LIMITED,1541150,32048.46,Minor works projects costs
Department of Health,NHS Blood and Transplant,07/10/2011,PREMISES MAINTENANCE - MINOR WORKS,Patient Services,INTERSERVE  CONSTRUCTION LTD,1534480,224823.9,Minor works projects costs
Department of Health,NHS Blood and Transplant,24/10/2011,PREMISES MAINTENANCE - MINOR WORKS,Patient Services,INTERSERVE  CONSTRUCTION LTD,1539159,341658.66,Minor works projects costs
Department of Health,NHS Blood and Transplant,14/10/2011,MOBILE TELEPHONES,Business Transformation Services,CABLE & WIRELESS COMMUNICATIONS MILTON KEYNES,1535731,47301.5,Mobile telephone costs
Department of Health,NHS Blood and Transplant,24/10/2011,OTHER PROFESSIONAL FEES,Clinical,ROYAL COLLEGE OF SURGEONS OF ENGLAND,1540809,36283,Other professional fees - clinical audit for transplant services
Department of Health,NHS Blood and Transplant,24/10/2011,OTHER PROFESSIONAL FEES,Estates & Logistics,FRAIKIN LTD,1542798,13.09,Other professional fees - monthly management charge relating to owned fleet vehicle maintenance contract
Department of Health,NHS Blood and Transplant,24/10/2011,OTHER PROFESSIONAL FEES,Estates & Logistics,LEASEPLAN UK LTD,1545311,7177.98,Other professional fees - monthly management charge relating to leased fleet vehicle maintenance contract
Department of Health,NHS Blood and Transplant,07/10/2011,OTHER PROFESSIONAL FEES,Estates & Logistics,HEERY INTERNATIONAL LTD,1540178,26126.88,Other professional fees - Project Management Fees relating to new build project
Department of Health,NHS Blood and Transplant,24/10/2011,OTHER PROFESSIONAL FEES,Organ Donation & Transplantation,QUINTILES LIMITED,1543382,25000,Other professional fees - monthly charge for UKT/ODT data collection services
Department of Health,NHS Blood and Transplant,14/10/2011,PREMISES MAINTENANCE - PLANNED,Estates & Logistics,NORLAND MANAGED SERVICES,1538552,42521.01,Planned / scheduled premises maintenace costs
Department of Health,NHS Blood and Transplant,14/10/2011,PREMISES MAINTENANCE - PLANNED,Estates & Logistics,NORLAND MANAGED SERVICES,1538563,48870.96,Planned / scheduled premises maintenace costs
Department of Health,NHS Blood and Transplant,24/10/2011,PREMISES MAINTENANCE - PLANNED,Estates & Logistics,MITIE TECHNICAL FACILITIES MANAGEMENT,1542483,62174.12,Planned / scheduled premises maintenace costs
Department of Health,NHS Blood and Transplant,07/10/2011,POSTAGE,Blood Donation,STRALFORS,1537393,24466.1,Postage costs
Department of Health,NHS Blood and Transplant,14/10/2011,POSTAGE,Blood Donation,STRALFORS,1538772,28382.79,Postage costs
Department of Health,NHS Blood and Transplant,24/10/2011,POSTAGE,Blood Donation,STRALFORS,1540615,32357.63,Postage costs
Department of Health,NHS Blood and Transplant,28/10/2011,RENT/LEASE,Business Transformation Services,BIO PRODUCTS LABORATORY,1543364,34250,Property rent costs
Department of Health,NHS Blood and Transplant,28/10/2011,RENT/LEASE,Estates & Logistics,PLYMOUTH HOSPITALS NHS TRUST,1543336,35924.03,Property rent costs
