Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,26-Jun-2013,200016232,Rixonway Kitchens (Cum) Ltd,"1,854.02"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,19-Jun-2013,200016068,AB Mitchell Developments,"3,246.59"
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,05-Jun-2013,200015954,Keith Wilson Elec Con Ltd,"3,226.02"
Barrow Borough Council,Forum 28,Metered water,12-Jun-2013,200015960,United Utilities Water Plc,"4,696.17"
Barrow Borough Council,Office support - admin,Equipment maintenance,05-Jun-2013,200015944,Neopost Ltd,"1,556.64"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,19-Jun-2013,200016068,AB Mitchell Developments,"3,854.36"
Barrow Borough Council,The markets,Buildings repairs and maintenance,26-Jun-2013,200016237,Bill Caulfield Electrical,"1,355.07"
Barrow Borough Council,Regeneration,Publicity and promotion,19-Jun-2013,200016085,Art Gene,"5,000.00"
Barrow Borough Council,Cost of collection,Business rates collection,12-Jun-2013,200016054,Liberata Uk Ltd,"20,023.32"
Barrow Borough Council,Current assets - stocks,Postage stock,26-Jun-2013,200016217,Royal Mail,809.05
Barrow Borough Council,Disabled Facilities Grant,Grants,26-Jun-2013,200016256,KJS Access Solutions,"1,574.60"
Barrow Borough Council,Housing shops - HRA,Solicitors fees,12-Jun-2013,200015980,Brown Barron Solicitors,706.00
Barrow Borough Council,Emlyn Hughes house,Maintenance contracts,12-Jun-2013,200016016,Nobbs & Jones Ltd,740.00
Barrow Borough Council,Barrow park,Grounds maintenance,19-Jun-2013,200016090,Morgans,"1,150.00"
Barrow Borough Council,Emlyn Hughes house,Buildings repairs and maintenance,26-Jun-2013,200016178,Integral UK Ltd,650.72
Barrow Borough Council,The markets,Electricity,26-Jun-2013,200016191,NPower,776.33
Barrow Borough Council,Parks and open spaces,Grounds maintenance,19-Jun-2013,200016151,Continental Landscapes Ltd,"26,249.41"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,19-Jun-2013,200016068,AB Mitchell Developments,"1,618.20"
Barrow Borough Council,North Central renewal,Incidental costs,26-Jun-2013,200016189,Vinci Construction UK Ltd,603.72
Barrow Borough Council,Capitalised Planned Maintenance,Heating,05-Jun-2013,200015952,Plumbing Trade Supplies,"1,929.33"
Barrow Borough Council,General grants,Grants to Arts Organistions,12-Jun-2013,200016004,The Ashton Group Theatre,"6,000.00"
Barrow Borough Council,Group Repair Central Area A & E,Professional fees,26-Jun-2013,200016276,Arcus Consulting LLP,"12,396.66"
Barrow Borough Council,Barrow town hall,Buildings repairs and maintenance,05-Jun-2013,200015956,Bill Caulfield Electrical,"2,054.54"
Barrow Borough Council,Disabled Facilities Grant,Grants,26-Jun-2013,200016275,ThyssenKrupp Encasa Ltd,"3,643.00"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,19-Jun-2013,200016068,AB Mitchell Developments,"5,781.54"
Barrow Borough Council,Street fittings,Bus shelter maintenance,26-Jun-2013,200016189,Vinci Construction UK Ltd,707.58
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,19-Jun-2013,200016167,Keith Wilson Elec Con Ltd,"1,704.00"
Barrow Borough Council,Barrow park,Grounds maintenance,26-Jun-2013,200016216,Continental Landscapes Ltd,"18,435.81"
Barrow Borough Council,Estates management,Buildings repairs and maintenance,05-Jun-2013,200015956,Bill Caulfield Electrical,"1,100.68"
Barrow Borough Council,Photocopiers Holding A/C,Photocopier charges paid,12-Jun-2013,200016026,Ricoh UK Ltd,512.56
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,12-Jun-2013,200015984,H Wicks (Lindal) Ltd,541.00
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,12-Jun-2013,200015977,Cumbria Probation Board,784.00
Barrow Borough Council,Cost of collection,Council tax collection,12-Jun-2013,200016054,Liberata Uk Ltd,"3,694.55"
Barrow Borough Council,Major works maintenance - HRA,Repointing Walney,12-Jun-2013,200016014,Cumbria Roofing Ulverston,"18,123.66"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,12-Jun-2013,200016027,Impey UK Ltd,525.53
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,19-Jun-2013,200016114,Baker Mallett,720.00
Barrow Borough Council,Crime reduction,Domestic Violence,19-Jun-2013,200016126,Solon Security Ltd,"1,400.00"
Barrow Borough Council,Playground,Maintenance contracts,05-Jun-2013,200015950,Play Safe,"2,246.44"
Barrow Borough Council,Borough Treasurer's,Professional fees,12-Jun-2013,200016060,Patech Solutions Ltd,"3,686.80"
Barrow Borough Council,On street car parking,Professional fees,19-Jun-2013,200016132,HMCS,"1,300.00"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,12-Jun-2013,200015970,Ward Contracting Ltd,"1,575.36"
Barrow Borough Council,Information technology,Software maintenance,12-Jun-2013,200015993,Capita Business Services Limited,"3,780.00"
Barrow Borough Council,Group Repair Central Area A & E,Building and construction works,26-Jun-2013,200016265,Thomas Armstrong Construction Ltd,"214,054.62"
Barrow Borough Council,Cemeteries,Grounds maintenance,26-Jun-2013,200016216,Continental Landscapes Ltd,"11,856.41"
Barrow Borough Council,Recycling,Greenwaste recycling,19-Jun-2013,200016172,Sinkfall Recycling,530.01
Barrow Borough Council,Local land charges,Search fees/stamp duties,19-Jun-2013,200016072,Cumbria County Council,"2,137.10"
Barrow Borough Council,Homelessness,Homeless support funding,05-Jun-2013,200015902,Peter Faint Properties,600.00
Barrow Borough Council,Building control,Subscriptions,12-Jun-2013,200016009,IHS (Global) Ltd,"2,081.67"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,12-Jun-2013,200016013,Alpha Electrics & Building Serv Ltd,818.87
Barrow Borough Council,Events & festivals management,Events funded by the Festival Fund,26-Jun-2013,200016274,Bay Radio Ltd,500.00
Barrow Borough Council,School Street Former Presbyterian Church,Demolition work,12-Jun-2013,200015999,Pickerings Scaffolding Ltd,775.00
Barrow Borough Council,Events & festivals management,Events funded by the Festival Fund,19-Jun-2013,200016097,FGH Security Ltd,"1,386.00"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,26-Jun-2013,200016179,AB Mitchell Developments,"3,007.25"
Barrow Borough Council,Dock Museum,Specialised work,19-Jun-2013,200016092,Chris Brammall,"2,622.00"
Barrow Borough Council,Kennels,Electricity,26-Jun-2013,200016191,NPower,610.86
Barrow Borough Council,Community safety,Equipment maintenance,12-Jun-2013,200016001,BT Plc,"5,602.92"
Barrow Borough Council,Playground,Vehicles lease /rental,05-Jun-2013,200015950,Play Safe,695.00
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,19-Jun-2013,200016150,Paul Cutcliffe,560.00
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,05-Jun-2013,200015954,Keith Wilson Elec Con Ltd,"6,098.89"
Barrow Borough Council,A590 Seniors - Blood Brothers,Professional fees,26-Jun-2013,200016266,Linney PA Systems,659.77
Barrow Borough Council,Borough Treasurer's,Professional fees,26-Jun-2013,200016270,Selima Software Ltd,775.00
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,26-Jun-2013,200016286,Cumbria Roofing Ulverston,"8,250.00"
Barrow Borough Council,A590 Juniors - St Swithuns,Admissions,05-Jun-2013,200015894,A590 Youth Theatre Group,"1,888.00"
Barrow Borough Council,Emlyn Hughes house,Water - other,05-Jun-2013,200015930,United Utilities Water Plc,"1,410.70"
Barrow Borough Council,Legal,Subscriptions,26-Jun-2013,200016195,Metropolitan Borough of Sefton,500.00
Barrow Borough Council,Ireleth Road Watercourse,Building and construction works,19-Jun-2013,200016120,The Neil Martin Group Ltd,"6,594.50"
Barrow Borough Council,Woodbridge Haven Industrial Estate,Electricity,26-Jun-2013,200016191,NPower,899.24
Barrow Borough Council,Major works maintenance - HRA,Reroof Griffin,19-Jun-2013,200016114,Baker Mallett,"1,211.60"
Barrow Borough Council,Barrow park,Grounds maintenance,05-Jun-2013,200015897,Morgans,"3,600.00"
Barrow Borough Council,Jason Manford - 7 & 8/06/13,Professional fees,19-Jun-2013,200016104,Phil McIntyre Entertainment Ltd,"12,618.08"
Barrow Borough Council,A590 Juniors - St Swithuns,Hire of halls,05-Jun-2013,200015894,A590 Youth Theatre Group,"-1,134.25"
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,19-Jun-2013,200016167,Keith Wilson Elec Con Ltd,714.03
Barrow Borough Council,HRA Estates,Grounds maintenance,26-Jun-2013,200016216,Continental Landscapes Ltd,"4,714.28"
Barrow Borough Council,The markets,Buildings repairs and maintenance,26-Jun-2013,200016189,Vinci Construction UK Ltd,675.94
Barrow Borough Council,The markets,Electricity,26-Jun-2013,200016191,NPower,620.76
Barrow Borough Council,HRA Estates,Grounds maintenance,26-Jun-2013,200016216,Continental Landscapes Ltd,"1,713.31"
Barrow Borough Council,Woodbridge Haven Industrial Estate,Metered water,19-Jun-2013,200016066,United Utilities Water Plc,740.55
Barrow Borough Council,Information technology,Software maintenance,12-Jun-2013,200016060,Patech Solutions Ltd,"3,228.57"
Barrow Borough Council,The park leisure centre,Gas,26-Jun-2013,200016177,British Gas Business,"-5,468.04"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,19-Jun-2013,200016166,Plumbing Trade Supplies,739.57
Barrow Borough Council,Dock Museum,Building and construction works,19-Jun-2013,200016113,L&W Wilson Ltd,"18,939.88"
Barrow Borough Council,Town Hall,Professional fees,26-Jun-2013,200016259,Stuart Brahney Assoc,585.00
Barrow Borough Council,Current assets - stocks,Stationery stock,12-Jun-2013,200016053,Grosvenor House Papers Ltd,"5,980.00"
Barrow Borough Council,Disabled Facilities Grant,Grants,26-Jun-2013,200016188,AJK Construction,"6,800.00"
Barrow Borough Council,Housing Benefits Admin,Benefits private tenants,12-Jun-2013,200016054,Liberata Uk Ltd,"52,334.57"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,19-Jun-2013,200016068,AB Mitchell Developments,"3,118.71"
Barrow Borough Council,Cemetery,Professional fees,19-Jun-2013,200016124,M&P Gadsden Consulting Eng Ltd,"1,561.50"
Barrow Borough Council,The park leisure centre,Professional fees,12-Jun-2013,200015996,Ulverston Health Club,"1,760.00"
Barrow Borough Council,Recycling,Recycling collection and processing,05-Jun-2013,200015907,Biffa Waste Services Ltd,"65,690.27"
Barrow Borough Council,Dock museum,Gas,26-Jun-2013,200016177,British Gas Business,"1,592.70"
Barrow Borough Council,Parks and open spaces,Grass pitches,26-Jun-2013,200016220,Barrow Playing Fields Users,"10,000.00"
Barrow Borough Council,Development control,Equipment maintenance,05-Jun-2013,200015898,Kardex Systems (UK) Ltd,765.00
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,12-Jun-2013,200015974,Plumbing Trade Supplies,648.23
Barrow Borough Council,Forum 28,Equipment rental,26-Jun-2013,200016207,Terry Chemicals Ltd,553.73
Barrow Borough Council,Suggs - 26/05/13,Professional fees,12-Jun-2013,200016021,No Third Entertainments LLP,"8,189.68"
Barrow Borough Council,Barrow amateurs,Recoverable charges,05-Jun-2013,200015906,Barrow Amateur Operatic & Dramatic Society,-554.25
Barrow Borough Council,Estates management,Buildings repairs and maintenance,12-Jun-2013,200015962,Integral UK Ltd,628.78
Barrow Borough Council,County elections,Postage,19-Jun-2013,200016153,Royal Mail,842.60
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,12-Jun-2013,200016046,Howdens Joinery Ltd,"1,145.83"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,19-Jun-2013,200016068,AB Mitchell Developments,"4,516.95"
Barrow Borough Council,Barrow park,Grounds maintenance,05-Jun-2013,200015958,Greaves Tree Services,"1,500.00"
Barrow Borough Council,Renovation Grants,Grants,12-Jun-2013,200015989,Dolphin Stairlifts Cumbria,"3,950.00"
Barrow Borough Council,Development control,Professional fees,12-Jun-2013,200016030,UDREP,966.00
Barrow Borough Council,Capitalised Planned Maintenance,Heating,12-Jun-2013,200015974,Plumbing Trade Supplies,"2,849.57"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,12-Jun-2013,200015973,Rixonway Kitchens (Cum) Ltd,"1,976.46"
Barrow Borough Council,Customer services,Customer services contract,12-Jun-2013,200016054,Liberata Uk Ltd,"10,948.56"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,19-Jun-2013,200016068,AB Mitchell Developments,"1,020.01"
Barrow Borough Council,Recycling,Recycling credits from contractor,05-Jun-2013,200015907,Biffa Waste Services Ltd,"-16,242.92"
Barrow Borough Council,Phoenix Business Centre,Electricity,26-Jun-2013,200016191,NPower,909.59
Barrow Borough Council,Sing Your Heart Out - Recurring,Professional fees,05-Jun-2013,200015885,Ali Rigg,522.00
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,12-Jun-2013,200015976,Keith Wilson Elec Con Ltd,"2,325.40"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,19-Jun-2013,200016166,Plumbing Trade Supplies,"1,652.45"
Barrow Borough Council,Playground,Maintenance contracts,26-Jun-2013,200016229,Play Safe,"2,298.33"
Barrow Borough Council,Piel Island,Building and construction works,12-Jun-2013,200016033,Thomas Wise Joinery,960.00
Barrow Borough Council,Major works maintenance - HRA,Decant Costs,12-Jun-2013,200015972,Bryan Moncur Ltd,"1,545.00"
Barrow Borough Council,Off street car parking,Professional fees,19-Jun-2013,200016132,HMCS,700.00
Barrow Borough Council,Parks and open spaces,Grounds maintenance,26-Jun-2013,200016216,Continental Landscapes Ltd,"3,828.17"
Barrow Borough Council,Forum 28,Purchase of equipment,26-Jun-2013,200016213,AC Entertainment Tech Ltd,"24,117.00"
Barrow Borough Council,Emlyn Hughes house,Metered water,26-Jun-2013,200016176,United Utilities Water Plc,"1,286.00"
Barrow Borough Council,Dock Museum,Specialised work,19-Jun-2013,200016092,Chris Brammall,"1,025.10"
Barrow Borough Council,General grants,Grants to Arts Organistions,05-Jun-2013,200015895,Dare Dance,"6,000.00"
Barrow Borough Council,Housing Benefits Admin,Benefits council tenants,12-Jun-2013,200016054,Liberata Uk Ltd,960.87
Barrow Borough Council,Customer services,Customer services contract,12-Jun-2013,200016054,Liberata Uk Ltd,617.12
Barrow Borough Council,Leasehold flats - HRA,Property insurance - BBC Properties,05-Jun-2013,200015900,Zurich Municipal,"13,310.00"
Barrow Borough Council,Forum 28,Professional fees,12-Jun-2013,200016018,Spektrix Ltd,763.08
Barrow Borough Council,The park leisure centre,Professional fees,12-Jun-2013,200015994,Premier Commercial Cleaning Serv Ltd,984.00
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,19-Jun-2013,200016068,AB Mitchell Developments,"1,956.00"
Barrow Borough Council,Salthouse depot,Electricity,19-Jun-2013,200016136,NPower,"2,317.05"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,19-Jun-2013,200016068,AB Mitchell Developments,"23,287.63"
Barrow Borough Council,Events & festivals management,Events funded by the Festival Fund,19-Jun-2013,200016098,AA Media Ltd,540.00
Barrow Borough Council,Major works maintenance - HRA,Adaptations,26-Jun-2013,200016197,Impey UK Ltd,510.70
Barrow Borough Council,Phoenix Business Centre,Professional fees,26-Jun-2013,200016199,FC Business Services Ltd,"2,364.75"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,26-Jun-2013,200016232,Rixonway Kitchens (Cum) Ltd,"1,988.43"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,12-Jun-2013,200015968,Urswick Engineering,"1,160.00"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,05-Jun-2013,200015933,AB Mitchell Developments,"3,854.36"
Barrow Borough Council,Crematorium,Grounds maintenance,26-Jun-2013,200016216,Continental Landscapes Ltd,"1,235.15"
Barrow Borough Council,Development control,Photocopying charges,26-Jun-2013,200016196,Ricoh UK Ltd,706.52
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,12-Jun-2013,200015964,AB Mitchell Developments,713.00
Barrow Borough Council,Disabled Facilities Grant,Grants,12-Jun-2013,200015975,Heritage Construction,"1,130.97"
Barrow Borough Council,Disabled Facilities Grant,Grants,05-Jun-2013,200015914,AJK Construction,"8,000.00"
Barrow Borough Council,Cost of collection,Court fees,19-Jun-2013,200016088,HMCS,"2,682.00"
Barrow Borough Council,Barrow town hall,Buildings repairs and maintenance,12-Jun-2013,200015970,Ward Contracting Ltd,629.99
Barrow Borough Council,HRA Estates,Professional fees,19-Jun-2013,200016115,ASB Action Ltd,"1,218.00"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,12-Jun-2013,200015973,Rixonway Kitchens (Cum) Ltd,"1,434.03"
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,05-Jun-2013,200015952,Plumbing Trade Supplies,"1,407.24"
Barrow Borough Council,School Street Former Presbyterian Church,Demolition work,12-Jun-2013,200015999,Pickerings Scaffolding Ltd,"1,075.00"
Barrow Borough Council,Emlyn Hughes house,Electricity,26-Jun-2013,200016191,NPower,592.30
Barrow Borough Council,Tenant demand maintenance - HRA,Routine Maintenance,19-Jun-2013,200016134,Vinci Construction UK Ltd,"7,095.46"
Barrow Borough Council,Piel Island,Building and construction works,12-Jun-2013,200016033,Thomas Wise Joinery,640.00
Barrow Borough Council,Piel Island,Incidental costs,05-Jun-2013,200015886,Art Gene,"1,640.00"
Barrow Borough Council,Woodbridge Haven Industrial Estate,Electricity,26-Jun-2013,200016191,NPower,920.92
Barrow Borough Council,Playground,Vehicles lease /rental,26-Jun-2013,200016229,Play Safe,695.00
