NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Dr Anderson & Partners,,152497.26
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),28/05/2010,GMS,Nld,Ponteland MG,,133850.36
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Brockwell MG,,107147.34
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Dr Cleverley & Partners,,106154.88
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),28/05/2010,GMS,Nld,White MG,,103639.78
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Coquet MG,,94558.26
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Bondgate Practice,,93770.51
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Dr Murphy & Partners,,91837.19
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Dr Smith & Partners,,81057.72
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Greystoke Surgery,,74203.75
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Station MG,,73600
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Bedlingtonshire MG,,72875.22
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Infirmary Drive MG,,72455.9
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Dr Allen & Partners,,71125.04
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Dr Dunbar & Partners,,70767.81
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Guidepost MG,,69986.51
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),28/05/2010,GMS,Nld,Dr Knapton,,68123.05
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Dr Cunningham & Partners,,68094.98
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Coquet MG,,58735.47
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),28/05/2010,GMS,Nld,Sele Medical Practice,,55983.63
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Union Brae MG,,54572.35
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Belford MG,,50448.83
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),13/05/2010,Ophthalmic,Nld,Blyth Vision Plus,,50288.98
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Drs Brown Holding & Quayle,,49852.05
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),28/05/2010,PMS ,Nld,Humshaugh & Wark MG,,49604.56
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Dr Quilliam & Partners,,47695.22
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Cameron & Hunt,,47284.19
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),28/05/2010,PMS ,Nld,Dr Cunningham & Partners,,45964.26
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Drs Leith & Bourne,,41511.3
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),28/05/2010,PMS ,Nld,Widdrington MG,,41140.74
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Haltwhistle MG,,40976.08
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),13/05/2010,Ophthalmic,Nld,Specsavers Cramlington,,40567.19
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Widdrington MG,,40188.62
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Tallantyre & Harrison,,39878.05
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),28/05/2010,PMS ,Nld,Bondgate Practice,,39796.94
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Dr Feeney Corbett,,38037.47
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Dr Foster & Partners,,36983.55
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Humshaugh & Wark MG,,36404.85
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Bellingham Practice,,36192.23
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Dr Colver & Partners,,34904.85
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),13/05/2010,Ophthalmic,Nld,Aaron Ltd,,32699.58
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Drs Winslow & Menage,,32111.51
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Dr Ford & Partners Haydon Bridge,,30760.38
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),14/05/2010,PMS,Nld,Collingwood Practice,,29680.64
NEFHSA,NORTHUMBERLAND CARE TRUST (COMM),28/05/2010,GMS,Nld,Dr P McDaid,,27157.21
