"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"CD026","N/D","SCS1","Clinical Engagement Director","'Responsible for: Clinical Engagement'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD001","0","0.70","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CD027","N/D","SCS1","Deputy Programme Director for Commissioning Development","'Responsible for: Oversight of the development of the programme and governance for Commissioning Development.'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD013","302989","1.00","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CD028","N/D","SCS1","Lead for GP Engagement work stream and running costs","'Responsible for: GP Engagement Work within the Commissioning Support Workstream'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD002","0","1.00","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CD029","ELIMINATED","SCS1","Project Co-ordinator for NHS Commissioning Board","'Responsible for: Chief of Staff portfolio'","Department of Health","Department of Health","Managing Director for Commissioning Development","N/A","N/D","CD017","0","1.00","0","0","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CD030","John Bewick","SCS2","Clinical Commissioning Groups","'Responsible for: Development of the Authorisation Process'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD001","340661","1.00","N/A","N/A","","","http://www.southofengland.nhs.uk/wp-content/uploads/2012/03/SW-Annual-Report-10-11.pdf. Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CD031","ELIMINATED","SCS1","Project Manager","'Responsible for: Network Engagement'","Department of Health","Department of Health","Managing Director for Commissioning Development","N/A","N/D","CD018","0","0.30","0","0","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CD032","N/D","SCS1","DOPs Lead","'Responsible for: NHS CB DOPs Function'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD017","0","0.60","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CD033","N/D","SCS1","Programme Coordinator","'Responsible for: Programme Oversight for CCG Authorisation'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD030","0","1.00","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CD034","N/D","SCS1","Head of Process","'Responsible for: Process Design for CCG Authorisation'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD030","0","1.00","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CD035","Mike Wood","SCS2","Programme Director - Collaborative Commissioning","'Responsible for: the Collaborative Commissioning Programme'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD001","0","1.00","135000","139999","","","IMAS - Inward Secondment. Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CD036","Nick Hicks","SCS2","Programme Director - Public Health Commissioning","'Responsible for: the Public Health Commissioning Programme '","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD013","25857","1.00","140000","144999","","","IMAS - Inward Secondment. Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CD037","N/D","SCS1","Deputy Director of Commissioning Support Services","'Responsible for: Programme Oversight for Commissioning Support'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD038","0","1.00","N/A","N/A","","","Cost of reports included under CD038. Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CD038","Joe Rafferty","SCS2","Programme Director for Commissioning Support Business Development Unit","'Responsible for: Commissioning Support Programme'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","N/D","CD001","285689","1.00","145000","149999","","","IMAS - Inward Secondment. Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD001","Karen Wheeler","SCS3","Director General for Group Operations and Assurance","'Responsible for: delivering the Departments internal operational functions and transition for the Department.'","Department of Health","Department of Health","Group Operations & Assurance Directorate","020 7210 4850","N/D","PSO001","535823","1.00","140000","144999","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD003","ELIMINATED","SCS1","Deputy Director - Business Planning & Organisational Development","'Responsible for - Efficiency measures Organisational Development Business planning & corporate performance SCS Forum and SCS communications F&OD Commissioning Hub.'","Department of Health","Department of Health","Group Operations & Assurance Directorate","N/A","N/D","CDD001","0","1.00","0","0","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD004","N/D","SCS1","Deputy Director - DH Delivery","'Responsible for - Capability Development Corporate management and secretariat Employee Engagement DG performance and development Civil Service Live [cross-govt SRO] Civil Service Awards [cross-govt SRO].'","Department of Health","Department of Health","Group Operations & Assurance Directorate","020 7210 4850","N/D","CDD001","498302","1.00","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD005","Marion Furr","SCS2","Director Ministerial Business & Parliamentary Accountability","'Responsible for managing DH’s corporate accountability to Parliament and the public. Specifically to support Ministers by managing and maintaining private offices to respond to all correspondence and FoI requests from MPs and the public to respond to all PQs and Parliamentary Business to process the Queens Honours nominations from the NHS and other health and social care organisations and DH employees.'","Department of Health","Department of Health","External Relations Directorate","020 7210 4850","N/D","ERD001","2236553","1.00","90000","94999","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD006","N/D","SCS1","Principal Private Secretary to the Secretary of State","'Responsible for: Direct Pr/Off support to the Secretary Of State; Management of Secretary of States Private Office; Liaison between Secretary of State/Ministerial Team and No. 10/HMT/Cabinet Office; Management and support for Special Advisers (Media & Policy); Management of all ministerial Private Offices; Management of Parliamentary Relations Unit; Lead on Health Orals and Stakeholder Forum.'","Department of Health","Department of Health","External Relations Directorate","020 7210 4850","N/D","CDD005","1536533","1.00","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD007","ELIMINATED","SCS2","Director - Operations","'Responsible for DH property and facilities; programme and project management, as Head of Profession, particularly corporate change/improvement programmes; internal audit; sustainable development, including SRO for carbon reduction and adaptation to climate change; business continuity management.'","Department of Health","Department of Health","Group Operations & Assurance Directorate","N/A","N/D","CDD001","0","1.00","0","0","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD008","N/D","SCS1","Deputy Director - Internal Audit","'Delivery of the annual Internal Audit Plan; Delivery of annual opinion on internal control, governance & risk management; Reporting on internal audit performance and control issues to Audit Committee; DH fraud investigation.'","Department of Health","Department of Health","Group Operations & Assurance Directorate","020 7210 4850","N/D","CDD001","429152","1.00","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD009","ELIMINATED","SCS1","Deputy Director - Corporate Programme Office","'Oversight of corporate change/ improvement programmes - Programme and Project Management Strategy & Centre of Expertise - DH Sustainable Development & Climate Change Strategy - DH Business Continuity.'","Department of Health","Department of Health","Group Operations & Assurance Directorate","N/A","N/D","CDD007","0","1.00","0","0","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD010","N/D","SCS1","Deputy Director - Accommodation & Building Services","'DH Strategic and Operational Estates and Facilities Management Strategic Estates Management for ALBs High Performing Property Programme for DH & ALBs Sustainable Operations on the DH Estate.'","Department of Health","Department of Health","Group Operations & Assurance Directorate","020 7210 4850","N/D","CDD012","1160245","1.00","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD011","ELIMINATED","SCS1","Deputy Director - Workplace Transformation","'DH Estates Strategy.'","Department of Health","Department of Health","Group Operations & Assurance Directorate","N/A","N/D","CDD012","0","0.50","0","0","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD012","Robert Edmondson-Jones","SCS2","Director - Estates & Information Services","'Provision of Corporate ICT and Information Services; Head of Profession for IT across DH IS and ALBs; Operational leadership and direction of DH IS and ALBs; Setting the strategic direction and policy for ICT and Information Services; Cross Government liaison and overall supplier governance'","Department of Health","Department of Health","Group Operations & Assurance Directorate","020 7210 4850","N/D","CDD001","1117842","1.00","105000","109999","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD013","N/D","SCS1","Deputy Director of Information Services Strategy & Delivery","'Responsible for - Business & systems analysis; Project commissioning, management & Support; Technical architecture, Design standards & principles; Customer relationship ownership & accountability; Major projects & corporate system rollout & ongoing benefits realisation; Management of flexible pool relationships & Contracts; IS Finance Support & Asset Accounting; IMS3 Programme'","Department of Health","Department of Health","Group Operations & Assurance Directorate","020 7210 4850","N/D","CDD012","751008","1.00","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD014","ELIMINATED","SCS1","Deputy Director of Information Services Delivery & Commercial Management","'Responsible for - Supplier engagement & Management; System commissioning; Operations/Infrastructure management; Commercial and contract management; Service/Release & Change management; Applications support & maintenance; Database administration; User support; Delphi/Web content management'","Department of Health","Department of Health","Group Operations & Assurance Directorate","N/A","N/D","CDD012","0","1.00","0","0","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD015","ELIMINATED","SCS1","Deputy Director of Knowledge & Information Management & Library Services","'Responsible for - Knowledge Management Advice & consultancy; Library; ICT Training & Exploitation; Enterprise Content management; Information management/Data protection; Records; Directory Services/CHIP; Security; Business continuity Project assurance'","Department of Health","Department of Health","Group Operations & Assurance Directorate","N/A","N/D","CDD012","0","1.00","0","0","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD016","Flora Goldhill","SCS2","Director of Human Rescources","'Responsible for: Departmental HR Strategy and policies All aspects of employment Learning & Development HR aspects of Business Management System Overseeing ALB HR governance and assurance Implementation of Next Generation HR'","Department of Health","Department of Health","Group Operations & Assurance Directorate","020 7210 4850","N/D","CDD001","343494","1.00","120000","124999","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD018","N/D","SCS1","Deputy Director - HR Business Partnering & Development","'Responsible for: Business Consulting L&D Consulting HR Systems & Information Talent Development Leadership Development Skills Development HR Projects (inc NPW Project).'","Department of Health","Department of Health","Group Operations & Assurance Directorate","020 7210 4850","N/D","CDD016","618040","1.00","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD019","N/D","SCS1","Deputy Director - HR Operations - Policy & Workforce","'Responsible for: Policy, Diversity & Reward Corporate Social Responsibility HR communications Business Continuity Corporate Business Industrial Relations Accountability Performance Management Dispute Resolution Fast Stream Unit Recruitment Controls.'","Department of Health","Department of Health","Group Operations & Assurance Directorate","020 7210 4850","N/D","CDD016","1849466","1.00","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD020","N/D","SCS1","Deputy Director - HR Change Team","'Responsible for: HR Framework Displacement Selection Transition Pool Exits (Change and Business as Usual) Staff Support Outplacement Restructuring Redeployment SCS Unit'","Department of Health","Department of Health","Group Operations & Assurance Directorate","020 7210 4850","N/D","CDD016","266066","1.00","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD021","Dave Bell","SCS2","Shared Services Programme Director","'Responsible for - Shared Services'","Department of Health","Department of Health","Group Operations & Assurance Directorate","020 7210 4850","N/D","CDD001","88000","1.00","115000","119999","","","Inward Secondment. Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD022","ELIMINATED","SCS2","National Director of Equality & Human Rights","'Responsible for - providing strategic focus, leadership and coordination within the Department of Health in relation to issues of equality and human rights'","Department of Health","Department of Health","Group Operations & Assurance Directorate","N/A","N/D","CDD001","0","1.00","0","0","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD023","N/D","SCS1","Deputy Director - Head of Engagement & Change Transformation","'Responsible for - Change and Engagement'","Department of Health","Department of Health","Group Operations & Assurance Directorate","020 7210 4850","N/D","CDD001","627133","1.00","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CDD024","ELIMINATED","SCS2","Business Support Services Transformation Programme - Head of Eastates Transformation","'Responsible for - Shared Services for Estates'","Department of Health","Department of Health","Group Operations & Assurance Directorate","N/A","N/D","CDD021","0","1.00","0","0","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CMO001","Professor Dame Sally Davies","SCS3","Chief Medical Officer","'Chief Medical Officer • Government’s Chief Advisor on: medical and public health issues; international health; research, and; emergency preparedness and resilience. • Protecting and improving the health of the nation. • Formulating and communicating policy, particularly around public health. • Providing national leadership for the medical profession. • Providing high level leadership for health research for the nation • Overseeing the health research system in England (National Institute for Health Research) • Obtaining and allocating the resources to enable the health research system to deliver its strategic aims.'","Department of Health","Department of Health","Chief Medical Officer's Private Office","020 7210 4850","N/D","PSO001","564165","1.00","200000","204999","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CNO001","Dame Christine Beasley","SCS3","Chief Nursing Officer","'Responsible for Professional Leadership and health professions / Modernising nursing careers; strategy and implementation / Transforming Community Services - joint with Commissioning & System Reform / Child health policy and strategy / Implementation of Maternity Matters / Healthcare Associated Infection (HCAI) / Delivering same sex accommodation.'","Department of Health","Department of Health","Public Health Directorate","020 7210 4850","N/D","NHSCEO01","0","0.50","65000","69999","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CNO002","ELIMINATED","SCS1","Head of Profession for Statistics","'Provides the head of profession role for statisticians in DH and leads on implementation of policy on official and national statistics. Also provides analytical support and advice on evidence based approaches to all areas of CNOD business, and some legacy areas (children, family & maternity, HCAI, professional leadership of nurses and AHPs, patient experience, analysis to support the third sector team).'","Department of Health","Department of Health","Chief Nursing Officer's Directorate","N/A","N/D","CNO001","0","1.00","0","0","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CNO003","ELIMINATED","SCS1","Deputy Director - Business Assurance Unit","'Responsible for Business Improvement Controls Assurance Finance HR Management Internal Communications Resource Planning Project Assurance Business Planning.'","Department of Health","Department of Health","Chief Nursing Officer's Directorate","N/A","N/D","CNO001","0","1.00","0","0","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CNO004","N/D","SCS1","Chief Health Professions Officer","'Responsible for providing clinical leadership to the allied health professions; providing clinical expertise to policy development in DH and working in partnership with key stakeholders associated with the allied health professions.'","Department of Health","Department of Health","Public Health Directorate","020 7210 4850","N/D","CNO017","387628","1.00","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CNO005","ELIMINATED","SCS2","Director of Children Families and Maternity","'Responsible for the Directorates work on Children, Families and Maternity;'","Department of Health","Department of Health","Social Care Local Government & Care Partnerships Directorate","N/A","N/D","SCLGCP001","0","1.00","0","0","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CNO006","N/D","SCS1","Deputy Director Children - Families & Maternity: Delivery Systems & Corporate Functions","'Responsible for Oversight of corporate functions, inc Programme Office and Parliamentary Team. Cross-cutting policy work, inc system architecture (and NHS White Paper reforms) for children, commissioning, funding flows and interface with development of the Public Health Service.'","Department of Health","Department of Health","Social Care Local Government & Care Partnerships Directorate","020 7210 4850","N/D","SCLGCP026","0","0.60","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CNO007","N/D","SCS1","Deputy Director Children - Families & Maternity: Delivery Programmes","'Responsible both for delivering Ministers commitments for early years, ill and disabled children and safeguarding children, and supporting the smooth transfer of policy/functions to the appropriate location within the new system architecture.'","Department of Health","Department of Health","Social Care Local Government & Care Partnerships Directorate","020 7210 4850","N/D","SCLGCP026","593455","0.80","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CNO008","N/D","SCS1","Project Director Family Nurse Partnership","'Responsible for: Delivery of Government policy on FNP programme Leadership of the FNP National Unit Support policy development in pregnancy and first years of life.'","Department of Health","Department of Health","Social Care Local Government & Care Partnerships Directorate","020 7210 4850","N/D","SCLGCP026","229745","1.00","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CNO009","N/D","SCS1","Deputy Director Children - Families & Maternity: Maternity and Early Years","'Responsible for Maternity & Newborn – Neonatal care Healthy Child Programme (HCP) Maternity & Newborn Policy – Preconception; Antenatal care; Labour & Birth; Postnatal care Maternity & Newborn – Safety & Quality, Midwifery Care, Outcome Measures, Choice Maternity Networks Responsible for taking forward the coalition commitment on increasing health visitor numbers.'","Department of Health","Department of Health","Social Care Local Government & Care Partnerships Directorate","020 7210 4850","N/D","SCLGCP026","311945","1.00","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CNO011","ELIMINATED","SCS1","International Clinical Lead for Maternal Health","'Responsible for International Maternal Health Project.'","Department of Health","Department of Health","Chief Nursing Officer's Directorate","N/A","N/D","CNO005","0","1.00","0","0","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CNO013","ELIMINATED","SCS1","National Director","'Responsible for development and co-ordination of programme and policy to deliver reduction in HCAIs. Also policy and programme to eliminate mixed sex accommodation and improve patient environment; business planning and programme governance liaison with Health Protection Division and Finance, Performance and Operations; technology for tackling HCAIs – liaison with Monitor, Health Protection Agency, CQC and SHAs.'","Department of Health","Department of Health","Chief Nursing Officer's Directorate","N/A","N/D","CNO005","0","1.00","0","0","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CNO014","N/D","SCS1","Deputy Chief Nursing Officer","'Responsible for CNO/Nurse Executive Director meetings Children’s Nursing Nursing Professional Bodies District Nursing Essence of Care Benchmarking Health Visiting.'","Department of Health","Department of Health","Public Health Directorate","020 7210 4850","N/D","CNO017","548623","1.00","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"CNO015","ELIMINATED","SCS1","Deputy Chief Nursing Officer","'Responsible for Acute and Specialist Services Nursing Policy Development CNO/Nurse Executive Director meetings Nursing Professional Bodies Emergency Care – Acute Services Midwifery. Health Visitors.'","Department of Health","Department of Health","Public Health Directorate","N/A","N/D","CNO001","0","1.00","105000","109999","","","Inward Secondment. Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"COM001","ELIMINATED","SCS3","Director General - Communications","'Responsible for setting the Departments communications strategy and priorities. Provides leadership across the department on communications.'","Department of Health","Department of Health","External Relations Directorate","N/A","N/D","PSO001","0","1.00","0","0","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"COM002","Colin Douglas","SCS2","Director - NHS Communications","'Responsible for strategy and delivery of communication and engagement with NHS staff and stakeholders and providing leadership across the NHS for communications.'","Department of Health","Department of Health","External Relations Directorate","020 7210 4850","N/D","NHSCEO01","88000","1.00","110000","114999","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
"COM003","N/D","SCS1","Deputy Director - NHS Communications & Policy Comms","'Responsible for NHS communication strategy; delivery; capacity and capability and overseeing management of the NHS brand.'","Department of Health","Department of Health","External Relations Directorate","020 7210 4850","N/D","COM002","1571672","1.00","N/A","N/A","","","Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform","1"
