"AP Invoices over £25k Amount Paid > £xxx (Payment Date) Parameters: AP Payment Date Start : '01-JAN-2014' , AP Payment Date End : '31-JAN-2014' , AP - Minimum Payment Limit : '25000' Report Ran: 18-FEB-14 03.41.23 PM",,,,,,,,
,,,,,,,,
Org Code:RCFN,Ledger Id:2171,,,,,,,
,,,,,,,,
Org Code Desc,Dept Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,Invoice Num,Amount
AIREDALE NHS FOUNDATION TRUST,CENTRAL INCOME,RESERVES AND PROVISIONS TECHNICAL,24-Jan-2014,RENT,RESERVES AND PROVISIONS TECHNICAL,COMMUNITY HEALTH PARTNERSHIPS,50364891,"-68,159.40"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,31-Jan-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,DAVRIC CONSTRUCTION PROJECTS LTD,1314/1624,"18,613.26"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,31-Jan-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,DAVRIC CONSTRUCTION PROJECTS LTD,1314/1624,"74,453.06"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,31-Jan-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,DAVRIC CONSTRUCTION PROJECTS LTD,1314/1624,"14,890.61"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,31-Jan-2014,ELECTRICITY,UTILITIES,EDF ENERGY,23,50.84
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,31-Jan-2014,ELECTRICITY,UTILITIES,EDF ENERGY,23,"55,296.41"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,31-Jan-2014,ELECTRICITY,UTILITIES,EDF ENERGY,23,"11,059.28"
AIREDALE NHS FOUNDATION TRUST,MEDICAL SERVICES,PHARMACY,31-Jan-2014,DRUGS,PHARMACY,HEALTHCARE AT HOME LTD,OP/3897677,"38,967.50"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,17-Jan-2014,ADDITIONS - PLANT AND MACHINERY,BALANCE SHEET,KEYMED (MEDICAL & INDUSTRIAL EQUIPMENT) LTD,CD1931332,"41,186.86"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,17-Jan-2014,ADDITIONS - PLANT AND MACHINERY,BALANCE SHEET,KEYMED (MEDICAL & INDUSTRIAL EQUIPMENT) LTD,CD1931332,"8,237.37"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,17-Jan-2014,ADDITIONS - PLANT AND MACHINERY,BALANCE SHEET,KEYMED (MEDICAL & INDUSTRIAL EQUIPMENT) LTD,CD1931332,508.14
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,17-Jan-2014,ADDITIONS - PLANT AND MACHINERY,BALANCE SHEET,KEYMED (MEDICAL & INDUSTRIAL EQUIPMENT) LTD,CD1931332,-83.39
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,17-Jan-2014,ADDITIONS - PLANT AND MACHINERY,BALANCE SHEET,KEYMED (MEDICAL & INDUSTRIAL EQUIPMENT) LTD,CD1931332,101.63
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,17-Jan-2014,ADDITIONS - PLANT AND MACHINERY,BALANCE SHEET,MAQUET LTD_002,3590072202,"45,000.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,17-Jan-2014,ADDITIONS - PLANT AND MACHINERY,BALANCE SHEET,MAQUET LTD_002,3590072202,"9,000.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,17-Jan-2014,MED SURG EQPT GENERAL,CARDIOLOGY,MEDTRONIC LTD,1050998452,"3,450.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,17-Jan-2014,MED SURG EQPT GENERAL,CARDIOLOGY,MEDTRONIC LTD,1050998452,"3,450.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,17-Jan-2014,MED SURG EQPT GENERAL,CARDIOLOGY,MEDTRONIC LTD,1050998452,"14,500.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,17-Jan-2014,MED SURG EQPT GENERAL,CARDIOLOGY,MEDTRONIC LTD,1050998452,"14,500.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,17-Jan-2014,MED SURG EQPT GENERAL,CARDIOLOGY,MEDTRONIC LTD,1050998452,"16,000.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,17-Jan-2014,MED SURG EQPT GENERAL,CARDIOLOGY,MEDTRONIC LTD,1050998452,"2,900.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,17-Jan-2014,MED SURG EQPT GENERAL,CARDIOLOGY,MEDTRONIC LTD,1050998452,"2,900.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,17-Jan-2014,MED SURG EQPT GENERAL,CARDIOLOGY,MEDTRONIC LTD,1050998452,"3,200.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,17-Jan-2014,MED SURG EQPT GENERAL,CARDIOLOGY,MEDTRONIC LTD,1050998452,690.00
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,17-Jan-2014,MED SURG EQPT GENERAL,CARDIOLOGY,MEDTRONIC LTD,1050998452,690.00
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,24-Jan-2014,PACEMAKERS,CARDIOLOGY,MEDTRONIC LTD,1051000557,"17,250.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,24-Jan-2014,MED SURG EQPT GENERAL,CARDIOLOGY,MEDTRONIC LTD,1051000557,"32,000.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,24-Jan-2014,PACEMAKERS,CARDIOLOGY,MEDTRONIC LTD,1051000557,"8,250.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,24-Jan-2014,PACEMAKERS,CARDIOLOGY,MEDTRONIC LTD,1051000557,"1,650.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,24-Jan-2014,PACEMAKERS,CARDIOLOGY,MEDTRONIC LTD,1051000557,"3,450.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,24-Jan-2014,MED SURG EQPT GENERAL,CARDIOLOGY,MEDTRONIC LTD,1051000557,"6,400.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,31-Jan-2014,MED SURG EQPT GENERAL,CARDIOLOGY,MEDTRONIC LTD,1051003485,"43,500.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,CARDIOLOGY,31-Jan-2014,MED SURG EQPT GENERAL,CARDIOLOGY,MEDTRONIC LTD,1051003485,"8,700.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,10-Jan-2014,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1014156917,"99,878.82"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,24-Jan-2014,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1014165254,"75,001.80"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,31-Jan-2014,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1014167271,"146,141.25"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"163,852.28"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"-163,852.28"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"-1,718.14"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"-32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,-0.01
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,-343.63
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"-32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,343.63
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,0.01
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"-32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"-32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"-32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"-32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"-32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"-32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,-343.63
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"-32,426.83"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"-32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"32,770.46"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,343.63
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"32,426.83"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,-343.63
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,17-Jan-2014,MED SURG EQPT MTCE CONTRACTS,MEDICAL ELECTRONICS,NHS SUPPLY CHAIN,2014000697,"-32,426.83"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,24-Jan-2014,ENGINEERING  CONTRACTS,ESTATES,NHS SUPPLY CHAIN,2014004508,"31,505.61"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,24-Jan-2014,ENGINEERING  CONTRACTS,ESTATES,NHS SUPPLY CHAIN,2014004508,"6,301.12"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,24-Jan-2014,ENGINEERING  CONTRACTS,ESTATES,NHS SUPPLY CHAIN,2014004508,-157.54
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,24-Jan-2014,ENGINEERING  CONTRACTS,ESTATES,NHS SUPPLY CHAIN,2014004508,"-6,301.12"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,24-Jan-2014,ENGINEERING  CONTRACTS,ESTATES,NHS SUPPLY CHAIN,2014004508,"-6,301.12"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,24-Jan-2014,ENGINEERING  CONTRACTS,ESTATES,NHS SUPPLY CHAIN,2014004508,"-6,301.12"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,24-Jan-2014,ENGINEERING  CONTRACTS,ESTATES,NHS SUPPLY CHAIN,2014004508,157.54
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,24-Jan-2014,ENGINEERING  CONTRACTS,ESTATES,NHS SUPPLY CHAIN,2014004508,"6,301.12"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,24-Jan-2014,ENGINEERING  CONTRACTS,ESTATES,NHS SUPPLY CHAIN,2014004508,"6,301.12"
AIREDALE NHS FOUNDATION TRUST,ESTATES,ESTATES,24-Jan-2014,ENGINEERING  CONTRACTS,ESTATES,NHS SUPPLY CHAIN,2014004508,"-6,301.12"
AIREDALE NHS FOUNDATION TRUST,MEDICAL SERVICES,PHARMACY,06-Jan-2014,DRUGS,PHARMACY,NOVARTIS PHARMACEUTICALS UK LTD,91292356,"26,036.28"
AIREDALE NHS FOUNDATION TRUST,MEDICAL SERVICES,PHARMACY,06-Jan-2014,DRUGS,PHARMACY,ROCHE PRODUCTS LTD,1321641744,"64,962.30"
AIREDALE NHS FOUNDATION TRUST,MEDICAL SERVICES,PHARMACY,06-Jan-2014,DRUGS,PHARMACY,ROCHE PRODUCTS LTD,1321641745,"53,106.96"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,RADIOLOGY,17-Jan-2014,NON HEALTHCARE SERVICES FROM NHS TRUSTS,RADIOLOGY,SIEMENS PLC,1020714674,"133,425.46"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,PATIENT ENVIRONMENT TEAM,24-Jan-2014,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900074760,"132,446.26"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,PATIENT ENVIRONMENT TEAM,24-Jan-2014,INTEREST EXPENSE ON FINANCE LEASE NON PFI NHSFT,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900074760,"6,225.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,24-Jan-2014,OBLIGATIONS UNDER FINANCE LEASES AND HIRE PURCHASE CONTRACTS > ONE YEAR,BALANCE SHEET,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900074760,"8,757.00"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,PATIENT ENVIRONMENT TEAM,24-Jan-2014,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900074760,"26,489.25"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,PATIENT ENVIRONMENT TEAM,24-Jan-2014,INTEREST EXPENSE ON FINANCE LEASE NON PFI NHSFT,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900074760,"1,245.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,24-Jan-2014,OBLIGATIONS UNDER FINANCE LEASES AND HIRE PURCHASE CONTRACTS > ONE YEAR,BALANCE SHEET,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900074760,"1,751.40"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,PATIENT ENVIRONMENT TEAM,24-Jan-2014,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900074760,"-26,489.25"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,PATIENT ENVIRONMENT TEAM,24-Jan-2014,INTEREST EXPENSE ON FINANCE LEASE NON PFI NHSFT,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900074760,"-1,245.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,24-Jan-2014,OBLIGATIONS UNDER FINANCE LEASES AND HIRE PURCHASE CONTRACTS > ONE YEAR,BALANCE SHEET,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900074760,"-1,751.40"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,PATIENT ENVIRONMENT TEAM,24-Jan-2014,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900080175,"23,231.65"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,PATIENT ENVIRONMENT TEAM,24-Jan-2014,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900080175,"4,646.33"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,PATIENT ENVIRONMENT TEAM,24-Jan-2014,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900080175,"-4,646.33"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,PATIENT ENVIRONMENT TEAM,24-Jan-2014,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900080176,"124,196.61"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,PATIENT ENVIRONMENT TEAM,24-Jan-2014,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900080176,"24,839.32"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,PATIENT ENVIRONMENT TEAM,24-Jan-2014,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900080176,"-24,839.32"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,PATIENT ENVIRONMENT TEAM,06-Jan-2014,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY,SYNERGY HEALTH (UK) LTD,40001047,"32,162.16"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,PATIENT ENVIRONMENT TEAM,06-Jan-2014,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY,SYNERGY HEALTH (UK) LTD,40001047,"6,432.43"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,PATIENT ENVIRONMENT TEAM,06-Jan-2014,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY,SYNERGY HEALTH (UK) LTD,40001047,"-6,432.43"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,PATIENT ENVIRONMENT TEAM,06-Jan-2014,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY,SYNERGY HEALTH (UK) LTD,40001047,"-6,432.43"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,10-Jan-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,WILLMOTT DIXON CONSTRUCTION LTD,381536,"42,793.78"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,10-Jan-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,WILLMOTT DIXON CONSTRUCTION LTD,381536,"13,057.92"
