Entity,GL Date,Merchant name,Amount,Description
CEFAS,22/02/2017,SETAC Europe,644.09,Conference fees for one person to attend and present at Society of Environmental Toxicology and Chemistry Europe 2017 meeting. 
CEFAS,22/02/2017,AIRBNB,552,Accommodation for one person for three nights in Sweden to attend hazardous chemicals and eutrophication assessment for OSPAR  (Convention for the Protection of the Marine Environment of the North-East Atlantic). 
CEFAS,22/02/2017,OMEGATRAVEL.NET,783.04,Return economy flight for one person from London to Tokyo to attend International Standards Organisation Technical Committee34/Science Committee9 and European Committee for Standardisation/Technical Committee275/Working Group 6. 
CEFAS,23/02/2017,WWW.SYKESCOTTAGES.CO.U,706.5,Accommodation for three people for ten nights to undertake smelt tracking studies on the River Tamar.
CEFAS,23/02/2017,WEX PHOTOGRAPHIC,1629.98,Purchase of digital camera and macro lense for purposes of analysing microplastics in the laboratory. 
CEFAS,24/02/2017,Pullman Reef Casino,1240.02,Accommodation for one person for seven nights in Australia to attend International Fish Telemetry Conference
CEFAS,24/02/2017,BRITISH A,1437.77,Return flight from London to Boston for one person to attend the International Lobster Workshop.
CEFAS,24/02/2017,UNIT OF MAINE  ONLINE,638.32,Conference registration for one person to attend the International Lobster Workshop.
CEFAS,24/02/2017,THE SQUARE,1237.97,Accommodation for five nights for two people to attend International Council for the Exploration of the Sea Working Group in Copenhagen. 
CEFAS,24/02/2017,UNIT OF MAINE  ONLINE,638.32,Conference registration for one person to attend the International Lobster Workshop.
CEFAS,27/02/2017,NATIONAL ACADEMY PNAS,913.41,Open access fee for publication in National Academy of Sciences - Article: Interaction between top-down and bottom-up control in marine food webs. 
RPA,01/02/2017,Ebuyer.com,929.73,4 x ASUS Chromebook C202SA [VCC requirement]
RPA,01/02/2017,Avangate,840.76,IBAN access
RPA,03/02/2017,Insight.com,1719,30 x Jabra Link 265 - Headset Adapter [VCC training]
RPA,03/02/2017,M.U. Enterprises Ltd,612, Room Hire
RPA,07/02/2017,M.U. Enterprises Ltd,612, Room Hire
RPA,07/02/2017,Iscape,2126.27,Jscape S&M renewal
RPA,13/02/2017,Blackbag,701.79,Blacklight forensic software - subscription renewal
RPA,13/02/2017,Blackbag,536.66,Mobilyze S&M renewal
RPA,15/02/2017,Amazon,599,"DELL Inspiron 17 5000 17.3"" Laptop - Black"
RPA,23/02/2017,Amazon,599.98,"2 x Asus X553SA-XX208T 15.6"" Laptop"
KEW,02/02/2017,WWW.THEBARCODEWAREHOUS,563.99,Membership card printer 
KEW,06/02/2017,DIVERSITYTRAVEL.CO,1018.98,Flight to Ghana and internal flights. 
KEW,07/02/2017,WWW.GAK.CO.UK,573,Keyboard
KEW,10/02/2017,IKEA ONLINE,563,New fixtures and fittings for retail outlets
KEW,20/02/2017,TOYOTA GATWICK,644.85,Road vehicle services and MOTs
KEW,22/02/2017,HARWOOD LAND ROVER,549.11,Road vehicle services and MOTs
KEW,23/02/2017,NESPRESSO UK/INET,512.1,Coffee machine and accompanying accessories and coffee
KEW,27/02/2017,KEY TRAVEL,724.3,Flight to Madagascar for Darwin Initiative funded project. 
KEW,27/02/2017,THE RECYCLING PARTNERS,967.69,Payment of waste disposal at Wakehurst
KEW,27/02/2017,MARRIOTT JW WASH DC,991.34,Accommodation in Washington DC for attendance at conference. This was for one staff to stay in Washinton for 4 nights and was recommended by the conference organiser with a 10% discount.
JNCC,03/02/2017,Maplin,1190.98,Purchase of 2x Apple iPad Air 2 128GB Wi-Fi + Cellular and delivery
JNCC,13/02/2017,"Alla Vite Dorata, Venice",639,2 x staff x 4 nights attending the International Council for the Exploration of the Sea (ICES) Working Group on Biodiversity Science (WGBIODIV).               
JNCC,27/02/2017,Guardian News & Media,912,Online Advert for post of Programme Team Leader
APHA ,09/02/2017,NZVA Welington ,618.06,Overseas Conference -New Zealand 
APHA ,11/02/2017,NZVA Welington ,1243.77,Overseas Conference -New Zealand 
APHA ,20/02/2017,Cameraking.co.uk,5147.5,Digital Cameras
APHA ,24/02/2017,Enterprise,614.33,Car Hire
NE,02/12/2016,HARPER ADAMS COLLEGE,1013,Staff training and subsistence for one person for five days for BASIS (British Agrochemical Standards Inspection Scheme) Soil and Water training - 12-16 December 2016
NE,02/12/2016,ERNEST DOE & SONS,2093.04,Service of tractor and flail at East Sussex National Nature Reserves 
NE,02/12/2016,SUFFOLK COUNTY COUNCIL,2500,Half of contribution for Suffolk Estuaries officer post - 1 April 2016-31 March 2017
NE,05/12/2016,SAC COMMERCIAL LTD,1149.59,Staff training and subsistence plus exam for one person for six days for BASIS (British Agrochemical Standards Inspection Scheme) Water Management training course - 28 November-1 December and 13-14 December 2016
NE,05/12/2016,WATSON FUELS,625.48,Fuel for generator at East Dartmoor National Nature Reserve
NE,05/12/2016,WWW.ADT.CO.UK,1715.56,Security and alarm maintenance for Kirkbride National Nature Reserve base
NE,05/12/2016,BVSC ENTERPRISE LIMITED,582.16,Staff training and subsistence for 20 people for one day for New Team Leader training - 2 November 2016 
NE,06/12/2016,FARMSERVE LTD,1840.73,Repair of tractor and ATV (All Terrain Vehicle) at Collyweston Great Wood National Nature Reserve
NE,06/12/2016,DG NORMAN,979.11,Service of six chainsaws used at Collyweston National Nature Reserve group
NE,06/12/2016,WWW.HERITAGEHIDEWAYS.COM,635.85,Accommodation for four people for five days to attend chainsaw use training course - 27 November-1 December 2016
NE,06/12/2016,BROOK STREET (BUREAU),53241.05,Agency staff costs
NE,06/12/2016,BROOK STREET (BUREAU),51159,Agency staff costs
NE,06/12/2016,BROOK STREET (BUREAU),50600.15,Agency staff costs
NE,06/12/2016,BROOK STREET (BUREAU),48412.76,Agency staff costs
NE,06/12/2016,BROOK STREET (BUREAU),47024.14,Agency staff costs
NE,06/12/2016,NEWSQUEST MEDIA,1127.76,Notice for four local newspapers for notification of West Pennine Moors SSSI (Site of Special Scientific Interest) - 21 and 23-24 November 2016
NE,06/12/2016,WHITEHALL & INDUSTRY,780,Staff training and subsistence for one person for one day for Women's Seminar on Influence and Resilience - 2 March 2017
NE,06/12/2016,WWW.ADT.CO.UK,1120.07,Service of security alarm at Aston Rowant National Nature Reserve
NE,06/12/2016,JURYS INN,2272,"Accommodation for 21 people for one night (9 November 2016), seven people for two nights (8-9 November 2016) and evening meal for 66 people to attend Wildlife Advisers Network Conference"
NE,06/12/2016,WWW.EVERSO.CO.UK,753.65,Lunch for 74 people attending Wildlife Advisers Network Conference - 10 November 2016
NE,06/12/2016,ROOTS AND SHOOTS,731.5,Staff training and subsistence for 60 people for one day for Conservation Strategy Workshop - 14 November 2016
NE,07/12/2016,FIELD STUDIES COUNCIL,1700,Staff training and subsistence for four people for five days plus accommodation to attend Marine Sponge Identification training course - 28 March-1 April 2017
NE,07/12/2016,MEASUREMENTSYSTEMS,2462.4,57 temperature data loggers for Moorhouse Upper Teesdale National Nature Reserve
NE,07/12/2016,WWW.AVANTIGAS.COM,612.08,LPG (Liquefied Petroleum Gas) for Ainsdale Sand Dunes National Nature Reserve office
NE,07/12/2016,JIM PRICE MACHINERY LTD,773.8,Service of tractor at Stiperstones National Nature Reserve
NE,07/12/2016,CIRRUS RESEARCH PLC,2356.8,Sound level meter for measuring noise levels for health and safety purposes at National Nature Reserves
NE,07/12/2016,BROOK STREET (BUREAU),1549.6,Agency staff costs
NE,07/12/2016,BROOK STREET (BUREAU),954.72,Agency staff costs
NE,07/12/2016,FRANCOTYP,1048,Franking machine top-up - Crewe office (10 November 2016)
NE,08/12/2016,H M LAND REGISTRY,651,Purchase of land ownership data for the Lulworth Cove to Highcliffe stretch of the England Coast Path to enable consultation over route proposals
NE,08/12/2016,STANFORD HALL,640,Accommodation only for nine people for one night to attend Water Framework Team meeting - 22 November 2016
NE,08/12/2016,PREMIER INN,1091.86,Bed and breakfast accommodation for 14 people for one night for Southern North Sea Network meeting - 15 November 2016
NE,08/12/2016,NOVOTEL HOTELS,1200,Natural England November Board meeting for 20 people for one day with day delegate rate - 2 November 2016
NE,08/12/2016,HAYMARKET EXHIBTS,959.7,"Second instalment for joint Defra agency stand at Cereals show, costs to be shared - 14-15 June 2017"
NE,09/12/2016,HANTS & ISLE OF WIGHT,2040,Works to eradicate invasive creeping water primrose from Breamore Marsh SSSI (Site of Special Scientific Interest) - May-September 2016
NE,09/12/2016,PITCHCARE ONLINE,612,Staff training and subsistence for one person for two days for Pesticide training - 7-8 December 2016 plus half day exam on 15 December 2016
NE,09/12/2016,THE BALTIC SOCIAL,2200,Evening meal for 135 people as part of Marine Team event - 8 November 2016
NE,09/12/2016,WWW.KPMG.CO.UK,782.4,"Staff training for four people for two days each for First Aid training - 12-14 December 2016, 4-6 and 18-20 January 2017, 22-24 February 2017"
NE,12/12/2016,SECOM PLC,2379.6,Upgrade of CCTV (Closed Circuit Television) system at Upper Teesdale National Nature Reserve
NE,12/12/2016,DIRECT2U,612,"Three lockers for protective clothing at Moor House, Upper Teesdale National Nature Reserve"
NE,12/12/2016,WWW.DONATIONBOXES.CO.UK,765,Metal donation post for Cow Green car park at Upper Teesdale National Nature Reserve
NE,12/12/2016,NEWLANDS TRAINING LTD,774,Staff training for three people for one day for Four-Wheel Drive Refresher training - 19 December 2016
NE,13/12/2016,HAWK HIRE LTD,978,"Pipes for water level management at Fenns, Whixall and Bettisfield Mosses National Nature Reserve"
NE,13/12/2016,THE LUNDY BOOKING OFFICE,559,Deposit for accommodation for ten people for four nights to carry out seabird survey - 6-10 June 2016
NE,13/12/2016,G MAYER PLANT HIRE LTD,602.11,"Hire of digger and buckets for Fenns, Whixall and Bettisfield Mosses National Nature Reserve - 26-28 September 2016"
NE,13/12/2016,RIX PETROLEUM,527.55,"Red diesel for Fenns, Whixall and Bettisfield Mosses National Nature Reserve"
NE,13/12/2016,NORFOLK BROADS DIRECT,1625,Hire of boat as welfare vessel for autumn fish surveys for Hoveton Great Broad Restoration Project - 31 October-9 November 2016
NE,13/12/2016,KEGWORTH HOTEL,615,Room hire and subsistence for 35 people for two days for Internal Rivers Network event - 8-9 November 2016
NE,14/12/2016,WWW.RAPPA.CO.UK,1019.83,Electric fencing to protect little terns at Scolt Head Island National Nature Reserve
NE,14/12/2016,FARMCARE UK,1035.1,Electric fencing to protect little terns at Scolt Head Island National Nature Reserve
NE,14/12/2016,IZ  VALE TRAINING SERVICES,1825,"Staff training and subsistence for one person for five days plus two days for exam for BASIS (British Agrochemical Standards Inspection Scheme) Invasive Weeds Amenity training course - 20-21 October and 24-25 November 2016, 9 January and 19-20 January 2017"
NE,14/12/2016,CHILLBLAST.COM MOTO,2302.77,High power specification laptop for processing data for Living Maps project
NE,14/12/2016,INGLETON,1319.7,Part payment for building supplies for track repairs at Ingleborough National Nature Reserve base
NE,15/12/2016,EB  THE CHALLENGE OF SCIENCE LEADERSHIP,720,Staff training and subsistence for one person for three days for Challenge of Science Leadership training - 4-6 January 2017
NE,15/12/2016,SOUTHERN TIMBER COMPANY,2500,Timber for new field shelter at East Dartmoor National Nature Reserve
NE,15/12/2016,WWW.FRJONESANDSON.CO.UK,1054.21,"Protective clothing for staff at Humberhead Peatlands National Nature Reserve - two pairs of boots, trousers, gloves, wellingtons and two helmets"
NE,15/12/2016,STEPHENSONS OF EASINGWOLD,663,Hire of two coaches for 104 people to travel from two hotels in York to Sand Hutton and back for Catchment Sensitive Farming conference - 6-7 December 2016
NE,15/12/2016,SPARSHOLT COLLEGE HAMPSHIRE,1225,Staff training and subsistence for five people for two days for Agricultural Awareness training course - 25-26 October 2016
NE,15/12/2016,TEMPCON INSTRUMENTATION LTD,994.88,"Monitoring of little tern, common tern and Sandwich tern along Hampshire and Dorset coast - 2016-17"
NE,15/12/2016,THE ROYAL INSTITUTION OF CHARTERED SURVEYORS,532,Annual membership fee for Royal Institution of Chartered Surveyors (RICS) - 1 January-31 December 2017 
NE,15/12/2016,INGLETON,2082,36 sections of resin drains for access track at Ingleborough National Nature Reserve
NE,15/12/2016,THE ROYAL INSTITUTION OF CHARTERED SURVEYORS,532,Annual membership fee for Royal Institution of Chartered Surveyors (RICS) - 1 January-31 December 2017 
NE,16/12/2016,VIKING OPTICAL,1622.8,Staff training and subsistence for five people for two days for Safe Use of Pesticides training course - 14 and 21 December 2016
NE,16/12/2016,VIKING OPTICAL,876.2,Staff training and subsistence for five people for two days for Safe Use of Pesticides training course assessment - 11 January 2017 and one other day to be confirmed
NE,19/12/2016,WWW.GEMINIDATALOGGERS.COM,1673.94,"12 weather resistant tidal-sensitive, temperature and salinity probes for monitoring at Lindisfarne oyster farm"
NE,20/12/2016,BRIT ASSOC SHOOTING,840,Staff training for five people for one day for Air Rifle Awareness - 30 November 2016
NE,20/12/2016,VIKING OPTICAL,1518,"Staff training for three people for three days for Tree Climbing, Rescue and Aerial Cutting training course - 6-8 February 2017"
NE,20/12/2016,HARPER ADAMS COLLEGE,1013,Staff training and subsistence for one person for five days for BASIS (British Agrochemical Standards Inspection Scheme) Soil and Water training - 12-16 December 2016
NE,20/12/2016,MORTON TRAINING LIMITED,768,Staff training and subsistence for three people for one day for Four-Wheel Drive Off-Road Driver training course - 12 December 2016
NE,23/12/2016,PARK HILL TRAINING,643.6,Staff training for three people for one day for tractor driving training course - 3 June 2016
CCW,18/01/2017,NEWSQUEST MEDIA          WATFORD   ,520.8,Recruitment adverts
CCW,26/01/2017,ARCHANT COMMUNITY MEDI,858.69,Recruitment adverts
VMD,03/02/2017,TAM Agencias,3232.31,Flight to Brazil to attend Antimicrobial Resistance Roundtable meeting
VMD,03/02/2017,TAM Agencias,3178.2,Flight to Brazil to attend Antimicrobial Resistance Roundtable meeting
VMD,13/02/2017,British Toxicology Society ,590,BTS Congress 2017
DEFRA,10/02/2017,MERCURE EASTGATE HOTEL,636,Hotel for the Oxford Farming Conference
EA,01/02/2017,A & W CUSHION LTD,2498.98,120 4x4 posts for fencing works at Happisburgh to Winterton Beach
EA,01/02/2017,ALLBATTERIES,819.63,14 head lamps to be used for incident response by all staff at Yalding
EA,01/02/2017,B&B PRECISION ENG,905.4,"Fabrication of tidal flap hangers, pins and brackets to replace worn and obsolete units on two pumps for Benacre pumping station"
EA,01/02/2017,CROWN HOTEL          0,760,"1 day room hire for 35 people, including lunch and refreshments, for a South Wessex waste minimisation group meeting."
EA,01/02/2017,DALSTON AGGREGATES LTD,800,Type 1 material for access track improvement works at Durranhill pumping station.
EA,01/02/2017,DAVID JONES LOCKSMITH,2170.56,2 boxes of EA padlocks as replacements for those damaged during the floods in December 2015.
EA,01/02/2017,DIPTONE LTD,1864.8,Two day cableway safety briefings
EA,01/02/2017,EB  ARE WE PLANNING TO,912,Registration fees for 4 people to attend the 'Are we going to flood?' conference.
EA,01/02/2017,GLANVILLE CLEANSING,561,Hire for 1 day of jet vacuum loory and operators to clear silt from storm drains of Instow flood defence scheme and disposal of 0.5 tonnes of silt and sand.
EA,01/02/2017,HAMMOND DRYSUITS,541.15,Testing and repairs of four dry suits for field team members
EA,01/02/2017,HOLIDAY INN EXPRESS,609,External venue hired to support a business change project (CAMC3) workshop with attendance of national stakeholder groups. 16 staff across multiple stakeholder groups representing EA directorate and National Operations teams.
EA,01/02/2017,JURYS BIRMINGHAM,540,"One day room hire for 18 people, including lunch and refreshments, for a water, land and biodiversity business planning meeting in Birmingham."
EA,01/02/2017,LADDERS UK DIRECT,1231.4,Youngman boards with handrail to provide a temporary walkway on construction job
EA,01/02/2017,LITTLEWOOD FENCING,1071.53,Fencing materials and gates to replace fencing at Scots Float sluice
EA,01/02/2017,LITTLEWOOD FENCING,586.28,Fencing materials to repair fencing along Pett level haul road
EA,01/02/2017,LOXSTON GARDEN MACHINE,4995,Rotary disc cutting head for Irus grass cutting machine required for a special task.
EA,01/02/2017,MARY WARD HOUSE LTD,3262.68,"One day room hire for 60 delegates, including lunch and refreshments, for a national operations leadership meeting."
EA,01/02/2017,NORFOLK ARMS HOTEL,662.65,"Accommodation for 1 person for 5 nights, including evening meals, whilst attending health and safety training"
EA,01/02/2017,NORTH DEVON HOSE,593.79,Fitting of 3 inch Bauer socket units for pipework on semi rigid pipework for pumps.
EA,01/02/2017,NORTHERN DIVER (INTNL),549,Dry suit for monitoring work
EA,01/02/2017,P D WILLACY (CONTRACTO,2000,667 square metres of turf used for a repair to a flood embankment at Helsington Mills near Kendal
EA,01/02/2017,ROYAL MAIL GROUP,2880,Postal redirection costs for Chelmsford office move to new address
EA,01/02/2017,SGI INDUSTRIES LTD,575.72,2 rolls anti-slip material applied to stairs and steps as part of Abbeytown Depot improvements
EA,01/02/2017,SIR DOUGLAS HAIG,767.2,"Accommodation for 2 people for 4 nights, including lunches and evening meals, whilst attending health and safety training."
EA,01/02/2017,STERNER AQUATECH LTD,3620,10 replacement oxygen probes for oxygen monitoring system
EA,01/02/2017,SUSSEX TURNERY,598.51,Cement and ballast for Brede sluice bridge concreting project
EA,01/02/2017,T H WIGGANS IRONMONGER,753.08,10 keyed padlocks for various locations
EA,01/02/2017,THE WESLEY,1244,One day room hire with refreshments in London for the 12 delegates of the National Business Management Team monthly meeting. 
EA,01/02/2017,THE WESLEY,748.5,One day room hire for 14 people in London including lunch and refreshments for meeting with external bodies
EA,01/02/2017,WORLD OF TRAVEL,552.96,One day room hire in Leeds for 18 people including lunch and refreshments for Defra and Environment Agency meeting
EA,01/02/2017,WORLD OF TRAVEL,552.96,One day room hire in Sheffield for 18 people including lunch and refreshments for Defra and Environment Agency meeting
EA,01/02/2017,WORTHING BOROUGH COUNC,1084,Annual car parking ticket for a badged vehicle based at Guildbourne House with no on-site parking.
EA,01/02/2017,WWW.BBOFFICESUPPLIES.C,1255.56,2 ergonomic chair for members of staff following workplace health assessment.
EA,01/02/2017,WWW.BBOFFICESUPPLIES.C,736.2,Ergonomic chair for member of staff following workplace health assessment.
EA,01/02/2017,WWW.BBOFFICESUPPLIES.C,650.64,Ergonomic chair for member of staff following workplace health assessment.
EA,01/02/2017,WWW.CERTASENERGY.C,966.09,Fuel for navigation dredger
EA,01/02/2017,WWW.CERTASENERGY.C,942.55,Fuel for all tractors and plant that operate from Yalding Depot
EA,01/02/2017,WWW.REACTEC.COM,3109.03,Hand arm vibration monitors for national health and safety recording.
EA,01/02/2017,WWW.REACTEC.COM,1560.52,Hand arm vibration monitors for national health and safety recording.
EA,02/02/2017,BOC LTD SERVICE,1073.52,Annual payment for rental of oxygen bottles used when transporting fish
EA,02/02/2017,CIVIL SERVICE,1080,"Room hire for the water leaders group meeting, including coffee and a sandwich lunch, for 35 people."
EA,02/02/2017,COPTHORNE TARA,639.12,Five night accomodation for one person in London for work being undertaken with Team2100
EA,02/02/2017,CORE SURVEYS LTD,612,Asbestos surveys for Rickney and Manxey pumping stations before transfer to Water Level Mangement Board.
EA,02/02/2017,CROWNE PLAZA MANCHESTE,2019.6,"2 day room hire for 9 people, including lunches and overnight accommodation, for a Cumbria Flood Partnership meeting."
EA,02/02/2017,DYFED STEELS,516.6,35 galvanised steel tubes 32mm x 6.4m lengths for hand rail repairs at Instow
EA,02/02/2017,ELECTRO FISHING SERVIC,752.7,"Quarterly servicing of electric fishing equipment, and repairs to 5 control boxes."
EA,02/02/2017,ELECTRO FISHING SERVIC,1245.3,Quarterly servicing of electric fishing equipment
EA,02/02/2017,F H BRUNDLE,3722.24,"112 made to measure steel mesh infil panels, galvanised finish in various sizes and all fixings clips associated with installation for the new Shiplake footbridge."
EA,02/02/2017,HILTON GDN,1536,"One day room hire for 40 people, including lunch and refreshments, for an asset management strategy working group and team meeting."
EA,02/02/2017,MORTON BOATS,667.8,Dry suit to carry out maintenance to EA structures
EA,02/02/2017,NORTHERN DIVER (INTNL),675,"Service and Repair of one damaged drysuit, one personal flotation device for confined space work.  EA reflective badges and hazard marker lights."
EA,02/02/2017,PAYPAL  BRADANLIMIT,531.25,Virkon disinfectant for bio-security measures during field survey season
EA,02/02/2017,PLAN TO DIG,1900.14,Service drawings required prior to doing hydrometry and telemetry site installation work on the River Foss catchment.
EA,02/02/2017,PRIORY ROOMS (BULL STR,1065.6,"2 day room hire for 17 people, including lunch and refreshments, for a quarterly fleet operations management team meeting in Birmingham."
EA,02/02/2017,PROFIX FABRICATIONS LT,1128,Steel fabrication fixings required for various hydrometry and telemetry site installation jobs.
EA,02/02/2017,ROB PERRY MARINE LTD,600,Blue inspection plates for EA plant assets
EA,02/02/2017,SAFETY-KLEEN UK LTD,1917.6,"Disposal costs for hazardous waste, including contaminated oil absorbent materials in dealing with oil pollutions."
EA,02/02/2017,SAFETY-KLEEN UK LTD,1704,Disposal costs for hazardous waste including chemicals and samples in bottle store and pollution store.
EA,02/02/2017,SEALS + DIRECT LTD,736.63,Flood gate seal used to prevent tidal water running in the street on London Road in Boston
EA,02/02/2017,SNOW HILL BIRM DEV TRA,1356.75,"Two day room hire with equipment for 23 people, including lunch and refreshments for Flood Resilience Engagement Advisors network learning meeting"
EA,02/02/2017,SPAREX LTD,604.2,100m of hydraulic hose and 50 hydraulic fittings to enable planned preventative maintenance and reactive work on all Thames lock sites.
EA,02/02/2017,SRCL LTD,862,Fish waste disposal from National Fisheries Laboratory in Brampton
EA,02/02/2017,SURVITEC GRIMSBY,712.28,Annual service of 28 Thames lifejackets.
EA,02/02/2017,SURVITEC GRIMSBY,603.18,Life jacket servicing for Lower Colne team
EA,02/02/2017,WORLD OF TRAVEL,984,"2 day room hire for interviews, including lunch and refreshments for interviewers."
EA,02/02/2017,WWW.REACTEC.COM,1038.6,Hand arm vibration monitors for national health and safety recording.
EA,02/02/2017,WWW.TECNI-CABLE.COM,977.58,5 x 10mm lashing chains and 5 ratchet load binders to secure excavator to plant trailer for transportation.
EA,03/02/2017,1ST CALLHIRE&SALES,925.68,"Various tools for new employe including drill bit sets,torch and angle grinder"
EA,03/02/2017,ARDEE HOSE LTD,936.04,4 x 6 inch hose lever lock 45 degree bends and 4 lever lock 90 degree elbows with 8 o-rings for Stour catchment
EA,03/02/2017,BALLYCLARE LTD,985.83,6 Gortex jackets for field team members for flood response work.
EA,03/02/2017,BATTERY STATION,939.78,500 batteries used to power handheld water quality devices.
EA,03/02/2017,BORDER AGGREGATES,925.68,Sand to fill sand bags to have on stock for incident response operations
EA,03/02/2017,BVSC ENTERPRISE LIMITE,1235.8,Meeting facilities and catering for 50 people for an area duty managers and area base controllers training event held in Birmingham.
EA,03/02/2017,CLAD SAFETY,668.28,Various sized ankle boots and shoes for use of field team members
EA,03/02/2017,CT HAYTON LTD,818.56,Various tractor linkages used for maintenance
EA,03/02/2017,CUMBRIA COUNTY COU,1413.2,Footpath closure payment to close footpath on embankment whilst flood defence repair work was undertaken
EA,03/02/2017,DULUX DECORATOR CENTRE,1225.79,Paint for 10 River Thames Lock sites in Oxfordshire used to decorate and protect lock gates and offices from the weather and highlight tripping hazards for the public.
EA,03/02/2017,EB  ARE WE PLANNING TO,1032,Registration fees for 4 people to attend the national flood forum conference.
EA,03/02/2017,EB  THE ESSENTIALS OF,778.8,One day 'Essentials of speechwriting' training course for 1 staff member
EA,03/02/2017,ENTERPRISE,949.2,Hired vehicle for transporting the flood defence and maintenance staff to the Thames Barrier and associated flood gates
EA,03/02/2017,ERIKS IND SERVICES,860.34,Breathers for Thames Barrier power pack tanks
