Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,LATITUDE AES LIMITED,51635,127.99,,PL4 8TJ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,MECELEC DESIGN,51638,478.02,,GL2 2AF,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,PERMALI (GLOUCESTER) LTD,51641,1921,,GL1 5TT,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,EGGBASE LTD,51669,258.88,,LA10 5RN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,EGGBASE LTD,51669,530,,LA10 5RN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,PHOENIX INSPECTION SYSTEMS LIMITED,51671,2601.55,,WA1 4RF,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,ECOFIL LTD,51672,3000,,WA14 2PX,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,DESIGN & FORM LIMITED,51676,900,,LA3 3BT,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,VET UK LTD,51678,2034.34,,YO7 1GQ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,REACH UP HIGH ENTERTAINMENT LTD,51723,1150.25,,M16 OLW,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,QUADRASPIRE LTD,51725,1842.02,,BS39 6EX,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,QUADRASPIRE LTD,51725,1157.98,,BS39 6EX,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,TEONI'S LTD,51726,1747.56,,EX16 6SR,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,BOURCHIER LTD,51727,2000,,GL8 8DR,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,ELITE EXTRUSION DIE LTD,51728,542.14,,GL3 4AQ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,ELITE EXTRUSION DIE LTD,51728,1000,,GL3 4AQ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,OSCAR & HOOCH,51729,89.25,,TA6 3YF,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,OSCAR & HOOCH,51729,140.61,,TA6 3YF,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,OSCAR & HOOCH,51729,305,,TA6 3YF,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,OSCAR & HOOCH,51729,750,,TA6 3YF,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,OSCAR & HOOCH,51729,501.64,,TA6 3YF,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,ADVETEC LTD,51731,2030,,BA3 5SL,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,GPAWS LTD,51732,1085.05,,SN8 2ND,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,SCITEC INSTRUMENTS LTD,51891,362.5,,BA14 0XD,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,SCITEC INSTRUMENTS LTD,51891,424.36,,BA14 0XD,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,MINUS ENGINEERING LTD,51898,1711.5,,GL53 0BU,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,INFOMENTUM LTD,51904,3000,,EC3V 9LJ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,ASTRO CRUSHING AND SCREENING EQUIPMENT LTD,51911,193.5,,TW2 6HB,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,KIDD RAPINET LLP,51913,1342.48,,EC3N 4AH,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,FJ CLEVELAND LLP,51915,1481.39,,EC4A 1BR,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,PARTRIDGES OF SLOANE SQUARE LTD,51919,1000,,SW3 4LY,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,ENDABA LIMITED,51921,510.03,,SW1Y 6NY,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,BACUP SHOE DIRECT LTD,51935,500,,OL13 0UF,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,BACUP SHOE DIRECT LTD,51935,2500,,OL13 0UF,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,VITALIFE LTD,51961,700,,S60 1FE,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,GOLDEN (UK) LTD,51963,2500.48,,LS1 6DT,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,WYBOSTON LAKES LIMITED,51965,1504.19,,MK44 3BA,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,MINIFLEX Ltd,51966,3000,,IP13 9EZ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,SOUTHGATE PACKAGING LTD,51968,1157.43,,PE30 4NG,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,PRIME LIGHT ELECTRICAL LTD,52054,3000,,NW10 6RJ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,PTS CONSULTING GROUP,52058,1716,,EC2M 1JJ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,MARKETING MOVES PLC,52061,1351.36,,TW17 8NS,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,BLOOD BROTHER (BB NEVER ALONE LTD),52063,743.29,,SE19 3RY,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,HOT KEY BOOKS LTD,52064,1148.62,,EC1V 0AT,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,HUDSON SHOE AGENCIES LTD,52066,1566.34,,N1 6NT,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,5 A DAY FITNESS LTD,52067,3000,,BR1 2JZ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,5 A DAY FITNESS LTD,52067,3000,,BR1 2JZ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,5 A DAY FITNESS LTD,52067,-3000,,BR1 2JZ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,OMK DESIGN LTD,52073,3000,,W1T 1QR,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,CATHERINE TOUGH TEXTILES,52077,129.69,,E8 2RS,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,THIN LTD,52082,1099.95,,SE10 9HU,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,KSW STUDIO LIMITED,52086,1779,,W4 2EG,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,SOCIAL 360 LTD,52087,888.51,,SW18 1PS,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,SUPERCREASE LTD,52097,3000,,LS10 1DG,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,"DAVID SHEVYN, DOUG NISLLEY, GLENN KURAS T/A GIK ACOUSTICS EUROPE",52098,897.31,,BD6 3HS,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,BRIDGET PEARSON T/A YOUR BRIDGE TO CHINA,52100,150,,S75 4SW,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,BLACKMORES (UK) LTD,52116,63.95,,SG5 1AE,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,RECIPROCAL MINDS LTD,52119,108.24,,SG1 2FX,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,RECIPROCAL MINDS LTD,52121,290.58,,SG1 2FX,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,ITEM PRODUCTS (N.P.D.) LTD,52122,2985.1,,LU1 3HG,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,MODULARIZE LTD,52123,1977.05,,CH66 5PB,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,MODULARIZE LTD,52123,79.97,,CH66 5PB,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,MOUNTAIN GOAT TOURS & HOLIDAYS,52124,2100,,LA23 1AD,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,HAT TRICK PR LTD,52125,689.86,,M33 3SH,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,INTERNATIONAL HEALTH SOLUTIONS LTD,52126,259.15,,WA2 8SA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,BLUE MACHINERY SPARES LTD,52128,3000,,WA4 4SN,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,TRUTEX LTD,52129,3000,,BB7 1NL,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,NOEL VILLAGE (STEEL FOUNDER) LTD,52140,557.68,,DN4 8DE,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2014,Hire of Conference Facilities - ASEAN Business Council,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",LIVERPOOL VISION LTD,52230,12000,,L3 9PP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/08/2014,Hire of Conference Facilities - ASEAN Business Council,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",LIVERPOOL VISION LTD,52231,-7200,,L3 9PP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,BOTANICAL SOFTWARE LTD,52266,2615,,BA2 9EB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/08/2014,Other Professional Services - Gateway - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,MSS PRODUCTS LTD,52269,1887.9,,M29 8QH,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Conference and Exhibition Services - Outward missions,Trade Group - Partnerships & Business,FOREIGN AND COMMONWEALTH OFFICE (FCO),52282,38.09,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Conference and Exhibition Services - Outward missions,Trade Group - Partnerships & Business,FOREIGN AND COMMONWEALTH OFFICE (FCO),52283,404.51,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Conference and Exhibition Services - Outward missions,Trade Group - Partnerships & Business,FOREIGN AND COMMONWEALTH OFFICE (FCO),52284,58.88,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Conference and Exhibition Services - Outward missions,Trade Group - Partnerships & Business,FOREIGN AND COMMONWEALTH OFFICE (FCO),52285,491.46,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Conference and Exhibition Services - Outward missions,Trade Group - Partnerships & Business,FOREIGN AND COMMONWEALTH OFFICE (FCO),52286,878.95,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Rail Travel - Investment - Emerging Markets (Autumn Statement),"Investment Development - Managing Director & Operations, Investment Development",FOREIGN AND COMMONWEALTH OFFICE (FCO),52290,157.43,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52291,165.71,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52292,207.78,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52293,204.51,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52294,207.78,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52295,207.78,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52296,186.9,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52297,124.7,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52298,78.32,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52299,118.42,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52300,207.78,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52301,169.84,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52302,82.13,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52303,96.09,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52304,201.44,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52305,196.44,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52306,105.35,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52307,169.84,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52308,63.07,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52309,96.58,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/08/2014,Corporate Event Management and Marketing - Great Campaign Events,Marketing & Communications - Communications,FOREIGN AND COMMONWEALTH OFFICE (FCO),52310,63.07,,MK10 1PX,WGA ONLY,,,Programme
