Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount
Department of Health,LEEDS PCT,31/08/2012,Annual Contract,PMS Other,ROBIN LANE MEDICAL PRACTICE,31/08/2012,89612.81
Department of Health,LEEDS PCT,31/08/2012,Annual Contract,PMS Other,ROUNDHAY ROAD SURGERY,31/08/2012,25600.91
Department of Health,LEEDS PCT,31/08/2012,Annual Contract,PMS Other,ST MARTINS HEALTHCARE SERVICES LTD,31/08/2012,99751.36
Department of Health,LEEDS PCT,31/08/2012,Annual Contract,PMS Other,ST MARTINS PRACTICE,31/08/2012,51048.07
Department of Health,LEEDS PCT,31/08/2012,Annual Contract,PMS Other,SUNFIELD MEDICAL CENTRE,31/08/2012,35414.57
Department of Health,LEEDS PCT,31/08/2012,Annual Contract,PMS Other,THE CHAPELOAK PRACTICE,31/08/2012,91294.37
Department of Health,LEEDS PCT,31/08/2012,Annual Contract,PMS Other,THE DEKEYSER GROUP PRACTICE,31/08/2012,156885.45
Department of Health,LEEDS PCT,31/08/2012,Annual Contract,PMS Other,THE GABLES SURGERY,31/08/2012,60692.17
Department of Health,LEEDS PCT,31/08/2012,Annual Contract,PMS Other,THE GARDEN SURGERY,31/08/2012,42149.65
Department of Health,LEEDS PCT,31/08/2012,Annual Contract,PMS Other,THE THAKUR PRACTICE,31/08/2012,37643.52
Department of Health,LEEDS PCT,31/08/2012,Annual Contract,PMS Other,WESTGATE SURGERY,31/08/2012,52682.52
Department of Health,LEEDS PCT,31/08/2012,CNST contributions,Corporate Governance,NHSLA,6.07E+13,50060
Department of Health,LEEDS PCT,31/08/2012,Commercial Sector,GP CIC Beds,LEEDS CITY COUNCIL,15308503,137280
Department of Health,LEEDS PCT,31/08/2012,Commercial Sector,GP CIC Beds,OWLETT HALL NURSING HOME,15333459,38354.35
Department of Health,LEEDS PCT,31/08/2012,Commercial Sector,GP CIC Beds,WESTWARD CARE LTD,15333433,30014.2
Department of Health,LEEDS PCT,31/08/2012,Commercial Sector,GP CIC Beds,WESTWARD CARE LTD,15333453,30014.2
Department of Health,LEEDS PCT,31/08/2012,Computer Hardware Purch,Information Systems,DSGI BUSINESS,15413140,24480
Department of Health,LEEDS PCT,31/08/2012,Computer Hardware Purch,Summary Care Records,DSGI BUSINESS,15413140,11820
Department of Health,LEEDS PCT,31/08/2012,Dispensing Practice payments,Other,DR LEWIS & PARTNER,31/08/2012,27469.25
Department of Health,LEEDS PCT,31/08/2012,Dispensing Practice payments,Other,DR LIGHTFOOT & PARTNERS,31/08/2012,61722.28
Department of Health,LEEDS PCT,31/08/2012,Dispensing Practice payments,Other,DR PORTER AND PARTNERS,31/08/2012,56804.82
Department of Health,LEEDS PCT,31/08/2012,Dispensing Practice payments,Other,THE PARTNERS T/A BRAMHAM MEDICAL CENTRE,31/08/2012,25638.68
Department of Health,LEEDS PCT,31/08/2012,Executive Director,PCT Board,BRADFORD AND AIREDALE TEACHING PCT,15302388,35455.19
Department of Health,LEEDS PCT,31/08/2012,GP Registrars Training Payments,Other,ADAMS RJ & PARTNERS,31/08/2012,40515.41
Department of Health,LEEDS PCT,31/08/2012,GP Registrars Training Payments,Other,DR MATE & PARTNERS,31/08/2012,52226.37
Department of Health,LEEDS PCT,31/08/2012,Grants,Grants & Subs - Children's,MARKET PLACE,15308508,25608.75
Department of Health,LEEDS PCT,31/08/2012,Grants,IAPT,LEEDS COUNSELLING,15419508,86815.5
Department of Health,LEEDS PCT,31/08/2012,Grants,PPI Grants,LEEDS INVOLVING PEOPLE,15355495,27879.5
Department of Health,LEEDS PCT,31/08/2012,Grants,PPI Grants,LEEDS INVOLVING PEOPLE,15355497,27879.5
Department of Health,LEEDS PCT,31/08/2012,Grants,Research Grants,BRADFORD AND AIREDALE TEACHING PCT,15413180,40370
Department of Health,LEEDS PCT,31/08/2012,Hcare Srv Rec NHS Trust,Care Services,LEEDS COMMUNITY HEALTHCARE NHS TRUST,15314713,10192920
Department of Health,LEEDS PCT,31/08/2012,Hcare Srv Rec NHS Trust,Cont Care Children,LEEDS COMMUNITY HEALTHCARE NHS TRUST,15314646,83454
Department of Health,LEEDS PCT,31/08/2012,Hcare Srv Rec NHS Trust,Cont Care Children,LEEDS COMMUNITY HEALTHCARE NHS TRUST,15314647,45207
Department of Health,LEEDS PCT,31/08/2012,Hcare Srv Rec NHS Trust,Leeds Teaching NHS Trust,LEEDS TEACHING HOSPITALS NHS TRUST,15287258,34484542
Department of Health,LEEDS PCT,31/08/2012,Hcare Srv Rec NHS Trust,Mid Yorksh Hosp NHS Trust,MID YORKSHIRE HOSPITALS NHS TRUST,15314653,2195004
Department of Health,LEEDS PCT,31/08/2012,Hcare Srv Rec NHS Trust,Patient Transport,YORKSHIRE AMBULANCE SERVICE NHS TRUST,15320991,339364
Department of Health,LEEDS PCT,31/08/2012,Hcare Srv Rec NHS Trust,Transformational Change,LEEDS COMMUNITY HEALTHCARE NHS TRUST,15314675,71750
Department of Health,LEEDS PCT,31/08/2012,Hcare Srv Rec NHS Trust,Yorkshire Ambulance Serv,YORKSHIRE AMBULANCE SERVICE NHS TRUST,15320992,2090000
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,MH SCG,BARNSLEY PCT,15287407,693944.25
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,MH SCG,BARNSLEY PCT,15287410,80413.83
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,MH SCG,BARNSLEY PCT,15314659,1391763.08
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,MH SCG,BARNSLEY PCT,15333408,50342.67
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,MH SCG,BARNSLEY PCT,15333443,50342.67
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,MH SCG,BARNSLEY PCT,15333444,77124.08
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,Neonatal & Critical Care,BARNSLEY PCT,15302395,8030.67
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,SCG Bradford,BARNSLEY PCT,15314661,109628.92
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,SCG Fees,BARNSLEY PCT,15302395,32877.46
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,SCG Hull,BARNSLEY PCT,15314661,33536.75
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,SCG LTHT Contract,BARNSLEY PCT,15314661,6557163.33
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,SCG Mid Yorkshire,BARNSLEY PCT,15314661,161453.42
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,SCG Minimum Take - CAMHS,BARNSLEY PCT,15308519,44678.08
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,SCG Minimum Take - CAMHS,BARNSLEY PCT,15308520,77929.08
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,SCG National Contracts,BARNSLEY PCT,15314663,96286.54
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,SCG Other,BARNSLEY PCT,15302396,33403.44
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,SCG Other,BARNSLEY PCT,15314662,177003.18
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,SCG Prior Year,BARNSLEY PCT,15314635,-538737.31
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,Sheffield Childrens FT,BARNSLEY PCT,15314661,71207.21
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,Sheffield Teaching Foun T NCA,BARNSLEY PCT,15314661,95970.41
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,Urgent Care - NHS Direct,CALDERDALE PCT,15367461,493284.99
Department of Health,LEEDS PCT,31/08/2012,Healthcare Srv Rec PCTs,WYCN Heart Failure Pathway,BRADFORD AND AIREDALE TEACHING PCT,15341070,30000
Department of Health,LEEDS PCT,31/08/2012,Hlthcre-Foundation Trsts,Airedale Hosp FT,AIREDALE NHS FOUNDATION TRUST,15314651,90438
Department of Health,LEEDS PCT,31/08/2012,Hlthcre-Foundation Trsts,Alcohol A & E Liaison,LEEDS & YORK PARTNERSHIP NHS FOUNDATION TRUST,15314639,25000
Department of Health,LEEDS PCT,31/08/2012,Hlthcre-Foundation Trsts,Bradford Teaching Hosp FT,BRADFORD HOSPITALS NHS TRUST,15314676,479721
Department of Health,LEEDS PCT,31/08/2012,Hlthcre-Foundation Trsts,Harrogate & District FT,HARROGATE & DISTRICT NHS FOUNDATION NHS TRUST,15314643,2067001
Department of Health,LEEDS PCT,31/08/2012,Hlthcre-Foundation Trsts,LPFT,LEEDS & YORK PARTNERSHIP NHS FOUNDATION TRUST,15333456,7683685
Department of Health,LEEDS PCT,31/08/2012,Hlthcre-Foundation Trsts,Other NCA,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,15347752,42596.67
Department of Health,LEEDS PCT,31/08/2012,Hlthcre-Foundation Trsts,Sheffield Teaching Hosp FT,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,15321051,43616
Department of Health,LEEDS PCT,31/08/2012,Hlthcre-Foundation Trsts,York Hospitals NHS FT,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,15314636,178351
Department of Health,LEEDS PCT,31/08/2012,IM&T GMS,GMS PMS Project,EGTON MEDICAL INFORMATION SYSTEMS LTD,15375359,27566.45
Department of Health,LEEDS PCT,31/08/2012,IM&T GMS,GMS/PMS IT,DSGI BUSINESS,15413118,60546
Department of Health,LEEDS PCT,31/08/2012,IM&T GMS,GMS/PMS IT,DSGI BUSINESS,15413120,53797.2
Department of Health,LEEDS PCT,31/08/2012,IM&T GMS,GMS/PMS IT,DSGI BUSINESS,15413145,58785.6
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,BMI Healthcare,BMI HEALTHCARE COLLECTIONS,15314641,40825.92
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,BPAS,BPAS,15347750,36277.09
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Care UK at Eccleshill,CARE UK CLINICAL SERVICES LTD,15314682,230939.67
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Classic Hospitals,SPIRE HEALTHCARE LTD,15314666,88787
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Care - MH,FAIRBURN HEALTH CARE MEWS LTD,15321025,23120.38
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Care - MH,RAVENSDALE HEALTH CARE LTD,15320995,4108.83
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,ASHFIELD NURSING & RES HOME,15367436,27582.72
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,ATKINSON COURT PRIORY,15327566,16314.74
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,B&C HOLT LTD,15321002,16239.64
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,BARCHESTER HEALTHCARE HOMES LTD,15333486,26056.38
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,BARNSLEY HEALTH CARE LTD,15333466,28329.71
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,BONDCARE,15341086,19851.97
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,BUPA CARE HOMES,15320994,12373.73
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,BUPA CARE HOMES,15321017,60541.56
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,BUPA CARE HOMES,15333471,20420.7
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,BUPA CARE HOMES,15333494,77073.59
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,CARE CONCERN (YORKSHIRE) LTD,15320996,22237.33
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,CARE UK COMMUNITY PARTNERSHIPS LTD,15333475,26374.1
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,DONISTHORPE HALL,15321022,65177.8
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,DONISTHORPE HALL,15355478,41804.51
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,ELDERCARE (HALIFAX) LTD,15321009,31553.31
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,FAIRBURN HEALTH CARE MEWS LTD,15321025,20239.19
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,FAIRBURN HEALTH CARE VALE LTD,15321020,56818.07
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,FOUR SEASONS HEALTHCARE,15367437,25364.81
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,GHYLL ROYD NURSING HOME LTD,15355534,105247.16
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,GROVE COURT NURSING HOME LTD,15341079,43644.89
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,HC-ONE LTD,15333489,26514.31
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,LEONARD CHESHIRE DISABILITY,15327572,26401.94
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,LIFE STYLE CARE PLC,15321026,19851.96
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,MARIA MALLABAND CARE GROUP,15321018,18148.05
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,MARIA MALLABAND CARE GROUP,15341082,35400.1
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,MOORLEIGH NURSING HOME,15367431,19947.13
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,OWLETT HALL NURSING HOME,15333468,31837.6
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,PULSE HEALTHCARE LTD,15347800,31010.6
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,RAVENSDALE HEALTH CARE LTD,15320995,33280.58
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,ROCHE HEALTHCARE LTD,15333485,14485.46
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,SOLUTIONS LTD,15333477,21494.06
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,SUNNINGDALE CARE LTD,15321011,16152.22
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,SUNNYSIDE NURSING HOME,15341084,31187.94
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Continuing Healthcare,VILLA CARE LTD,15327555,24572.82
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Fountain Diagnostic,FOUNTAIN DIAGNOSTIC,15360757,86500
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,ASHFIELD NURSING & RES HOME,15367436,6618.53
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,ATKINSON COURT PRIORY,15327566,10357.16
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,B&C HOLT LTD,15321002,18458.3
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,BONDCARE,15341086,7019.34
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,BUPA CARE HOMES,15320994,12833.83
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,BUPA CARE HOMES,15321017,26758.57
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,BUPA CARE HOMES,15333471,11048.84
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,BUPA CARE HOMES,15333494,28557.53
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,CARE CONCERN (YORKSHIRE) LTD,15320996,13553.73
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,DONISTHORPE HALL,15355478,39796.92
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,ELDERCARE (HALIFAX) LTD,15321009,8123.84
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,FOUR SEASONS HEALTHCARE,15367437,16207.92
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,GHYLL ROYD NURSING HOME LTD,15355534,11832.02
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,GROVE COURT NURSING HOME LTD,15341079,9723.28
Department of Health,LEEDS PCT,31/08/2012,Independent Sector,Funded Nursing Care,HC-ONE LTD,15333489,12969.42
