Body,Body Name,Transaction No.,Invoice Ref.,Vendor name,Expense Code,Expense Type,Date,Amount,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460015,144324,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,21-Oct-11,£2.82,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460013,144322,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,21-Oct-11,£10.34,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460007,144315,A&E FIRE EQUIPMENT LTD,C-C23140-1808,Public Convnces-RM-Routine works,21-Oct-11,£9.40,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460011,144320,A&E FIRE EQUIPMENT LTD,C-C23140-1808,Public Convnces-RM-Routine works,21-Oct-11,£2.82,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460012,144321,A&E FIRE EQUIPMENT LTD,C-C23140-1808,Public Convnces-RM-Routine works,21-Oct-11,£2.82,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460035,144322,A&E FIRE EQUIPMENT LTD,C-D13100-1808,Muni Off Blgs-RM-Routine works,21-Oct-11,£588.46,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460037,144663,A&E FIRE EQUIPMENT LTD,C-D13100-1808,Muni Off Blgs-RM-Routine works,21-Oct-11,£153.22,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460042,144850,A&E FIRE EQUIPMENT LTD,C-D13100-1808,Muni Off Blgs-RM-Routine works,21-Oct-11,£12.46,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460021,144354,A&E FIRE EQUIPMENT LTD,C-D13550-1115,Area Off -E.Hse-Fire prevention,21-Oct-11,£261.29,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460040,144763,A&E FIRE EQUIPMENT LTD,C-D14100-1808,Depot Building-RM-Routine works,21-Oct-11,£191.86,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460027,144472,A&E FIRE EQUIPMENT LTD,C-D30200-1124,Misc Props & Ld-Berkeley Mews  Repairs,21-Oct-11,£8.46,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460036,144625,A&E FIRE EQUIPMENT LTD,C-D33950-1808,Resource Centre-RM-Routine works,21-Oct-11,£96.56,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460025,144459,A&E FIRE EQUIPMENT LTD,C-E21100-1808,Car Prks-Off St-RM-Routine works,21-Oct-11,£81.78,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460032,144815,A&E FIRE EQUIPMENT LTD,C-E21100-1808,Car Prks-Off St-RM-Routine works,21-Oct-11,£197.56,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460026,144460,A&E FIRE EQUIPMENT LTD,C-E21100-1808,Car Prks-Off St-RM-Routine works,21-Oct-11,£47.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459486,143718,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£20.33,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459990,143933,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£319.57,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459989,143951,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£73.13,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459339,143758,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£60.16,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459338,143759,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£2.82,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459337,143760,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£15.04,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459336,143779,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£53.58,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459335,143780,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£15.04,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459334,143781,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£17.86,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459324,144436,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£16.92,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459323,144464,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£6.58,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459322,144463,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£6.58,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459321,144462,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£6.58,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459320,144461,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£6.58,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459319,144439,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£2.82,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459318,144392,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£74.94,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459317,144437,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£60.16,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459316,144440,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£15.04,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459344,143753,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£10.34,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459343,143752,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£40.42,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459342,143755,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£9.40,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459341,143756,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£1.88,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459340,143757,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£16.92,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459333,143782,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£23.50,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459332,143797,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£123.09,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459331,143784,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£31.96,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459330,143719,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£20.33,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459329,143783,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£65.42,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459328,143720,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£22.21,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459327,144465,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£7.52,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459326,144438,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£1.88,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459325,144332,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£24.98,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459487,143785,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£3.76,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459312,142792,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£51.36,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459488,143717,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£20.33,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459315,144353,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,21-Oct-11,£159.38,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459313,143939,A&E FIRE EQUIPMENT LTD,C-HC4870-C302,Fire Protection-Building Contractor,21-Oct-11,£145.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459314,143776,A&E FIRE EQUIPMENT LTD,C-HC4870-C302,Fire Protection-Building Contractor,21-Oct-11,£96.84,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460028,144494,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,21-Oct-11,£33.82,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460038,144679,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,21-Oct-11,£134.54,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460041,144828,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,21-Oct-11,£250.43,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460034,145033,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,21-Oct-11,£49.96,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460029,144495,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,21-Oct-11,£27.26,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460030,144496,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,21-Oct-11,£91.52,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460033,145032,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,21-Oct-11,£74.94,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460031,14497,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,21-Oct-11,£386.20,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460020,144351,A&E FIRE EQUIPMENT LTD,C-L21100-1808,Town Hall-RM-Routine works,21-Oct-11,£74.94,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460023,144435,A&E FIRE EQUIPMENT LTD,C-L21100-1808,Town Hall-RM-Routine works,21-Oct-11,£188.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460024,144441,A&E FIRE EQUIPMENT LTD,C-L21200-1808,Pump Room-RM-Routine works,21-Oct-11,£374.17,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460043,144900,A&E FIRE EQUIPMENT LTD,C-L41100-1808,AG & M-RM-Routine works,21-Oct-11,£92.60,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458672,T84506,ACCESS TO TIME LIMITED,C-D13100-1114,Muni Off Blgs-Security systems,07-Oct-11,"£3,347.96",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458933,REDACTED,ADRIAN B BLACKTON,C-HC4100-C801,Dis.Adapt.HRA-Grants,14-Oct-11,"£5,065.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460089,010701,AIREY CONSULTANCY SERVICES LTD,C-D12420-3608,Bens jnt train-Trainers Fees,28-Oct-11,£630.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458798,REDACTED,ALEX CLARKE RESIDENTIAL LETTINGS,C-H22400-3828,Homelessness-Prevention Fund,07-Oct-11,£600.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458655,51962,ALPHA COLOUR PRINTERS LTD,C-1T17F1-3528,BBC NOW-Programme costs,07-Oct-11,£171.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458656,51777,ALPHA COLOUR PRINTERS LTD,C-D11300-3401,Accountancy-Printing - general,07-Oct-11,£120.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458789,52076,ALPHA COLOUR PRINTERS LTD,C-D12440-3401,Coun Tax overhe-Printing - general,07-Oct-11,£320.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459022,52070,ALPHA COLOUR PRINTERS LTD,C-D13100-3401,Muni Off Blgs-Printing - general,14-Oct-11,£57.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459154,52062,ALPHA COLOUR PRINTERS LTD,C-D21100-3403,Dem Process-Printing-Committee Papers,14-Oct-11,£182.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459148,52061,ALPHA COLOUR PRINTERS LTD,C-D21190-3403,O&S Committees-Printing-Committee Papers,14-Oct-11,£285.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459146,52064,ALPHA COLOUR PRINTERS LTD,C-D21190-3412,O&S Committees-Printing - Cabinet Papers,14-Oct-11,£102.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459008,52078,ALPHA COLOUR PRINTERS LTD,C-E71150-3401,Public Protn Div-Printing - general,14-Oct-11,£345.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459002,52066,ALPHA COLOUR PRINTERS LTD,C-H22600-3410,Community Servs-Stationery & office supp,14-Oct-11,£68.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460295,S2156,ALPHA COLOUR PRINTERS LTD,C-D11300-3401,Accountancy-Printing - general,28-Oct-11,£191.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460185,52154,ALPHA COLOUR PRINTERS LTD,C-D12430-3401,Housing & CT Be-Printing - general,28-Oct-11,£607.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460452,50515,ALPHA COLOUR PRINTERS LTD,C-E36200-3401,On-St Car Prkng-Printing - general,28-Oct-11,£125.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459985,0751,ANDERSON CIVIL ENGINEERING UK LIMITED,C-E22100-1129,Chel River&W/C-CBC Riparian Ownership,21-Oct-11,"£5,103.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459986,0752,ANDERSON CIVIL ENGINEERING UK LIMITED,C-E22100-1129,Chel River&W/C-CBC Riparian Ownership,21-Oct-11,"£3,397.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459986,0752,ANDERSON CIVIL ENGINEERING UK LIMITED,C-N11250-9227,Excluded,21-Oct-11,-£80.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459985,0751,ANDERSON CIVIL ENGINEERING UK LIMITED,C-N11250-9227,Excluded,21-Oct-11,-£140.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460443,2500000129140,AON LIMITED,C-L41100-1901,AG & M-Insurance-fire,28-Oct-11,£350.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460444,2500000129120,AON LIMITED,C-L41100-3501,AG & M-Hire of outside services,28-Oct-11,£159.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458938,REDACTED,AON UK,C-P12270-9101,Tenants Ins-Payments,21-Oct-11,"£6,725.58",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459843,25552,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,21-Oct-11,£646.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459845,25550,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,21-Oct-11,£50.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459848,25551,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,21-Oct-11,£100.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459852,25553,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,21-Oct-11,£175.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460436,13297,ART WORKS DESIGN CONSULTANTS (CHELT) LTD,C-1T31J1-3510,New Years Eve-Promotion & Marketing,28-Oct-11,£300.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460437,13298,ART WORKS DESIGN CONSULTANTS (CHELT) LTD,C-1T70L0-3406,Folk Festival-Printing-Promotion/Mkting,28-Oct-11,£400.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458565,10652,ARTFUL LIMITED,C-B51120-3920,Develt Con-Advertising,07-Oct-11,"£2,192.32",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458748,1016951655,ARVAL UK LIMITED,C-N42250-3112,DSO Stores - Stock purchases,07-Oct-11,£35.17,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458747,1016951654,ARVAL UK LIMITED,C-N42250-3112,DSO Stores - Stock purchases,07-Oct-11,£907.54,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458885,1017094506,ARVAL UK LIMITED,C-N42250-3112,DSO Stores - Stock purchases,21-Oct-11,£7.18,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458886,1017094505,ARVAL UK LIMITED,C-N42250-3112,DSO Stores - Stock purchases,21-Oct-11,"£1,028.64",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458887,1017094507,ARVAL UK LIMITED,C-N42250-3112,DSO Stores - Stock purchases,21-Oct-11,£40.94,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458739,14289,ASKAS,C-N42250-3112,DSO Stores - Stock purchases,07-Oct-11,£653.57,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459955,REDACTED,AUTOMATED DOOR SYSTEMS,C-HC4100-C801,Dis.Adapt.HRA-Grants,21-Oct-11,"£2,078.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460107,SIN002926,AVALON PROMOTIONS LIMITED,C-1T24G1-3568,Joe Wilkinson-Artist Fees,26-Oct-11,£650.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458826,342097,AVM INTERNATIONAL,C-H22400-3501,Homelessness-Hire of outside services,07-Oct-11,£117.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458829,342507,AVM INTERNATIONAL,C-H22400-3501,Homelessness-Hire of outside services,07-Oct-11,£78.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458830,342234,AVM INTERNATIONAL,C-H22400-3501,Homelessness-Hire of outside services,07-Oct-11,£39.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458827,342415,AVM INTERNATIONAL,C-H22400-3501,Homelessness-Hire of outside services,07-Oct-11,£117.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458828,342436,AVM INTERNATIONAL,C-H22400-3501,Homelessness-Hire of outside services,07-Oct-11,£156.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459945,CBC/0001,AVONLINE,C-H46550-1104,TV Aerials-Council House repairs,21-Oct-11,£674.67,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459946,CBC/0006,AVONLINE,C-H46550-1104,TV Aerials-Council House repairs,21-Oct-11,£433.80,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458566,20526,BAM AGENCY LIMITED,C-L41100-3155,AG & M-Life Long Learning,07-Oct-11,£550.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458919,2011/004,BATH ROAD TRADERS ASSOCIATION,C-C23140-3501,Public Convnces-Hire of outside services,14-Oct-11,£572.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459125,90767947,BBC,C-1T17F1-3568,BBC NOW-Artist Fees,14-Oct-11,"£7,968.21",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458991,78359,BERMAN GUEDES STRETTON,C-LC4006-C713,AG&M Dev Scheme-Other Professional Fees,14-Oct-11,"£4,533.37",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460077,1579,BETTERSOUND SYSTEMS,C-D13100-1805,Muni Off Blgs-RM-Int. fixtures/fittings,28-Oct-11,£95.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460077,1579,BETTERSOUND SYSTEMS,C-D13100-3101,Muni Off Blgs-Equipment purchases,28-Oct-11,£510.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459613,SETTLEMENT,BOLDEAN PRODUCTIONS,C-1T23F1-3568,Johnny Cash-Artist Fees,21-Oct-11,"£2,552.46",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,459613,SETTLEMENT,BOLDEAN PRODUCTIONS,C-N13125-9205,ASH Ledger-Town Hall Invoices Paid,21-Oct-11,-£753.60,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458984,47SI 627008,BRENNTAG UK,C-L11500-1714,Rec Facilities-Chemicals,14-Oct-11,£732.90,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,458984,47SI 627008,BRENNTAG UK,C-L11500-1714,Rec Facilities-Chemicals,14-Oct-11,£35.40,,
