Body,Body Name,Transaction No.,Invoice Ref.,Vendor Name,Expense Code,Expense Type,Date,Amount,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469529,147726,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,31-Mar-12, £6.58,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469528,147725,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,31-Mar-12, £10.34,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469522,147714,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,31-Mar-12, £2.82,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469521,147713,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,31-Mar-12, £64.77,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469518,147697,A&E FIRE EQUIPMENT LTD,C-C22140-1808,Nursery-RM-Routine works,31-Mar-12, £179.62,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469527,147723,A&E FIRE EQUIPMENT LTD,C-C23140-1808,Public Convnces-RM-Routine works,31-Mar-12, £2.82,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469526,147721,A&E FIRE EQUIPMENT LTD,C-C23140-1808,Public Convnces-RM-Routine works,31-Mar-12, £2.82,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469510,148197,A&E FIRE EQUIPMENT LTD,C-D13100-1808,Muni Off Blgs-RM-Routine works,31-Mar-12, £85.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469512,148317,A&E FIRE EQUIPMENT LTD,C-D13100-1808,Muni Off Blgs-RM-Routine works,31-Mar-12," £2,036.97",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469506,148023,A&E FIRE EQUIPMENT LTD,C-D13550-1115,Area Off -E.Hse-Fire prevention,31-Mar-12, £287.28,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469519,147702,A&E FIRE EQUIPMENT LTD,C-D14100-1808,Depot Building-RM-Routine works,31-Mar-12, £342.25,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469534,147772,A&E FIRE EQUIPMENT LTD,C-D30200-1124,Misc Props & Ld-Berkeley Mews  Repairs,31-Mar-12, £8.46,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469517,147677,A&E FIRE EQUIPMENT LTD,C-D33950-1808,Resource Centre-RM-Routine works,31-Mar-12, £108.90,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469535,147778,A&E FIRE EQUIPMENT LTD,C-E21100-1808,Car Prks-Off St-RM-Routine works,31-Mar-12, £45.12,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469536,147779,A&E FIRE EQUIPMENT LTD,C-E21100-1808,Car Prks-Off St-RM-Routine works,31-Mar-12, £163.78,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469504,148012,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,31-Mar-12, £96.83,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469537,148011,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,31-Mar-12, £27.26,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469511,148246,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,31-Mar-12, £49.96,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469505,148013,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,31-Mar-12, £497.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469507,148103,A&E FIRE EQUIPMENT LTD,C-L21100-1808,Town Hall-RM-Routine works,31-Mar-12, £697.85,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469509,148154,A&E FIRE EQUIPMENT LTD,C-L21200-1808,Pump Room-RM-Routine works,31-Mar-12, £206.22,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469508,148153,A&E FIRE EQUIPMENT LTD,C-L41100-1808,AG & M-RM-Routine works,31-Mar-12, £95.79,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468663,124869,ABBEY SURFACING,C-H4214G-1104,Gen Wks 2214-Council House repairs,17-Mar-12, £648.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468626,2010097 ACTIVIST,ACTIVIST GROUP,C-IT0058-3501,Org & Dev Work-Hire of outside services,17-Mar-12," £7,677.18",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468417,2012032,ADLIB INFORMATION SYSTEMS LIMITED,C-L41100-3537,AG & M-Collections documentation,17-Mar-12," £2,018.04",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468022,REDACTED,ADRIAN B BLACKTON,C-HC7440-C801,DFG.96.Act-Grants,03-Mar-12," £5,493.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468822,REDACTED,ADRIAN B BLACKTON,C-HC4100-C801,Dis.Adapt.HRA-Grants,17-Mar-12," £5,901.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469359,RW120311A,ALAN BEARMAN MUSIC,C-1T11M1-3568,Roddy Woomble-Artist Fees,24-Mar-12," £1,250.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469359,RW120311A,ALAN BEARMAN MUSIC,C-N13125-9205,ASH Ledger-Town Hall Invoices Paid,24-Mar-12,-£96.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469136,IN3113,ALLMEDIACOMMS,C-NBS000-BI70,B/S-GRF Payments in Advance,24-Mar-12," £3,650.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468740,1018012495,ALLSTAR BUSINESS SOLUTIONS LTD,C-N42250-3112,DSO Stores - Stock purchases,17-Mar-12, £853.96,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468741,1018012496,ALLSTAR BUSINESS SOLUTIONS LTD,C-N42250-3112,DSO Stores - Stock purchases,17-Mar-12, £74.57,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469777,37298577,ALLSTAR BUSINESS SOLUTIONS LTD,C-N42250-3112,DSO Stores - Stock purchases,31-Mar-12, £32.71,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469778,37298577,ALLSTAR BUSINESS SOLUTIONS LTD,C-N42250-3112,DSO Stores - Stock purchases,31-Mar-12," £1,122.51",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468050,53359,ALPHA COLOUR PRINTERS LTD,C-D12430-3401,Housing & CT Be-Printing - general,03-Mar-12," £1,082.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,467824,53320,ALPHA COLOUR PRINTERS LTD,C-D12430-3401,Housing & CT Be-Printing - general,03-Mar-12," £1,035.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468318,53347./53514,ALPHA COLOUR PRINTERS LTD,C-D12440-3401,Coun Tax overhe-Printing - general,10-Mar-12, £372.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468319,53374,ALPHA COLOUR PRINTERS LTD,C-D12440-3401,Coun Tax overhe-Printing - general,10-Mar-12, £323.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468318,53347./53514,ALPHA COLOUR PRINTERS LTD,C-D12440-3401,Coun Tax overhe-Printing - general,10-Mar-12, £52.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468320,53318,ALPHA COLOUR PRINTERS LTD,C-D12480-3401,Business Revenu-Printing - general,10-Mar-12, £385.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468721,53442,ALPHA COLOUR PRINTERS LTD,C-1T24L1-3528,Orch of the Swn-Programme costs,17-Mar-12, £138.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468667,53488,ALPHA COLOUR PRINTERS LTD,C-D21100-3403,Dem Process-Printing-Committee Papers,17-Mar-12, £135.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468669,53501,ALPHA COLOUR PRINTERS LTD,C-D21100-3403,Dem Process-Printing-Committee Papers,17-Mar-12, £57.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468668,53470,ALPHA COLOUR PRINTERS LTD,C-D21100-3403,Dem Process-Printing-Committee Papers,17-Mar-12, £565.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468465,53368,ALPHA COLOUR PRINTERS LTD,C-E21400-3920,Shopmobility-Advertising,17-Mar-12, £130.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468467,53336,ALPHA COLOUR PRINTERS LTD,C-E36200-3401,On-St Car Prkng-Printing - general,17-Mar-12, £76.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468469,53309,ALPHA COLOUR PRINTERS LTD,C-L21100-3920,Town Hall-Advertising,17-Mar-12, £124.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468469,53309,ALPHA COLOUR PRINTERS LTD,C-L21100-3920,Town Hall-Advertising,17-Mar-12, £450.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468418,52068,ALPHA COLOUR PRINTERS LTD,C-L41100-3155,AG & M-Life Long Learning,17-Mar-12, £129.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468806,53436,ALPHA COLOUR PRINTERS LTD,C-L41100-3401,AG & M-Printing - general,17-Mar-12, £898.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468809,53537,ALPHA COLOUR PRINTERS LTD,C-L41100-3599,AG & M-Special Project,17-Mar-12, £90.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468810,53544,ALPHA COLOUR PRINTERS LTD,C-L41100-3599,AG & M-Special Project,17-Mar-12, £95.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468811,53543,ALPHA COLOUR PRINTERS LTD,C-L41100-3599,AG & M-Special Project,17-Mar-12, £72.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469198,53530,ALPHA COLOUR PRINTERS LTD,C-C23180-3920,Rcycl Cltn Schm-Advertising,24-Mar-12, £960.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469198,53530,ALPHA COLOUR PRINTERS LTD,C-C23180-3920,Rcycl Cltn Schm-Advertising,24-Mar-12, £428.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469198,53530,ALPHA COLOUR PRINTERS LTD,C-C23180-3920,Rcycl Cltn Schm-Advertising,24-Mar-12, £51.17,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469198,53530,ALPHA COLOUR PRINTERS LTD,C-C23180-3920,Rcycl Cltn Schm-Advertising,24-Mar-12," £1,705.77",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469203,53110,ALPHA COLOUR PRINTERS LTD,C-D12440-3401,Coun Tax overhe-Printing - general,24-Mar-12, £317.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469090,53510,ALPHA COLOUR PRINTERS LTD,C-E72500-3401,Built Env Div-Printing - general,24-Mar-12, £53.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468457,0769,ANDERSON CIVIL ENGINEERING UK LIMITED,C-D21250-3972,Civil Emergency-EU Restoration Fund,17-Mar-12," £3,458.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468457,0769,ANDERSON CIVIL ENGINEERING UK LIMITED,C-N11250-9227,Excluded,17-Mar-12,-£245.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468142,REDACTED,ANDREWS LETTING AND MANAGEMENT,C-H22400-3828,Homelessness-Prevention Fund,03-Mar-12, £550.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469623,385133,ANDYLOOS LIMITED,C-C23110-3501,Street Cleaning-Hire of outside services,31-Mar-12," £1,805.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469624,385134,ANDYLOOS LIMITED,C-C23110-3501,Street Cleaning-Hire of outside services,31-Mar-12," £1,300.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,467866,3540,ANTIQUE BRONZE LIMITED,C-PM0099-R122,Statues & Memor-Other Cleaning & Repairs,03-Mar-12," £9,552.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469685,2175,AQUA SCIENCE,C-C22110-1301,Parks & Gardens-Routine grounds maint,31-Mar-12, £540.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469235,25966,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,24-Mar-12, £75.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469234,25967,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,24-Mar-12, £532.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469245,25968,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,24-Mar-12, £125.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468041,INV-1214,ARKENFORD MARKET MODELLING & RESEARCH,C-L41100-3132,AG & M-Interior displays,03-Mar-12," £2,500.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469133,12101,AROBAZE,C-D21800-3597,Chelt.Strat P/S-Vision 21 Support,24-Mar-12," £2,170.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469406,12113,AROBAZE,C-D21800-3597,Chelt.Strat P/S-Vision 21 Support,31-Mar-12, £600.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468709,13424,ART WORKS DESIGN CONSULTANTS (CHELT) LTD,C-1T70L0-3408,Folk Festival-Artwork,17-Mar-12, £250.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468710,13425,ART WORKS DESIGN CONSULTANTS (CHELT) LTD,C-1T70L0-3559,Folk Festival-Recoverable Event Exp,17-Mar-12, £145.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468711,13426,ART WORKS DESIGN CONSULTANTS (CHELT) LTD,C-1T70L0-3559,Folk Festival-Recoverable Event Exp,17-Mar-12, £385.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468613,13445,ART WORKS DESIGN CONSULTANTS (CHELT) LTD,C-N42100-3610,TIC Stock-Mobile phones/pagers,17-Mar-12, £132.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469211,10809,ARTFUL LIMITED,C-B51120-3920,Develt Con-Advertising,24-Mar-12," £2,546.96",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468393,REDACTED,ASCENDEN,C-H22400-3245,Homelessness-Mortgage Rescue Scheme,10-Mar-12, £900.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469339,HIRE PA EQUIP,ASTRALSOUND,C-L17300-3501,Sport Dev-Hire of outside services,24-Mar-12, £610.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468587,0080469,ATS EUROMASTER LTD,C-C24100-3501,Fleet Maint-Hire of outside services,17-Mar-12," £5,725.37",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468722,CBC01-250212.11,AURAM AUDIO,C-1T25L1-3151,Stewart Lee-Specialist Equipment      ,17-Mar-12, £130.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468720,CBC01-260212.11,AURAM AUDIO,C-1T26L1-3151,Stewart Lee-Specialist Equipment      ,17-Mar-12, £130.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468723,CBC01-270112.10,AURAM AUDIO,C-1T27K1-3151,Omid Djalili-Specialist Equipment,17-Mar-12, £130.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468724,CBC01-290212.11,AURAM AUDIO,C-1T29L1-3151,Russell Kane-Specialist Equipment,17-Mar-12, £130.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,467863,SIN003458,AVALON PROMOTIONS LIMITED,C-1T29L1-3568,Russell Kane-Artist Fees,03-Mar-12," £1,000.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469403,SIN003794,AVALON PROMOTIONS LIMITED,C-1T29L1-3568,Russell Kane-Artist Fees,31-Mar-12," £9,310.42",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469403,SIN003794,AVALON PROMOTIONS LIMITED,C-Z12210-9271,Box Off A/C-CBC Invoices Paid,31-Mar-12,"-£3,342.50",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469729,0000081961,B SMITH PACKAGING,C-C22105-3122,Hsg Forecourts-Materials-Extra Works,31-Mar-12, £880.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468334,2377727,BAKER ROSS LTD,C-L16100-3104,Holiday Rec-Sports & play equipment,10-Mar-12, £582.52,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468444,94566367,BALL COLEGRAVE SEEDS LTD,C-C22140-3127,Nursery-Materials-Bedding,17-Mar-12, £309.84,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468443,94566366,BALL COLEGRAVE SEEDS LTD,C-C22140-3127,Nursery-Materials-Bedding,17-Mar-12, £383.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469632,94604786,BALL COLEGRAVE SEEDS LTD,C-C22140-3127,Nursery-Materials-Bedding,31-Mar-12, £449.60,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469683,94586359,BALL COLEGRAVE SEEDS LTD,C-C22140-3127,Nursery-Materials-Bedding,31-Mar-12, £571.25,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468477,2012/023,BATH ROAD TRADERS ASSOCIATION,C-C23140-3501,Public Convnces-Hire of outside services,17-Mar-12, £550.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468582,48031984,BAYLIS CHELTENHAM,C-C24100-3582,Fleet Maint-DSO Invoices,17-Mar-12, £706.38,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468798,78507,BERMAN GUEDES STRETTON,C-L41100-3816,AG & M-RIBA - Competition,17-Mar-12," £4,533.37",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469629,01356451,BEVAN BRITTAN,C-DC1066-C849,Lnd&Prop presal-Miscellaneous other,31-Mar-12," £3,400.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468266,232887,BHGS LTD,C-C22120-3121,Spts/Open Space-Materials-Contract,10-Mar-12, £187.50,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468266,232887,BHGS LTD,C-C22120-3121,Spts/Open Space-Materials-Contract,10-Mar-12, £92.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468257,232884,BHGS LTD,C-C22140-3127,Nursery-Materials-Bedding,10-Mar-12, £160.13,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468257,232884,BHGS LTD,C-C22140-3127,Nursery-Materials-Bedding,10-Mar-12, £44.50,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468257,232884,BHGS LTD,C-C22140-3127,Nursery-Materials-Bedding,10-Mar-12, £90.78,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468258,232885,BHGS LTD,C-C22140-3127,Nursery-Materials-Bedding,10-Mar-12, £162.36,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468258,232885,BHGS LTD,C-C22140-3127,Nursery-Materials-Bedding,10-Mar-12, £320.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468265,232886,BHGS LTD,C-C22140-3127,Nursery-Materials-Bedding,10-Mar-12, £108.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468258,232885,BHGS LTD,C-C22140-3127,Nursery-Materials-Bedding,10-Mar-12, £31.50,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468258,232885,BHGS LTD,C-C22140-3127,Nursery-Materials-Bedding,10-Mar-12, £175.62,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468258,232885,BHGS LTD,C-C22140-3127,Nursery-Materials-Bedding,10-Mar-12, £515.97,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468257,232884,BHGS LTD,C-C22140-3127,Nursery-Materials-Bedding,10-Mar-12, £58.22,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468257,232884,BHGS LTD,C-C22140-3127,Nursery-Materials-Bedding,10-Mar-12," £1,040.83",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468257,232884,BHGS LTD,C-C22140-3127,Nursery-Materials-Bedding,10-Mar-12, £262.58,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468257,232884,BHGS LTD,C-C22140-3127,Nursery-Materials-Bedding,10-Mar-12, £262.58,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,468257,232884,BHGS LTD,C-C22140-3127,Nursery-Materials-Bedding,10-Mar-12, £717.31,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469746,237602,BHGS LTD,C-C22105-3121,Hsg Forecourts-Materials-Contract,31-Mar-12, £362.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469747,237602A,BHGS LTD,C-C22110-3105,Parks & Gardens-Plant/tools(& Hire),31-Mar-12, £195.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,469746,237602,BHGS LTD,C-C22110-3121,Parks & Gardens-Materials-Contract,31-Mar-12, £80.00,,
