Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",17/08/2017,Stationery,"Skills, Deregulation and Local Growth - Business Growth",BANNER BUSINESS SERVICES LTD,201733,1.64,MF Devolved Admin-Stationery,S9 1XU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",17/08/2017,Stationery,"Skills, Deregulation and Local Growth - Business Growth",BANNER BUSINESS SERVICES LTD,201733,14.26,MF Devolved Admin-Stationery,S9 1XU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",08/08/2017,R & D Catering and Hospitality Expenditure,Business and Science - Government Office for Science,CLIO ENTERPRISES LTD,203496,193.75,Foresight: Data Analytics-R & D Catering and Hospitality Expenditure,SW1Y 5AH,VENDOR,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",08/08/2017,R & D Catering Supplies and Services,Business and Science - Government Office for Science,CLIO ENTERPRISES LTD,203496,585.00,Foresight: Horizon Scanning-R & D Catering Supplies and Services,SW1Y 5AH,VENDOR,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",10/08/2017,Other IT Consultancy,"FCS - Finance & Corporate Services - Digital, Data & Technology",QUESTMARK LTD,204142,472.85,MF Devolved Admin-Other IT Consultancy,NG10 4LS,VENDOR,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",10/08/2017,Application Support Service,"FCS - Finance & Corporate Services - Digital, Data & Technology",QUESTMARK LTD,204142,5134.27,MF Devolved Admin-Application Support Service,NG10 4LS,VENDOR,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",10/08/2017,Central Telecommunications Services,"FCS - Finance & Corporate Services - Digital, Data & Technology",QUESTMARK LTD,204142,17396.03,FCS Devolved Admin-Central Telecommunications Services,NG10 4LS,VENDOR,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204224,4.28,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204225,4.45,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204226,6.62,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204227,1.95,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204228,100.98,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204229,1.95,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204230,4.92,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204231,51.68,NEWTON FUND - Turkey-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204232,26.99,NEWTON FUND - Turkey-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204233,9.50,NEWTON FUND - Turkey-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204234,26.88,NEWTON FUND - Turkey-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204235,220.18,NEWTON FUND - Turkey-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204236,3.75,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204237,2.60,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204238,7.69,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204239,4.50,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204240,2.47,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204241,3.31,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204242,2.97,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204243,4.45,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204244,97.84,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204245,3.28,NEWTON FUND - Turkey-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204246,3.28,NEWTON FUND - Turkey-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204247,5.47,NEWTON FUND - Turkey-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204248,2599.73,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204249,11.44,NEWTON FUND - China-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204250,8.98,NEWTON FUND - Turkey-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204251,1.97,NEWTON FUND - Turkey-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204252,12.07,NEWTON FUND - Turkey-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204253,9.85,NEWTON FUND - Turkey-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204254,3.28,NEWTON FUND - Turkey-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204255,3.28,NEWTON FUND - Turkey-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204256,3.28,NEWTON FUND - Turkey-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204257,6.57,NEWTON FUND - Turkey-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204258,2.19,NEWTON FUND - Turkey-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204260,57.54,NEWTON FUND - Mexico-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204261,113.31,Newton Fund - Peru-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204262,256.19,Newton Fund - Peru-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204263,23.26,Newton Fund - Peru-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204264,354.57,NEWTON FUND - Mexico-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204265,125.96,Newton Fund - Peru-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204266,20.10,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204267,10.36,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204268,74.27,Newton Fund - Peru-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204269,284.74,Newton Fund - Peru-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,Current Grants To Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204270,408.11,Newton Fund - Singapore-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,Current Grants To Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204271,2398.68,Newton Fund - Singapore-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,Current Grants To Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204272,2388.68,NEWTON FUND - South Africa and wider Africa-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204273,6.90,NEWTON FUND - Brazil-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204275,30.45,NEWTON FUND - South Africa and wider Africa-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204276,6.90,NEWTON FUND - Brazil-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204278,2711.82,Newton Fund - Peru-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy","Department for Business, Innovation and Skills",09/08/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - International Science and Innovation,FOREIGN AND COMMONWEALTH OFFICE (FCO),204279,1111.79,Newton Fund - Peru-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
