Body,Body Name,Transaction No.,Invoice Ref.,Vendor Name,Expense Code,Expense Type,Date,Amount,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464282,146513,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,14 January 2012,£16.92,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464281,146623,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,14 January 2012,£15.04,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464280,146512,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,14 January 2012,£23.50,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464279,146622,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,14 January 2012,£17.86,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464278,146532,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,14 January 2012,£51.64,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464276,146535,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,14 January 2012,£6.58,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464275,146536,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,14 January 2012,£6.58,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464274,146537,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,14 January 2012,£6.58,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464273,146538,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,14 January 2012,£6.58,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464272,146647,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,14 January 2012,£9.40,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464271,146625,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,14 January 2012,£40.42,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464269,146511,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,14 January 2012,£60.16,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464267,146462,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,14 January 2012,£24.74,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464681,145888,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,14 January 2012,£27.26,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464682,145887,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,14 January 2012,£174.43,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464683,145886,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,14 January 2012,£340.28,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464684,145885,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,14 January 2012,£27.26,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464686,145842,A&E FIRE EQUIPMENT LTD,C-L21100-1808,Town Hall-RM-Routine works,14 January 2012,£211.50,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464706,146610,A&E FIRE EQUIPMENT LTD,C-L21100-1808,Town Hall-RM-Routine works,14 January 2012,£188.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464712,145974,A&E FIRE EQUIPMENT LTD,C-L21100-1808,Town Hall-RM-Routine works,14 January 2012,£131.46,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464707,146609,A&E FIRE EQUIPMENT LTD,C-L21200-1808,Pump Room-RM-Routine works,14 January 2012,£273.19,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464713,145928,A&E FIRE EQUIPMENT LTD,C-L21200-1808,Pump Room-RM-Routine works,14 January 2012,£42.30,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464704,145689,A&E FIRE EQUIPMENT LTD,C-L41100-1808,AG & M-RM-Routine works,14 January 2012,£37.60,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464708,146233,A&E FIRE EQUIPMENT LTD,C-L41100-1808,AG & M-RM-Routine works,14 January 2012,£37.60,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465566,146447,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,28 January 2012,£9.40,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465567,146448,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,28 January 2012,£9.40,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465569,146450,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,28 January 2012,£1.88,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465573,146454,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,28 January 2012,£10.34,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465575,146456,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,28 January 2012,£6.58,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465577,146458,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,28 January 2012,£2.82,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465579,146460,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,28 January 2012,£2.82,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465578,146459,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,28 January 2012,£3.76,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465576,146457,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,28 January 2012,£5.82,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465574,146455,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,28 January 2012,£10.34,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465570,146451,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,28 January 2012,£6.58,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465568,146449,A&E FIRE EQUIPMENT LTD,C-C23140-1808,Public Convnces-RM-Routine works,28 January 2012,£9.40,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465572,146453,A&E FIRE EQUIPMENT LTD,C-C23140-1808,Public Convnces-RM-Routine works,28 January 2012,£2.82,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465571,146452,A&E FIRE EQUIPMENT LTD,C-C23140-1808,Public Convnces-RM-Routine works,28 January 2012,£2.82,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465584,146578,A&E FIRE EQUIPMENT LTD,C-D13100-1808,Muni Off Blgs-RM-Routine works,28 January 2012,£186.47,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465585,146579,A&E FIRE EQUIPMENT LTD,C-D13550-1808,Area Off -E.Hse-RM-Routine works,28 January 2012,£88.80,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465580,146502,A&E FIRE EQUIPMENT LTD,C-D14100-1808,Depot Building-RM-Routine works,28 January 2012,£206.60,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465586,146743,A&E FIRE EQUIPMENT LTD,C-E21100-1808,Car Prks-Off St-RM-Routine works,28 January 2012,£81.78,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465587,146744,A&E FIRE EQUIPMENT LTD,C-E21100-1808,Car Prks-Off St-RM-Routine works,28 January 2012,£132.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465716,144698,A&E FIRE EQUIPMENT LTD,C-HC4869-C302,Sheltered Hsg-Building Contractor,28 January 2012,£100.12,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465581,146539,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,28 January 2012,£27.26,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465582,146540,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,28 January 2012,£27.26,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465583,146541,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,28 January 2012,£461.60,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465588,146796,A&E FIRE EQUIPMENT LTD,C-L21200-1808,Pump Room-RM-Routine works,28 January 2012,£153.67,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465589,146913,A&E FIRE EQUIPMENT LTD,C-L41100-1808,AG & M-RM-Routine works,28 January 2012,£142.60,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465430,146910,A&E FIRE EQUIPMENT LTD,C-PM0020-R165,Town Hall-Health & Safety,28 January 2012,£323.92,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465692,VE12/001,ACCESS ALL AREAS,C-1T70L0-3568,Folk Festival-Artist Fees,28 January 2012,£700.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,463993,20302296-15,ADT FIRE & SECURITY PLC,C-L11500-3167,Rec Facilities-Maintenance Agreements,07 January 2012,£189.96,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,463993,20302296-15,ADT FIRE & SECURITY PLC,C-L11500-3167,Rec Facilities-Maintenance Agreements,07 January 2012,£408.90,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464493,60168740,AEBI SCHMIDT UK LIMITED,C-C24150-3101,Fleet Management-Equipment purchases,14 January 2012,£596.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464493,60168740,AEBI SCHMIDT UK LIMITED,C-C24150-3101,Fleet Management-Equipment purchases,14 January 2012,£10.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464930,1017643768,ALLSTAR BUSINESS SOLUTIONS LTD,C-N42250-3112,DSO Stores - Stock purchases,20 January 2012,£5.58,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464931,1017643767,ALLSTAR BUSINESS SOLUTIONS LTD,C-N42250-3112,DSO Stores - Stock purchases,20 January 2012,£624.25,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465381,1017556170,ALLSTAR BUSINESS SOLUTIONS LTD,C-N42250-3110,Stores stock-Materials,28 January 2012,£34.49,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465382,1017556171,ALLSTAR BUSINESS SOLUTIONS LTD,C-N42250-3112,DSO Stores - Stock purchases,28 January 2012,£676.40,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464078,52812,ALPHA COLOUR PRINTERS LTD,C-D12430-3410,Housing & CT Be-Stationery & office supp,07 January 2012,£682.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464651,52690,ALPHA COLOUR PRINTERS LTD,C-D12440-3401,Coun Tax overhe-Printing - general,14 January 2012,"£2,366.35",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464651,52690,ALPHA COLOUR PRINTERS LTD,C-D12480-3401,Business Revenu-Printing - general,14 January 2012,£223.65,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464361,52955,ALPHA COLOUR PRINTERS LTD,C-D21100-3403,Dem Process-Printing-Committee Papers,14 January 2012,£62.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464363,52952,ALPHA COLOUR PRINTERS LTD,C-D21190-3403,O&S Committees-Printing-Committee Papers,14 January 2012,£319.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464362,52953,ALPHA COLOUR PRINTERS LTD,C-D21190-3412,O&S Committees-Printing - Cabinet Papers,14 January 2012,£219.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464845,52895,ALPHA COLOUR PRINTERS LTD,C-L41100-3401,AG & M-Printing - general,14 January 2012,£135.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465265,3545,ALPHA GRAPHICS,C-Z13300-3501,LAA - BSC Rev-Hire of outside services,20 January 2012,£516.25,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465409,0763,ANDERSON CIVIL ENGINEERING UK LIMITED,C-D21250-3972,Civil Emergency-EU Restoration Fund,28 January 2012,"£1,388.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465409,0763,ANDERSON CIVIL ENGINEERING UK LIMITED,C-N11250-9227,Excluded,28 January 2012,-£40.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465699,PERFORMANCE,ANDREW WATTS,C-1T70L0-3568,Folk Festival-Artist Fees,28 January 2012,"£1,200.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464470,INV006486,ANDY POWELL COMMERCIALS LTD,C-C24100-3582,Fleet Maint-DSO Invoices,14 January 2012,£860.34,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464471,INV006481,ANDY POWELL COMMERCIALS LTD,C-C24100-3582,Fleet Maint-DSO Invoices,14 January 2012,£125.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464263,011011-311211,AON UK,C-P12270-9101,Tenants Ins-Payments,07 January 2012,"£6,338.77",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465474,B6031,AP & PC CARPENTER,C-C22110-1301,Parks & Gardens-Routine grounds maint,28 January 2012,"£1,586.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465474,B6031,AP & PC CARPENTER,C-N11250-9227,Excluded,28 January 2012,-£317.20,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,463986,25786,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,07 January 2012,£266.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,463987,25788,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,07 January 2012,£456.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,463988,25787,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,07 January 2012,£125.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,463987,25788,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,07 January 2012,£38.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,463986,25786,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,07 January 2012,£37.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464093,10733,ARTFUL LIMITED,C-B51145-3501,Joint Core Stra-Hire of outside services,07 January 2012,"£1,805.44",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464655,10751,ARTFUL LIMITED,C-B51120-3920,Develt Con-Advertising,14 January 2012,"£2,127.84",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,463906,H1527,ASRS YEOVIL LIMITED,C-HC4173-C302,Structural Work-Building Contractor,07 January 2012,"£1,251.70",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464251,08273,ASSOCIATION OF ELECTORAL ADMINISTRATORS,C-D21500-0204,Elec.Reg.Overhe-Training fees/exp (Prof),07 January 2012,£550.00,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464251,08273,ASSOCIATION OF ELECTORAL ADMINISTRATORS,C-D21500-0204,Elec.Reg.Overhe-Training fees/exp (Prof),07 January 2012,£781.10,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,464487,ASTON PROJECT,ASTON PROJECT,C-Z13300-3501,LAA - BSC Rev-Hire of outside services,14 January 2012,"£1,450.00",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465643,0078622,ATS EUROMASTER LTD,C-C24100-3101,Fleet Maint-Equipment purchases  ,28 January 2012,"£4,546.20",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465644,0079248,ATS EUROMASTER LTD,C-C24100-3501,Fleet Maint-Hire of outside services,28 January 2012,"£3,631.20",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,465437,SIN003397,AVALON PROMOTIONS LIMITED,C-1T20K1-3568,Richard Herring-Artist Fees,25 January 2012,"£1,000.00",,
