Department Of Health,Entity,Date of Payment,Expense Type,Expense Area,Supplier ,Amount,Month
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/04/2013,RENTS,DIRECTOR OF FACILITIES MANAGEMENT,LINCOLNSHIRE TEACHING PCT,"510,926.71",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,05/04/2013,AGENCY STAFF CONSULTANTS,DIRECTOR OF FINANCE PROCUREMENT AND INFORMATICS,NHS PROFESSIONALS,"175,939.48",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,HAEMOPHILLIA BLOOD PRODUCTS,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,HEALTHCARE AT HOME,"30,440.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,05/04/2013,CLINICAL SERVICE CONTRACT,DIRECTOR OF NURSING & PATIENT SERVICES,MEDICA GROUP,"43,814.55",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,05/04/2013,CLINICAL SERVICE CONTRACT,DIRECTOR OF NURSING & PATIENT SERVICES,MEDICA GROUP,"26,248.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,05/04/2013,AGENCY STAFF CONSULTANTS,DIRECTOR OF FINANCE PROCUREMENT AND INFORMATICS,NHS PROFESSIONALS,"27,025.96",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/04/2013,RESUS STOCK CONSUMABLES,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,NHS SUPPLY CHAIN (DERBY),"240,350.87",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/04/2013,AGENCY STAFF CONSULTANTS,DIRECTOR OF FINANCE PROCUREMENT AND INFORMATICS,NHS PROFESSIONALS,"118,035.26",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,05/04/2013,EQUIPMENT <5K,CAPITAL PROGRAM,FEBROMED GMBH & CO .KG,"26,208.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,05/04/2013,EQUIPMENT >5K,CAPITAL PROGRAM,SIEMENS PLC,"334,590.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/04/2013,ACCOMMODATION,DIRECTOR OF FACILITIES MANAGEMENT,ST BARNABAS HOSPICE TRUST (LINCOLNSHIRE),"54,000.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,COMPUTER SOFTWARE,CAPITAL PROGRAM,INFORMATICS CLINICAL INFORMATION SYSTEMS,"59,998.80",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/04/2013,ENGIN & MAINT DAY TO DAY,DIRECTOR OF FACILITIES MANAGEMENT,G4S TECHNOLOGY LTD,"21,906.13",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,05/04/2013,MAINTENANCE CONTRACTS AND MATS,DIRECTOR OF SERVICE DELIVERY - ONCOLOGY & HAEMATOLOGY,VARIAN MEDICAL SYSTEMS UK LTD,"38,400.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,05/04/2013,COMPUTER SOFTWARE,CAPITAL PROGRAM,TRUSTMARQUE SOLUTIONS LTD,"64,800.78",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,05/04/2013,AGENCY STAFF CONSULTANTS,DIRECTOR OF FINANCE PROCUREMENT AND INFORMATICS,NHS PROFESSIONALS,"48,488.58",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/04/2013,BLOOD PRODUCTS,DIRECTOR OF SERVICE DELIVERY,NHS BLOOD AND TRANSPLANT,"79,884.09",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/04/2013,BLOOD PRODUCTS,DIRECTOR OF SERVICE DELIVERY,NHS BLOOD AND TRANSPLANT,"114,142.82",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,05/04/2013,SUBSTRUCTURE,CAPITAL PROGRAM,TRENT VALLEY CONSTRUCTION LTD,"57,000.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,COMPUTER HARDWARE,CAPITAL PROGRAM,INSIGHT DIRECT (UK) LTD,"84,860.37",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/04/2013,MAINTENANCE CONTRACTS AND MATS,DIRECTOR OF SERVICE DELIVERY - ORTHOPAEDICS LINCOLN,CONMED LINVATEC UK LTD,"21,710.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,EQUIPMENT >5K,CAPITAL PROGRAM,TOSHIBA MEDICAL SYSTEMS,"300,960.02",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,STRUCTURE,CAPITAL PROGRAM,TOSHIBA MEDICAL SYSTEMS,"19,200.02",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,18/04/2013,EQUIPMENT >5K,CAPITAL PROGRAM,MINDRAY (UK) LTD,"235,419.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/04/2013,EQUIPMENT >5K,CAPITAL PROGRAM,MINDRAY (UK) LTD,"65,905.51",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,18/04/2013,COMPUTER SOFTWARE,CAPITAL PROGRAM,FUKUDA DENSHI  UK,"38,508.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,05/04/2013,POSTAGE,DIRECTOR OF FACILITIES MANAGEMENT,NEOPOST (FRANKING MACHINE),"50,000.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/04/2013,AGENCY STAFF CONSULTANTS,DIRECTOR OF FINANCE PROCUREMENT AND INFORMATICS,RIVERSIDE PROFESSIONALS LLP,"70,314.17",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/04/2013,RESUS STOCK CONSUMABLES,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,NHS SUPPLY CHAIN (DERBY),"247,931.20",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/04/2013,HAEMOPHILLIA BLOOD PRODUCTS,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,HEALTHCARE AT HOME,"43,142.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,HEALTHCARE AT HOME,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,HEALTHCARE AT HOME,"83,809.32",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/04/2013,ENGIN AND MAINT EQUIP AND MATS,DIRECTOR OF FACILITIES MANAGEMENT,EAST KIRKBY ENGINEERING CO LTD,"27,233.28",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,FUEL - STEAM,DIRECTOR OF FACILITIES MANAGEMENT,COFELY LTD,"26,892.85",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/04/2013,EQUIPMENT >5K,CAPITAL PROGRAM,ELEKTA LIMITED,"28,256.41",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/04/2013,COMPUTER SOFTWARE,CAPITAL PROGRAM,VARIAN MEDICAL SYSTEMS UK LTD,"81,000.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,EXTERNAL LAUNDRY CONTRACT,DIRECTOR OF FACILITIES MANAGEMENT,THE SUNLIGHT SERVICE GROUP LTD,"58,687.10",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,SERVICES FROM NON-NHS BODIES,DIRECTOR OF SERVICE DELIVERY,SYNERGY HEALTH (UK) LTD,"238,375.37",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,09/04/2013,RATES,DIRECTOR OF FACILITIES MANAGEMENT,BOSTON BOROUGH COUNCIL - BUSINESS RATES,"579,330.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,09/04/2013,RATES,DIRECTOR OF FACILITIES MANAGEMENT,SOUTH KESTEVEN DISTRICT COUNCIL,"294,375.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,09/04/2013,RATES,DIRECTOR OF FACILITIES MANAGEMENT,CITY OF LINCOLN COUNCIL,"909,030.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/04/2013,OTHER ANCILLARY,DIRECTOR OF FACILITIES MANAGEMENT,LINCOLNSHIRE TEACHING PCT,"40,819.45",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,COMPUTER HARDWARE,CAPITAL PROGRAM,INSIGHT DIRECT (UK) LTD,"146,464.91",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,09/04/2013,AGENCY STAFF CONSULTANTS,DIRECTOR OF FINANCE PROCUREMENT AND INFORMATICS,RIVERSIDE PROFESSIONALS LLP,"31,952.30",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,09/04/2013,RATES,DIRECTOR OF FACILITIES MANAGEMENT,LINCOLN CITY COUNCIL,"909,030.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/04/2013,AGENCY STAFF CONSULTANTS,DIRECTOR OF FINANCE PROCUREMENT AND INFORMATICS,NL MANAGED SERVICES LTD,"31,952.30",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/04/2013,PATHOLOGY SERVICES,DIRECTOR OF SERVICE DELIVERY,NORTHERN LINCOLNSHIRE & GOOLE HOSPITALS,"779,298.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,POST MAR 95 RETIREMENTS,DIRECTORATE OF FINANCE & CORPORATE AFFAIRS,NHS PENSION SCHEME,"17,840.67",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,PRE MARCH 1995 RETIREMENTS,DIRECTORATE OF FINANCE & CORPORATE AFFAIRS,NHS PENSION SCHEME,"8,349.27",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,18/04/2013,AGENCY STAFF CONSULTANTS,DIRECTOR OF FINANCE PROCUREMENT AND INFORMATICS,NHS PROFESSIONALS,"109,036.55",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,RESUS STOCK CONSUMABLES,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,NHS SUPPLY CHAIN (DERBY),"209,360.71",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,MSSE CONSUMABLES,DIRECTOR OF NURSING & PATIENT SERVICES,ENDOSOFT LTD,"29,817.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,CLINICAL SERVICE CONTRACT,DIRECTOR OF NURSING & PATIENT SERVICES,MEDICA GROUP,"47,528.30",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,FUEL - STEAM,DIRECTOR OF FACILITIES MANAGEMENT,DALKIA UTILITIES SERVICES PLC,"48,978.79",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,WAN USAGE,DIRECTOR OF FINANCE PROCUREMENT AND INFORMATICS,BT GLOBAL SERVICES,"94,340.74",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,FUEL - STEAM,DIRECTOR OF FACILITIES MANAGEMENT,COFELY LTD,"194,619.07",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,INSURANCE CHARGES,DIRECTOR OF FACILITIES MANAGEMENT,ALLIANZ ENGINEERING,"31,179.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,RENTS,DIRECTOR OF FACILITIES MANAGEMENT,PROGRESS CARE HOUSING ASSOCIATION LTD,"85,825.90",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,RESUS STOCK CONSUMABLES,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,NHS SUPPLY CHAIN (DERBY),"217,884.06",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,AGENCY STAFF CONSULTANTS,DIRECTOR OF FINANCE PROCUREMENT AND INFORMATICS,NHS PROFESSIONALS,"47,407.18",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,BUILD MAINT DAY TO DAY,DIRECTOR OF FACILITIES MANAGEMENT,A COUPLAND (SURFACING) LTD,"22,074.15",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,BLOOD PRODUCTS,DIRECTOR OF SERVICE DELIVERY,NHS BLOOD AND TRANSPLANT,"114,142.82",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,BLOOD PRODUCTS,DIRECTOR OF SERVICE DELIVERY,NHS BLOOD AND TRANSPLANT,"79,884.09",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,CHILDCARE VOUCHERS,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,KIDDIVOUCHERS LTD,"38,492.74",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,CPAP MACHINES,DIRECTOR OF SERVICE DELIVERY - GENERAL SURGERY BOSTON,THE SNORING DISORDERS CENTRE LTD,"37,606.98",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,EQUIPMENT REPAIRS _ MATERIALS,DIRECTOR OF NURSING & PATIENT SERVICES,OLYMPUS KEYMED LTD,"39,500.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,COMPUTER HARDWARE,CAPITAL PROGRAM,DELL COMPUTER CORPORATION,"77,388.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,ELECTRICITY,DIRECTOR OF FACILITIES MANAGEMENT,EDF ENERGY 1 LIMITED,"28,420.71",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,26/04/2013,OIL,DIRECTOR OF FACILITIES MANAGEMENT,CORONA ENERGY,"40,996.93",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,30/04/2013,CNST CONTRIBUTIONS,"DIRECTOR OF SERVICE DELIVERY - WOMENS & CHILDRENS, LINCOLN & LOUTH",NHS LITIGATION AUTHORITY,"151,580.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,30/04/2013,CNST CONTRIBUTIONS,"DIRECTOR OF SERVICE DELIVERY - WOMENS & CHILDRENS, BOSTON & GRANTHAM",NHS LITIGATION AUTHORITY,"218,140.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,30/04/2013,CNST CONTRIBUTIONS,MEDICAL DIRECTOR,NHS LITIGATION AUTHORITY,"668,210.00",Apr-13
Department Of Health,United Lincolnshire Hospitals NHS Trust,30/04/2013,CNST CONTRIBUTIONS,MEDICAL DIRECTOR,NHS LITIGATION AUTHORITY,"32,573.00",Apr-13
