Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2012,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5301304,885.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2012,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5308216,896.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/06/2012,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,636315,909.47,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2012,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,635507,926.93,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/06/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5304114,927.90,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/06/2012,Agency Staff,Copyright and IP Enforcement Directorate,Josephine Sammons Ltd,390244,1083.18,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/06/2012,Agency Staff,Copyright and IP Enforcement Directorate,Josephine Sammons Ltd,390540,1090.74,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/06/2012,Agency Staff,Copyright and IP Enforcement Directorate,Josephine Sammons Ltd,390706,1090.74,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/06/2012,Agency Staff,Copyright and IP Enforcement Directorate,Josephine Sammons Ltd,390093,1090.92,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2012,Agency Staff,Copyright and IP Enforcement Directorate,Josephine Sammons Ltd,390541,1106.39,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/06/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5304306,1545.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5307590,1545.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5311753,1545.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5302341,1546.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5307360,1546.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/06/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5310777,1546.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,26/06/2012,Agency Staff,Copyright and IP Enforcement Directorate,Capita Resourcing Ltd,WN4005357,3765.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2012,Agency Staff,Finance Directorate,Allen Lane Recruitment,1035227A,4380.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2012,Overtime,Copyright and IP Enforcement Directorate,South Wales Police Authority,13244,424.70,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2012,Training,Innovation Directorate,Department For Business Innovation & Skills,10035937,-4845.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2012,Training,Business Support Directorate,ADRO International,50-05-327C,-13.75,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/06/2012,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,11653,33.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/06/2012,Training,Patents Directorate,Business Language Services Ltd,11654,33.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/06/2012,Training,Patents Directorate,Business Language Services Ltd,11656,33.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2012,Training,Patents Directorate,Business Language Services Ltd,11657,33.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2012,Training,Business Support Directorate,Business Language Services Ltd,11652,53.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2012,Training,Patents Directorate,Business Language Services Ltd,11655,56.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/06/2012,Training,Patents Directorate,Business Language Services Ltd,11654,60.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2012,Training,Business Support Directorate,Teamworks,1704/12/PatentsOffice/SUP/5-12,67.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/06/2012,Training,Business Support Directorate,Teamworks,1726/12/PatentsOffice/SUP/6-12,67.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2012,Training,Patents Directorate,Business Language Services Ltd,116481,71.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2012,Training,Patents Directorate,University of Bristol,1009684,100.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2012,Training,Copyright and IP Enforcement Directorate,Ecom Learning Solutions Ltd,6433,105.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/06/2012,Training,Copyright and IP Enforcement Directorate,National Policing Improvement Agency,90039754,105.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/06/2012,Training,Patents Directorate,Business Language Services Ltd,11654,106.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2012,Training,Business Support Directorate,Personal expenses name witheld,51241,114.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/06/2012,Training,Business Support Directorate,ADRO International,50-05-307,166.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/06/2012,Training,Business Support Directorate,British Red Cross,N754162,175.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/06/2012,Training,Business Support Directorate,British Red Cross,N754252,175.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/06/2012,Training,Business Support Directorate,British Red Cross,N755489,175.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/06/2012,Training,Copyright and IP Enforcement Directorate,National Policing Improvement Agency,90039755,192.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2012,Training,Business Support Directorate,ADRO International,50-05-276,219.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2012,Training,Business Support Directorate,ADRO International,01-05-284,251.86,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2012,Training,Business Support Directorate,ADRO International,50-05-303,269.73,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2012,Training,Business Support Directorate,ADRO International,50-05-277,321.13,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/06/2012,Training,Business Support Directorate,ADRO International,50-50-308,351.92,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2012,Training,Business Support Directorate,ADRO International,50-50-302,365.32,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2012,Training,Business Support Directorate,Business Language Services Ltd,11651,509.05,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/06/2012,Training,Copyright and IP Enforcement Directorate,IIR Limited,45198764A,675.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/06/2012,Training,Business Support Directorate,Evac+Chair International Ltd,INV55913,700.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/06/2012,Training,Business Support Directorate,GovNet Communications,38722,740.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2012,Training,Business Support Directorate,British Standards Institution,93633735/1000,784.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2012,Training,Business Support Directorate,Lilypad Films Ltd,NO#1,1000.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2012,Training,Business Support Directorate,EEF,INV-038192,1123.40,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2012,Training,International Policy Directorate,Open University,372247,1165.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2012,Training,Business Support Directorate,ADRO International,01-05-232,1250.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2012,Training,Business Support Directorate,E Academy Ltd,21596,1445.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/06/2012,Training,Business Support Directorate,Kofax UK Ltd,180-4014741,1610.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2012,Training,Business Support Directorate,E Academy Ltd,21693,2093.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2012,Training,Business Support Directorate,McNeil  Robertson Associates,132,2126.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2012,Training,Business Support Directorate,ADRO International,01-05-234,2500.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2012,Training,Business Support Directorate,Oracle Corp (UK) Ltd,1373788,3300.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2012,Training,Innovation Directorate,Department For Business Innovation & Skills,10035385,4845.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/06/2012,Training,Business Support Directorate,Whitehall & Industry Group,2120320,2000.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,28/06/2012,Training,Business Support Directorate,Maclean Partnership,7321/0621,2194.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2012,Training,Business Support Directorate,Worth Consulting Ltd,1265,2531.35,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,29/06/2012,Training,Business Support Directorate,Business in the  Community,SIN041001,4200.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/06/2012,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,51207,134.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/06/2012,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,51216,134.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/06/2012,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,51225,134.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,22/06/2012,Childcare costs,Business Support Directorate,Computershare  Voucher Services,1432290,5671.33,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2012,Childcare costs,Business Support Directorate,Childcare Vouchers Ltd,IN055903329,7109.02,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/06/2012,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,51226,34.80,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2012,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,51230,51.50,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,01/06/2012,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,51209,81.20,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2012,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,51211,707.46,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2012,Relocation Removals & Excess Fare,Business Support Directorate,World Intellectual Property Organization,HEALTH INSURANCE 18.06.12,1109.41,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2012,Recruitment Advertising,Business Support Directorate,Whitehall & Industry Group,2120280,2000.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,15/06/2012,Recruitment Advertising,Business Support Directorate,Allen Lane Recruitment,598,15600.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2012,Travel and subsistence UK,Trade Marks Directorate,Leasedrive Velo Rental Management Ltd,CRD00054434,-16.15,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/06/2012,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER36476,4.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,25/06/2012,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER36297,5.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2012,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,51192A,5.99,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2012,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER37460,7.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2012,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER37176,7.60,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,12/06/2012,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER36216,8.00,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2012,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER37076,8.10,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,13/06/2012,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER36117,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,20/06/2012,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,ER37381,9.30,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2012,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER36577,9.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2012,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,ER36897,9.90,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2012,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER37701,10.25,Not applicable,
"Department for Business, Innovation and Skills",Intellectual Property Office,19/06/2012,Travel and subsistence UK,Central Support,Personal expenses name witheld,ER37277,10.80,Not applicable,
