Body,Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Expense Code,Extended Description,Service Code,Service Label,Service Division Label,Service Division Code
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,12/12/2014,139593,1034.5,THE SALUTATION INN,SAL004,Legal Services Manager,Professional fees,2045,BEST BAR NONE AWARDS,CRDRPA,Crime & Disorder Reduction Partnership,09256,Best Bar None Scheme
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,12/12/2014,139606,1368.5,RHYTHM  AV LTD,RHY001,Legal Services Manager,Professional fees,2045,BEST BAR NONE AWARDS,CRDRPA,Crime & Disorder Reduction Partnership,09256,Best Bar None Scheme
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,12/12/2014,139738,2145,THE SHEPHERDS,SHE005,Legal Services Manager,Professional fees,2045,BEST BAR NONE AWARDS 2014,CRDRPA,Crime & Disorder Reduction Partnership,09256,Best Bar None Scheme
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,12/12/2014,139752,28919.16,PAUL SMITH & CO PLUMBING & BUILDING SERVICES LTD,PAU005,Communities Manager,Building works,5502,TO WORKS COMPLETED VALUATION NO:3,COMCAP,Community Capital,06153,PENRITH LEISURE CENTRE CHANGING FACILITI
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,12/12/2014,139857,1305,M TAYLOR ASSOCIATES LTD,TAY017,Human Resources Manager,Training Expenses,0060,HR SUPPORT NOVEMBER 2014,STADEV,Staff Development,00227,Staff Training - Chief Executive
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,12/12/2014,139865,3798,TOP NOTCH CONTRACTORS LTD,TOP003,Environmental Services,Capital grants,5505,FINAL PAYMENT  PENRITH,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,12/12/2014,139883,2856.77,AMEY PLC,TFE001,Engineering Manager,ADHOC WORKS FOR BURIALS,1079,GM59,CEMETE,Cemeteries,02227,Penrith Cemetery
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,18/12/2014,139445,5091.57,GREENFIELDS HEAT & POWER LTD,GRE035,Engineering Manager,Planned Maintenance,1016,BOILER REPLACEMENT MANSION HOUSE,ADMBLD,Administrative Buildings,00502,Mansion House
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,12/12/2014,139485,1148.5,MOGO UK,MOG001,Legal Services Manager,Professional fees,2045,BEST BAR NONE PLAQUES,CRDRPA,Crime & Disorder Reduction Partnership,09256,Best Bar None Scheme
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,12/12/2014,139662,8112.67,CARLISLE CITY COUNCIL,CAR015,Engineering Manager,Contract parking Service,3004,PCN PROCESS/PATROLS JULY - OCTOBER 2014,OFFSTR,Vehicle Parking Off Street,02167,Vehicle parking
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,12/12/2014,139782,10000,REDACTED INFORMATION,MOU006,Environmental Services,Empty Property Grants,5527,INT PAYMENT FLAT 1 ,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,12/12/2014,139783,1360,HANDICARE ACCESSIBILITY LTD,FRE002,Environmental Services,Capital grants,5505,FINAL PAYMENT EAMONT BRIDGE,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,12/12/2014,139850,2918.83,CUMBRIA WASTE RECYCLING LTD,CUM022,Engineering Manager,material price fluctuations,3604,F-02-14/15,RECYCL,Recycling,03047,Recycling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,12/12/2014,139863,602,ASSOCIATION OF ELECTORAL ADMINISTRATION,ASS003,Human Resources Manager,Training Expenses,0060,2 DAY ELECTIONS  FEB 2015,STADEV,Staff Development,00223,Staff Training DCLS
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,12/12/2014,139879,1815,CAPITA PROPERTY & INFRASTRUCTURE LTD,CAP002,Planning Services,Professional fees,2045,ARBORICULTURAL SREVICESS NOVEMBER 2014,CONSER,Environmental Enhancement & Conservation,03012,Aboricutural Advice
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,18/12/2014,140091,1018.2,INLAND REVENUE,INL003,Financial Services Manager,Unique payments ****,6006,Tax,FINSERV,Financial services,09158,Sub-Contracting Tax
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139966,750,PLAIN ENGLISH CAMPAIGN LIMITED,PLA010,Information Technology Manager,Web Services,2065,RENEWAL TO 30/09/15,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140035,624,ELECTRICITY NORTH WEST LTD,ELE005,Engineering Manager,Professional fees,2045,POLE 12 CHAPEL HOUSE NENTHEAD,FOOLIG,Footway Lighting,02258,Footway lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139843,639,CHUBB ELECTRONIC SECURITY,CHU001,Information Technology Manager,Computer equipment,2061,TEMPERATURE ALARM SYSTEM,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139859,955,DESIGNWORKS LTD,DES001,Environmental Services,Professional fees,2045,HOUSING STRATEGY DOCUMENT,OHOUSG,Housing Delivery,02302,Housing enabling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139068,860,RIBA PUBLICATIONS,RIB001,Engineering Manager,Software – purchase,2066,NBS BUILDING ABRIDGED SERVICE LICENCE,PROCLI,Property & Client,00231,Property & Client BU
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139598,571.79,PRINT IMAGE NETWORK LTD,PRI011,Legal Services Manager,Printing and stationary,2037,EDEN MAILING HEFS,REGELE,Register of Electors,01001,Register of Electors
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139599,745.5,PRINT IMAGE NETWORK LTD,PRI011,Legal Services Manager,Printing and stationary,2037,EDEN ITR MAILING,REGELE,Register of Electors,01001,Register of Electors
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139751,1100,MR CAIN ORMONDROYD,ORM002,Revenue/Benefits Manager,Other charges for services,2047,ADVICE RE: SAINSBURYS PENRITH NEW SQUARES,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139785,1500,WALTON GOODLAND LTD,WAL008,Engineering Manager,Legal and court costs,2046,17 bowerbank way gilwilly penrith,LANDMA,Land Management,01007,Land Management
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139830,1271.38,BOTTOMLINE TECHNOLOGIES EUROPE LIMITED,BOT002,Revenue/Benefits Manager,Software – maintenance,2067,3 X C-SERIES CONTRACTS 2014/15,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139832,966,DENISE CALVERT LTD,CAL019,Revenue/Benefits Manager,Supplies general,2015,1 WEEK BENEFIT WORK,CTXBEN,Council Tax Benefits,01164,Local Council Tax Scheme
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139833,700,DENISE CALVERT LTD,CAL019,Revenue/Benefits Manager,Supplies general,2015,"BENEFIT WORK 19, 20, 23/11/14",CTXBEN,Council Tax Benefits,01164,Local Council Tax Scheme
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139835,3165,ADAM WELLINGS CONSULTING LTD,ADA003,Communities Manager,Professional fees,2045,GROW THE ECONOMY OF EDEN CONSULTANCY,EDEVPR,Economic Development and Promotion,02001,Economic Promotion
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139847,1393.35,HEATONS OFFICE SOLUTIONS LTD,LAK004,Communities Manager,Community engagement development,2042,STATIONERY/PAPER,COMDEV,Community Development & Engagement,01056,Consultation
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139856,1355.6,GATESTRAVEL,GAT004,Environmental Services,Public transport,1503,RAIL TRAVEL,SUSPAC,Suspense Account,09420,District Councils Network
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139866,3841,SWEET & MAXWELL,SWE001,Legal Services Manager,"Books, publications",2016,LAW SUBSCRIPTIONS VARIOUS,LEGSER,Legal Services,00201,Legal & Committee
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139875,750,VENN GROUP LIMITED,VEN003,Revenue/Benefits Manager,Supplies general,2015,30/11/14  TIMESHEET A425893,CTXBEN,Council Tax Benefits,01164,Local Council Tax Scheme
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139885,1045,WALKERS FUNERAL DIRECTORS,WAL005,Environmental Services,Supplies general,2015,/3875 KIRKBY STEPHEN 31.10.14,OENHEA,Other Environmental Health,03041,Burial Exp 1948 Act
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139886,1600,DAVID R MOUNSEY,MOU010,Environmental Services,Supplies general,2015,FUNERALARMATHWAITE,OENHEA,Other Environmental Health,03041,Burial Exp 1948 Act
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139888,1531,SWEET & MAXWELL,SWE001,Legal Services Manager,"Books, publications",2016,ENCY RATING + PLANNING LAW,LEGSER,Legal Services,00201,Legal & Committee
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139890,7245.42,CUMBRIA WASTE RECYCLING LTD,CUM022,Engineering Manager,Recycling  - Bring Sites,3601,BS-28,RECYCL,Recycling,03047,Recycling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139891,4025.73,CUMBRIA WASTE RECYCLING LTD,CUM022,Engineering Manager,material price fluctuations,3604,BS-F-03-14/15,RECYCL,Recycling,03047,Recycling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139898,6656.39,EDEN HOUSING ASSOCIATION LTD,EDE001,Environmental Services,Hire of premises,1029,TEMP ACCOMODATION 06.01.14-06.04.14,HOMLES,Homelessness,02296,Homelessness Grant Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139899,17322.66,AMEY PLC,TFE001,Environmental Services,Street Cleaning Contract,3100,M-SC33,APFAIR,Appleby Fair,03036,Appleby Fair
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139900,66678.21,AMEY PLC,TFE001,Engineering Manager,Contract refuse collection,3003,M-RC33,REFCOL,Refuse Collection,03050,Clinical Expenditure
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139902,3413.78,E.ON UK PLC,EON001,Engineering Manager,Electricity,1022,STREET LIGHTING NOVEMBER 2014,FOOLIG,Footway Lighting,02258,Footway lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139907,2000,HUNSONBY SWIMMING POOL,HUN003,Communities Manager,Grants and contributions,2079,EDEN COMMUNITY FUND FINAL 20% ECF18,COMDEV,Community Development & Engagement,01129,Village Hall Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139910,842.4,BEMROSE BOOTH  PARAGON LTD,BEM001,Engineering Manager,Advertising,2086,319193 CALE MP101,OFFSTR,Vehicle Parking Off Street,02167,Vehicle parking
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139960,623.46,UNITED UTILITIES WATER LTD,UNI008,Engineering Manager,Water charges – metered,1032,MANSION HOUSE,ADMBLD,Administrative Buildings,00502,Mansion House
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139962,1214.95,ROYAL MAIL NW,ROY001,Revenue/Benefits Manager,Postages,2054,POSTAGE 12/11/14-2/12/14,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139965,1734.98,AMEY PLC,TFE001,Legal Services Manager,Caretaking/security (contract),1003,BUILDING CLEANING AD HOC,COMMEM,Committee and Member Costs,01078,Servicing Committees
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139975,878.12,AMEY PLC,TFE001,Environmental Services,Dog Contract O.O.H retainer,3200,SERVICE CHARGE KENNELLING DECEMBER 2014,CODOGS,Community Wardens,03045,Dog Control
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139977,816,DIXON & TAYLOR,DIX017,Environmental Services,Decent Homes Grants,5524,FINAL PAYMENT PENRITH,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139979,800,VENN GROUP LIMITED,VEN003,Revenue/Benefits Manager,Supplies general,2015,7/12/14  TIMESHEET A428915,CTXBEN,Council Tax Benefits,01164,Local Council Tax Scheme
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139983,13756,GRANT THORNTON UK LLP,THO026,Financial Services Manager,Audit fee,2043,2014/15 EXTERNAL AUDIT 2ND INSTALMENT,CORPOR,Corporate Costs,01065,Audit Fee
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139984,900,GRANT THORNTON UK LLP,THO026,Financial Services Manager,Audit fee,2043,2013/14 ADDITIONAL FEE,CORPOR,Corporate Costs,01065,Audit Fee
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139985,687,BRITISH GAS BUSINESS,BRI032,Engineering Manager,Gas,1023,TOWN HALL,ADMBLD,Administrative Buildings,00500,Town Hall
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139986,622.74,BRITISH GAS BUSINESS,BRI032,Engineering Manager,Gas,1023,MANSION HOUSE,ADMBLD,Administrative Buildings,00502,Mansion House
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139989,1469.8,CUMBRIA COUNTY COUNCIL,CCC002,Engineering Manager,Professional fees,2045,SEARCHES NOVEMBER 2014,LANDCH,Land Charges,01002,Land Charges
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139990,2012.5,CUMBRIA COUNTY COUNCIL,CCC002,Engineering Manager,Professional fees,2045,SEARCHES SEPTEMBER 2014,LANDCH,Land Charges,01002,Land Charges
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139992,1933.2,CUMBRIA COUNTY COUNCIL,CCC002,Engineering Manager,Professional fees,2045,SEARCHES OCTOBER 2014,LANDCH,Land Charges,01002,Land Charges
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,139998,5920,TOP NOTCH CONTRACTORS LTD,TOP003,Environmental Services,Capital grants,5505,140028 ,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140000,10540,BRITTLETON BUILDERS,BRI007,Environmental Services,Decent Homes Grants,5524,140021 ,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140002,2936.46,AMEY PLC,TFE001,Engineering Manager,FL  Contract,3300,FL-9/2014,FOOLIG,Footway Lighting,02258,Footway lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140005,509.72,UNITED UTILITIES WATER LTD,UNI008,Engineering Manager,Water charges – metered,1032,SANDGATE PCS,PUBCON,Public Conveniences,02269,Penrith Sandgate Public Convenience
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140006,522.92,UNITED UTILITIES WATER LTD,UNI008,Engineering Manager,Water charges – metered,1032,TOWN HALL,ADMBLD,Administrative Buildings,00500,Town Hall
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140012,1000,REDACTED INFORMATION,HOD020,Environmental Services,Landlords Grants,5525,FLAT 3  PENRITH,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140013,1000,REDACTED INFORMATION,HOD020,Environmental Services,Landlords Grants,5525,FLAT 1 PENRITH,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140014,1000,REDACTED INFORMATION,HOD020,Environmental Services,Landlords Grants,5525,FLAT 2 PENRITH,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140016,705.4,AMEY PLC,TFE001,Engineering Manager,Building Maintenance,1000,WORK AT MULIPLE LOCATIONS,TOINCE,Tourist Information Centres,02062,Penrith Information Centre - building
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140023,4443,STANNAH LIFT SERVICES LTD,STA029,Environmental Services,Capital grants,5505, PENRITH,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140024,1940,MCDOUGALL BUILDING CONTRACTORS,MCD002,Environmental Services,Capital grants,5505, PENRITH,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140030,1250,SOUTH LAKELAND DISTRICT COUNCIL,SOU006,Information Technology Manager,Web Services,2065,LOG MANAGEMENT APPLIANCE - RANDOMSTORM,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140033,19435.61,CUMBRIA WASTE RECYCLING LTD,CUM022,Engineering Manager,Recycling - Bag & Box,3600,GB-08-14/15,RECYCL,Recycling,03047,Recycling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140034,22113.21,CUMBRIA WASTE RECYCLING LTD,CUM022,Engineering Manager,Recycling - Garden Waste,3602,GW-08-14/15,RECYCL,Recycling,03047,Recycling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140037,1950.35,PENRITH PLAYERS THEATRE LTD,PEN002,Communities Manager,Commission,7504,TICKETS BLACK ADDER GOES FORTH,TAPTIC,Penrith TIC Trading Account,09164,Penrith TIC - Penrith Players
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140038,590,NATIONWIDE FIRE TRAINING LTD,NAT011,Human Resources Manager,Safety training – 205800 only,2074,FIRE WARDEN TRAINING,STADEV,Staff Development,00222,Central Training Budget
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140096,2000,NEOPOST LIMITED,NEO001,Corporate Services Manager,Postages,2054,FRANKING MACHINE REFILLS,CENTRA,Central Expenses,00205,Postages Town Hall
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,18/12/2014,140108,888.2,GREENFIELDS HEAT & POWER LTD,GRE035,Financial Services Manager,Unique payments ****,6006,ADJ CIS TAX INV 5624,FINSERV,Financial services,09158,Sub-Contracting Tax
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140135,16291.96,AMEY PLC,TFE001,Engineering Manager,GM INSPECTIONS & MAINTENANCE,1089,DECEMBER GROUND MAINTENANCE,CLCHYD,Closed Church Yards,02246,War Memorials
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,19/12/2014,140136,14851.52,AMEY PLC,TFE001,Engineering Manager,Window cleaning,1040,DECEMBER BUILDING CLEANING,PUBCON,Public Conveniences,02630,Disabled Toilet Moot Hall Appleby
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,16/12/2014,140148,1076,BUSY BEES CHILDCARE VOUCHERS,BUS004,Planning Services,Child Care Voucher Scheme,0005,CHILDCARE VOUCHERS DEC 14 DDR,PLASER,Planning Services,00304,Planning Services
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,16/12/2014,138094,10660,LGPS,LGP001,Financial Services Manager,Additional Pensions,0030,Additional Employers Superannuation Cont,CORPOR,Corporate Costs,01179,Additional Employers Superannuation Cont
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,18/12/2014,138347,1120.64,SANTANDER,SAN001,Financial Services Manager,Bank charges,2088,November Bank Charges,CORPOR,Corporate Costs,01064,Bank Charges
