Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,National Institute for Health & Care Excellence,01/02/2014,Contr Other External,NP - Evaluation Pathway,KING'S COLLEGE LONDON,17213921," 186,900.00 ",Evaulation Patherways External Assessment Centre Quarter 3 Year 3,,,,,
Department of Health,National Institute for Health & Care Excellence,01/02/2014,Contr Other External,NP - Evaluation Pathway,KING'S COLLEGE LONDON,17281021," 186,900.00 ",Evaulation Patherways External Assessment Centre Quarter 4 Year 3,,,,,
Department of Health,National Institute for Health & Care Excellence,01/02/2014,Travel & Subsistence,NP - Facilities - London,REDFERN TRAVEL LTD,17252571," 134,175.25 ","Rail, hotel & flight costs for January 2014",,,,,
Department of Health,National Institute for Health & Care Excellence,01/02/2014,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF OBSTETRICIANS & GYNAECOLOGY,17277140," 389,040.00 ",National Collaborating Centre for Women’s and Children’s Health Quarter 4 2013/14,,,,,
Department of Health,National Institute for Health & Care Excellence,01/02/2014,Contr Other External,NP-CP Guidelines,ROYAL COLLEGE OF PHYSICIANS,17258953," 106,024.00 ",National Collaborating Centre 2013/14 - additional,,,,,
Department of Health,National Institute for Health & Care Excellence,01/02/2014,Contr Other External,NP - BNF,RPS PUBLISHING,17235057," 1,022,500.00 ",BNF Services fee Q4 (Jan14-Mar14),,,,,
Department of Health,National Institute for Health & Care Excellence,01/02/2014,Travel & Subsistence,Fully Recovered: International Commercial Activity,UNIGLOBE GEMINI TRAVEL,17277135," 32,725.20 ",Flights booked during the period 01/01/14 to 31/01/14,,,,,
Department of Health,National Institute for Health & Care Excellence,01/02/2014,Contr Other External,NP - Evaluation Pathway,UNIVERSITY OF BIRMINGHAM,17255477," 186,869.00 ",Evaulation Patherways External Assessment Centre Quarter 3 Year 3,,,,,
Department of Health,National Institute for Health & Care Excellence,01/02/2014,Contr Other External,NP -QOF,UNIVERSITY OF BIRMINGHAM,17258956," 62,500.00 ",Quality and Outcomes Framework (QOF) Piloting of Quality Indicators Year 1 Quarter 3,,,,,
Department of Health,National Institute for Health & Care Excellence,01/02/2014,Contr Other External,NP- PH Programmes,UNIVERSITY OF CAMBRIDGE,17277167," 30,000.00 ",Evidence reviews for delaying disability,,,,,
Department of Health,National Institute for Health & Care Excellence,01/02/2014,Contr Other External,NP-HTE Appraisals,UNIVERSITY OF SHEFFIELD,17273497," 50,000.00 ","Supply of Decision Support Unit Year 2, Quarter 4",,,,,
Department of Health,National Institute for Health & Care Excellence,01/02/2014,Contr Other External,NP-CP Guidelines,VELINDRE NHS TRUST,17273496," 333,562.50 ",National Collaborting Centre for Cancer Q3 2013/14,,,,,
Department of Health,National Institute for Health & Care Excellence,01/02/2014,"Books, Journals & Subscr",NP - Commissioned Content - Core,WILEY SUBSCRIPTION SERVICES INC,17273991," 100,439.00 ",The Cochrane Library (Electronic),,,,,
Department of Health,National Institute for Health & Care Excellence,01/02/2014,"Books, Journals & Subscr",NP - Commissioned Content - Core,WILEY SUBSCRIPTION SERVICES INC,17273992," 100,439.00 ",The Cochrane Library (Electronic),,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
