Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,APHA,14/06/2017,Exp - Purchase Of Goods/Services - Other Professional Services,PLANT VARIETY AND SEEDS,N I A B,1026266,38623.58,Contract Work Lots 6-8 May 2017,CB3 0LE,Public Body,,APA2AO01,Expense,100132207
DEFRA,APHA,14/06/2017,Exp - Purchase Of Goods/Services - Other Professional Services,PLANT VARIETY AND SEEDS,N I A B,1026266,58934.6,Contract Work Lot 5 May 2017,CB3 0LE,Public Body,,APA2AQ00,Expense,100132207
DEFRA,APHA,14/06/2017,Exp - Purchase Of Goods/Services - Other Professional Services,PLANT VARIETY AND SEEDS,N I A B,1026266,66259.72,Contract Work Lots 1-4 May 2017,CB3 0LE,Public Body,,APA2AN01,Expense,100132207
DEFRA,APHA,14/06/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - VETERINARY SERVICES,"NORTH FIELD OPERATIONS and
SOUTH WEST FIELD OPERATIONS",XL FARMCARE MIDLANDS LTD~114213469,1026263,329837.22,Providing services for the Veterinary Delivery Partnership Project,ST15 8NA,CUSTOMER,,0,Expense,
DEFRA,APHA,15/06/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - VETERINARY SERVICES,WALES FIELD OPERATIONS,MENTER A BUSNES,1026418,137430,Providing services for the Veterinary Delivery Partnership Project,SY23 3AH,SUPPLIER(1),,0,Expense,752746904
DEFRA,APHA,15/06/2017,CA - OTHER RECEIVABLES - PURCHASING CARD CONTROL ACCOUNT,BALANCE SHEET,ROYAL BANK OF SCOTLAND,1026413,41872.9,Payment  for purchases made through Royal Bank of Scotland card in May 2017,EC2M 4BA,SUPPLIER,,0,Asset,"243852752	"
DEFRA,APHA,20/06/2017,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,PROJECT DELIVERY AND PORTFOLIO MANAGEMENT,IBM UNITED KINGDOM LTD,1026651,45544.93,Services provided by IBM for the design and system builds in financial year 16/17 to deliver the County Parish Holding (CPH) England project that are funded by Defra. Costs will continue until the middle of financial year 17/18 as the system is developed to meet business needs. Costs for the period 28/04/2017 to 19/05/2017.,GU1 2LD,SUPPLIER,,APP10147,Expense,
DEFRA,APHA,20/06/2017,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY - TECHNICAL,PATHOLOGY,L G C LIMITED,1026626,95348.8,Sample Testing for the period from 01/05/17 31/05/17,TW11 0LY,CUSTOMER,,APTS5902,Expense,
DEFRA,APHA,21/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - COURIER COSTS,SERVICE LEVEL AGREEMENTS,FOOD STANDARDS AGENCY,2007000156,47640.31,Sampling Costs April 2017,YO1 2YX,SUPPLIER,,0,Expense,888847046
DEFRA,APHA,22/06/2017,EXP - PURCHASE OF GOODS/SERVICES - LAB & TECHNICAL EQUIPMENT,TB,THERMO FISHER SCIENTIFIC LELYSTAD BV,20000597,188743.7,Purchase of Specialist Laboratory Kits,HOLLAND,SUPPLIER,,APSB4011,Expense,
DEFRA,APHA,26/06/2017,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,BUSINESS SUPPORT,CIVICA UK LTD,1027066,27614.22,Costs associated with disease outbreak,GU227UY,SUPPLIER,,APAVIE01,Expense,"GB391171065					"
DEFRA,APHA,26/06/2017,EXP - PURCHASE OF GOODS/SERVICES - LAB & TECHNICAL EQUIPMENT,"VIROLOGY and 
BACTERIOLOGY",ILLUMINA CAMBRIDGE LTD,1027028,39363.6,Purchase of Specialist Laboratory Kits,CB10 1XL,SUPPLIER(1),,APCSDF2A,Expense,726035159
DEFRA,APHA,26/06/2017,EXP - PURCHASE OF GOODS/SERVICES - TRAVEL BOOKING,HARD & NOTIONAL CHARGES,REDFERN TRAVEL LTD,1026996,169584.54,"Payment of May 2017  APHA 
travel charges to Redfern Travel Ltd",BD1 5HQ,SUPPLIER,,0,Expense,708374133
DEFRA,APHA,26/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - COURIER COSTS,Lab Services ,TOPSPEED COURIERS LIMITED,1027035,41454,"Collections from various laboratory locations (661 collections + 4 weekend surcharges)
during May 2017",WA16 8XN,SUPPLIER(1),,0,Expense,413638853
DEFRA,APHA,28/06/2017,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,TB,STRATEGIC BLUE SERVICES LTD,1027249,100000,Use of The Cloud to manage scientific research data for the period 01.04.2017 to 31.03.2018.,SE10 9TB,SUPPLIER(1),,APSE3292,Expense,103597619
DEFRA,APHA,30/06/2017,EXP - PURCHASE OF GOODS/SERVICES - TRAVEL BOOKING,HARD & NOTIONAL CHARGES,VODAFONE LTD,1027348,50172.29,Payment of the January 2017 invoice to Vodafone,RG14 5FF,SUPPLIER,,0,Expense,GB 569 9532 77
DEFRA,CCW,07/06/2017,Rentals - Operating Lease - IT,ICT Services,CAPITA MANAGED IT SOLUTIONS,6077036084,39434.8,IT Managed Service period covering 24 May 2017 - 23 August 2017,BT36 7LQ,LARGE,N/A,N/A,Programme,GB618184140
DEFRA,CCW,28/06/2017,Research & Design,Market Intelligence,COMMUNITY RESEARCH LTD,CRC2017/21,46224,Customer Communications in Relation to Water Supplies and Resilience Research project,LE9 2WN,LARGE,N/A,N/A,Programme,977 2628 72
DEFRA,CEFAS,16/06/2017,Lab Services,Operations,SAMS Research Services Ltd,20105423,36908.8,Sample Analysis Services for June 17,PA37 1SZ,STAN,,,,GB 828 9579 61
DEFRA,CEFAS,16/06/2017,Lab Services,Operations,SAMS Research Services Ltd,20105442,46136,Sample Analysis Services for June 17,PA37 1SZ,STAN,,,,GB 828 9579 61
DEFRA,JNCC,21/06/2017,OFFICE RENT,Governance & Corporate Services,SAVILLS (UK) LTD                                            ,14517,45870.3,Rent & service charge for Monkstone House 25/7/17-24/09/17,M2 4AW,Large,,130,Administration,
DEFRA,MMO,14/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CEFAS HLA,MMO MARINE CONSERVATION & ENFORCEMENT TEAM,C E F A S,2005000074,32722.15,"Centre for Environment, Fisheries and Aquaculture Science Service Level Agreement charges 2016/17",NR33 0HT,Government Agency,,0,Expense,
DEFRA,MMO,14/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CEFAS HLA,MMO MARINE LICENSING,C E F A S,2005000074,226884.58,"Centre for Environment, Fisheries and Aquaculture Science Service Level Agreement charges 2016/17",NR33 0HT,Government Agency,,0,Expense,
DEFRA,MMO,14/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CEFAS HLA,MMO MARINE LICENSING,C E F A S,2005000074,144849.6,"Centre for Environment, Fisheries and Aquaculture Science Service Level Agreement charges 2016/17",NR33 0HT,Government Agency,,0,Expense,
DEFRA,MMO,16/06/2017,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,MMO MARINE LICENSING,OIL & GAS AUTHORITY,2005000075,47158.2,Marine Case Management System hosting costs 16/17,WC1B 3HF,SUPPLIER,,0,Expense,"249433979	"
DEFRA,MMO,19/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CEFAS HLA,MMO IT,C E F A S,2005000076,173438.4,"Centre for Environment, Fisheries and Aquaculture Science Service Level Agreement charges 2016/17",NR33 0HT,Government Agency,,0,Expense,
DEFRA,MMO,14/06/2017,CA - OTHER RECEIVABLES - TRAVEL PROVIDER CONTROL ACCOUNT,BALANCE SHEET,REDFERN TRAVEL LTD,1005004425,54763.8,Marine Management Organisation Redfern travel bill for May 2017,BD1 1PL,SUPPLIER,Government contract,0,Expense,
DEFRA,RPA,02/06/2017,IT Outsourced services,CAP DP,Abaco Group,3B,407142.46,95% of Support (Tier 2) - 1st April 2017,RG1 4SA,Supplier,PO102534,n/a,Admin,GB183770189
DEFRA,RPA,06/06/2017,Down Stream Access mailing services,Managed Document Service (MDS),Williams Lea,DEFRA-RPA17050002,32941.92,PRINT - Postage - No Fees,EC1M 4NA,Supplier,PO102739,MDSBCMS1,Admin,GB662774703
DEFRA,RPA,09/06/2017,Agency Staff ,Various,Brook Street,30444107,34185.49,For the supply of temporary contract staff  for the period ending 26th May 2017,AL1 4JB,Supplier,n/a,n/a,Admin,Blank
DEFRA,RPA,09/06/2017,Contractors - Implementation,Various,Capita Business Ltd,LO10200781,63255.42,Fees and Expenses for the period ending 03rd June 2017,SW1P 1JB,Supplier,n/a,n/a,Admin,GB618184141
DEFRA,RPA,09/06/2017,Various ,Various,Redfern,4084,97624.12,Travel and Accommodation  for May 2017,BD1 3AZ,Supplier,n/a,n/a,Admin,GB708374132
DEFRA,RPA,13/06/2017,Development Expenditure - Clearing Account (requisitions),CAP DP,Abaco Group,25/B,37065.82,2GP_WP4 20% of Development,RG1 4SA,Supplier,PO102920,n/a,Admin,GB183770189
DEFRA,RPA,13/06/2017,Agency Staff ,Various,Brook Street,30455579,27567.39,For the supply of temporary contract staff for the period ending 2nd June 2017,AL1 4JB,Supplier,n/a,n/a,Admin,Blank
DEFRA,RPA,14/06/2017,IT Software Assurance,Service Management (Admin),Oracle,1600377,561699.98,Software update licenses,RG6 1RA,Supplier,PO101015,OFFS0210,Admin,GB 391 3130 73
DEFRA,RPA,16/06/2017,IT goods via operating lease,CAP DP,Cisco,1029923,133776.82,Lease rental for equipment & services Jun to Sep'17,TW14 8HA,Supplier,PO102403,n/a,Admin,GB888800101
DEFRA,RPA,16/06/2017,Cartographic & Digitising,GI Service,Cyient Ltd,970010583,30409.92,Orthorectification - VHR1 (15 zones),WC1V 6RL,Supplier,PO103030,n/a,Admin,GB606138070
DEFRA,RPA,16/06/2017,Cartographic & Digitising,GI Service,Cyient Ltd,970010580,216070.63,Parcel rates,WC1V 6RL,Supplier,PO103029,n/a,Admin,GB606138070
DEFRA,RPA,16/06/2017,Cartographic & Digitising,Cyient Contracts,Cyient Ltd,970010581,25262.84,PLCD Discard Parcel Rate,WC1V 6RL,Supplier,PO102568,n/a,Admin,GB606138070
DEFRA,RPA,16/06/2017,Cartographic & Digitising,Cyient Contracts,Cyient Ltd,970010703,670285.2,PLCD Fixed Fee Digitising,WC1V 6RL,Supplier,PO102568,n/a,Admin,GB606138070
DEFRA,RPA,20/06/2017,Various ,Various,Willis,10442GP17 / 000001PRM,105415.2,Insurance of Motor Fleet for the period 1st April 2017-31st March 2018,BS1 3AG,Supplier,n/a,n/a,Admin,Blank
DEFRA,RPA,21/06/2017,Agency Staff ,Various,Brook Street,30466892,32804.47,For the supply of temporary contract staff for the period ending 9th June 2017,AL1 4JB,Supplier,n/a,n/a,Admin,Blank
DEFRA,RPA,22/06/2017,IT Outsourced services,CAP DP,Bramble Hub,7110,216890.11,IT Support & Maintenance - Support 01/07/17 - 01/10/17,SE1 7SP,Supplier,PO102450,n/a,Admin,190 6798 23
DEFRA,RPA,22/06/2017,IT Outsourced services,Service Management (Admin),IBM,5805171255,29742.17,March 17 Volumetric true up,PO6 3AU,Supplier,PO103016,IBMBSVOL,Admin,GB107328000
DEFRA,RPA,22/06/2017,IT Outsourced services,Service Management (Admin),IBM,5806170907,27849.99,APR 16-023 from 01/06 to 30/06/2017,PO6 3AU,Supplier,PO102728,IBMAPR01,Admin,GB107328000
DEFRA,RPA,23/06/2017,IT Outsourced services,CAP DP,UKN Group Ltd,118998,56599.48,UKN Nevada Support Contract Costs - June 2017,RG24 8WD,Supplier,PO102451,n/a,Admin,689 0821 93
DEFRA,RPA,26/06/2017,Agency Staff ,Various,Brook Street,30478404,34521.9,For the supply of temporary contract staff for the period ending 16th June 2017,AL1 4JB,Supplier,n/a,n/a,Admin,Blank
DEFRA,RPA,27/06/2017,Contractors - Implementation,Various,Capita Business Ltd,LO10203515,51053.99,Fees and Expenses for the period ending 17th June 2017,SW1P 1JB,Supplier,n/a,n/a,Admin,GB618184141
DEFRA,RPA,28/06/2017,IT Application Support & Maintenance,Service Management (Programme),Sopra Steria Ltd,100110487,140392.44,CCN025 - Fixed Price payment in advance for core support services from 01/07 to 30/09/17,HP2 7AH,Supplier,PO102167,CORS0150,Admin,GB 207 9508 55
DEFRA,SEAFISH,26/04/2017,Contract,Project,CEFAS,8006672,38954,Animal welfare review,NR33 0HT,,,,,888 8001 81 
DEFRA,SEAFISH,05/06/2017,Contract,Overhead,INLAND REVENUE,SFIA PAYROLL MAY 2017,99358.32,STATUTORY DEDUCTIONS MTH 02,,,,,,
DEFRA,SEAFISH,05/06/2017,Contract,Overhead,WEST YORKSHIRE PENSION FUND,SFIA PAYROLL MAY 2017,42675.99,PENSION CONT  MTH 02,BD1 1UP,,,,,180 8082 62
DEFRA,KEW,06/06/2017,Capital/Equipment,Temperate House,Turner & Townsend Project Management Ltd,7026923,25379.12,TEMPERATE HOUSE,WC2E 9HE,UK Supplier,n/a,,New Works - pt1 - prof fees,
DEFRA,KEW,06/06/2017,Property Related,Estates,Julius Rutherfoord Commercial Cleaning,7026913,32852.31,MONTH OF APRIL 2017,SW8 3NS,UK Supplier,n/a,,Office and window cleaning,
DEFRA,KEW,06/06/2017,Capital/Equipment,Capital Development Programme,Secure I.T. Environments Ltd,7026947,103093.24,CONTRACTOR COSTS FOR CONSTRUCTION OF MSB COLD ROOM EXTENSION,SG18 0AP,UK Supplier,RBGKEW/301,,Design,822097831
DEFRA,KEW,15/06/2017,Capital/Equipment,Temperate House,Turner & Townsend Project Management Ltd,7027298,30960.49,TEMPERATE HOUSE PROJECT,WC2E 9HE,UK Supplier,n/a,,New Works - pt1 - prof fees,
DEFRA,KEW,15/06/2017,Property Related,Estates,Cofely Ltd,7027158,39747.98,POW DOOR 3 CRACKED PANES OF GLASS,HP12 3TA,UK Supplier,RBGKEW/049,,Maintenance-Reactive,
DEFRA,KEW,15/06/2017,Property Related,Estates,Cofely Ltd,7027151,32861.33,POW DOOR HANDLES,HP12 3TA,UK Supplier,RBGKEW/049,,Maintenance-Reactive,
DEFRA,KEW,15/06/2017,Capital/Equipment,Temperate House,ISG Construction Ltd,7026989,1263555.16,TEMPERATE HOUSE PROJECT,EC3N 1AG,UK Supplier,n/a,,New works-Pt I-other costs,
DEFRA,KEW,15/06/2017,Consultancy & Professional Services,Capital Development Programme,Colley Associates Ltd,7027343,36000,"Masterplan support (Kew) from Jan to end March 2017 - family landscape business case & initial advice on Kew University, plus Masterplan support (Wakehurst) from Feb to end March 2017",KT2 5TP,UK Supplier,RBGKEW/253,,Consultancy - Org and Strategy,177002916
DEFRA,KEW,21/06/2017,Consumables & Materials,Learning & Participation,Williams Lea,7027462,67673.58,PRODUCTION & COLLATION OF 2017 GROW WILD KITS,WF6 1TN,UK Supplier,n/a,,Publication production costs,
DEFRA,KEW,21/06/2017,Consumables & Materials,Capital Development Programme,SW Bruce & Co Ltd,7027369,115796.22,JODRELL THEATRE REFURBISHMENT WORKS,N9 0BG,UK Supplier,RBGKEW/299,,Other direct materials,229206474
DEFRA,KEW,27/06/2017,Property Related,Comparative Plant & Fungal Biology,Fisher Scientific UK Limited,7027586,27915.24,"RBGKEW/304, 2 GROWTH CHAMBERS",LE11 5RG,UK Supplier,RBGKEW/304,,Laboratory machinery & equipt,
DEFRA,KEW,27/06/2017,Consultancy & Professional Services,Capital Development Programme,Mott Macdonald Limited,7027655,116694.55,Professional Construction Services,CR0 2EE,UK Supplier,RBGKEW/247,,Consultancy - Proprty & Constr,GB523765636
DEFRA,KEW,27/06/2017,Capital/Equipment,Capital Development Programme,Mott Macdonald Limited,7027660,50000,Professional Construction Services,CR0 2EE,UK Supplier,RBGKEW/247,,Design,GB523765636
DEFRA,KEW,27/06/2017,Capital/Equipment,Capital Development Programme,Mott Macdonald Limited,7027653,49072.88,Professional Construction Services,CR0 2EE,UK Supplier,RBGKEW/247,,Design,GB523765636
DEFRA,DEFRA,01/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LAND USE AND RECREATION,SUFFOLK COUNTY COUNCIL,1003020170,95000,SUFFOLKCOAST&HEATHSCOUNCIL(REMARINEPIONEERPROJECT),IP1 2BX,SUPPLIER,GIA,0,Expense,
DEFRA,DEFRA,01/06/2017,EXP - PURCHASE OF GOODS/SERV -ICT OUTSOURC & MAINT/SUPP -NETWORK SERV INC ASSETS,Rural Payments Agency Info & Tech,UKCLOUD LTD,1003020182,54234.32,MDS TECHNOLOGIES,SN13 0RP,SUPPLIER,ecm_49499,DECLTEMP,Expense,172647982
DEFRA,DEFRA,01/06/2017,EXP - PURCHASE OF GOODS/SERV - ICT OUTSOURC & MAINT/SUPP - APPLICATION SUPPORT,CROSS GOVT INTEGRATION,IBM UNITED KINGDOM LTD,1003020171,39120.78,PERIOD: FROM 31/03/2017 TO 21/04/2017-Project implementation - RFS 108266,GU1 2LD,SUPPLIER,10040,DEA12070,Expense,
DEFRA,DEFRA,01/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LAND USE AND RECREATION,SOUTH HAMS DISTRICT COUNCIL,1003020117,37901,SOUTHDEVONAONBAA-08,TQ9 5NE,SUPPLIER,GIA,0,Expense,GB142204125
DEFRA,DEFRA,02/06/2017,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,ENVIRONMENT AGENCY,30000132,50000000,SOP 6 - EA01062017GIA,BS1 5AH,SUPPLIER,,0,Expense,662 4901 34
DEFRA,DEFRA,02/06/2017,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,ENVIRONMENT AGENCY,30000132,10000000,SOP 6 - EA01062017GIA,BS1 5AH,SUPPLIER,,0,Expense,662 4901 34
DEFRA,DEFRA,02/06/2017,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,NATURAL ENGLAND,30000133,8000000,SOP 6 - NE01062017GIA,YO1 7PX,SUPPLIER,,0,Expense,551065074
DEFRA,DEFRA,02/06/2017,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,ROYAL BOTANIC GARDENS KEW,30000227,3498833,SOP 6 - RBG-KEW01062017GIA,TW9 3AB,NDPB,,0,Expense,
DEFRA,DEFRA,02/06/2017,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,MARINE MANAGEMENT ORGANISATION,30000134,1200000,SOP 6 - MMO01062017GIA,NE4 7YH,NDPB,,0,Expense,990 8229 84
DEFRA,DEFRA,02/06/2017,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,JOINT NATURE CONSERVATION COMMITTEE,30000228,215000,SOP 6 - JNCC01062017GIA,PE1 1JY,NDPB,,0,Expense,
DEFRA,DEFRA,02/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,FOOD AND GREEN ECONOMY EVIDENCE,UNIVERSITY OF HUDDERSFIELD HEC,1003020276,35000,FO0319 ADDING VALUE TO FOOD PROCESSING,HD1 3DH,Public Body,,DEA10093,Expense,516310190
DEFRA,DEFRA,05/06/2017,EXP - CURRENT GRANTS TO CENTRAL GOVERNMENT,TB,HOME OFFICE,2003000765,3029999,Home Office 16/17 policing costs,NP20 9BB,SUPPLIER,FDP,DEA10188,Expense,GB 888 8160 61
DEFRA,DEFRA,05/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,WATER AND CBRN EMERGENCIES,MET OFFICE,1003020418,575000,INVOICE FROM : 01.04.2017 TO 30.06.2017-The Flood Forecasting Centre Payments 2017/18 to Met office,EX1 3PB,SUPPLIER,GIA,0,Expense,
DEFRA,DEFRA,05/06/2017,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - BUILDINGS,NETWORK PROPERTY HOLDING COSTS,MONTAGU EVANS LLP,30000231,434729.76,SOP 6 - FUNDING REQUEST MEFR0003 BEMD-NM-0063-2305,EH3 8EG,SUPPLIER,,0,Expense,
DEFRA,DEFRA,05/06/2017,Exp - Purchase Of Goods/Services - Other Professional Services,SHARED SERVICE CONNECTED LIMITED (SSCL),SHARED SERVICES CONNECTED LTD,1003020383,267695.75,CHARGES FOR SERVICES BETWEEN 01ST MAY 2017 AND 31ST MAY 2017,HP2 7AH,SUPPLIER,ecm_4524,0,Expense,171798078
DEFRA,DEFRA,05/06/2017,EXP - PURCHASE OF GOODS/SERVICES - GAS,NETWORK PROPERTY HOLDING COSTS,CORONA ENERGY,1003020416,97474.13,SITE MULTIPLE GAS 01/04/2017 TO 01/05/2017 A/C VARIOUS,WD17 1JW,SUPPLIER,,0,Expense,
DEFRA,DEFRA,05/06/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,"INTERNATIONAL BIODIVERSITY, ECOSYSTEMS AND EVIDENCE",GOVERNMENT OF ANGUILLA,20000287,49778,SOP 5 - DEFRA PAYMENT. PROJECT DPLUS060,ANGUILLA,SUPPLIER(1),,DEA10153,Expense,
DEFRA,DEFRA,05/06/2017,EXP - PURCHASE OF GOODS/SERV-ICT OUTSOURC&MAINT/SUPP- APPLICATION SERVICES,CROSS GOVT INTEGRATION,IBM UNITED KINGDOM LTD,1003020430,48970.4,PERIOD: PROM 01/05/2017 TO 31/05/2017-RFS 107421 - M07 Hard Upgrade Changes 100% Site Completion.,GU1 2LD,SUPPLIER,,DEA12049,Expense,
DEFRA,DEFRA,05/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - INTERNATIONAL SUBSCRIPTIONS,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,IPBES TRUST FUND (C/O UNEP TRUST FUNDS),20000288,30000,SOP 5 - CONTRIBUTION TO THE TRUST FUND- M132PES000002GA,53113,SUPPLIER,,0,Expense,
DEFRA,DEFRA,06/06/2017,EXP - CAPITAL GRANTS TO PRIVATE SECTOR - COMPANIES,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,BANK OF ENGLAND,30000232,1000000,SOP 6 - DRAWDOWN ON PROMISSORY NOTE,EC2R 8AH,Public Body,,0,Expense,
DEFRA,DEFRA,06/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - INTERNATIONAL SUBSCRIPTIONS,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,UNITED NATIONS ENVIRONMENT PROG,20000293,534668.99,SOP 5 - 2017 UK CONTRIBUTION TO THE TRUST FUND- 2017 40BYL UK,100,CUSTOMER,,0,Expense,
DEFRA,DEFRA,06/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - INTERNATIONAL SUBSCRIPTIONS,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,UNITED NATIONS ENVIRONMENT PROG,20000295,268354.56,SOP 5 - 2017 UK CONTRIBUTION TO THE TRUST FUND-2017 40MSL UK,100,CUSTOMER,,0,Expense,
DEFRA,DEFRA,06/06/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - INTERNATIONAL SUBSCRIPTIONS,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,IPBES TRUST FUND (C/O UNEP TRUST FUNDS),20000290,150000,SOP 5 - 2017 CONTRIBUTION TO TRUST FUND-M132PES000002WPROG,53113,SUPPLIER,,0,Expense,
