"Department Family","Entity","Date","Expense Type","Expense Area","Supplier","Transaction Number","Amount","Invoice Number"
"Department of Health","Portsmouth Hospitals Trust","24/10/2011","NHS payables - Current","Balance Sheet","WEST SUSSEX PCT",13788768,60042,"18267577"
"Department of Health","Portsmouth Hospitals Trust","03/10/2011","NonNHS Trade Pybls Curr","Balance Sheet","DEFENCE BILLS AGENCY",13699635,227685,"7222977"
"Department of Health","Portsmouth Hospitals Trust","04/10/2011","NonNHS Trade Pybls Curr","Balance Sheet","NHS PROFESSIONALS LTD",13661052,91104.5,"13951185"
"Department of Health","Portsmouth Hospitals Trust","07/10/2011","NonNHS Trade Pybls Curr","Balance Sheet","NHS PROFESSIONALS LTD",13661054,83358.68,"13951241"
"Department of Health","Portsmouth Hospitals Trust","11/10/2011","NonNHS Trade Pybls Curr","Balance Sheet","NHS PROFESSIONALS LTD",13661085,84527.99,"13951317"
"Department of Health","Portsmouth Hospitals Trust","14/10/2011","NonNHS Trade Pybls Curr","Balance Sheet","NHS PROFESSIONALS LTD",13661095,58590.15,"13951387"
"Department of Health","Portsmouth Hospitals Trust","18/10/2011","NonNHS Trade Pybls Curr","Balance Sheet","NHS PROFESSIONALS LTD",13691443,85768.73,"13951474"
"Department of Health","Portsmouth Hospitals Trust","21/10/2011","NonNHS Trade Pybls Curr","Balance Sheet","NHS PROFESSIONALS LTD",13691447,86298.8,"13951522"
"Department of Health","Portsmouth Hospitals Trust","25/10/2011","NonNHS Trade Pybls Curr","Balance Sheet","NHS PROFESSIONALS LTD",13750742,50134.62,"13951629"
"Department of Health","Portsmouth Hospitals Trust","25/10/2011","NonNHS Trade Pybls Curr","Balance Sheet","NHS PROFESSIONALS LTD",13750743,83765.47,"13951630"
"Department of Health","Portsmouth Hospitals Trust","04/10/2011","Other Operatg Rev Non NHS","CRMS","NHS INNOVATIONS SOUTH EAST",13651964,5176.2,"550"
"Department of Health","Portsmouth Hospitals Trust","04/10/2011","Other Operatg Rev Non NHS","VITAL PAC","NHS INNOVATIONS SOUTH EAST",13651964,13879.2,"550"
"Department of Health","Portsmouth Hospitals Trust","04/10/2011","Other Transport Costs","PTS BASINGSTOKE AREA","PTS SOUTHERN LTD",13691392,26982.66,"293SEP06091132379"
"Department of Health","Portsmouth Hospitals Trust","04/10/2011","Other Transport Costs","PTS CHANDLERS FORD AREA","PTS SOUTHERN LTD",13691393,33734.46,"292SEP06091140481"
"Department of Health","Portsmouth Hospitals Trust","14/10/2011","Other Transport Costs","PTS MAU Contract","E-ZEC MEDICAL TRANSPORT SERVICES LTD",13773654,6379,"110338"
"Department of Health","Portsmouth Hospitals Trust","14/10/2011","Other Transport Costs","PTS PORTSMOUTH AREA","E-ZEC MEDICAL TRANSPORT SERVICES LTD",13773654,188375.43,"110338"
"Department of Health","Portsmouth Hospitals Trust","04/10/2011","Other Transport Costs","PTS PORTSMOUTH RENAL","PTS SOUTHERN LTD",13691391,24383.43,"289SEP06091129260"
"Department of Health","Portsmouth Hospitals Trust","14/10/2011","Other Transport Costs","PTS SUSSEX AREA","SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST",13750767,34210.83,"7869503"
"Department of Health","Portsmouth Hospitals Trust","04/10/2011","Other Transport Costs","PTS TOTTON AREA","PTS SOUTHERN LTD",13691394,20900.49,"288SEP06091125080"
"Department of Health","Portsmouth Hospitals Trust","24/10/2011","Other Transport Costs","neonatal transport service","SOUTH CENTRAL AMBULANCE SERVICES NHS TRUST",13820896,52998.97,"INV00000000021479"
"Department of Health","Portsmouth Hospitals Trust","21/10/2011","Pacemakers","CARDIAC INVESTIGAT'N UNIT","MEDTRONIC LTD",13813035,31456.8,"1050668423"
"Department of Health","Portsmouth Hospitals Trust","18/10/2011","Payroll Ded'ns N/S Curr","Balance Sheet","CHILDCARE VOUCHERS LTD",13805002,37649.63,"113635-14-OCT-2011"
"Department of Health","Portsmouth Hospitals Trust","11/10/2011","Phone Rental and Calls","ICT SERVICES DISTRICT","BT GLOBAL SERVICES",13691446,22736.58,"0790053823"
"Department of Health","Portsmouth Hospitals Trust","11/10/2011","Phone Rental and Calls","ICT SERVICES PHT","BT GLOBAL SERVICES",13691446,6093.35,"0790053823"
"Department of Health","Portsmouth Hospitals Trust","28/10/2011","Phone Rental and Calls","TELEPHONE CALLS","BT PLC",13852901,29998.15,"VP19669170Q0390"
"Department of Health","Portsmouth Hospitals Trust","06/10/2011","Prepayments - Current","Balance Sheet","HOSPITAL COMPANY QAH PORTSMOUTH LTD",13746886,4880222.87,"PPQAH137"
"Department of Health","Portsmouth Hospitals Trust","04/10/2011","Rent","FORT SOUTHWICK REV COSTS","FORT SOUTHWICK CO LTD",13661059,54761.94,"NHSCOMMCENRENT"
"Department of Health","Portsmouth Hospitals Trust","14/10/2011","Rent","PTS PORTSMOUTH AREA","E-ZEC MEDICAL TRANSPORT SERVICES LTD",13773654,2782,"110338"
"Department of Health","Portsmouth Hospitals Trust","18/10/2011","Rent","QAH AUDIOLOGY SERVICES","ELIZABETH FOUNDATION",13760915,36330,"553"
"Department of Health","Portsmouth Hospitals Trust","07/10/2011","SYS Inventory","Balance Sheet","AAH PHARMACEUTICALS LTD",13637927,147407.04,"26344832X"
"Department of Health","Portsmouth Hospitals Trust","11/10/2011","SYS Inventory","Balance Sheet","ABBOTT LABORATORIES LTD",13693364,25354.08,"4396474"
"Department of Health","Portsmouth Hospitals Trust","25/10/2011","SYS Inventory","Balance Sheet","ABBOTT LABORATORIES LTD",13745527,27054.72,"4399741"
"Department of Health","Portsmouth Hospitals Trust","11/10/2011","SYS Inventory","Balance Sheet","BOEHRINGER INGELHEIM LTD",13670294,36810,"5010065105"
"Department of Health","Portsmouth Hospitals Trust","04/10/2011","SYS Inventory","Balance Sheet","FRESENIUS KABI LTD",13637906,28978.68,"911654689"
"Department of Health","Portsmouth Hospitals Trust","18/10/2011","SYS Inventory","Balance Sheet","GILEAD SCIENCES LTD",13708712,100440,"11097354"
"Department of Health","Portsmouth Hospitals Trust","21/10/2011","SYS Inventory","Balance Sheet","GILEAD SCIENCES LTD",13738359,400786.99,"11097589"
"Department of Health","Portsmouth Hospitals Trust","14/10/2011","SYS Inventory","Balance Sheet","HEALTHCARE PRODUCT SERVICES LTD",13708752,99390.82,"9770031586"
"Department of Health","Portsmouth Hospitals Trust","04/10/2011","SYS Inventory","Balance Sheet","JANSSEN CILAG LTD",13613693,36594.24,"91733367"
"Department of Health","Portsmouth Hospitals Trust","11/10/2011","SYS Inventory","Balance Sheet","JANSSEN CILAG LTD",13670299,31772.72,"91735377"
"Department of Health","Portsmouth Hospitals Trust","28/10/2011","SYS Inventory","Balance Sheet","JANSSEN CILAG LTD",13759841,45742.8,"91740016"
"Department of Health","Portsmouth Hospitals Trust","04/10/2011","SYS Inventory","Balance Sheet","MARTINDALE PHARMACEUTICALS",13721880,26829.91,"3565328"
"Department of Health","Portsmouth Hospitals Trust","18/10/2011","SYS Inventory","Balance Sheet","NOVARTIS PHARMACEUTICALS UK LTD",13693377,226491.48,"90941969"
"Department of Health","Portsmouth Hospitals Trust","25/10/2011","SYS Inventory","Balance Sheet","NOVARTIS PHARMACEUTICALS UK LTD",13738356,252410.7,"90945722"
"Department of Health","Portsmouth Hospitals Trust","04/10/2011","SYS Inventory","Balance Sheet","ROCHE PRODUCTS LTD",13654262,52389,"1321411509"
"Department of Health","Portsmouth Hospitals Trust","04/10/2011","SYS Inventory","Balance Sheet","ROCHE PRODUCTS LTD",13654263,35621.76,"1321411510"
"Department of Health","Portsmouth Hospitals Trust","25/10/2011","SYS Inventory","Balance Sheet","ROCHE PRODUCTS LTD",13745493,147685.8,"1321417423"
"Department of Health","Portsmouth Hospitals Trust","18/10/2011","SYS Inventory","Balance Sheet","SANOFI PASTEUR MSD LTD",13722002,46420.2,"6060013192"
"Department of Health","Portsmouth Hospitals Trust","04/10/2011","SYS Inventory","Balance Sheet","WOCKHARDT UK LTD",13670347,27844.75,"90164882"
"Department of Health","Portsmouth Hospitals Trust","04/10/2011","Sale of Good & Srv NonNHS","VITAL PAC","NHS INNOVATIONS SOUTH EAST",13651964,33000,"550"
"Department of Health","Portsmouth Hospitals Trust","24/10/2011","Services Received - NHSTs","AUDIOLOGICAL MEDICINE","WESTERN SUSSEX HOSPITALS NHS TRUST",13820880,7,"22265693"
"Department of Health","Portsmouth Hospitals Trust","24/10/2011","Services Received - NHSTs","COMMUNITY HOSPITALS - FCH","SOUTHERN HEALTH (COMMUNITY) NHSFT",13835344,16584,"21623783"
"Department of Health","Portsmouth Hospitals Trust","24/10/2011","Services Received - NHSTs","COMMUNITY HOSPITALS - GWMH","SOUTHERN HEALTH (COMMUNITY) NHSFT",13835344,126614,"21623783"
"Department of Health","Portsmouth Hospitals Trust","03/10/2011","Services Received - NHSTs","ENT CENTRAL STATEMENT","WESTERN SUSSEX HOSPITALS NHS TRUST",13691407,30825.25,"22265495"
"Department of Health","Portsmouth Hospitals Trust","24/10/2011","Services Received - NHSTs","ENT CENTRAL STATEMENT","WESTERN SUSSEX HOSPITALS NHS TRUST",13820880,551,"22265693"
"Department of Health","Portsmouth Hospitals Trust","24/10/2011","Services Received - NHSTs","ENT CENTRAL STATEMENT","WESTERN SUSSEX HOSPITALS NHS TRUST",13820920,30825.25,"22266092"
"Department of Health","Portsmouth Hospitals Trust","03/10/2011","Services Received - NHSTs","Onc/Haem OPD B Level","WESTERN SUSSEX HOSPITALS NHS TRUST",13691407,13377.42,"22265495"
"Department of Health","Portsmouth Hospitals Trust","24/10/2011","Services Received - NHSTs","Onc/Haem OPD B Level","WESTERN SUSSEX HOSPITALS NHS TRUST",13820880,34163,"22265693"
"Department of Health","Portsmouth Hospitals Trust","24/10/2011","Services Received - NHSTs","Onc/Haem OPD B Level","WESTERN SUSSEX HOSPITALS NHS TRUST",13820920,13377.42,"22266092"
"Department of Health","Portsmouth Hospitals Trust","14/10/2011","Services Received - NHSTs","PHCT/PHT RECHARGES","SOLENT NHS TRUST",13750723,330712,"8045686"
"Department of Health","Portsmouth Hospitals Trust","24/10/2011","Services Received - NHSTs","PHCT/PHT RECHARGES","SOUTHERN HEALTH (COMMUNITY) NHSFT",13835344,149184.77,"21623783"
"Department of Health","Portsmouth Hospitals Trust","03/10/2011","Services Received - NHSTs","PLASTIC SURGERY","WESTERN SUSSEX HOSPITALS NHS TRUST",13691407,9158.91,"22265495"
"Department of Health","Portsmouth Hospitals Trust","24/10/2011","Services Received - NHSTs","PLASTIC SURGERY","WESTERN SUSSEX HOSPITALS NHS TRUST",13820880,39,"22265693"
"Department of Health","Portsmouth Hospitals Trust","24/10/2011","Services Received - NHSTs","PLASTIC SURGERY","WESTERN SUSSEX HOSPITALS NHS TRUST",13820920,9158.92,"22266092"
"Department of Health","Portsmouth Hospitals Trust","03/10/2011","Services Received - NHSTs","RENAL NON STOCK/STOCK","WESTERN SUSSEX HOSPITALS NHS TRUST",13691407,728.92,"22265495"
"Department of Health","Portsmouth Hospitals Trust","24/10/2011","Services Received - NHSTs","RENAL NON STOCK/STOCK","WESTERN SUSSEX HOSPITALS NHS TRUST",13820880,1,"22265693"
"Department of Health","Portsmouth Hospitals Trust","24/10/2011","Services Received - NHSTs","RENAL NON STOCK/STOCK","WESTERN SUSSEX HOSPITALS NHS TRUST",13820920,728.92,"22266092"
"Department of Health","Portsmouth Hospitals Trust","24/10/2011","Services Received - NHSTs","community hospitals - other","SOUTHERN HEALTH (COMMUNITY) NHSFT",13835344,12270,"21623783"
"Department of Health","Portsmouth Hospitals Trust","24/10/2011","Services Received - NHSTs","community hospitals - p-field","SOUTHERN HEALTH (COMMUNITY) NHSFT",13835344,57250,"21623783"
"Department of Health","Portsmouth Hospitals Trust","03/10/2011","Services Received - PCTs","COMMUNITY HOSPITALS - SMH","PORTSMOUTH CITY TEACHING PCT",13661079,109219,"9577743"
"Department of Health","Portsmouth Hospitals Trust","14/10/2011","Services Received - PCTs","FINANCE DIRECTORS BUDGET","PORTSMOUTH CITY TEACHING PCT",12671209,61000,"9577279"
"Department of Health","Portsmouth Hospitals Trust","14/10/2011","Services Received - PCTs","FINANCE DIRECTORS BUDGET","PORTSMOUTH CITY TEACHING PCT",12776986,-61000,"9577377"
