Body Name,Service Area,Expense Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,05/01/2016,5100089131,"85,052.20",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,05/01/2016,5100089133,"17,475.27",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,05/01/2016,5100089134,"13,243.87",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,05/01/2016,5100089135,"13,835.35",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,05/01/2016,5100089136,"112,517.55",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,05/01/2016,5100089137,"293,445.77",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,05/01/2016,5100089139,"6,302.21",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,05/01/2016,5100089140,"3,150.49",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,05/01/2016,5100089141,"3,150.49",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,05/01/2016,5100089142,"3,150.49",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,05/01/2016,5100089144,"31,508.60",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,05/01/2016,5100089145,"339,916.13",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,IS Support Services,05/01/2016,5100088759,"2,284.40",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Smart Ticketing,05/01/2016,5100089186,"7,200.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Heavy Rail Support Services,05/01/2016,5100087034,"148,827.19",MOTT MACDONALD LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Design Support Services,05/01/2016,5100089112,"47,687.38",MOTT MACDONALD LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,05/01/2016,5100089194,"2,079.50",OMEGA PRINT AND DESIGN LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Procurement Services,05/01/2016,5100089130,"9,187.50",OPUS BESTPAY LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,IS Support Services,05/01/2016,5100089138,"11,760.00",PMA GLOBAL MOBILITY RESOURCES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,05/01/2016,5100088863,"3,095.40",PRACTICUS LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Temporary Vacancy Cover,05/01/2016,5100089101,701.63,Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,05/01/2016,5100089102,"6,371.32",SERVICEPOINT UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,05/01/2016,5100089155,"38,022.83",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,05/01/2016,5100089157,"14,821.63",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,05/01/2016,5100089161,"2,874.77",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,05/01/2016,5100089164,"2,470.49",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,05/01/2016,5100089165,"7,819.51",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,05/01/2016,5100089168,"4,094.72",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,05/01/2016,5100089171,"19,487.47",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,05/01/2016,5100089191,"6,052.52",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,05/01/2016,5100089201,"17,290.92",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,05/01/2016,5100089202,"25,502.56",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,05/01/2016,5100089203,"6,595.92",SIEMENS PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Engineering Support Services,05/01/2016,5100088777,"32,100.00",SOLARIS TECHNOLOGIES LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Planning Support Services,05/01/2016,5100088297,"12,818.33",STEER DAVIES GLEEVE LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Transport Planning & Monitoring Services,05/01/2016,5100088953,"10,937.50",SUSTRANS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Computer and Communications Equipment,05/01/2016,5100088899,"1,214.60",TOTAL COMPUTERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Computer and Communications Equipment,05/01/2016,5100088991,449.94,TOTAL COMPUTERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cleaning,05/01/2016,5100089092,458.64,TUDOR CONTRACT CLEANERS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Smart Ticketing,05/01/2016,5100088567,"68,409.00",VIX TECHNOLOGY LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic and Transportation Surveys,05/01/2016,5100089183,"3,978.82",WILDE CONSULTANTS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Vehicle Costs,06/01/2016,1200037056,554.70,ALLSTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Concessionary Reimbursement,08/01/2016,1900044900,521.00,1919 TAXIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044842,765.80,A HOLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044876,875.20,A WOODWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Engineering Support Services,08/01/2016,5100088644,"8,100.00",AECOM LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Environmental & Ecological Support Services,08/01/2016,5100088697,"7,012.50",AECOM LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Community Engagement Services,08/01/2016,5100089014,"5,701.11",AECOM LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Community Engagement Services,08/01/2016,5100089018,"2,253.26",AECOM LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Research Services,08/01/2016,5100089020,"3,555.60",AECOM LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,CCTV Support Services,08/01/2016,5100089211,920.00,ALTRON COMMUNICATIONS EQUIPMENT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044814,984.60,B ASKHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cycle Training Scheme,08/01/2016,5100088982,"6,000.00",BIKE RIGHT!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,08/01/2016,1900044747,"109,176.00",BOLTON METROPOLITAN BOROUGH COUNCIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Topographical Feasibility Support,08/01/2016,5100086771,"9,951.63",BOLTON METROPOLITAN BOROUGH COUNCIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Topographical Feasibility Support,08/01/2016,5100088549,"(9,951.63)",BOLTON METROPOLITAN BOROUGH COUNCIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044823,656.40,BRECK SCHOOL OF MOTORING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044841,"1,531.60",C HIRST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044850,765.80,C MACCORMACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Insurance,08/01/2016,1900044884,907.40,CHANTRYCO INVESTMENTS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044825,"2,188.00",CRUISE DRIVER TRAINING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044831,765.80,D ELLIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044837,"1,859.80",D HEATHCOTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044866,"1,094.00",D ROBINSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044875,"1,610.60",D WALSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Transport Planning & Monitoring Services,08/01/2016,5100088973,"4,887.50",DAVID GREGORY TRANSPORT PLANNING LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Project Support Services,08/01/2016,5100089222,478.13,DAVID GREGORY TRANSPORT PLANNING LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044874,765.80,DAVID WALKER DRIVER TRAINING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044864,875.20,DRIVER ACADEMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044856,656.40,DRIVETIME SCHOOL OF MOTORING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Card Management Services,08/01/2016,5100089097,"2,002.93",ESP SYSTEX LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Legal Services,08/01/2016,5100089214,"60,137.01",EVERSHEDS LLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044824,"1,641.00",G CLIFFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044867,"1,641.00",G ROBINSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Community Engagement Services,08/01/2016,1900044635,"5,000.00",GROUNDWORK MSSTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044827,875.20,H DICKINSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044840,"2,078.60",HOGHTON DRIVING SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044829,"1,094.00",I DUFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Print & Media,08/01/2016,5100089013,562.50,INTREPIDFISH  LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044817,"1,525.51",J BOOTHROYD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044859,656.40,J MURPHY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Procurement Services,08/01/2016,5100089247,"2,850.00",JETFIRE ASSOCIATES LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Research Services,08/01/2016,5100089023,"2,100.00",JMP CONSULTANTS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Procurement Services,08/01/2016,5100089276,"9,900.00",JON MAYOR CONSULTING LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Traffic Signal Works,08/01/2016,5100089249,473.26,JONES LIGHTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044845,935.98,K JONES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044821,"1,531.60",L CHAPMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044872,"1,094.00",M AHEADDRIVER TRAINING LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044816,"2,297.40",M BOLTON DRIVER TRAINING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Concessionary Reimbursement,08/01/2016,1900044904,"2,013.00",MAGNUM WHITELINE PRIVATE HIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044818,"1,969.20",MARK BRENNAN DRIVER TRAINING LIMITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,08/01/2016,5100089207,"6,120.00",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Metrolink Operating Costs,08/01/2016,5100089235,"6,120.00",METROLINK RATP DEV LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044855,"2,078.60",MORRIS SCHOOL OF MOTORING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Smart Ticketing,08/01/2016,5100088465,"6,000.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/01/2016,5100089002,"1,591.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/01/2016,5100089027,"1,935.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/01/2016,5100089028,"3,870.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/01/2016,5100089029,"2,000.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,IS Support Services,08/01/2016,5100089107,"2,284.40",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Smart Ticketing,08/01/2016,5100089188,"6,000.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/01/2016,5100089241,"1,664.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/01/2016,5100089243,"1,664.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/01/2016,5100089245,"1,664.00",MORSON INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Rail Franchise,08/01/2016,1200037056,"3,659,029.14",NORTHERN RAIL LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044852,547.00,O MAYSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Property & Equipment Maintenance,08/01/2016,5100088879,"2,350.00",OCCUPATIONAL MANAGEMENT CONSULTANTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044813,984.60,P AINSWORTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044819,656.40,P BROMLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044822,"2,343.20",P CLARKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044834,"1,094.00",P GLEADALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044869,"1,999.58",PAS DRIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Programme Management Services,08/01/2016,5100089275,"10,080.00",PATTERSON PROJECT MANAGEMENT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Concessionary Reimbursement,08/01/2016,1900044913,"1,166.00",PEMBERTON TAXIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/01/2016,5100089217,"2,520.00",PWS TECHNICAL SERVICES (UK) LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Passenger Shelter Costs,08/01/2016,5100087494,"10,368.00",QUEENSBURY SHELTERS LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Passenger Shelter Costs,08/01/2016,5100087738,"10,368.00",QUEENSBURY SHELTERS LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Passenger Shelter Costs,08/01/2016,5100087740,"10,368.00",QUEENSBURY SHELTERS LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Passenger Shelter Costs,08/01/2016,5100088277,"10,368.00",QUEENSBURY SHELTERS LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Passenger Shelter Costs,08/01/2016,5100088278,"10,368.00",QUEENSBURY SHELTERS LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Capital Costs - Passenger Shelter Costs,08/01/2016,5100089246,"2,750.65",QUEENSBURY SHELTERS LIMITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044836,"2,443.26",R GREENOUGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Driver Intervention Course Delivery Costs,08/01/2016,1900044839,"1,094.00",R HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Corporate Services,Temporary Vacancy Cover,08/01/2016,5100089071,701.63,Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Smart Ticketing,08/01/2016,5100089074,"2,340.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfGM,Transport,Cycle Training Scheme,08/01/2016,5100089075,"2,750.00",Robert Walters Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
