Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction,Amount,Additional Narrative
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000325,"£61,746.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,London Borough Of Camden,1900000435,"£60,393.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000306,"£57,730.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000333,"£55,722.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000346,"£54,216.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000385,"£52,208.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000312,"£51,204.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000331,"£48,694.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000309,"£47,188.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000320,"£45,682.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000384,"£45,682.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000380,"£41,164.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000314,"£35,391.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000368,"£33,634.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000373,"£31,375.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000287,"£30,873.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000302,"£29,869.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000388,"£29,367.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000326,"£25,305.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000386,"£25,064.00",Payment of business rates for diplomatic properties
HMRC,POLAR,16.07.14,Non-domestic Rates,Diplomatic Properties,City Of Westminster,1900000398,"£25,000.00",Payment of business rates for diplomatic properties
,,,,,,,,
