Title:,"Annual average, highest and lowest mean concentrations of water quality determinands by region: 1980-2011 (Dissolved oxygen), ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA Wales,Mean,10.88194691,10.67872928,10.45263673,10.68065396,10.72646826,10.77235346,10.80852449,10.96100018,10.61591464,10.52741766,10.59703441,10.91668067,10.67456449,10.98964941,11.30767998,11.36129055,11.55926443,11.36316697,11.16055609,11.12420235,10.69968068,10.89752441,10.82264837,11.04581814,11.06718548,11.09691155,11.07756079,13.22597166,11.10588675,11.09434226,11.3087841,10.91709737
EA Wales,Max,12.03181818,11.96363636,12.2,11.50322581,12.35,12.08571429,11.6928,13.9,11.88888889,11.55714286,11.5,11.97272727,11.332,11.55,11.96428571,12.27692308,12.37083333,12.14814815,11.99,12.25333333,11.46666667,12.16,11.62333333,12.27625,12.27666667,11.855,11.9975,94.57416667,12.08461538,12.21,12.38333333,12.16666667
EA Wales,Min,8.696875,8.925,8.7546875,9.200714286,8.95,8.7,8.89,8.814,7.956,8.8225,8.98,9.566666667,9.251851852,9.961904762,9.58125,9.375,9.879285714,10.25555556,10.07083333,10.23333333,9.542857143,7.512222222,9.091,10.13666667,10.12692308,9.526666667,9.0275,9.291666667,8.9125,9.27,8.97,8.970909091
Midlands,Mean,9.948343152,9.959879447,9.917080579,10.10792739,10.08447078,9.854460091,10.30244491,10.11877809,9.971568869,9.825196525,9.955622535,10.34699679,10.14663267,10.70002086,10.46588158,10.20273785,10.39651865,9.959460299,10.17921094,10.08941114,10.24459108,10.32418193,10.29917447,10.23904225,10.14534991,10.16298446,10.16269448,10.23494312,10.25903526,10.09546442,10.34904579,10.02184982
Midlands,Max,10.80952381,11.01428571,11.3,12.04,11.27142857,11.26666667,11.66086957,11.95,11.3097561,11.58378378,11.76666667,11.788,11.29824561,11.6,11.33913043,11.47,11.98140351,11.32818182,11.42833333,11.11,11.18583333,11.42666667,11.37384615,11.065,10.93,11.02526316,10.99809524,11.08333333,11.338,10.92416667,12.13538462,11.4
Midlands,Min,7.652173913,7.225,7.120833333,7.006818182,7.9,6.965384615,8.032352941,6.566666667,7.038235294,6.505769231,5.966037736,6.19375,6.153703704,8.513207547,9.073584906,7.098076923,8.333333333,6.973333333,7.949090909,8.943333333,9.061666667,8.877333333,8.831666667,8.916666667,8.851875,9.269230769,8.907368421,8.577857143,8.804166667,8.695,8.3,8.0325
North East,Mean,10.2429999,10.23059164,10.24043979,9.897294682,10.13247916,10.1360728,10.40823249,10.04482977,9.754914436,9.584256978,10.02891713,9.97788244,10.04359323,10.67371403,10.339491,9.640526921,10.0361944,9.990205815,10.29506401,10.3243252,10.44110266,10.93839645,10.14233392,10.00141036,10.25265608,10.25952007,10.26418413,10.20177207,10.57891026,10.19098234,10.55342196,10.2213191
North East,Max,11.48181818,12.22583333,12.71,11.53333333,12.305,12.34166667,11.83333333,11.36666667,11.275,11.425,11.5375,11.84285714,12.04846154,12.09,13.125,11.725,12.26411765,11.61095238,11.57769231,11.93923077,11.74071429,14.7,11.5559375,11.34071429,11.53166667,11.725,11.44583333,11.12833333,11.83307692,11.12083333,11.39083333,11.5625
North East,Min,7.685555556,8.184782609,7.929787234,7.029545455,6.848611111,7.135714286,7.756603774,6.312195122,7.368666667,6.022142857,7.919047619,6.729268293,7.414285714,8.932608696,6.824318182,7.000769231,8.058125,7.832857143,8.909565217,8.91875,8.839,8.441666667,8.886666667,8.055,8.625833333,8.040833333,7.994166667,8.3175,9.098333333,8.025384615,8.89,8.215384615
North West,Mean,10.03624027,10.05907566,10.0538402,9.776397379,9.834637949,10.04502989,10.05215511,9.62650586,9.481459236,9.342854362,9.167560392,9.556567259,9.73913412,9.757530357,9.861555943,10.22465669,10.4965357,10.2285786,10.557403,10.46237996,10.53233906,10.77439155,10.55895718,10.52172751,10.65153861,10.64181235,10.81021062,10.56426611,11.0348739,10.82611597,11.04774767,10.78254604
North West,Max,11.9375,12.58333333,12.34285714,11.82307692,12.38461538,12.5,11.80909091,11.49444444,11.2625,12.04266667,11.92851852,11.69625,11.91384615,12.02285714,11.615,11.92857143,11.84897959,12.22,11.83333333,11.85918367,11.82307692,14.05,12.24090909,12.13333333,12,12.66666667,13.05,12.26,12.755,12.295,12.44333333,11.89133333
North West,Min,5.608333333,5.534883721,5.029545455,5.190697674,5.564444444,5.135897436,4.984444444,5.003478261,4.444285714,4.582083333,4.797058824,5.059821429,4.971111111,4.178,6.218974359,7.224081633,7.188837209,6.694,7.35106383,6.926829268,8.044489796,6.3,8.36875,8.358333333,8.375,8.333333333,8.633333333,8.133333333,8.952307692,8.493333333,8.470833333,8.845384615
SEPA East,Mean,11.02327585,11.10091061,10.85272962,11.19652037,11.01921093,10.89691984,11.31508853,11.10047424,11.22563385,11.5132803,10.83043056,10.93134311,11.43380195,10.87817516,11.22105031,11.1630425,11.16501586,10.86352783,10.98538867,10.99908493,10.80541866,11.44596026,11.00845879,11.05736981,11.01876678,11.05534891,11.12865721,11.07624786,11.02072711,11.01891937,11.4131357,11.20589265
SEPA East,Max,12.74166667,12.825,12.04166667,12.87,13.025,12.159,12.323,12.55,12.4,12.49545455,11.988,12.88333333,14.4,12.28333333,12.55833333,12.13333333,12.00833333,11.612,11.59166667,11.73666667,11.575,13.06666667,11.78571429,12.125,11.80588235,12.17058824,12,12.21818182,11.775,11.90833333,12.40909091,12.15
SEPA East,Min,9.041666667,9.1,9.191666667,9.276923077,9.016666667,8.7375,9.5,8.983333333,9.871764706,8.719166667,8.673,8.15,9.958333333,9.282727273,9.554545455,9.858333333,9.765384615,9.175833333,10.175,9.945454545,10.1,10.08888889,9.94,9.736363636,10.32727273,10.40833333,10.0047619,10.20833333,9.741666667,9.95,9.958333333,10.51916667
SEPA North,Mean,11.27188414,11.45752317,11.21064052,11.22337641,11.12853218,10.95676986,11.40107864,11.31288982,11.0804267,11.34199911,11.02403743,11.2211631,11.15477149,11.45870321,11.32958865,11.16281907,11.55159177,10.90415642,10.85067599,11.0545236,10.92278294,11.12578654,11.0875188,11.18559911,10.94397388,11.43841199,11.29590786,11.45452118,11.66835796,11.50741432,11.49862984,11.12232139
SEPA North,Max,11.72166667,12.324,11.90666667,12.23333333,11.87076923,11.52833333,12.12,11.93333333,12.15,12.348,12.08363636,11.93333333,11.83333333,12.05333333,11.92454545,11.76083333,12.60916667,11.72090909,11.75,11.66666667,11.65583333,11.9825,11.88666667,11.97833333,11.356,12.45454545,12.0625,11.99384615,12.61666667,12.8425,12.64416667,12.02454545
SEPA North,Min,10.1,9.002222222,10.09625,10.26666667,9.36,10.09375,10.04,10.59166667,10.15,10.532,10.1,10.4925,10.32916667,10.28090909,10.4,9.862727273,10.85166667,10.04666667,10.41666667,10.66666667,10.29666667,9.40625,10.62416667,9.914615385,9.746666667,10.58333333,9.81,10.84666667,11.06166667,10.5975,10.81,10.05166667
SEPA West,Mean,10.35797512,10.56401434,10.43655162,10.56701847,10.65379386,10.69654264,10.99950569,10.9003256,10.66792745,11.2317931,11.01248865,10.82330144,10.56032695,10.74448629,10.63960434,10.22894737,10.35561631,10.09127418,10.22114833,11.10723958,10.69183267,10.95887534,10.74010338,10.27017869,10.35815927,10.83774443,10.72622115,10.76382775,10.84946837,10.81561138,10.90841308,10.94817264
SEPA West,Max,12.12352941,12.53076923,12.47333333,12.48333333,14.53846154,12.42142857,13.06,12.78,12.64166667,14.26666667,13.59090909,12.74166667,11.7,13.15,12.175,12.24166667,13.25833333,12.79,10.875,12.5,12.34285714,13.3,11.54285714,12.307,11.87857143,12.075,11.75454545,11.56666667,11.64545455,11.75,11.82222222,11.75
SEPA West,Min,8.816666667,8.833333333,8.2,8.154545455,7.85,8.783333333,9.135714286,8.4,8.635714286,8.35,8.583333333,8.216666667,7.9,8.366666667,8.358333333,7.741666667,7.4,7.55,8.29,9.6,8.6,8.06,9.216666667,7.877272727,8.8,9.536363636,9.04,9.809090909,9.891666667,9.883333333,9.975,10.2
South West,Mean,10.7106535,10.53528753,10.58501636,10.43408693,9.991401702,10.368981,10.54506953,10.50165077,10.49143816,10.42437286,10.17257691,10.73340732,10.4904846,10.67267458,10.59655882,10.58489197,10.62876131,10.78444681,10.66468353,8.969272456,10.63079463,10.30434978,10.23746667,10.22537345,10.2651435,10.3100406,10.23031385,10.41829715,10.65083533,10.41618462,10.868973,10.56797436
South West,Max,11.3875,11.66333333,12.3,11.75,12.57692308,12.91,11.65714286,12.11142857,11.67333333,11.356,11.09166667,11.76666667,12.032,11.9646875,12.041875,11.32923077,12.07884615,12.01071429,11.38833333,10.8725,11.31692308,11.63333333,12.5,11.328,11.07090909,11.27230769,10.96916667,11.39090909,11.4475,11.22833333,12.04166667,11.975
South West,Min,7.546666667,4.82,7.625,7.7,6.768,7.806666667,8.212727273,4.9,8.325,8.781481481,8.780769231,9.388867925,8.6404,9.33627451,9.418928571,8.821428571,8.701818182,8.798461538,9.689166667,4.265555556,9.426666667,8.83,6.851666667,7.8925,8.891818182,8.165,7.836666667,9.218,9.2775,8.469,9.503333333,9.195
Southern,Mean,10.58687018,10.09707638,10.10501047,10.26898165,10.17979192,10.10061569,10.04927268,10.33734021,9.808602282,9.690231322,9.653715608,10.19383863,9.762662233,9.983181264,10.02719342,10.13127178,10.37035287,10.61653619,10.12462418,10.11881634,10.05111043,9.731675075,9.097105034,9.382158963,9.603928513,9.964985166,9.763507629,10.08854111,10.3266991,9.973219697,10.35728438,9.876194639
Southern,Max,12.59138889,11.18576923,11.85148148,11.25109091,11.154,11.15428571,11.01551724,11.76678571,10.99777778,10.48833333,11.00178571,10.92076923,10.87021739,10.63672727,10.70233333,11.20056604,11.09339623,11.54333333,10.64285714,10.74266667,10.60357143,10.96916667,10.47076923,10.375,10.4464,11.28538462,10.7,11.08538462,11.16166667,10.7425,12.26333333,11.0925
Southern,Min,9.41025641,9.057142857,8.439166667,9.453181818,8.9,8.816875,9.285714286,9.116,7.461428571,8.400666667,8.464285714,9.485555556,8.84,8.907719298,9.481166667,9.172195122,9.4325,9.825405405,9.462631579,9.5925,9.276666667,8.581,7.217727273,7.519375,8.564615385,8.293333333,8.7125,9.175384615,9.634615385,8.984166667,8.648333333,8.485833333
Thames,Mean,9.788357935,9.475657417,9.867384469,9.724755213,9.869101493,10.01431219,9.801398687,10.04227689,9.811542882,9.706161564,10.06068983,9.900326566,9.92022362,10.1461998,10.46650539,10.33421768,11.00816215,10.5801872,10.03586247,10.8440202,10.39428361,10.24264722,10.24308232,10.63804029,10.67045859,10.61982063,10.4602843,10.71638791,10.77796154,10.62238889,10.73366667,10.48670238
Thames,Max,11.73333333,10.88333333,11.37910714,11.175,11.01296296,11.62222222,10.94173913,11.42,11.3075,10.75,12.12384615,11.69384615,11.75,12.48461538,14,15.16666667,15.25,13.91666667,11.53333333,14.575,13.28916667,12.33083333,13.84166667,14.85,14.57416667,15.48333333,16.98333333,16.24166667,15.525,13.53333333,13.97916667,15.15833333
Thames,Min,6.633333333,6.44,6.938709677,6.725,7.414285714,6.7365,6.989411765,6.410526316,5.327619048,7.449090909,7.953846154,7.533333333,8.522083333,8.826923077,8.823076923,8.780666667,8.083333333,8.79,7.666666667,8.858333333,9.122727273,8.015833333,6.894166667,7.645833333,7.896666667,8.686666667,6.989166667,8.144166667,8.814166667,8.600833333,8.398333333,7.669166667
GB Average,,10.54556179,10.47934341,10.42689323,10.41436291,10.39259911,10.4350338,10.61584091,10.51508904,10.34539986,10.34487152,10.2736063,10.4947567,10.43504047,10.61356163,10.69640923,10.68383503,10.85608387,10.61866474,10.56953716,10.53631496,10.59100533,10.75130463,10.49413872,10.54114819,10.5327282,10.66085815,10.63089848,11.01391697,10.82921124,10.68952847,10.93399429,10.6282598
,90th Percentile,11.61,11.74241379,11.56833333,11.51827957,11.66388889,11.56923077,11.66086957,11.62727273,11.45,11.91333333,11.49785714,11.665,11.47865741,11.6486217,11.7450641,11.7298913,11.90416667,11.6529249,11.55968391,11.62833333,11.39857143,11.91214286,11.45601648,11.66916667,11.42142857,11.71583333,11.68872549,11.5725,11.67076923,11.625,11.84305556,11.45075
,10th Percentile,9.032371795,9.046666667,8.992093023,8.764776786,8.715,8.9,9.300454545,9.302916667,8.756085434,8.6125,8.877979323,9.081599774,9.067708333,9.3,9.462022333,9.235384615,9.423101852,9.212916667,9.480931174,9.231666667,9.669967949,9.593333333,9.322142857,9.200833333,9.354545455,9.514102564,9.426495098,9.481666667,9.7425,9.659166667,9.974583333,9.50804902
,Number of HMS sites,234,233,233,220,218,219,227,219,220,221,220,222,222,222,224,226,226,222,214,222,226,228,228,227,227,226,226,225,224,225,226,222
