OrganisationURI,OrganisationLabel,OrganisationalUnit,TransactionNumber,Invoice Ref.,BeneficiaryName,Expense Type,Purpose,PaymentDate,Amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14043467,REFUND OF RENT REQUEST REDACTED,REDACTED,R9910-HRA900,Refund of Overpiad Rent,24/03/2016,502.42
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14043641,RENT REFUND (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,24/03/2016,2934.42
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14043335,Rent Refund (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,11/03/2016,1094.94
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14043463,REFUND OF RENT REQUEST REDACTED,REDACTED,R9910-HRA900,Refund of Overpiad Rent,24/03/2016,550.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14043665,89335,Mr Nicholas Grundy QC,R4420-HRA110,Legal Expenses And Court Costs,31/03/2016,600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14043459,Oakley 110316,Oakley Neighbourhood Project,R6280-GBD001,Grants,24/03/2016,1333.76
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14043226,HIE Relate,Relate Gloucestershire & Swindon,R6280-GBD001,Grants,11/03/2016,869.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,New Heating Installations,14043304,REDACTED,Wales & West Utilities Ltd,C1107-CAH009,Building Works,11/03/2016,1827.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,10017822,,CCTV REPORT & CLEAR DRAIN AT REAR - BULLINGHAM COURT,R2008-HRA100,R & M of Build - Reactive Repairs,08/03/2016,565.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Phase 3 Development,10017908,direct debit,Persimmon ,C1001-CAH039,Acquisition Of Buildings,15/03/2016,210000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10018195,direct debit,LLOYDS BANK,R4428-CPK001,Services - credit card charges,21/03/2016,507.78
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10018049,direct debit,SEVERN TRENT WATER ,R2401-ADB103,Water Services - Metered,24/03/2016,648.99
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10018085,direct debit,SEVERN TRENT WATER ,R2402-CPK001,Sewerage and Environmental Services,24/03/2016,660.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",10017953,direct debit,SOUTHERN ELECTRIC ,R2100-CCM001,Electricity,04/03/2016,668.17
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10017953,direct debit,SOUTHERN ELECTRIC ,R2100-CPK001,Electricity,04/03/2016,684.38
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10018053,direct debit,GAS,R2101-HRA110,Gas,23/03/2016,687.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10018053,direct debit,GAS,R2101-REC111,Gas,23/03/2016,725.37
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,10017953,direct debit,SOUTHERN ELECTRIC ,R2100-CUL113,Electricity,04/03/2016,749.42
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10017829,direct debit,GAS,R2101-HRA110,Gas,22/02/2016,763.93
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,10018053,direct debit,GAS,R2101-CUL113,Gas,23/03/2016,795.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Telephones,10017843,direct debit,VIRGIN MEDIA ,R4515-SUP006,Comms - Telephone Call Charges,01/03/2016,818.17
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10018053,direct debit,GAS,R2101-HRA110,Gas,23/03/2016,879.72
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,10017829,direct debit,GAS,R2101-CUL113,Gas,22/02/2016,883.77
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10018053,direct debit,GAS,R2101-HRA110,Gas,23/03/2016,928.55
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,10018085,direct debit,SEVERN TRENT WATER  ,R2402-CUL113,Sewerage and Environmental Services,24/03/2016,943.13
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10018053,direct debit,GAS,R2101-HRA110,Gas,23/03/2016,977.47
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10017829,direct debit,GAS,R2101-HRA110,Gas,22/02/2016,979.52
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10017812,direct debit,LLOYDS BANK,R4428-COR006,Services - credit card charges,12/02/2016,991.13
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10017953,direct debit,SOUTHERN ELECTRIC ,R2100-CPK001,Electricity,04/03/2016,1022.37
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10017829,direct debit,GAS,R2101-HRA110,Gas,22/02/2016,1031.86
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Operations,10017953,direct debit,SOUTHERN ELECTRIC ,R2100-CUL107,Electricity,04/03/2016,1036.76
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10018053,direct debit,GAS,R2101-HRA110,Gas,23/03/2016,1074.74
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10018053,direct debit,GAS,R2101-HRA110,Gas,23/03/2016,1149.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10018085,direct debit,SEVERN TRENT WATER ,R2402-REC111,Sewerage and Environmental Services,24/03/2016,1183.41
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10017829,direct debit,GAS,R2101-HRA110,Gas,22/02/2016,1193.46
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10018085,direct debit,SEVERN TRENT WATER,R2402-REC111,Sewerage and Environmental Services,24/03/2016,1224.99
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10017829,direct debit,GAS,R2101-REC111,Gas,22/02/2016,1231.45
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10018049,direct debit,SEVERN TRENT WATER ,R2402-ADB103,Sewerage and Environmental Services,24/03/2016,1232.92
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Operations,10017953,direct debit,SOUTHERN ELECTRIC ,R2100-CUL107,Electricity,04/03/2016,1241.81
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10017829,direct debit,GAS,R2101-HRA110,Gas,22/02/2016,1310.87
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10017940,direct debit,LLOYDS BANK,R4428-COR006,Services - credit card charges,14/03/2016,1380.74
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10017829,direct debit,GAS,R2101-HRA110,Gas,22/02/2016,1558.30
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,10018053,direct debit,GAS,R2101-CUL112,Gas,23/03/2016,1642.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10017812,direct debit,LLOYDS BANK,R4428-COR006,Services - credit card charges,12/02/2016,1702.13
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,AGM Trading Account,10017940,direct debit,LLOYDS BANK,R4428-TAC101,Services - credit card charges,14/03/2016,1776.59
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Arle Road Nursery Operations,10017829,direct debit,GAS,R2101-OPS101,Gas,22/02/2016,1835.53
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10017812,direct debit,LLOYDS BANK,R4428-COR006,Services - credit card charges,12/02/2016,1841.06
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10017968,direct debit,E-ON ,R2100-REC111,Electricity,17/03/2016,1999.89
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,10017829,direct debit,GAS,R2101-CUL112,Gas,22/02/2016,2004.72
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10018053,direct debit,GAS,R2101-CUL117,Gas,23/03/2016,2046.14
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10017869,direct debit,S/LINE ,R4428-CPK001,Services - credit card charges,19/02/2016,2106.74
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10018006,direct debit,SEVERN TRENT WATER ,R2401-REC111,Water Services - Metered,21/03/2016,2118.17
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10017828,direct debit,E-ON ,R2100-REC111,Electricity,16/02/2016,2173.87
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10017829,direct debit,GAS,R2101-CUL117,Gas,22/02/2016,2184.84
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10018053,direct debit,GAS,R2101-CUL117,Gas,23/03/2016,2196.24
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,10017828,direct debit,E-ON ,R2100-CUL112,Electricity,16/02/2016,2453.97
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10018085,direct debit,SEVERN TRENT WATER ,R2401-REC111,Water Services - Metered,24/03/2016,2469.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10018195,direct debit,S/LINE ,R4428-CPK001,Services - credit card charges,21/03/2016,2491.12
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,10018053,direct debit,GAS,R2101-ADB101,Gas,23/03/2016,2547.67
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,10017947,direct debit,E-ON ,R2100-CUL112,Electricity,16/03/2016,2613.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",10018053,direct debit,GAS,R2101-CCM001,Gas,23/03/2016,2614.22
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,10017829,direct debit,GAS,R2101-ADB101,Gas,22/02/2016,2760.12
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10017828,direct debit,E-ON ,R2100-CUL117,Electricity,16/02/2016,2846.26
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10018053,direct debit,GAS,R2101-ADB103,Gas,23/03/2016,3035.14
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",10017829,direct debit,GAS,R2101-CCM001,Gas,22/02/2016,3235.22
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10017968,direct debit,E-ON ,R2100-CUL117,Electricity,17/03/2016,3267.03
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10017828,direct debit,E-ON ,R2100-ADB103,Electricity,16/02/2016,3351.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Telephones,10017843,direct debit,VIRGIN MEDIA ,R4515-SUP006,Comms - Telephone Call Charges,01/03/2016,3422.95
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10017947,direct debit,E-ON ,R2100-ADB103,Electricity,16/03/2016,3490.39
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10017828,direct debit,E-ON ,R2100-REC111,Electricity,16/02/2016,3491.34
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10017947,direct debit,E-ON ,R2100-REC111,Electricity,16/03/2016,3786.10
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,10017947,direct debit,E-ON ,R2100-ADB101,Electricity,16/03/2016,3801.99
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10017829,direct debit,GAS,R2101-ADB103,Gas,22/02/2016,3844.62
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,10017828,direct debit,E-ON ,R2100-ADB101,Electricity,16/02/2016,4076.36
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10018053,direct debit,GAS,R2101-REC111,Gas,23/03/2016,10209.27
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10017938,direct debit,SOUTHERN ELECTRIC ,R2100-HRA110,Electricity,04/03/2016,10280.86
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10017829,direct debit,GAS,R2101-REC111,Gas,22/02/2016,10802.72
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Arle Road Nursery Operations,10018053,direct debit,GAS,R2101-OPS101,Gas,23/03/2016,33369.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pensions Backfunding,10017749,direct debit,GLOUCESTER COUNTY COUNCIL,R1901-SUP038,Contribution to Pension Fund,01/03/2016,211666.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pensions Backfunding,10018100,direct debit,GLOUCESTER COUNTY COUNCIL,R1901-SUP038,Contribution to Pension Fund,30/03/2016,211666.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Twinning Expenses,10018088,procurement card,EASYJET,R4401-DRM011,Services - Fees and Charges,30/03/2016,667.93
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,10017961,procurement card, HM COURTS SERVICE,R4420-LTC001,Legal Expenses And Court Costs,17/03/2016,801.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",10018163,procurement card, AR TWIGGS,R4003-CCM001,Tools & Equipment - R & M,31/03/2016,825.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,10018088,procurement card,HM COURTS SERVICE,R4420-LTC001,Legal Expenses And Court Costs,30/03/2016,897.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,10017972,procurement card, HM COURTS SERVICE,R4420-LTC001,Legal Expenses And Court Costs,18/03/2016,1002.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",10018169,procurement card,CARDIAC SCIENCE,R4000-CCM001,Equipment Purchase,31/03/2016,1080.00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
