A3131,,,,,,,,,,Expenditure Over Threshold
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
RUN AT 1/5/2016 9:57:19 AM,,,,,,,,,,
Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,10145169,"89,773.00",,3179583,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,10145278,"50,321.00",,3179908,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,10207055,"2,959,623.73",,28013289,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec NHS Trust-Contract Variation,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,10207055,"40,906.00",,28013289,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,10207076,"176,876.40",,28013280,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - ADULTS,HERTFORDSHIRE COUNTY COUNCIL,9883352,"6,056,000.00",,1801801837,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Othe Public Sector,MENTAL HEALTH CONTRACTS,HERTFORDSHIRE COUNTY COUNCIL,9895532,"209,772.00",,1801802053,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Clinical&Medical-Independent Sector,COMMISSIONING - NON ACUTE,HERTFORDSHIRE EYE HOSPITAL (THE),10060722,"50,321.20",,PB0915,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,10145348,"25,093.34",,2929,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,10145367,"337,751.67",,2917,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,HERTS URGENT CARE,10145388,"127,337.00",,2924,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,10145423,"31,749.85",,2926,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,10145648,"95,527.80",,2922,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,10047922,"88,510.00",654945990,H0125021,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,10257009,"30,768.00",654945990,H0125683,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,10306629,"47,602.39",,HT000020899,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,10306629,475.60,,HT000020899,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,10060350,"76,367.00",654463720,A0011504,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,10060576,"96,868.75",,52967172,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,MARIE STOPES INTERNATIONAL,10341671,"53,658.36",882426016,MS152474,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,MID ESSEX HOSPITALS SERVICES NHS TRUST,10110314,"108,041.00",,ME2000092165,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,10145086,"329,083.14",,IC0025228,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,10306637,"(62,577.28)",876631000,HT000020908,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,10306638,"3,419.40",876631000,HT000020909,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,10306638,"115,030.24",876631000,HT000020909,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,NHS HERTS VALLEYS CCG,10238405,"998,308.80",,7021200300,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,NHS HERTS VALLEYS CCG,10238411,"66,955.71",,7021200301,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,10183003,"523,628.00",,32249,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,CHC Risk Pool Contribution,CHC CHILD PERS HLTH BUD,ONE-OFF SUPPLIER,10213334,"32,716.78",,102477-01-DEC-2015,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,CHC Risk Pool Contribution,CHC CHILD PERS HLTH BUD,ONE-OFF SUPPLIER,10213335,"39,196.56",,102479-01-DEC-2015,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,CHC Risk Pool Contribution,CHC CHILD PERS HLTH BUD,ONE-OFF SUPPLIER,10262053,"65,442.14",,102520-16-DEC-2015,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,CHC Risk Pool Contribution,CHC CHILD PERS HLTH BUD,ONE-OFF SUPPLIER,10262056,"60,332.35",,102519-16-DEC-2015,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,CHC Risk Pool Contribution,CHC CHILD PERS HLTH BUD,ONE-OFF SUPPLIER,10281286,"83,761.43",,102518-16-DEC-2015,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Cont Care- Retrospective Claims,CHC ADULT FULLY FUNDED,ONE-OFF SUPPLIER,10281286,"53,719.61",,102518-16-DEC-2015,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,10145154,"112,743.00",654935994,I0096590,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PATHOLOGY PARTNERSHIP,10183123,"397,001.00",,77000309,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PATHOLOGY PARTNERSHIP,10183153,"90,964.43",,77000369,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PATHOLOGY PARTNERSHIP,10256263,"31,647.00",,87000364,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,PATHOLOGY PARTNERSHIP,10256287,"29,694.00",,87000604,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,PEARTREE SURGERY,10306645,"26,540.77",,HT000020916,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PINEHILL HOSPITAL,10090365,"447,571.00",,ENHCCGPINDEC15,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,10047649,"4,429,024.84",654964985,BL150901,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,RAMSAY HEALTH CARE UK,10127381,"215,000.00",GB426505170,ENHERTS1215PF,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,RIVERS HOSPITAL,10090452,"639,866.00",426505170,ENHDEC2015RIVERS,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,10060322,"150,727.16",,I0177340,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,10060769,"290,337.00",654946987,I0110141,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,10060790,"1,621,949.00",654946987,I0110223,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Prior Year,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,10164085,"(79,346.00)",654946987,C0011525,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,10238017,"(36,894.00)",654946987,C0010872,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,10238023,"118,111.00",654946987,I0107830,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,10060896,"258,584.00",,B0029212,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,COMMUNITY SERVICES,SOUTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,10256524,"32,410.98",654974100,I0047500,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,COMMUNITY SERVICES,SOUTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,10256557,"32,410.98",654974100,I0046907,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,COMMUNITY SERVICES,SOUTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,10256715,"32,410.98",654974100,I0047807,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Prior Year,COMMUNITY SERVICES,SOUTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,10257119,"(84,988.00)",654974100,C0004418,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,10060730,"88,210.00",915970991,06KHPNPF201509,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Non Contract,COMMUNITY SERVICES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10090331,875.58,GB654943703,6362140,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10090331,"24,751.57",GB654943703,6362140,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,STANMORE MEDICAL GROUP,10306654,"26,085.00",,HT000020926,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Computer Software/License,IM&T,TRUSTMARQUE SOLUTIONS LTD,10057490,"66,426.04",GB727348615,2237503,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,10090501,"597,311.00",654948687,5010074540,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,10090514,"513,371.00",654948687,5010074510,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,10183282,"477,850.00",654948687,5010075528,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,10183339,"(358,387.00)",654948687,5090004533,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Telecoms-Data lines,IM&T,VIRGIN MEDIA BUSINESS LTD,10275658,"180,074.47",,932023007,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Telecoms-Phone Instal & Maint,IM&T,VODAFONE LTD (UNIFIED COMMUNICATIONS GROUP),10047823,"41,629.07",,CS03123,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,10306660,"(52,220.52)",,HT000020932,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,10306661,"94,226.15",,HT000020933,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,10306661,"1,066.00",,HT000020933,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,10182896,"225,384.00",,234326,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,10354522,"(29,583.00)",,23098,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,10306657,"39,780.82",,HT000020929,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,10306657,"1,738.40",,HT000020929,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,10353381,"46,428.12",,4437058,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,10256779,"1,062.72",,NHS342,
Department of Health,NHS East & North Hertfordshire CCG,31/12/2015,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,10256779,"26,288.00",,NHS342,
,,,,,,,,,,
,,,,,,,"43,217,190.92",,,
