Department,Entity,Transaction Date,Supplier Name Published,Amount Published,Expense Type Published,Expense Area Published,"Expense Description published for admin spend above £25,000 only",
DFID,DFID,13/04/2012,META-DEVELOPMENT LLP,"£8,162",Consultancy Services,"Asia, Caribbean and Overseas Territories",Consultancy Services,
DFID,DFID,16/04/2012,THE GOURMET FACTORY,"£1,859",Contract Catering Services,"Asia, Caribbean and Overseas Territories",Contract Catering Services,
DFID,DFID,26/04/2012,NARINDER PAL SINGH,£592,Contract Catering Services,"Asia, Caribbean and Overseas Territories",Contract Catering Services,
DFID,DFID,13/04/2012,"Hilo Co., Ltd","£1,100",Electricity,"Asia, Caribbean and Overseas Territories",Electricity,
DFID,DFID,17/04/2012,Foreign & Commonwealth Office,£529,Electricity,"Asia, Caribbean and Overseas Territories",Electricity,
DFID,DFID,18/04/2012,BSES RAJDHANI POWER LIMITED,"£4,438",Electricity,"Asia, Caribbean and Overseas Territories",Electricity,
DFID,DFID,19/04/2012,Dhaka Electric Supply Company Ltd,"£1,159",Electricity,"Asia, Caribbean and Overseas Territories",Electricity,
DFID,DFID,29/04/2012,Neptune Properties,"£1,256",Electricity,"Asia, Caribbean and Overseas Territories",Electricity,
DFID,DFID,09/04/2012,Homebound,"£1,120",Furniture & Fittings,"Asia, Caribbean and Overseas Territories",Furniture & Fittings,
DFID,DFID,23/04/2012,RAJSHREE ELECTRICALS,"£3,738",Generators & spares,"Asia, Caribbean and Overseas Territories",Generators & spares,
DFID,DFID,25/04/2012,RICOH UK LTD,"£7,442",Hardware - printers,"Asia, Caribbean and Overseas Territories",Hardware - printers,
DFID,DFID,23/04/2012,Corporate Travel Provider,"£1,231",Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Hotels - Accommodation only,
DFID,DFID,23/04/2012,Corporate Travel Provider,£783,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Hotels - Accommodation only,
DFID,DFID,23/04/2012,Corporate Travel Provider,"£1,210",Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Hotels - Accommodation only,
DFID,DFID,23/04/2012,Corporate Travel Provider,£793,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Hotels - Accommodation only,
DFID,DFID,23/04/2012,Corporate Travel Provider,£580,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Hotels - Accommodation only,
DFID,DFID,23/04/2012,Corporate Travel Provider,"£1,104",Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Hotels - Accommodation only,
DFID,DFID,05/04/2012,Recipient name withheld,£771,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Hotels - Accommodation only,
DFID,DFID,05/04/2012,Foreign & Commonwealth Office,"£1,411",Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Hotels - Accommodation only,
DFID,DFID,05/04/2012,Foreign & Commonwealth Office,£652,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Hotels - Accommodation only,
DFID,DFID,05/04/2012,Foreign & Commonwealth Office,£571,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Hotels - Accommodation only,
DFID,DFID,10/04/2012,Summit Hotel Pvt Ltd,"£1,164",Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Hotels - Accommodation only,
DFID,DFID,17/04/2012,Recipient name withheld,£688,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Hotels - Accommodation only,
DFID,DFID,18/04/2012,Recipient name withheld,£647,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Hotels - Accommodation only,
DFID,DFID,25/04/2012,Recipient name withheld,£561,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Hotels - Accommodation only,
DFID,DFID,30/04/2012,Summit Hotel Pvt Ltd,£556,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Hotels - Accommodation only,
DFID,DFID,05/04/2012,Supplier Name withheld,"£7,462",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,10/04/2012,Supplier Name withheld,"£2,292",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,10/04/2012,Supplier Name withheld,"£1,834",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,10/04/2012,Supplier Name withheld,"£2,063",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,10/04/2012,Supplier Name withheld,"£1,213",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,10/04/2012,Supplier Name withheld,"£2,292",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,10/04/2012,Supplier Name withheld,"£2,636",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,10/04/2012,Supplier Name withheld,"£1,765",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,10/04/2012,Supplier Name withheld,"£1,582",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,10/04/2012,Supplier Name withheld,"£2,865",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,10/04/2012,Supplier Name withheld,"£2,751",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,10/04/2012,Supplier Name withheld,"£3,094",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,10/04/2012,Supplier Name withheld,"£3,094",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,10/04/2012,Supplier Name withheld,"£1,903",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,10/04/2012,Supplier Name withheld,"£2,075",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,10/04/2012,Supplier Name withheld,"£1,719",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,10/04/2012,Supplier Name withheld,"£1,815",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,12/04/2012,Supplier Name withheld,"£5,699",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,12/04/2012,Supplier Name withheld,£564,Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,13/04/2012,Supplier Name withheld,"£5,990",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,13/04/2012,Supplier Name withheld,"£7,487",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,13/04/2012,Supplier Name withheld,"£6,383",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,13/04/2012,Supplier Name withheld,"£6,551",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,13/04/2012,Supplier Name withheld,"£5,990",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,17/04/2012,Foreign & Commonwealth Office,"£3,093",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,19/04/2012,Supplier Name withheld,"£2,037",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,19/04/2012,Supplier Name withheld,"£4,595",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,19/04/2012,Supplier Name withheld,"£1,307",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,19/04/2012,Supplier Name withheld,"£4,018",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,19/04/2012,Supplier Name withheld,"£1,584",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,19/04/2012,Supplier Name withheld,"£1,651",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,19/04/2012,Supplier Name withheld,"£1,245",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,19/04/2012,Foreign & Commonwealth Office,"£3,709",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,19/04/2012,Foreign & Commonwealth Office,"£5,100",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,19/04/2012,Foreign & Commonwealth Office,"£6,800",Secure staff accommodation,"Asia, Caribbean and Overseas Territories",Secure staff accommodation,
DFID,DFID,05/04/2012,Foreign & Commonwealth Office,"£6,110",Aid Programme - Joint programme contribution,"Asia, Caribbean and Overseas Territories",Aid Programme - Joint programme contribution,
DFID,DFID,05/04/2012,Foreign & Commonwealth Office,£814,Aid Programme - Joint programme contribution,"Asia, Caribbean and Overseas Territories",Aid Programme - Joint programme contribution,
DFID,DFID,05/04/2012,Foreign & Commonwealth Office,£587,Aid Programme - Joint programme contribution,"Asia, Caribbean and Overseas Territories",Aid Programme - Joint programme contribution,
DFID,DFID,05/04/2012,Foreign & Commonwealth Office,"£4,135",Aid Programme - Joint programme contribution,"Asia, Caribbean and Overseas Territories",Aid Programme - Joint programme contribution,
DFID,DFID,05/04/2012,Foreign & Commonwealth Office,"£5,372",Aid Programme - Joint programme contribution,"Asia, Caribbean and Overseas Territories",Aid Programme - Joint programme contribution,
DFID,DFID,05/04/2012,Foreign & Commonwealth Office,"£3,013",Aid Programme - Joint programme contribution,"Asia, Caribbean and Overseas Territories",Aid Programme - Joint programme contribution,
DFID,DFID,05/04/2012,Foreign & Commonwealth Office,"£3,854",Aid Programme - Joint programme contribution,"Asia, Caribbean and Overseas Territories",Aid Programme - Joint programme contribution,
DFID,DFID,05/04/2012,Foreign & Commonwealth Office,"£1,409",Aid Programme - Joint programme contribution,"Asia, Caribbean and Overseas Territories",Aid Programme - Joint programme contribution,
DFID,DFID,17/04/2012,BRITISH RED CROSS,"£74,290",Aid Programme - Joint programme contribution,"Asia, Caribbean and Overseas Territories",Aid Programme - Joint programme contribution,
DFID,DFID,16/04/2012,Foreign & Commonwealth Office,"£3,109",Aid Programme - Joint programme contribution,"Asia, Caribbean and Overseas Territories",Aid Programme - Joint programme contribution,
DFID,DFID,16/04/2012,Foreign & Commonwealth Office,"£4,440",Aid Programme - Joint programme contribution,"Asia, Caribbean and Overseas Territories",Aid Programme - Joint programme contribution,
DFID,DFID,16/04/2012,Foreign & Commonwealth Office,"£2,340",Aid Programme - Joint programme contribution,"Asia, Caribbean and Overseas Territories",Aid Programme - Joint programme contribution,
DFID,DFID,16/04/2012,Foreign & Commonwealth Office,"£4,459",Aid Programme - Joint programme contribution,"Asia, Caribbean and Overseas Territories",Aid Programme - Joint programme contribution,
DFID,DFID,16/04/2012,Foreign & Commonwealth Office,£506,Aid Programme - Joint programme contribution,"Asia, Caribbean and Overseas Territories",Aid Programme - Joint programme contribution,
DFID,DFID,26/04/2012,Foreign & Commonwealth Office,"£3,338",Aid Programme - Joint programme contribution,"Asia, Caribbean and Overseas Territories",Aid Programme - Joint programme contribution,
DFID,DFID,27/04/2012,UNDP CONTRIBUTIONS GBP,"£31,600",Aid Programme - Joint programme contribution,"Asia, Caribbean and Overseas Territories",Aid Programme - Joint programme contribution,
DFID,DFID,04/04/2012,TREASURY SOLICITORS CASH ACC,"£1,298",Legal costs,"Asia, Caribbean and Overseas Territories",Legal costs,
DFID,DFID,25/04/2012,Grameen Phone,£564,Mobile telephones & accessories,"Asia, Caribbean and Overseas Territories",Mobile telephones & accessories,
DFID,DFID,11/04/2012,Supplier Name withheld,"£37,499",Operating Lease rental of buildings,"Asia, Caribbean and Overseas Territories",Operating Lease rental of buildings,
DFID,DFID,11/04/2012,Supplier Name withheld,"£20,192",Operating Lease rental of buildings,"Asia, Caribbean and Overseas Territories",Operating Lease rental of buildings,
DFID,DFID,11/04/2012,Supplier Name withheld,"£1,617",Operating Lease rental of buildings,"Asia, Caribbean and Overseas Territories",Operating Lease rental of buildings,
DFID,DFID,11/04/2012,Supplier Name withheld,"£3,003",Operating Lease rental of buildings,"Asia, Caribbean and Overseas Territories",Operating Lease rental of buildings,
DFID,DFID,25/04/2012,CENTRAL BUILDING LTD,"£39,077",Operating Lease rental of buildings,"Asia, Caribbean and Overseas Territories",Operating Lease rental of buildings,
DFID,DFID,25/04/2012,CENTRAL BUILDING LTD,"£111,221",Operating Lease rental of buildings,"Asia, Caribbean and Overseas Territories",Operating Lease rental of buildings,
DFID,DFID,19/04/2012,Ministry of Construction Vietnam,"£50,000",Aid Programme - Other Financial Aid to Government,"Asia, Caribbean and Overseas Territories",Aid Programme - Other Financial Aid to Government,
DFID,DFID,27/04/2012,St Helena Department of Finance,"£3,993,000",Aid Programme - Other Financial Aid to Government,"Asia, Caribbean and Overseas Territories",Aid Programme - Other Financial Aid to Government,
DFID,DFID,27/04/2012,St Helena Department of Finance,"£316,800",Aid Programme - Other Financial Aid to Government,"Asia, Caribbean and Overseas Territories",Aid Programme - Other Financial Aid to Government,
DFID,DFID,27/04/2012,St Helena Department of Finance,"£1,650,000",Aid Programme - Other Financial Aid to Government,"Asia, Caribbean and Overseas Territories",Aid Programme - Other Financial Aid to Government,
DFID,DFID,26/04/2012,G4S FACILITY SERVICES (INDIA) PVT. L,"£2,962",Other non-passenger transportation,"Asia, Caribbean and Overseas Territories",Other non-passenger transportation,
DFID,DFID,19/04/2012,Bagha Club Dhaka,"£3,345",Other shared service charges,"Asia, Caribbean and Overseas Territories",Other shared service charges,
DFID,DFID,30/04/2012,INTERNATIONAL COMPUTER RESOURCES,"£1,311",Printer Consumables,"Asia, Caribbean and Overseas Territories",Printer Consumables,
DFID,DFID,17/04/2012,Transearch Consultants Private Limited,"£1,621",Recruitment costs,"Asia, Caribbean and Overseas Territories",Recruitment costs,
DFID,DFID,23/04/2012,John Sanday Associates Pvt. Ltd,"£1,338",Facilities Management payments,"Asia, Caribbean and Overseas Territories",Facilities Management payments,
DFID,DFID,23/04/2012,KONE ELEVATOR INDIA PRIVATE LIMITED,"£2,571",Facilities Management payments,"Asia, Caribbean and Overseas Territories",Facilities Management payments,
DFID,DFID,30/04/2012,CB RICHARD ELLIS SOUTH ASIA PVT LTD,"£2,721",Facilities Management payments,"Asia, Caribbean and Overseas Territories",Facilities Management payments,
DFID,DFID,23/04/2012,Corporate Travel Provider,"£1,228",Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,23/04/2012,Corporate Travel Provider,"£1,228",Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,23/04/2012,Corporate Travel Provider,£989,Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,23/04/2012,Corporate Travel Provider,£542,Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,23/04/2012,Corporate Travel Provider,£989,Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,23/04/2012,Corporate Travel Provider,£883,Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,10/04/2012,Saimon Overseas Ltd,"£1,273",Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,13/04/2012,Foreign & Commonwealth Office,£973,Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,13/04/2012,Foreign & Commonwealth Office,£683,Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,13/04/2012,Foreign & Commonwealth Office,"£1,212",Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,13/04/2012,Foreign & Commonwealth Office,£664,Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,13/04/2012,Foreign & Commonwealth Office,£814,Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,17/04/2012,Foreign & Commonwealth Office,"£2,408",Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,17/04/2012,Foreign & Commonwealth Office,£902,Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,28/04/2012,KUONI BUSINESS TRAVEL INDIA PVT LTD,£737,Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,28/04/2012,KUONI BUSINESS TRAVEL INDIA PVT LTD,"£2,502",Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,28/04/2012,KUONI BUSINESS TRAVEL INDIA PVT LTD,"£1,557",Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,30/04/2012,Jaya Travels & Tours Ltd,£511,Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,30/04/2012,Jaya Travels & Tours Pvt Ltd. (US$),£685,Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,30/04/2012,KUONI BUSINESS TRAVEL INDIA PVT LTD,£767,Air fares,"Asia, Caribbean and Overseas Territories",Air fares,
DFID,DFID,10/04/2012, Yin Yongyuan,"£4,175",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,11/04/2012,CARICOM/PANCAP,"£9,924",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,10/04/2012,OVERSEAS DEVELOPMENT INSTITUTE,£815,Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,05/04/2012,NATURAL RESOURCES INSTITUTE,"£25,000",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,12/04/2012,IMC Worldwide Ltd,"£46,031",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,11/04/2012,ANDREW M O'CONNELL,"£28,361",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,05/04/2012,Coffey International Development Pty Ltd,"£29,841",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,04/04/2012,STEPHEN A TURNBULL,"£22,895",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,05/04/2012,Andrew Rogers (Self Employed),"£21,115",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,05/04/2012,BRITISH COUNCIL,"£141,132",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,13/04/2012,Joan Venghaus,"£17,459",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,09/04/2012,A S Mohammad Nurullah Awal,£719,Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,11/04/2012,Dr Setara Rahman,"£10,146",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,11/04/2012,AMM Shawkat Ali,"£8,401",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,16/04/2012,MAXWELL STAMP PLC,"£21,263",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,20/04/2012,IMC Worldwide Ltd,"£38,512",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,20/04/2012,IMC Worldwide Ltd,"£388,268",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,12/04/2012,IMC Worldwide Ltd,"£12,355",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,12/04/2012,IMC Worldwide Ltd,"£20,361",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,13/04/2012,Foreign & Commonwealth Office,"£1,446",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,13/04/2012,Foreign & Commonwealth Office,"£39,101",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,13/04/2012,Foreign & Commonwealth Office,"£1,600",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,24/04/2012,Mid Century Design Ltd,"£12,035",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,16/04/2012,META-DEVELOPMENT LLP,"£5,923",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,16/04/2012, MARY HOBLEY & ASSOCIATES LTD,"£9,212",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,17/04/2012,Foreign & Commonwealth Office,"£2,693",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,17/04/2012,Foreign & Commonwealth Office,"£7,459",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,18/04/2012,UNIVERSITY OF WOLVERHAMPTON,"£149,922",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,16/04/2012,British Council India,"£9,500",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,17/04/2012,Crisil Risk and Infrastructure Solutions Limited,"£5,833",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,17/04/2012,CAPITA HELM CORPORATION LTD,"£198,764",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,17/04/2012,IDFC Foundation,"£12,634",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,17/04/2012,Pricewaterhousecoopers Pvt. Ltd.,"£14,041",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,18/04/2012,Foreign & Commonwealth Office,"£20,344",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,18/04/2012,ERNST &  YOUNG PRIVATE LTD,"£44,793",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,18/04/2012,BMB MOTT  MACDONALD,"£728,164",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,24/04/2012,Global Alliance Against Traffic in Women,"£38,382",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,17/04/2012,Foreign & Commonwealth Office,"£4,953",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,17/04/2012,Foreign & Commonwealth Office,"£20,330",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,17/04/2012,Foreign & Commonwealth Office,"£5,285",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,17/04/2012,Foreign & Commonwealth Office,"£20,545",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,17/04/2012,Foreign & Commonwealth Office,"£1,308",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,18/04/2012,ERNST &  YOUNG PRIVATE LTD,"£15,539",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,19/04/2012,BMB MOTT  MACDONALD,"£80,252",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,20/04/2012,ERNST &  YOUNG PRIVATE LTD,"£15,539",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,18/04/2012,HTSPE LTD,"£1,472",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,18/04/2012,GHK CONSULTING LTD,"£144,290",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
DFID,DFID,18/04/2012,HTSPE LTD,"£9,400",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",Technical and Advisory Services,
