Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DIADEM MEDICAL PRACTICE,KHU000025138,"£140,294.66",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000025140,"£102,500.79",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AWAN R K & PARTNERS,KHU000025142,"£125,143.48",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR CHOWDHURY G M & PARTNER,KHU000025143,"£28,348.66",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000025145,"£34,421.75",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR HENDOW G T,KHU000025149,"£25,575.52",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR FOULDS M & PARTNER,KHU000025151,"£88,715.41",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MILLER J & PARTNERS,KHU000025154,"£64,086.62",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR MALCZEWSKI G S,KHU000025157,"£26,086.07",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MUSIL J & PARTNER,KHU000025162,"£54,136.09",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR RAWCLIFFE V A & PARTNERS,KHU000025165,"£94,915.61",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000025171,"£87,009.51",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,FAITH HOUSE SURGERY,KHU000025173,"£67,752.56",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SPRINGS MEDICAL CENTRE CONSORTIUM,KHU000025179,"£142,575.35",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,Charges from CSU,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310009021,"£41,453.67",MEDICINE OPTIMISATION SERVICE JULY 2017,
Department of Health,03F,31/07/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010010547,"£133,000.00",ADDITIONAL FUNDING TO REDUCE CAMS WAITING LIST,
Department of Health,03F,31/07/2017,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,HUMBER NHS FOUNDATION TRUST,1010011531,"£104,076.75",RECHARGE FOR ADDITIONAL STAFFING NOV TO MARCH,
Department of Health,03F,31/07/2017,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010011571,"£2,800,476.89",JULY 2017/18 BLOCK CONTRACT,
Department of Health,03F,31/07/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410072955,"£75,862.36",JULY 2017 BLOCK CONTRACT,
Department of Health,03F,31/07/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810019377,"£844,473.00",JULY 2017 BLOCK CONTRACT,
Department of Health,03F,31/07/2017,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810019452,"£58,757.00",NHS 111 CONTRACT JULY 2017,
Department of Health,03F,31/07/2017,Hcare Srv Rec NHS Trust-Non Contract,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0006862,"£26,790.00",GP PAEDIATRIC REFERRALS APRIL 2016 TO MARCH 2017,
Department of Health,03F,31/07/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0008692,"£9,149,322.00",PHASING ADJUSTMENT TO 17/18 CONTRACT INVOICE,
Department of Health,03F,31/07/2017,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0008732,"£18,298,646.00",MONTHLY BLOCK CONTRACT JULY 2017,
Department of Health,03F,31/07/2017,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000024982,"£53,265.04",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000024996,"£250,127.95",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR NAYAR J K,KHU000025159,"£50,782.51",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR WEIR J A D & PARTNERS,KHU000025167,"£144,796.13",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,NEW GREEN SURGERY,KHU000025169,"£31,027.97",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WILBERFORCE SURGERY,KHU000025183,"£45,690.04",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SOUTHCOATES MEDICAL CENTRE,KHU000025192,"£28,800.50",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000025195,"£82,968.19",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,SRCL LTD,1112693,"£29,324.29",PATHOLOGY FEE,
Department of Health,03F,31/07/2017,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,HOME-START (HULL),220172018,"£27,245.25",FAMILY SUPPORT SERVICE Q1,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULCQ1617M01M12,"£41,076.00",CQUIN REC APR 16 TO MAR 17,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULPF171804,"£704,028.00",JULY BLOCK CONTRACT,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC171801,"£38,558.58",SAC ACTIVITIES APRIL 2017,
Department of Health,03F,31/07/2017,Telecoms-Data lines,PRIMARY CARE IT,BT GLOBAL SERVICES,790213817,"£38,289.16",LINE RENTAL MAY 17,
Department of Health,03F,31/07/2017,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000248173,"£273,342.94",CONTINUING HEALTH RECHARGES MAY 2017,
Department of Health,03F,31/07/2017,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000248462,"£262,953.13",CONTINUING HEALTH RECHARGES JUNE 2017,
Department of Health,03F,31/07/2017,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HULL CITY COUNCIL,1000248560,"£49,023.76",FNC RECHARGES 22/05/17 TO 18/06/17,
Department of Health,03F,31/07/2017,Cont Care- Prior Year Payments,ADULT JOINT FUNDED CONTINUING CARE,HULL CITY COUNCIL,1000248641,"£400,000.00",2016/17 CHC SUPPORT,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,HULL IVF,123951,"£62,728.57",JUNE 17 ACTIVITY,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800097523,"£385,792.63",ICON ACTIVITIES JUNE 2017,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,19365,"£58,333.33",MAY BLOCK CONTRACT,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,19366,"£26,501.08",TARIFF ACTIVITY (CAR) FOR JULY 2017,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,1992,"-£192,374.60",CREDIT RE LETS TALK ESTATE CHARGES 2016/17,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,2030,"-£48,380.35",ADDITIONAL CREDIT RE LETS TALK ESTATE CHARGES 2016/17,
Department of Health,03F,31/07/2017,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,2538,"£38,948.40",CHC VARIOUS JULY 2017,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,CHILD AND ADOLESCENT MENTAL HEALTH,BLUE MOUNTAIN HOMES LTD,2882,"£25,774.29",RESPITE SHORT TERM CARE LAC036 MAY 2017,
Department of Health,03F,31/07/2017,C&M-Independent Sector - CQUIN,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410020207,"£28,463.62",FINAL CQUINN ACHIEVED CHARGE 2016/17,
Department of Health,03F,31/07/2017,C&M-Independent Sector - CQUIN,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410020208,"£146,404.11",FINAL CQUINN ACHIEVED CHARGE 2016/17,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410020286,"£233,694.25",JUNE 17 BLOCK,
Department of Health,03F,31/07/2017,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410020568,"£36,229.40",RECHARGE EAST RIDING CHC FUNDED PERSONAL HEALTH BUDGET MAY 17,
Department of Health,03F,31/07/2017,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410020569,"£68,174.00",RECHARGE EAST RIDING CHC FUNDED PERSONAL HEALTH BUDGET MAY 17,
Department of Health,03F,31/07/2017,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410020597,"£49,248.36",NIGHT SITS MAY 2017,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410020811,"£292,740.96",JULY CONTRACTUAL INCOME DEPRESSION & ANXIETY,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410020812,"£196,292.78",JULY COMMUNITY PAEDIATRICS OUT OF SCOPE,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410020814,"£300,300.00",JULY URGENT CARE,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410020816,"£1,626,625.00",JULY INTEGRATED COMMUNITY SERVICES,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410020817,"£233,559.92",JULY INTEGRATED COMMUNITY SERVICES AMENDMENT,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410020820,"£54,220.83",JULY SEXUAL HEALTH SERVICES 2017/18,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410020822,"£183,108.58",JULY OUT OF SCOPE 2017/18,
Department of Health,03F,31/07/2017,LPF Management Fees,PROGRAMME PROJECTS,KIER BUSINESS SERVICES LTD,90229546,"£112,336.80",PROFESSIONAL SERVICES JULY 2017,
Department of Health,03F,31/07/2017,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR299,"£42,716.67",CONTRACT FUNDING 17/18,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ACTION ON HEARING LOSS,INV0159202,"£38,400.00",HEAR TO HELP HEARING AID SUPPORT SERVICE APRIL 16 TO MARCH 17,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,JULY17HCCGHS0051,"£136,924.91",FIXED PAYMENT MTH 4 17/18,
Department of Health,03F,31/07/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOLSELEY MEDICAL CENTRE,KHU000024991,"£63,684.05",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH CARE PARTNERSHIP CIC,KHU000024992,"£94,480.94",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BURNBRAE MEDICAL PRACTICE,KHU000025188,"£42,605.61",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,GOODHEART SURGERY,KHU000025198,"£46,604.88",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH CARE PARTNERSHIP CIC,KHU000025200,"£28,601.89",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000025202,"£31,048.18",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,RUSKIN MILL TRUST LTD,SIN000596,"£44,544.33",STUDENT REF LAC029 AT FREEMAN COLLEGE ,
Department of Health,03F,31/07/2017,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,CYGNET HEALTHCARE LTD,STE0013116,"£30,129.00",CHC SPECIAL NURSING ID HULL154 APRIL 2017,
Department of Health,03F,31/07/2017,,,,,,,
Department of Health,03F,31/07/2017,,,,,,,
Department of Health,03F,31/07/2017,,,,,,,
Department of Health,03F,31/07/2017,,,,,,,
Department of Health,03F,31/07/2017,,,,,,,
Department of Health,03F,31/07/2017,,,,,,,
Department of Health,03F,31/07/2017,,,,,,,
Department of Health,03F,31/07/2017,,,,,,,
Department of Health,03F,31/07/2017,,,,,,,
Department of Health,03F,31/07/2017,,,,,,,
Department of Health,03F,31/07/2017,,,,,,,
Department of Health,03F,31/07/2017,,,,,,,
Department of Health,03F,31/07/2017,,,,,,,
Department of Health,03F,31/07/2017,,,,,,,
Department of Health,03F,31/07/2017,,,,,,,
Department of Health,03F,31/07/2017,,,,,,,
Department of Health,03F,31/07/2017,,,,,,,
Department of Health,03F,31/07/2017,,,,,,,
